Attacker,Fast Move,Charged Move,Level,Reshiram,Reshiram,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Mega Altaria,Dragon Breath,Outrage,30,1.5047076323653965,1.43536886760401,1.4864436566494785,1.466259875851176,1.5865321597673228,1.5427841552689283,1.5872881093205506,1.5680668565314404,1.592783142379103,1.5716581909058018,1.6391683423964702,1.3926123946159423,1.6266626166647085,1.4362459718082505,1.7868620367129218,1.4501027108445426,1.6937081640692992,1.6915850490408308,1.607897728690982,1.574816882862267,1.6338544257126282,1.6413159975954421,1.6012176832846161,1.5867815971757955,1.527574603986088,1.5334663833069044,1.5696655083180777,1.5352573175840964,1.4922271026591982,1.4369325360596537,1.8544659696415289,1.5878920602285387,1.5661466024722186,1.5618537855458137,1.5543055952709577,1.5465491882859725,1.6454509697305257,1.5936768808623285,1.6060291018639208,1.5703110007807304,1.5588318157391654,1.600392493727859
Shadow Hydreigon,Dragon Breath,Dragon Pulse,40,1.1818796433758532,1.0767855259513788,1.327474627275944,1.0992110330674214,1.1533076288384578,1.1038486304688762,1.1924545649798084,1.1581942793112474,1.2322236619720968,1.2141198424315096,1.3327700955351847,1.071919767182771,1.3886020499496863,1.0858572541551434,1.3810035651492254,1.0606504018040823,1.236915024405226,1.2348063117123247,1.2479512651222564,1.1680603585820704,1.187941781186273,1.2078396556052458,1.1499650217283566,1.1477685695614075,1.198615710615943,1.174345917845771,1.1310793719061671,1.1270558234774013,1.2172231936280762,1.1579087753126986,1.203391186813634,1.1601638120671083,1.2196074587648165,1.1492539287744399,1.1554880327383261,1.1514519061638824,1.3602353245696022,1.1923880915896021,1.1472858284605736,1.1349616585146638,1.2212093034528038,1.219233522239488
Shadow Hydreigon,Dragon Breath,Outrage,40,1.1025802637807829,0.9907706111946619,1.258311539086824,1.0091951064993967,1.0687803068972854,1.0087874172149924,1.099907692986594,1.0532408978442054,1.1307883566112114,1.111688908365083,1.2703023153215478,0.9852799518426373,1.3019582164903425,1.0001759839517406,1.3115088452738444,0.9760328619093924,1.1370683741513674,1.1275846703647885,1.1524772273254855,1.0646538628235065,1.0911857332355717,1.1019155752779155,1.0576312554649878,1.0533920346356562,1.0968004147456998,1.0765925845895663,1.044091828808305,1.0451121418678215,1.1226282977581024,1.063529358364292,1.106787297048376,1.0528380896863518,1.1241218611784651,1.0533660748044384,1.0652695965032086,1.0595676489679897,1.277467925045755,1.0823785941808104,1.0576860353403112,1.0436221584473169,1.1141463181476303,1.1209260536161816
Dragapult,Dragon Tail,Outrage,45,1.234138654785636,1.100614578066681,1.1851004588122005,1.124722243477925,1.1409655149591211,1.1077660069502153,1.1331958084516358,1.1228111158311975,1.168472905474472,1.1718701281670894,1.3529771985337833,1.0878286683720275,1.218513153347887,1.089849879879143,1.4232337300061695,1.094476599287758,1.0772137311867298,1.1321668963722098,1.221708523247756,1.1564056671339316,1.1823740345474394,1.1859625280981614,1.240890551260851,1.1998267418227568,1.1289345978425172,1.1394520470325704,1.152140260132359,1.136156726921786,1.1973604057556768,1.1277593613968284,1.120689790990927,1.1092681761219327,1.1277344523636215,1.1125101643454784,1.1538149590793034,1.133880917947483,1.3275864306599192,1.1946406755073369,1.2240293034422112,1.1808510487465003,1.1796576463739394,1.1846405209508108
Garchomp,Dragon Tail,Outrage,45,1.1658971316134392,1.0845664008785179,1.1096409698561622,1.1028549090723525,1.1468999310598682,1.1187194735628736,1.1245298975573694,1.1180454485660014,1.1595046054962175,1.1585557699718911,1.1697666517484762,1.0719827995460394,1.2190619018256068,1.0892326057158024,1.2596022605595976,1.0995591105935392,1.141015609380089,1.1733806432492888,1.1836362384028605,1.1455212620063862,1.1439452884447572,1.1997562423907637,1.1406749831218383,1.1460363990215954,1.1237869430714884,1.1216233019890356,1.1677911261351996,1.1617691481572732,1.194285284573207,1.1240404086354092,1.122889969415708,1.111450827167569,1.095963546881654,1.1099984273511558,1.145997081054298,1.1426557983509311,1.1645926072848354,1.1535943721234507,1.1485357679716754,1.1570750127065212,1.156935556538805,1.1852797264644717
Duraludon,Dragon Tail,Outrage,30,1.6460168107515385,1.397766328903173,1.41773066823018,1.4045271298923496,1.4348141842518851,1.4011564157121383,1.4286203690437191,1.415179183134601,1.4455687281924672,1.4108467254443111,1.5141793611120375,1.3485713053742232,1.6051926831509131,1.3609884249148534,1.4387568161821989,1.3127138723155596,1.4184346265401204,1.4759472506848867,1.509504732654678,1.4307415775798842,1.4644250679885096,1.4758942015457723,1.5420303235883734,1.4700740148217635,1.432102517834712,1.4076241588459268,1.447970706297263,1.4286983196851164,1.5253080519427948,1.3997503230054584,1.4084652646076263,1.3767791110402139,1.5202332480746992,1.4386835055224592,1.7341930316252137,1.4929421074589844,1.5330978077986717,1.4943877490872293,1.451570291798445,1.4496364039296052,1.4959404559363059,1.4791378837652405
Duraludon,Dragon Tail,Dragon Claw,30,1.6217109924224613,1.4412524394328279,1.4507010244013823,1.4538001823136024,1.451324966847173,1.4491230515723583,1.4364568853630681,1.432986476813065,1.4742296931980545,1.465368706210993,1.4680413704712016,1.3820481811525693,1.5662510889719694,1.3933606755524897,1.439301490953782,1.3535421208881413,1.4947634922806703,1.5509852924637204,1.5210016287746124,1.4731098785349779,1.5164555515782403,1.5460720748955865,1.5529481971444477,1.5127953854530338,1.4588073747265842,1.4610885307345711,1.4831297849921252,1.4850712491719582,1.530924732225732,1.432157781672308,1.430859412694943,1.426725380104521,1.5355806289346075,1.4872897454844216,1.6840101972937351,1.5298591375639619,1.549560905132841,1.5490282529297295,1.4875306566983015,1.4906760794070513,1.5331584914951841,1.5259910083744674
Mega Salamence,Dragon Tail,Outrage,35,1.1150103011693175,1.0025851044045047,1.0481067898281835,1.0321471869580061,1.0494590445884955,1.029613890891195,1.0473317966519786,1.0363617574696762,1.081729338239699,1.0642356697061794,1.1035159207960916,0.9971483564112144,1.1062248037787081,0.9940152967574862,1.168960280563985,1.0277339843866078,1.0533362981068015,1.0775873722663591,1.088272402003586,1.0465276223939208,1.0714078246664254,1.0991094016225,1.059764436556089,1.0586781949660897,1.0333704127843848,1.0349862430104808,1.0554248253075191,1.0585924690621342,1.0765699663465111,1.013510192714107,1.0367629884772251,1.0153018615126983,1.0594276623787489,1.0583964383178095,1.0533810089157774,1.0497502374153083,1.0991852021601642,1.0919621973347278,1.05429132131487,1.0516461764697722,1.0594631111266697,1.08072654003845
Mega Salamence,Dragon Tail,Draco Meteor,35,1.1884404496607337,1.0212753966694896,1.0371167390773826,1.0478392993431622,1.0692389833983509,1.0318430291062686,1.0630028742253403,1.0663821208716353,1.1047011580840647,1.0789413938990562,1.13867799627817,0.9966830214496954,1.1438311244750077,0.9979521571255962,1.2606178707659328,1.0339105951378493,1.0728014059021358,1.088622664252929,1.1140361405840555,1.0629380301284699,1.091461146315885,1.1098367279982684,1.087785709736978,1.0762338917245662,1.0559218002849327,1.0506219682401794,1.082344074311957,1.0721281792544046,1.167671508521287,1.0327782968387724,1.059995628002056,1.041674790311495,1.0994278754947138,1.0718744614688172,1.0783562944620253,1.0594264866947924,1.098092131483683,1.1068015366277955,1.0810707505894006,1.067000832512174,1.099449539369792,1.0957231294276721
Mega Salamence,Bite,Outrage,35,1.362640357960602,1.2375532066062738,1.2584536704899572,1.2634640063691998,1.2496752196923633,1.2423830305593913,1.2880941268999395,1.2991358890506006,1.3592019592757811,1.3653182808977686,1.3165269688240975,1.1764219028488079,1.3810498895226941,1.2037551532727369,1.551359853582524,1.2359818074108093,1.1637557263188574,1.1851806055807412,1.3677065824775652,1.3315961684802269,1.1904331296516901,1.2386207229082364,1.143944869920073,1.147428538932802,1.1294263841413517,1.1349525462888104,1.1365329620879114,1.1442936497274339,1.3097681590089152,1.2515065363359035,1.296165245767335,1.2852872422342878,1.2981969103329274,1.3278219585136704,1.2954577677592267,1.30744479745823,1.162330974768785,1.1622611712960675,1.1432079366366075,1.1536668601283997,1.313717622970064,1.3607843883057371
Mega Salamence,Fire Fang,Outrage,35,1.5017195787429594,1.373916948180972,1.309856297912315,1.3381071064121195,1.3262692961654385,1.3279066936264674,1.3054809139539438,1.326786657405243,1.357604858943559,1.3688131937902808,1.2947238247889346,1.1813000342615676,1.3491732826713854,1.1871150317118628,1.4896733938219875,1.2125818771648622,1.320720692871775,1.3943075529770304,1.3980153371748105,1.3709697285850904,1.3700099001961696,1.4385577788341248,1.3282539838453729,1.3854831713037647,1.3422290158197863,1.3764816559656723,1.3450431979472213,1.3645140666749054,1.4767866176016669,1.3857910363474013,1.328137876797623,1.3205915195056097,1.345869757485055,1.4008212497193666,1.4299311957744718,1.444542021735629,1.3536591911111535,1.3648093910179582,1.3011382392475397,1.3397249473476889,1.3571037561149903,1.4108591389979153
Mega Salamence,Bite,Draco Meteor,35,1.7402756297440125,1.3946162502455535,1.3834645610283338,1.4378045877753431,1.3764188513268805,1.3590194638938768,1.4614229579970972,1.5002581524129834,1.5890267631524453,1.5698238698998617,1.6147888899060918,1.3338140856462724,1.6801055925430155,1.3318048449288713,2.022905303225363,1.3897625008305088,1.2421578258281065,1.2762904829308028,1.5251349471774778,1.5093317195245952,1.2665445170784935,1.2951512623143189,1.2282286989140405,1.2102975467741857,1.197025524150729,1.20138532788805,1.213333725761433,1.2130199415187188,1.7143159315776018,1.4074191882652014,1.5366549357953065,1.485470918664427,1.5286561972836532,1.499082499027199,1.4704664378292958,1.4677977102170263,1.2039572415984026,1.2192264927239964,1.224553283707265,1.2181502448683066,1.4852254158748828,1.4987438887964173
Mega Salamence,Fire Fang,Draco Meteor,35,2.581370280945373,1.6773142106220795,1.5259538416542993,1.5602760265259612,1.5108894996358875,1.505121240530438,1.5184622684958258,1.5920259029399435,1.5790778818726894,1.6029748104569552,1.5959614894032348,1.3168486622164153,1.647171453003,1.2950194749781339,1.8335368357529547,1.3199005903375518,1.5630540398463446,1.6036438611537571,1.6024057363391835,1.5904429099362278,1.5941806342938811,1.668980311240365,1.623929414623291,1.6034312309790226,1.6079485273694538,1.633690217356153,1.6192081845310855,1.5977709029016312,2.2670977714689977,1.7038493974180304,1.600041619319767,1.5752613187810136,1.6801680529615217,1.640521869556127,1.7983535844294118,1.770821457408485,1.5561481037343723,1.5919054238435841,1.5848952208992917,1.5811607827278842,1.6544286355991695,1.6921215648383785
Naganadel,Dragon Tail,Outrage,35,1.3700176798498018,1.255258567803351,1.528689055489415,1.2787034190198427,1.840237206558427,1.3506476471522402,1.5701043697665347,1.3034539580716686,1.4151300468356347,1.3121237972100508,1.5527093401961256,1.2635667205265024,1.604589363901364,1.2623107317305202,1.664515617418077,1.2881177197248324,1.3548867212398095,1.3458285303593331,1.4276208047328875,1.3196956431453648,1.3280853733380222,1.3321788869538056,1.3938293723015795,1.3340095368369256,1.5920103150775564,1.3209911992252394,1.6600863753236146,1.4200792483229632,1.3370856859120923,1.2819225308938706,1.435089419174165,1.2982910477105765,1.2984807587516254,1.2742585677210885,1.3630537114489236,1.317452725011204,1.9165408480615216,1.4662737282686278,1.6878979360417359,1.4770441471866727,1.365541655986594,1.356441897346422
Mega Charizard Y,Dragon Breath,Dragon Claw,30,1.4652326478231885,1.3488600783999896,1.3552475520695184,1.359721377587723,1.4002560712703047,1.3662572533652455,1.3981645846617303,1.427198142799648,1.310982057739578,1.327812767840254,1.3642121995395398,1.2892657637727574,1.3269991961535261,1.2794133745196958,1.2958011500903668,1.3103222965105654,1.4736303481331383,1.5283606283938067,1.4283982403563769,1.383667605458652,1.5102455762265314,1.5168477859251601,1.3879141435587226,1.3876790947430606,1.385644768413154,1.3847990708850941,1.3902477503030637,1.4110179569085464,1.480983972646752,1.369046655820744,1.3557136301959323,1.3636016072672321,1.6650161508831636,1.480412438182591,1.3967772546892012,1.4164607239413425,1.427894512164729,1.4169733710609902,1.401937679020169,1.4015086624725641,1.4370457462791693,1.4829677312293972
Mega Charizard Y,Wing Attack,Dragon Claw,30,1.6438024015129316,1.5252202534111805,1.6593812767162304,1.6982231688359462,1.5480934605598293,1.5250019827914043,1.528346743685069,1.5557010124166202,1.46879196704477,1.4968414602680136,1.5314824086073213,1.4388202678094835,1.4792376946438979,1.4228518609339085,1.4086676332910921,1.4328762633653997,1.5973567147640275,1.6699985825994146,1.5596322741756843,1.5380461796760354,1.6539662366099714,1.6582780367109127,1.5211198498695453,1.5418438589693007,1.5242482028187365,1.5350168515492248,1.531114141879742,1.5580517463920744,1.6662667873535666,1.534684165565767,1.4732519065127672,1.496757434858215,2.1934488519847157,1.8267452635895416,1.5374583732710827,1.5718637585941158,1.571779919267889,1.5776169115096725,1.5314786384033765,1.5439001453891124,1.5636479381246373,1.6083775641220914
Mega Charizard Y,Air Slash,Dragon Claw,30,1.7126510153837236,1.608892346541158,1.7894537377321813,1.8716064024589343,1.6016228662345138,1.582888260599245,1.570137438300233,1.6025736480094783,1.5793904574929705,1.6218592081857879,1.6078714199263833,1.5152717273671334,1.5381868342501586,1.498426189800294,1.4358756528871037,1.4722038324412883,1.6483030448118134,1.7103815606078092,1.6481176641258317,1.6294087555102232,1.7132105513345348,1.7350484239610953,1.589811676609488,1.6269983849132617,1.6209943693953237,1.6384930705821061,1.6134183931788821,1.6411336804739645,1.7639426159742275,1.649114344558561,1.5358090264033226,1.5593358239279578,2.2984173751241492,1.9709657974597308,1.620727044082342,1.655486308011304,1.6552581766753818,1.6528737417536248,1.58980778246312,1.5971895547924622,1.6030272894303381,1.6481665084921937
Mega Charizard Y,Ember,Dragon Claw,30,2.082149158435929,1.9290067684197307,1.732423920062607,1.7744369534307067,1.756571913579505,1.737195789419973,1.707016422269535,1.745444069351195,1.7191145664059866,1.7726851408536075,1.5938753146573448,1.4999386138062858,1.525229886842482,1.470460976956908,1.4238418333510683,1.4470693189734904,1.7944999236851855,1.881444598752395,1.788340312210466,1.7907764882387227,1.8681628768324403,1.8956869944754915,1.7534983558919883,1.80322624914258,1.7977122212516359,1.8185693896939774,1.7887173440086435,1.8283677728550205,2.1368530127645586,1.9527117203148727,1.6908613426760173,1.7324944480221305,2.2840771509188054,1.907054983551489,1.9179641994431873,1.9903639943510323,1.8133017445904378,1.8135418685365863,1.7984417443364666,1.8242940059431687,1.8211453155812152,1.8774231703751978
Mega Charizard Y,Fire Spin,Dragon Claw,30,2.1068779526798336,1.9799738566064349,1.7116657000065916,1.7736085842881277,1.7309867405331187,1.7198228854246067,1.6946179564930932,1.7445685910933368,1.6969087962218279,1.7499461076516758,1.5183444355964306,1.4420358210743263,1.4630635694649545,1.4170114308662711,1.369401059911734,1.395386732700349,1.7870252871641292,1.8672042601874426,1.783006523718466,1.7782444751923479,1.8354005648719656,1.8684483001693357,1.7457887429887775,1.8074358024758084,1.7615471851121522,1.7839532276020877,1.778461678683986,1.8124221110659078,2.1813616093514945,2.0121502857513023,1.6501746501581074,1.707670690086396,2.1711571057823136,1.8531370118863593,1.958743910497458,2.033810044934003,1.8305086884123962,1.8399621468694023,1.7657332626062716,1.8008058200029156,1.7659758882524696,1.828152677552459
Mega Charizard Y,Dragon Breath,Outrage,30,1.5376898913285006,1.3033833745809489,1.3455600326494388,1.3070319205821923,1.3773414732851905,1.3012628763583045,1.358258293736278,1.3496819806934506,1.3033897697464158,1.2932972069848256,1.4782296731514417,1.2372385749991663,1.3608533283175284,1.221898115880301,1.2375799178301659,1.2400925002923797,1.4563532244224036,1.4474113060558953,1.3778203948858219,1.3123383976680036,1.4741890512949656,1.437898045274661,1.341239887496155,1.3316564050420407,1.3642014373441844,1.324915013479144,1.354435732435137,1.3313711400885506,1.544596095758412,1.3263586832769971,1.3160191711453388,1.299291815107813,1.8232028536962575,1.4478562187422261,1.3530300402339013,1.3346775295576199,1.418946301584508,1.3603173048703383,1.398234864598876,1.3443071239432165,1.3804954970344603,1.398101502402238
Mega Gyarados,Dragon Tail,Outrage,45,1.1540262315512861,1.1367273921738488,1.1927990562230129,1.1767292352417975,1.157510176018263,1.1574014691328833,1.152427786170594,1.1708245041186245,1.1881194377082285,1.188950677062426,1.066200124514141,1.0651214055356752,1.092821081932611,1.0911273789327065,1.1006612037770065,1.0766968461170099,1.2347213028048314,1.2545615738778635,1.2027370309500678,1.2008312310637945,1.2020667249113357,1.2567718337584635,1.1756826285237054,1.20779695871154,1.1716110540186961,1.1841015241503647,1.1812652820811684,1.2116737127026496,1.1494753381343232,1.1466975588257204,1.165286073742345,1.1763667252882006,1.2576164155144012,1.2540537963485885,1.2211144266162703,1.2098808815070965,1.224225455496098,1.2248376578049696,1.336033783781701,1.2051338353475236,1.2095997627635358,1.2508230822866864
