Attacker,Fast Move,Charged Move,Level,Reshiram,Reshiram,Zekrom,Zekrom,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Kyurem (Black),Dragon Tail,Outrage,30,1.1350955665567566,1.1042332173002563,1.0736699975967403,1.1034924315667234,1.0981670799509713,1.1226182101213908,1.0843476989435976,1.124307002473468,1.0968808691283427,1.1293113331287743,1.1656890664052533,1.1136136237508254,1.1293373870946322,1.0892075647853967,1.158084918101055,1.0845298618822876,1.156932357488027,1.2207781537496891,1.20581709507494,1.17932018172762,1.1640276039672608,1.2212603119636873,1.1059830400013562,1.1555514118499621,1.0879048280937003,1.1205968684845264,1.1172784536231186,1.1381506948117517,1.1576167245312226,1.1345546289784207,1.1072398804672643,1.141617669887841,1.1611157869424071,1.125678762807535,1.1443927383969252,1.1850594007427522,1.1660447139881074,1.1427580286474426,1.1540454643940083,1.1485378265599266,1.1347287237743124,1.1787570688849796
Reshiram,Dragon Breath,Draco Meteor,40,1.3044646711426655,1.1953709231518135,1.1449367355662246,1.1955005843039628,1.1750379606207413,1.214206003515827,1.2206219817800035,1.2777859008257078,1.2297638355480776,1.2471305547032265,1.1609151634712371,1.1948732697893165,1.1423135816429806,1.1757430274836163,1.367736240283176,1.2231182329261523,1.376372147328137,1.3780218592231435,1.2919830045431906,1.34132416645284,1.3188094408158522,1.3767754863361124,1.2347679972199503,1.2684252459030287,1.168455909406811,1.2122235395118761,1.2157061114583834,1.2708140597201518,1.409623378024865,1.3006445106816853,1.2131869251368028,1.2647426941436721,1.2300010723721195,1.2539962109518439,1.2263709484026935,1.2729874069129112,1.234565274504072,1.2994105479720703,1.1932927164689149,1.2593551820181126,1.3140522973255016,1.3554270153155032
Latias,Dragon Breath,Outrage,30,1.5904828384323595,1.5221910963748082,1.490987776397789,1.5245655328540269,1.52667222147382,1.557127200094465,1.5318728093155114,1.6034551384370443,1.5527821143529588,1.6064957025757571,1.6742342918946949,1.488455135034412,1.5506964970914732,1.4859402761038014,1.7221335369239312,1.5317965713492505,1.6603755635074213,1.7163836066637117,1.6688829185093506,1.6518384073174046,1.658499000946672,1.750630955986415,1.5541685913708274,1.5838803731030187,1.5007236008339806,1.56098605944156,1.5383526470163964,1.5948607972303697,1.5639487070713836,1.5642054694099303,1.5137627585671594,1.574312589746575,1.5321662891700165,1.5785902531123164,1.5804097452216914,1.6175214367655921,1.6278043374492601,1.600888618358489,1.583891562626647,1.5839297321509762,1.5945615552043888,1.6615880020274905
Mega Altaria,Dragon Breath,Dragon Pulse,40,1.5498994277946674,1.5862266594413879,1.5467470688488019,1.5989124791549332,1.5901616714980185,1.636073649425144,1.5433770759464365,1.603140370329755,1.6089529390740223,1.6859129118294653,1.6380137971263415,1.5638674082385777,1.6128570767444619,1.5589824281118017,1.538993094114381,1.5243679726540813,1.6684468276018636,1.7415076593766552,1.6645736796824295,1.7387627730065054,1.639605559650817,1.731684181052463,1.5737857412265275,1.657977598562511,1.5790523690773068,1.6423874739381057,1.60553926047026,1.6704640092321006,1.5808410641124395,1.6254209599934506,1.7799996119067023,1.663312085225288,1.6020037110574563,1.657672822515915,1.6478699340855913,1.6982033948836937,1.6078256879715525,1.667813440098279,1.6373580851472278,1.6733081638999374,1.6843376367810607,1.7580031207450033
Mega Altaria,Peck,Dragon Pulse,40,1.9005519990447937,1.9456597812210108,2.0074721194364997,2.133978972395536,1.8505374359076705,1.9298797068259266,1.848511248390621,1.9778626636286467,1.871212146756448,1.9795075748635245,2.0930698403567973,1.9585093756456011,1.9522401994418364,1.9327608166813215,1.8577114276790674,1.9122058925596892,2.0075523507853967,2.1357066410092864,1.9719371198285363,2.09261844746653,2.022899178471496,2.153204684979152,1.889009903927244,2.0403276729373174,1.9249335677200443,2.0086586811659375,1.953610616915901,2.043308169447516,1.934592585150206,2.0070293341668806,2.2595664997865486,2.065701769705437,2.0697854280877004,2.1782314958941145,2.024641748384546,2.0986026404650953,1.8875526825062627,1.9612184598761893,1.9397830848385036,1.968818866522296,2.0518401462973452,2.1316377948060468
Mega Altaria,Dragon Breath,Outrage,40,1.4331732138100792,1.455576476207096,1.4154630494245937,1.4708352519661783,1.4565668963429743,1.49345647043562,1.4242200858606167,1.4693314325401177,1.4843284789916817,1.561352516918263,1.5230390945585204,1.4226656080498092,1.5216655566443387,1.4341924436655284,1.4098330788450861,1.393127949750139,1.5289499572977587,1.5879720219240872,1.5170105504656393,1.6021802786288923,1.505898128941689,1.592435766299617,1.4494971754524997,1.520284616069196,1.4396124442990883,1.5047005437226606,1.4734509785065153,1.5374755974419387,1.4572248828754404,1.4897462518280362,1.649651201148756,1.5155673924011333,1.4743849295971454,1.5266386983352236,1.5148777310406958,1.5632992203044895,1.4741545822217124,1.5278352346522308,1.5100267972513453,1.5309683945112225,1.5489927149487661,1.6047884552312233
Mega Latios,Dragon Breath,Dragon Claw,35,1.0926678729208188,1.0905829514038776,1.0305067208714842,1.0974457569625733,1.0523349315877268,1.0954828108654688,1.0423393565733734,1.1091940717996207,1.0208304532105081,1.0698976306002232,1.080984189611242,1.0760786347083202,1.064573117606698,1.0767464742538537,1.0816256593559135,1.068909199750139,1.1185781775332158,1.2012713376071609,1.1328619081400089,1.1718337282840023,1.151638961746448,1.2421061453684497,1.0790661406044066,1.140059838875775,1.045456849679081,1.100170884264748,1.084152521998365,1.153424051545896,1.0981855461409364,1.108312773740283,1.056130418752668,1.1137816781154188,1.0827286346103226,1.1414426329660188,1.1099545663713373,1.1584117025620417,1.0835010786269061,1.1494684571009912,1.0633501840556916,1.1247144302131993,1.1190653666875379,1.1759643002673503
Mega Latios,Zen Headbutt,Dragon Claw,35,1.3306354877522342,1.3188497111419308,1.2288361802481411,1.3271294990029225,1.2509741701467367,1.3207734819493715,1.0840816691238886,1.1374460325003146,1.0882927643446976,1.1337208714212015,1.2967313854243043,1.2812126564126662,1.2848645940437073,1.2897741792038824,1.3016293031649084,1.2768557398667408,1.4971730035350967,1.6312947968130074,1.3314038609572396,1.394351953873787,1.3321028501115244,1.438613934936771,1.2665309132209166,1.3510766335970708,1.395720534728752,1.4900437431012632,1.4239784584315045,1.531165071885368,1.3360330590813863,1.3312308591119,1.094685062288974,1.1461583614700974,1.2653861027072522,1.3397437355595345,1.3300873025646343,1.3953762695166925,1.3879578613955175,1.495875130896833,1.4040109434271517,1.5032943667395255,1.3197471600226602,1.3980738841348876
Mega Latios,Dragon Breath,Outrage,35,1.0905407018929618,1.027138881490122,1.0038488845022775,1.0336621457255917,1.020689161972522,1.0413117993084764,1.0004163062064146,1.0491383476908205,1.002056829178651,1.027526106557239,1.151474704593236,1.0185993850840345,1.0848432655180114,1.0241314159122874,1.0854820238756246,1.0146554865352584,1.069674922433271,1.118584663949579,1.1018746320921318,1.1139571038292606,1.094486254207167,1.1659552340299086,1.064670059796497,1.08771565515517,1.0126879522505212,1.039340991782838,1.0410520748184833,1.0852103668798383,1.074347581782526,1.0475568505308281,1.0348507781270617,1.0600210540613964,1.0298899356251767,1.0711437661058918,1.0631177450402163,1.0993479853005035,1.062763875064292,1.0850422385116059,1.0329896953510642,1.0564852828417886,1.0737350547124243,1.1058270471192742
Shadow Latios,Dragon Breath,Dragon Claw,50,0.9989694793207013,0.9931004711738934,0.943936172359579,1.001262169941643,0.9524415373178264,0.9988807229897502,0.9467818514863147,1.0158236973677264,0.982017918016812,1.0328730194589528,0.9984282780327551,0.9845643129995181,0.9730415483704804,0.9850438743870563,1.0156770544142144,0.9852837833148251,1.0618479800218374,1.1492437919590057,1.0626462197938207,1.1014972906887235,1.0502479061785115,1.1355093457676901,0.9884115151694941,1.0501277721037263,0.986796942071052,1.0525440497117862,0.9876328316584122,1.0509131124681443,1.054958304028936,1.0587148486776738,0.9705218884619862,1.0323257461093647,0.9890780524422462,1.0433790770450624,1.017966051163062,1.0687110719354984,0.9886355647157642,1.0345003348738766,1.0143528637808261,1.0743407617963476,1.0315354264189949,1.0843595018734409
Shadow Latios,Zen Headbutt,Dragon Claw,50,1.217805413448203,1.2040559530479347,1.1326984569605554,1.2155962377062264,1.1409723573503903,1.212541224485723,0.9817393882532603,1.0448554706697046,1.0416963108576978,1.0893481537429233,1.2024179403150737,1.172680798661606,1.1699038405431126,1.1857432890598747,1.2438142004441979,1.189901009855636,1.3644609247467594,1.4787494189252006,1.250875432055907,1.3085897997071831,1.2474452234965152,1.3587620500688575,1.1583208669008802,1.2521878059220146,1.2758873308531948,1.390085442132374,1.3170803481271336,1.4202856181179977,1.2306767734277029,1.2339532841391576,1.004846315054139,1.0567926029417472,1.159260258214208,1.2316648739637799,1.2264422422565153,1.2946963854016111,1.3090589859056951,1.3848477896474019,1.3072714066480084,1.405287377226041,1.2195255274953536,1.295188685808561
Shadow Latios,Splash,Dragon Claw,50,1.502664474590593,1.46988987573133,1.3717090478138594,1.4806409181552507,1.39742150508664,1.5050134629233254,1.3592093025144893,1.4879657044916392,1.4295721458123296,1.5260306905888263,1.5155612627246693,1.450831027736032,1.4517321378627608,1.4746945091119081,1.6247158696557469,1.4715153907551362,1.4838369314926323,1.625869990594696,1.5441300771285829,1.6275225272817835,1.4997038078312828,1.6575294715969806,1.4260659329482512,1.529514720278683,1.4024234495727894,1.5107035689464863,1.4364437178439198,1.5421435784007307,1.513383271747584,1.5142000736796275,1.3881005743780803,1.5030950440485893,1.4317890091606575,1.5304212472662635,1.4928965396555858,1.5812879558755857,1.435863327055219,1.506561492834439,1.432489899108966,1.5199643451737443,1.474253853722532,1.5833706033771628
Shadow Latios,Dragon Breath,Outrage,50,1.0034773184419115,0.9482572076747154,0.9409311805508418,0.9487683753047645,0.9418325209012093,0.9545254215583063,0.9210460048819518,0.964802833319118,0.9473527596915431,0.9862302030191555,1.086529775624537,0.9334752474044309,0.9937402789207765,0.9474473175354686,1.1094487437534704,0.944672664491949,1.0113533907741536,1.0616382525594317,1.046914856685735,1.0399566812068888,1.0055390792709291,1.0678575306144606,0.9740620510495112,1.002671983794344,0.9564596704958914,0.9907019336903643,0.9570341876232148,0.9946184545847958,1.0081698799170917,0.9981840576636115,0.9431782900609306,0.9813472658827181,0.947047564577924,0.983745438356476,0.9759123992974315,1.0115139573922005,1.0121877439861462,0.9800555779627087,0.9912479525979413,1.0038214429651884,0.9967599908564159,1.0236639931621894
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,45,1.3532077481929148,1.3975513653021299,1.3683628298290385,1.4147530788324194,1.3978838513107847,1.4254366926611683,1.4174698330307498,1.4583815639304178,1.3855998354536658,1.464247419690936,1.357356104397986,1.3945589253958675,1.3300830806439603,1.396497292685724,1.3093875798167687,1.3783184689061634,1.4817785753667527,1.5589085523399746,1.4546322430682386,1.5276779919399877,1.4635226487008497,1.561547970750309,1.3912326723652035,1.488167837028059,1.3828494337925679,1.4226744613875149,1.416198490166851,1.4782382074337643,1.4146525707863997,1.4276339536562586,1.3881830442038265,1.4534506345325415,1.411803892385833,1.466104916988649,1.42503127207679,1.4984736634022722,1.4285969339613915,1.469170326844304,1.3870614293588754,1.4601560684491834,1.4542969875865908,1.5291054195613067
Mega Ampharos,Charge Beam,Dragon Pulse,30,1.6625458085729767,1.6041624952928533,1.598228192253432,1.6943860955836894,1.6123010705477139,1.6857858472161933,1.571614821313253,1.6658563926356447,1.6164173744744128,1.6917833046164015,2.0844719540797936,1.6737400906575715,1.652290703780984,1.6625887598669582,1.9703680247084954,1.6658236743475847,1.671480308320991,1.7816499281088851,1.7246879386593816,1.7726668981027276,1.681074368044008,1.802296013120075,1.598128128085707,1.7263579229299013,1.585639180736683,1.6436907730673318,1.6068740683752463,1.677266913497139,1.6159133110805972,1.5764091228775243,1.605845170178911,1.7120735824892304,1.628380815587741,1.716185344897621,1.6321139923910013,1.7055110149004153,1.675697777251518,1.6570706491372835,1.644252174820912,1.6943900902933777,1.6442847630122146,1.7355516463420695
Mega Ampharos,Volt Switch,Dragon Pulse,30,1.6858895818216886,1.6222673291879828,1.6385680975539954,1.7194423703845032,1.622715502402371,1.7006507772572224,1.5967719007526002,1.7014556501890639,1.5962528618586318,1.6737160833926217,2.027426143245444,1.6928782361066665,1.7007849299881082,1.6934185401227797,2.126860945308162,1.7442566629650196,1.6806131825601884,1.820090593615204,1.756109157321178,1.7963865787209636,1.7028859212528833,1.8217285051152672,1.6068984222370077,1.7521666165184115,1.6026196803074282,1.6709488573647848,1.6389383084098668,1.7240467375102178,1.573841499492057,1.5684327450126707,1.6095757170023672,1.7428566577405207,1.6651989250281904,1.7563830513211298,1.6608065279245061,1.7297120376431547,1.7549444775412486,1.7261397737658695,1.676207925115884,1.729515033740737,1.6825188586421778,1.7623562618642972
Mega Ampharos,Dragon Tail,Outrage,30,1.2206710324494612,1.1542805183831295,1.1587417193029446,1.160264395249985,1.1921264766390423,1.1979590241501061,1.1850410010844268,1.2047150231709942,1.2027443496204981,1.234808967775219,1.379817955708227,1.1874075904449028,1.2182692907460355,1.1812321046626972,1.3921345780122156,1.1786529185174903,1.2083890984962324,1.2829245089242278,1.2765195538315246,1.2555921995985089,1.2480928462448357,1.2966378855498222,1.1999707586230277,1.228171735878322,1.1679784146191898,1.1879661501982748,1.2051526662499399,1.246062412848007,1.2421771213592774,1.2121470913292474,1.1587932238910232,1.212379205961113,1.159968673735657,1.189572643462267,1.234527613405837,1.2623646226934817,1.2967722598621283,1.2228715157390722,1.222111829970486,1.247254320172706,1.2233717960185655,1.246409652444418
Mega Ampharos,Dragon Tail,Dragon Pulse,30,1.2936983936001174,1.2550272325651881,1.240736901776394,1.2577651886925718,1.2875893301135408,1.2988552773162632,1.2691754700198608,1.310174523684777,1.2973753510939972,1.3327755729618003,1.4298821613607549,1.2853343757468718,1.3029556105089266,1.2779750778189367,1.4197125728761801,1.2793044662687396,1.3254862109598815,1.3943978984010983,1.3644476476536913,1.357806438953708,1.3536648780850176,1.4099985333249523,1.2982472125339561,1.3341802031640018,1.2599844650668413,1.2903855116307592,1.3147223157186132,1.3577996826465355,1.3275171081862531,1.3207091850214527,1.2542957076881283,1.314350719913067,1.2565601552014922,1.2951070584832758,1.3242444471809762,1.3650310128264123,1.3679496098071793,1.3216260069342944,1.3149064341469054,1.3423491995064905,1.3197471600226602,1.3533796475744655
Dragonite,Dragon Breath or Dragon Tail,Dragon Claw or Outrage or Draco Meteor,35,1.2869899060407615,1.2521138532472422,1.2446224772653474,1.260744496810636,1.26333611073691,1.2666856261880883,1.2176144232839046,1.2736065926656999,1.2460928675233416,1.2726411372579434,1.2960083123027752,1.2790292591437358,1.2656407511665293,1.2525599261147675,1.3908592448639645,1.2486075444197668,1.293224938108777,1.3584047740024432,1.3392827494604018,1.3403921331864217,1.3198513515315324,1.376385007914331,1.2451253777011193,1.287192700674247,1.2344957278933812,1.263650709292343,1.27088522383036,1.3061672356589893,1.2884464390040598,1.2757832181624003,1.2321210268948655,1.290320468040517,1.2479226852197876,1.2804188100569007,1.2990712355224867,1.3269082448101315,1.3176398977247077,1.3122513885240017,1.2939390163264528,1.297593186964434,1.289593209894948,1.3310176212767226
Latios,Dragon Breath,Dragon Claw,35,1.372394536954545,1.3538231215040826,1.295226686088429,1.3637397655079042,1.3148328319038851,1.3799055682783923,1.2868654376495148,1.3648487285399227,1.2775623539566987,1.3368622565102015,1.4167635490130155,1.3227782211185963,1.3118572517993428,1.3178654572453605,1.4020032273736813,1.311866671293726,1.3692868185208809,1.4781375336482847,1.4217582600033207,1.4649713975216216,1.3634839818132294,1.4642464623607372,1.323343942161404,1.4059699025711223,1.2999419484076693,1.3799059727729857,1.3459075828244458,1.4304755493580803,1.3710680941164213,1.3785290867075253,1.3394094190243333,1.4118882679396125,1.3418007402617238,1.4107412691036594,1.372840930449605,1.440557129061319,1.327241157294515,1.3795360609211438,1.3377071117682258,1.4126832838813468,1.3658825049444925,1.4338034328195037
Mega Charizard Y,Dragon Breath,Dragon Claw,40,1.355529634358037,1.3446843685994287,1.269003637911329,1.3368122503866313,1.3031926836204704,1.3607647672219811,1.2570071442206545,1.3450569222583697,1.2437410013723433,1.3121701908130545,1.3036623552334696,1.310583197968104,1.2255008682319657,1.293528804576377,1.224211375624653,1.2857353553581345,1.3549864325791072,1.4608209640976852,1.3358225287911492,1.4083362262840928,1.3759335767632956,1.4553816497999035,1.309278416049702,1.3997656451961504,1.2999452189199134,1.3723118433424635,1.3300322161850267,1.4150925614271288,1.3639699178732636,1.3773159776877248,1.2621473202157798,1.334788683199441,1.3015152943011545,1.3232876979420203,1.3592432481479801,1.429224646933392,1.298330996000015,1.3664241760437519,1.326935447475928,1.3963489727346108,1.3457765586332329,1.414611844916863
Mega Charizard Y,Wing Attack,Dragon Claw,40,1.4966172837238352,1.4756027443812743,1.5180804009591025,1.6188888868505007,1.4108727866006077,1.4705952790791659,1.3613273872622484,1.4610702927952626,1.3730759374589057,1.4489670334116727,1.4270243009280452,1.4340383127483667,1.3240366448216954,1.4098437182461512,1.333070169350361,1.3984331621321489,1.4856358309639894,1.595213024724057,1.4601716148702701,1.5430357870586993,1.5131476941773,1.5884395529879218,1.4217560082553917,1.5206215275864845,1.4154057479252689,1.488607988226156,1.4406039332596046,1.5322229167668413,1.5081084802274394,1.5119468911290472,1.3820390421857414,1.4699445996817635,1.585573670339812,1.6121652492940217,1.473805989979973,1.54505123435586,1.4179401741344158,1.4939796707505246,1.430801458973936,1.5092690199301049,1.472117037876303,1.5427611636204617
Mega Charizard Y,Air Slash,Dragon Claw,40,1.5318148001873673,1.5293441222664106,1.5985125474001685,1.7197303946299072,1.4290173812244191,1.4916403478573246,1.4279952723861047,1.5242655749290248,1.4791712327150484,1.5660385470019187,1.4695499122995348,1.4780870361293512,1.3661403618203292,1.454194978943111,1.3819080545530262,1.4547256732370906,1.54906217230084,1.6576772143003857,1.513659758803375,1.6105685780266554,1.5925291001662867,1.6790248325228525,1.4604012425466273,1.5617056622324308,1.464636768733903,1.5442050611176976,1.485771986344184,1.5740231764196757,1.5609066315386018,1.574444332808645,1.4561648620328327,1.5463625955679745,1.754209060569527,1.7828056504261867,1.521576112670214,1.5887316823405124,1.484565274504072,1.5578832270740903,1.4617457168741854,1.5225138448723174,1.526123816054941,1.5954759136130077
Mega Charizard Y,Fire Spin,Dragon Claw,40,1.8449902183197553,1.8369003554469723,1.525132408598166,1.6306098225440429,1.569811785171991,1.6467974208398402,1.5251428641054696,1.6437190562642914,1.5771985312216554,1.683324173137811,1.3999809610998815,1.4053361581119894,1.2923919539142874,1.3736154064392025,1.3165450617712384,1.3799169732093284,1.6654652382136408,1.7930292645484913,1.6504497909528626,1.7692557318159179,1.6890191753476687,1.7928235780394934,1.5933817016786247,1.7244657091881492,1.565630186828012,1.6615919218347575,1.6056565850843871,1.7136240803962108,1.8819916570845938,1.8780192832237441,1.5624781697520083,1.6636225598633911,1.6611694055483883,1.6901169535532887,1.8074288195682184,1.913099273450817,1.565414189031678,1.6552269926845784,1.6037318568463217,1.684787087025393,1.662462605722691,1.7502012582366797
Mega Charizard Y,Ember,Dragon Claw,40,1.8815342083268274,1.8537340301441074,1.537412881838512,1.628492752612857,1.5952707635864096,1.6683514030877409,1.574331980845853,1.6873946542221572,1.6029704322375942,1.7011814966298349,1.4534134317414924,1.4453036704568933,1.3371214941235887,1.421069363987388,1.390065415047196,1.456063905469184,1.69801191338472,1.848715149025416,1.6843161819087438,1.8113670324362672,1.7609700626860725,1.871646885601251,1.6352286548542805,1.767757779689533,1.5853791750132866,1.6857773598789911,1.612982641727172,1.7267221233831802,1.9074241527773126,1.9082986332056964,1.6185139907633794,1.7291666666666665,1.6664597746718703,1.6909781008614722,1.8259976278590455,1.9335832939056716,1.6030791745451451,1.6930372135533265,1.6168902390422593,1.7013201042252541,1.6981325223371795,1.7882862736913245
Mega Charizard Y,Dragon Breath,Outrage,40,1.4244753253671574,1.2825518704593255,1.2459708710256783,1.264556690326238,1.2753637650283312,1.2894719773284038,1.2144037885895544,1.2680808893112874,1.2123423238123499,1.2503902917662768,1.3760405569080827,1.2479391403328972,1.205703569711079,1.226561258141561,1.1681292511104944,1.2059229247640202,1.3286818520880854,1.3734986648792984,1.2864285390850225,1.3343584441459255,1.3428343400057523,1.3778040636422684,1.2527705145210983,1.3212059313378566,1.2549707697968195,1.2905081558399085,1.2667076982257055,1.3173630812136365,1.387190164141837,1.306797503823526,1.2084352078239609,1.268048763922847,1.327713670144835,1.2728634610322718,1.2986240286212416,1.3324237965921537,1.2616863582373423,1.2980470007511535,1.2831112203807298,1.3070581063649926,1.2861444885059186,1.3329258475207966
Duraludon,Dragon Tail,Outrage,40,1.4273648245267594,1.3361811952937719,1.3107066133668934,1.3305839553984367,1.3354288593852126,1.3403250726365876,1.3237785982056187,1.3432251749501447,1.3572459394482979,1.379208491669842,1.2977461182923322,1.288419082649081,1.334747186546127,1.2876614478849546,1.242408731260411,1.2942939686285397,1.3625755397238948,1.4239348763797146,1.3990875884865592,1.4117813532972092,1.3887755549079328,1.4553016493427582,1.3558929850360433,1.3930401284925436,1.3159331180246105,1.3335742610686399,1.3440015386834638,1.3797470789056112,1.386791996457424,1.3664612567958292,1.3235267008188767,1.332993751697908,1.375804685291279,1.3453363186440017,1.4906183769630115,1.4339008756181502,1.353703594066257,1.382685910505419,1.341485894676811,1.3809228717402946,1.369887792321377,1.4101891330490872
