Attacker,Fast Move,Charged Move,Level,"Zacian (Hero), Tier 5","Zacian (Hero), Tier 5","Arceus (Fairy), Tier 5","Arceus (Fairy), Tier 5","Arceus (Grass), Tier 5","Arceus (Grass), Tier 5","Shaymin, Tier 5","Shaymin, Tier 5","Tapu Bulu, Tier 5","Tapu Bulu, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Tapu Koko, Tier 5","Tapu Koko, Tier 5","Tapu Lele, Tier 5","Tapu Lele, Tier 5","Xerneas, Tier 5","Xerneas, Tier 5","Mega Audino, Mega Tier","Mega Audino, Mega Tier","Mega Gardevoir, Mega Tier","Mega Gardevoir, Mega Tier","Mega Altaria, Mega Tier","Mega Altaria, Mega Tier","Azumarill, Tier 3","Azumarill, Tier 3","Bellossom, Tier 3","Bellossom, Tier 3","Gardevoir, Tier 3","Gardevoir, Tier 3","Granbull, Tier 3","Granbull, Tier 3","Grotle, Tier 3","Grotle, Tier 3","Kirlia, Tier 3","Kirlia, Tier 3","Ludicolo, Tier 3","Ludicolo, Tier 3","Meganium, Tier 3","Meganium, Tier 3","Mr. Mime, Tier 3","Mr. Mime, Tier 3","Tangela, Tier 3","Tangela, Tier 3","Togekiss, Tier 3","Togekiss, Tier 3","Togetic, Tier 3","Togetic, Tier 3","Wigglytuff, Tier 3","Wigglytuff, Tier 3"
Mega Gengar,Lick,Sludge Wave,40,1.2985987046435172,1.2832680997873562,1.3104686206200422,1.2299903423490015,1.3073509983523683,1.232912979188542,1.2649338732421442,1.2457508433978228,1.4184636794212129,1.381916350175858,1.2639120781148778,1.2246800001688665,1.309821144814537,1.2354856202079205,1.288181171894645,1.1455639863484375,1.2499735199799,1.2437885565365294,1.557020881159434,1.581644020153683,1.3315512873061364,1.0214027378389918,1.2883305571291173,1.2437778465237102,1.2439338490978757,1.284324171777704,1.2667331372120194,1.3266573450933674,1.194632862556793,1.184460962036906,1.2649501288395693,1.2716216369470248,1.214377992004434,1.2768105525742106,1.19235268372779,1.2292093056044657,1.2244958084324966,1.2389513104450383,1.2484197426970598,1.2675369541065749,1.2819008136717247,1.223142804336029,1.245426629756741,1.2911848036798976,1.2430407696958554,1.2647433720684549,1.2113863604837702,1.2851431896657364,1.5408628188551903,1.6265890489188986
Mega Gengar,Shadow Claw,Sludge Wave,40,1.294209510544633,1.275846303996288,1.2706929577116477,1.201558233265546,1.272802233401715,1.200503244688685,1.3021259233690528,1.2719860243677026,1.5711680415802751,1.5026505821158296,1.2463156305832017,1.2193876298236472,1.2991050622130764,1.2647049953595006,1.2164604509185342,1.0626559516840166,1.3302927169471064,1.3229654734858367,1.6766242773854128,1.7050630293605562,1.1446120687919692,0.940303873876558,1.3380461768126917,1.2811787501808556,1.288258657772559,1.3384836031970766,1.2577849702006991,1.3051450828323516,1.1747393060819962,1.1364208314880508,1.290911929790738,1.3174619536469172,1.2544785830895369,1.3024779902652812,1.1362781955500696,1.179192220112056,1.2475548494721143,1.254888525347327,1.2694545665729544,1.2803282501339508,1.1832476944191106,1.1523410907030123,1.2579804472218419,1.2988937726013008,1.285368499793267,1.2807781293813698,1.288545573184758,1.3461366564175805,1.7279287061326254,1.7837014704782308
Mega Gengar,Sucker Punch,Sludge Wave,40,1.5670749832256272,1.5535224777501846,1.5474114927850127,1.4735684595389762,1.387459454008204,1.321622311270464,1.3696867286126022,1.351166660328288,1.6952303799092838,1.6464978804807722,1.5256661976601134,1.4979845009861887,1.6282125082718062,1.5428268633966657,1.7038459145425138,1.488008704972325,1.5334579048155998,1.5482692007957142,1.484738279789282,1.490668234842857,1.9362594427099984,1.3852702179282044,1.6174813923305038,1.5873217055465492,1.488404448615591,1.5278669880922227,1.3479352700048948,1.39416241000101,1.5797369543932889,1.601033869549018,1.5722913110853873,1.565775414931457,1.3504825014763893,1.4297541064800074,1.5845867644385465,1.6299983061374286,1.3225379833300814,1.3426679701293105,1.3437576520918253,1.3503886739129036,1.6589878075290312,1.609360069942088,1.3304110914632867,1.3620772165977921,1.5656023498927976,1.6070018020343346,1.512221615391171,1.5989005195869928,1.460487414519825,1.5022530700184642
Mega Gengar,Poison Jab,Sludge Bomb,40,0.8660111019805252,0.8759490196880204,0.8542264008595799,0.8360675783115967,0.852746424129253,0.8384502427594687,0.8735404196684684,0.8781782451379491,0.8827484369297651,0.8706691424469318,0.8739014093717279,0.8731511166339258,0.8933705033689805,0.8878700471462742,1.0003024166880154,0.9334894189134343,0.8878531798569119,0.9021168867733276,0.8469484685442419,0.8633922901341616,1.0270077678309957,0.8319999527579302,0.8895506118986596,0.8913349444667307,0.891649914567957,0.923283562640648,0.8868843984543938,0.9276718359439323,1.006693851921654,1.006557026958052,0.8906568833380182,0.917388683989466,0.8800918045827432,0.914573760116387,1.0016583861047132,1.0367754861858816,0.8867006293296017,0.9017431496719633,0.879884111207004,0.9062729213742591,0.999305001640078,1.0067956995815028,0.8799197439695425,0.9088203373758165,0.8919457519288772,0.9051016673467966,0.8783970184551976,0.9293446753374391,0.8389096394356772,0.8631606696594654
Shadow Arbok,Acid,Gunk Shot,50,1.6386529239133671,1.553565000178839,1.82978924647567,1.5017016167957087,1.83992370925971,1.4976124353597426,1.6192658144322964,1.5441859625334886,1.6255718691472596,1.5213869716742399,1.5285688057254005,1.4930928869905,1.6201996905259572,1.531481899060539,1.8754409301054027,1.7166268326911496,1.7979090429357398,1.604200210491011,1.5319773538721282,1.4993163876337448,1.7059480449969977,1.4174415976623764,1.5836693882543325,1.5407520485113413,1.4637250566984725,1.5165459612678789,1.495694130442559,1.5515690837101732,1.865095709494151,1.7785206628766699,1.5660346331778294,1.5219265221578948,1.473227160575977,1.5324712302539993,1.7718939896599317,1.8024218644694538,1.4846514556084316,1.4675209646315317,1.5177439183233343,1.4688637866926961,1.817157448784837,1.8497316884246509,1.5043790568032238,1.524008444208523,1.6197431738664865,1.520909922785901,1.465646796543717,1.5218921040567348,1.5018253052690445,1.4935813351640694
Nidoqueen,Poison Jab,Sludge Wave,30,1.9817874806082085,1.9841553180213,2.0446220914881033,1.9071241727303554,2.0395927226234316,1.9112691496205028,2.1350713876987064,2.035339669740547,2.2586318774087726,1.9939805653922815,2.0643106460926406,1.9766496855335611,1.9703330350936379,1.9298770679227955,2.363657277005429,2.1503625239770416,2.1277450608993123,2.0630197850425933,1.9697919663319658,1.9590707554781224,2.232383673784919,1.9188728847430392,2.023899346962082,1.9626322446406894,2.026722769725871,2.0529579838330654,1.9915799447920162,2.0362149763692985,2.3971471269759275,2.348746646449618,1.997187563032562,2.06030834010406,2.033641264197725,2.081420517314778,2.3567641741865137,2.3895408718594595,2.1640251536667203,2.063538893666317,2.0472428457391336,2.0453598552800094,2.357813304237855,2.278900846660558,1.9987784028007998,2.0080525666246745,1.975213849660792,1.971915871538954,1.9996779406614613,2.083149314235987,2.0053811773521812,2.0238669718126947
Naganadel,Poison Jab,Sludge Bomb,40,1.1481577067119297,1.1600843866209933,1.194371925954746,1.1277452969935915,1.1952944422532432,1.1263602108896242,1.0997950152741094,1.118166438632033,1.147296038885257,1.1347289140922963,1.1717834359728514,1.1656419084566179,1.1581137139267805,1.1633061464427117,1.3156363470357197,1.2164733890933606,1.2695144730026282,1.218208324560902,1.1443892065421293,1.1541785233033217,1.2245350481130952,1.0674604676481743,1.2002019825314227,1.1969804286033783,1.1844792232492287,1.1945819100760031,1.155441415587162,1.193428985112198,1.335607638104669,1.3484464371086586,1.1716659875688649,1.1827362268030046,1.1105886427273546,1.1740580030140273,1.3176668560703106,1.3669504566411979,1.1173436933413898,1.1375574318154207,1.1296616508499004,1.1731298601689721,1.2913756674656496,1.2929751216661292,1.134972371401173,1.1971154134488153,1.1834866586983914,1.1777661265524055,1.1750267320136625,1.2271345645092164,1.1717777743501903,1.1599095996198652
Sneasler,Poison Jab,Gunk Shot,30,1.3987163575849746,1.3738041530268876,1.498250726084133,1.3454636303614151,1.5029102316326617,1.3536941956131794,1.4450616393932196,1.3574837324600935,1.3606145603150606,1.355300001203133,1.3992337080245092,1.3824261082056788,1.5708163882885149,1.414787014153321,1.7772459685357265,1.4816894584537588,1.5987117751294206,1.4654737225298637,1.3675396001073694,1.3424693460451114,1.618173084743415,1.353630512793877,1.4400339478051674,1.4116372898445213,1.348236234606493,1.3885870257496717,1.3127778756321609,1.340663356119569,1.809487766442349,1.6156494177137894,1.3229922939275696,1.3273171073511865,1.3119825925928725,1.3616244216371778,1.5631322815284447,1.6101980644274825,1.3294801077728409,1.3358708670231547,1.3322412416792007,1.324981425572317,1.900722052084037,1.724722738943231,1.3012152550386062,1.3416637283174628,1.3951726467429002,1.3953038833859155,1.4258104978592618,1.395513904690341,1.3815512841868618,1.32153654930126
Sneasler,Poison Jab,Sludge Wave,30,1.5254028218119389,1.4898907005851185,1.6080608884540881,1.4551033863260474,1.6101015049450635,1.460005323308985,1.5576867611951553,1.4801262771076593,1.4846201107684411,1.4597037084568216,1.520021146219161,1.4960074707910522,1.6773566777548292,1.522647281892223,1.9030078679355267,1.6009868987305391,1.7238980672484814,1.5888260587540461,1.4858257591424635,1.455103292823399,1.73807667871071,1.479062099969051,1.5839569476817044,1.5275462766277275,1.469773271996006,1.5094536192585934,1.4400590084568827,1.451696183724346,1.9291964919289244,1.7555448409094974,1.4444140898077815,1.4501618493925788,1.4274459482654975,1.4805129820194285,1.7340394248961242,1.7639225549061146,1.44552951039055,1.4442665956630343,1.4401349197285969,1.4379703462507853,2.026666501482409,1.8931785576043367,1.411915453917062,1.4575380909168412,1.5079484120686908,1.5134890871535744,1.5531536311685017,1.5105714617170818,1.5046262910787498,1.4435425444091854
Gengar,Shadow Claw,Sludge Bomb,35,1.434704022816683,1.4301825014584786,1.5082850830036763,1.4013708849686783,1.5182008504151463,1.405126663528689,1.4264401397542477,1.4280519384569537,1.71593308976575,1.6969638538754919,1.4836232681816,1.496748070937363,1.4439708790980477,1.4428149844555074,1.4012601361527266,1.317787818245572,1.5364095838382288,1.5118231662482526,1.7483766565112624,1.7987275128271192,1.444813075745948,1.1645415787923907,1.525213557703167,1.5166128493495408,1.461601627528005,1.508518680115198,1.446116899109817,1.5235261809275722,1.5627231883914157,1.4505022267853864,1.4768965662492983,1.5021284855740995,1.4361707485086763,1.5041665942019669,1.432914785005106,1.4490238749766235,1.448646805166984,1.4418906977644788,1.5242742152321753,1.467113560463008,1.4793427241544377,1.4465266144252245,1.4449870188343212,1.481457236654446,1.5076642584379196,1.5006033934999248,1.4922832343155081,1.5618137772350855,1.819304366718473,1.864537226170064
Gengar,Lick,Sludge Bomb,35,1.3922065273559976,1.3913670947212484,1.4165036521239749,1.348621150710791,1.42728505529322,1.347379283961253,1.4427259165516204,1.4309118357108828,1.5698372161107526,1.5535135091778993,1.3618268096736026,1.3723655428630948,1.451322527870908,1.4158382198716037,1.389480874669005,1.342450451392408,1.4534272956875613,1.4169449879505551,1.542954741249003,1.5706444503238217,1.522186325407134,1.1839854483688466,1.4616080609421997,1.4520027041772694,1.3976953114133404,1.435715315835016,1.3621153511490696,1.4215127603373094,1.5394198877723562,1.4604969770958005,1.4466634156378266,1.466052879712203,1.3779772594430324,1.4376505217836448,1.4429156890512183,1.4751367736911483,1.4194040524816653,1.4098755083235637,1.5041254634532604,1.478590057843881,1.5268806407843103,1.4465447654861323,1.401999802038306,1.4542366212890332,1.461735923394747,1.453126389097532,1.4142305129996275,1.4568792869970137,1.5784326934668378,1.5923110286515738
Gengar,Hex,Sludge Bomb,35,1.4482157738535753,1.4615877630060945,1.4907257526798114,1.437538345734632,1.5034049377234266,1.4379262614758348,1.4517377940854261,1.4602402319919268,1.5502186092585093,1.5518157281561187,1.416370382094018,1.455745048830414,1.5234198159385692,1.4892357455295986,1.5078335652124246,1.492467641808839,1.4827795843364673,1.4761738400597315,1.5409880511290137,1.5967971002604515,1.6536764396014163,1.3041716223866209,1.4938585581049768,1.487548207947909,1.4182284673916068,1.4610475271559695,1.3976842621927945,1.457357499995095,1.6398433306325861,1.5543394571172493,1.4391224530794724,1.4775701286613565,1.384972812504962,1.4306696191935924,1.4833493961983717,1.5220468126173505,1.417814098581527,1.4140926769104354,1.4966321721651905,1.4728171173437548,1.6545279766191288,1.580831067932074,1.3960785183993825,1.427717091658699,1.4715963750976737,1.4650448058319872,1.430548704515922,1.4849313707255993,1.5385704434838552,1.5958955554268521
Gengar,Sucker Punch,Sludge Bomb,35,1.58000325219513,1.6043546865587013,1.6416907578418074,1.567175930938908,1.4944312063247818,1.4136736797847962,1.4877030695929605,1.4890563869611888,1.7253615615061622,1.7170030760099297,1.568172389933731,1.6020536835164685,1.6248001903393128,1.615548083640177,1.707309979366767,1.6586753276001092,1.6536676100062875,1.6172647127429667,1.5490153263034985,1.5776999337992421,1.869395070665815,1.4007218641935442,1.6766535715810347,1.6662141608705812,1.6435902541584981,1.6865236991562214,1.4211561075247103,1.4999407591075138,1.8743438177377902,1.7845828760733895,1.6073649574193527,1.6247405589879473,1.4498723235005666,1.49310747283708,1.734608288568908,1.7976682790454184,1.4856687975785636,1.46366119211121,1.5583220276657759,1.5322047489667145,1.8375596734134354,1.7772844658755014,1.4800080668491506,1.5145998710291166,1.6614390951008962,1.662122988105701,1.6131516841946154,1.669522954075676,1.5806947172143342,1.6151976706066842
Gengar,Shadow Claw,Sludge Wave,35,1.7500306338285323,1.7335185582521235,1.9106670288035341,1.7174326482529285,1.921075437267054,1.7328361618727464,1.7947962757727087,1.6992491329953914,2.307798386999748,2.1607789884860176,1.878410618324443,1.8166491668722213,1.826231579727666,1.7382528264570722,1.6561363422759439,1.527910351702193,1.9194748210216919,1.8285749181012918,2.3506155438147736,2.3612087434295073,1.718499001340225,1.3327427403567795,1.8654620811027807,1.8749000513017204,1.7459303747150436,1.7741578684595438,1.7587348620653172,1.8056542526433135,1.9149949990059123,1.6855099354198828,1.8609516873892753,1.8462564429910222,1.7149302675346296,1.7704672952317722,1.6599846671168401,1.6515675735304434,1.7350691176754882,1.7134034673316894,1.7768338006838964,1.7176104839905324,1.8158381835801183,1.698282405441976,1.7524478068045515,1.7783988624834106,1.9282251020162848,1.8098009013122252,1.8062499727859083,1.8697822810447475,2.4787943275463915,2.4726339412331306
Gengar,Lick,Sludge Wave,35,1.8063856810572145,1.758753851668441,1.9774611875690653,1.6917723803203055,2.043886202824085,1.6917678681650787,1.9408635486789307,1.8045640374016578,2.2170121396115485,2.0205543234582852,1.7504602257831028,1.6843755339002477,1.8722849223891909,1.7674020444900878,1.7478792569553605,1.5940807008661897,1.8445622228399905,1.7621971114706476,2.0735573221928125,2.0559396791323583,2.011600612321644,1.4490008436467334,1.9337121232373105,1.8244817370563504,1.7081646532425379,1.755648434331529,1.6963817474055884,1.7475175802065086,1.9543114192654703,1.7687427552871637,1.8424864983746208,1.8175606793462193,1.6964478938481629,1.7364261771228815,1.6949304553552982,1.7175234489000175,1.776697282350798,1.7342547623419613,1.9057439585295362,1.824821577998496,1.8303326700513112,1.7232974484938435,1.7420050578117925,1.7865583682962434,1.9372794040958403,1.8212304198584772,1.7620001704379697,1.7970483440458367,2.098150363765591,2.113157751764719
Gengar,Hex,Sludge Wave,35,1.9625939533741117,1.9749579615019703,2.1323839233556727,1.9428060460828038,2.2187291568336422,1.9554293778707976,1.977073660279881,1.8895351325785632,2.2002083024195005,2.09457876309911,1.9049177452223491,1.882133090395348,2.052865316864424,2.0140818401492786,2.0306728361073536,1.8627990710390476,2.006640834001695,1.9446522608256533,2.1573532328422,2.1771245764249048,2.4480612364591745,1.6922395908407286,2.0334699926062023,1.9652957885128726,1.8219733118203687,1.8610676955603154,1.7976933332186251,1.8374414816954698,2.109591085802694,1.985403217812641,1.898630679613538,1.92881421423254,1.748068273845486,1.8392975561878677,1.820874196272001,1.8628216095088679,1.8298921030138189,1.796257714526734,1.903993173880376,1.84716868763327,2.0049333431099368,1.9775602467564704,1.7519969430818623,1.8031664621710708,1.9727036762552375,1.9143594311231482,1.9057831033768493,1.9111066462721673,2.129485380216033,2.17760318910582
Gengar,Sucker Punch,Sludge Wave,35,2.2518670088830626,2.184791050996224,2.517217744695054,2.1147729859521407,2.1539964911860237,1.8289396276887833,2.0782124464417806,1.8955543441440825,2.5706056972356017,2.3848860833610726,2.174316347059565,2.1324153601986695,2.3843843491266843,2.1708073754872292,2.4646297386262535,2.16948446264578,2.2374113984444777,2.139860365380489,2.0868831997572252,2.0537608693056857,2.947365355403969,1.8695449837108806,2.3818732440347254,2.25239056393809,2.16965727621856,2.223991543179419,1.817447944612709,1.8667581013995795,2.673488644739476,2.373253840076865,2.179650395591346,2.1822441981691094,1.8303392179710438,1.8757864940418891,2.224157091230002,2.3135804370948723,1.8885468411196757,1.8498793228541213,2.0234347711610963,1.9191083325399123,2.347369673581981,2.315352642700832,1.8514525124720034,1.8934339877742556,2.3424924878888334,2.224239035935364,2.1348550002083826,2.1548942133821174,2.11494253761594,2.1352615701562745
Gengar,Poison Jab,Sludge Bomb,35,1.2180334809272628,1.2104748245689154,1.2551022099250633,1.1833924982884225,1.2593523095511476,1.185086479718618,1.2385698147863464,1.2278478720609747,1.2560220413957948,1.223941704197731,1.234525131511235,1.2282809486815618,1.2563963551448878,1.2358802611939739,1.424781632798715,1.3408371241046033,1.2556810146362616,1.2352494453397354,1.175898302695746,1.1791699834440337,1.462482683499875,1.187361780038239,1.257704079798728,1.2392745309947688,1.2379542832419959,1.2716576085762936,1.2131506932844676,1.2659859322124203,1.5435610574918404,1.4264326538994954,1.2546129507056,1.2674300779031835,1.1964851344024836,1.243553886893064,1.4417541366637041,1.4518064440537426,1.2366424262390785,1.2188606362866732,1.2912073364033372,1.252685299635324,1.504389315478836,1.47635384945827,1.1963384701783715,1.2227518940402597,1.2893492163453377,1.266435465246728,1.2212740487042049,1.258526781465555,1.215285254356127,1.2122660403710257
Victreebel,Acid or Razor Leaf,Sludge Bomb,40,1.4218804279279516,1.4460755538331,1.5302815488203403,1.3904698983460746,1.5310839110094268,1.394083997211469,1.4028482962048747,1.4302163434811213,1.4384597491868827,1.4461486510874317,1.4497178938937791,1.454484064216477,1.587426129273498,1.498073355454408,1.6352440300184592,1.5369352545856758,1.6060958840640218,1.532709067599142,1.416657789834352,1.4336645681912097,1.6108092942330048,1.376672295451904,1.5043543126963657,1.4726398638139608,1.4814192626929175,1.5146741613091674,1.4230660037120269,1.5012413872420929,1.7115992737875392,1.723691291831829,1.440414149752001,1.4676883443325577,1.4070164796069211,1.4824765989430486,1.6708904658383168,1.7549600963184435,1.469784143646228,1.482789895521021,1.4591710207098236,1.4910302476283226,1.6499605358481293,1.6812160865073802,1.4318829482604707,1.4838220895999072,1.5664350547313246,1.5411629567833758,1.489784607460829,1.5232512535588258,1.4362981636467396,1.472594401344985
Shadow Venomoth,Bug Bite,Poison Fang,35,2.5712753650480233,2.581768476981245,2.8197056438652965,2.4989886815627655,2.116478759528987,1.9032539059038776,1.9145705181129162,1.8953262143914336,2.521447769993062,2.4974528071097137,2.618180906490788,2.6030518481273437,2.8468481036801347,2.5762306876560186,2.5589608142130165,2.373810588591759,2.797446367456049,2.624503728919389,2.5990587091737924,2.6217760827713588,2.4680610727224557,2.0189782936110734,2.760013315251746,2.7484569796373215,2.614117297389894,2.73029426104577,1.9612525320764909,2.0444487812299497,2.8634355223624786,2.657500680150937,2.5586246365881693,2.5515224616660768,1.918020307255367,1.9925295826108917,2.73045881482492,2.822509638534949,1.9063300207569507,1.889861637415653,1.8919169339867212,1.9408344797219739,2.694377190282037,2.596770580529991,1.9050054485222216,1.9643993494293042,2.746979087703922,2.7566805929741056,2.842858991193831,2.8813254102485475,2.6478964682933275,2.5651980058541657
Dragalge,Acid,Gunk Shot,30,1.980062466263689,1.9737807067581241,2.128921440371626,1.9084345288629982,2.1455065564019273,1.9235627119428829,1.8956612232185555,1.8918934764281574,1.9399140160979191,1.9225152697624615,1.913039490719365,1.8687882442736383,1.952054199280518,1.9443555634134597,2.4172617131374174,2.1756198398180326,2.1747804998646707,2.048898212222893,1.9773962344515832,1.9341776529501318,2.3521662770538017,1.9486031781565551,2.033639600025894,1.99319678482897,2.0116638164916787,2.042276599233674,1.898573554775035,1.9349501795414106,2.3895555483502706,2.33137098721557,1.9798421360879594,1.962972496134003,1.8745109577968109,1.9558457462213124,2.2962958587181537,2.3279794438843564,1.9231228183105618,1.9300286256553985,1.9150549051985222,1.949485793389821,2.3290722517385043,2.2479746081063503,1.8348053622616476,1.8991193809515259,1.976326089831803,1.9385135160272269,1.9775488407418906,2.021587150718794,2.049028026496305,1.981068698886313
Slowking (Galarian),Acid,Sludge Wave,35,1.8154624515848377,1.8521343289867829,1.8157265319381275,1.7728876324964544,1.8254446438358818,1.7750112949586925,1.8316782209345084,1.8034851294629861,1.8877103978760692,1.8007181901671956,1.9477413375586714,1.8936526707655845,1.9012780566604772,1.8688481444276657,1.9579071734342877,1.9078261809858164,1.9524127706716643,1.9025634671346556,1.8097695990252043,1.8074585417270812,1.7683970282590786,1.690797902452105,1.79753620135477,1.8251331874753394,1.8297707976146378,1.894407056232879,1.8162750504075849,1.8912214958861162,2.1609430409837374,2.130250173782056,1.9035819506335052,1.9142165817051864,1.8542052336400543,1.9332477241673425,2.116168424117078,2.202649181479261,1.8461352029968277,1.866931373840609,1.86751065254945,1.8936733028306003,2.103909061456179,2.0430553248658154,1.8140883457904795,1.8732864747730307,1.9139748295046142,1.9707352548960695,1.8535678140957177,1.9453855163803955,1.8077055764459036,1.8614054904376793
Salazzle,Poison Jab,Sludge Wave,30,1.7126939468144151,1.6398857116797099,1.9455383876385501,1.6202166741701585,1.9781809616668922,1.6245376196751287,1.6860791406341324,1.6417409273025658,1.676052360346342,1.6243424276816831,1.889320685463516,1.7887606518349624,1.9749997208679038,1.6960740099472316,2.111845156765185,1.8810225954704503,1.9787679352578598,1.8183413814842468,1.6340466763483832,1.6114576991019576,1.960806395287818,1.6022245243783844,1.74499466871731,1.6598318386028295,1.6694901822696666,1.684828967538752,1.6266613297037156,1.6780692932795473,2.111873096559272,1.93717974860288,1.7002663467481476,1.6396768358524756,1.6578468305452696,1.6818405227137134,1.9517647339118138,1.9529133293929541,1.660103030618587,1.6322434004019957,1.699571720186054,1.6796584818193976,2.1657324392447257,2.0697473242671185,1.6405079369582374,1.6738280570484618,1.7023151401031342,1.6475027385867416,1.785803325779738,1.7408409807523282,1.6237387555166487,1.6076075296639525
Salazzle,Poison Jab,Poison Fang,30,1.8324531538155473,1.8102639260160514,1.9467759271263383,1.766348259858219,1.9537323530095185,1.7659766165255972,1.8431825599914582,1.8285877035417288,1.8171213840841551,1.805553260690839,1.9956501803295874,1.9282467359875062,1.9969789274260001,1.8670546199930176,2.162849598293339,2.0212843494735666,2.0638640095046403,1.9599055216552121,1.8241026985955349,1.794453770574129,1.962836529286191,1.7437966599319874,1.8876280106242351,1.8213918715273971,1.839915578207289,1.8711284716375869,1.817347725625165,1.8836072677481566,2.2546028613763576,2.1282042809978567,1.8504381598420714,1.8104663012229432,1.8276442116836282,1.8812616116804524,2.145892905457338,2.1889019038166735,1.843502831035134,1.8190363480415725,1.8911051316794996,1.8774826282682544,2.2337054252800774,2.180018476627556,1.8210776322781297,1.8750080584332458,1.8664766579017351,1.8182139013600758,1.950646078091692,1.9414141250778325,1.7819106418946278,1.7969549209129114
Salazzle,Incinerate,Sludge Wave,30,2.259462158370479,2.2862414964775972,2.7424813594111948,2.288164573173816,2.0108389511767006,1.7501868247801964,1.7264004647890783,1.756907073158571,2.2213858487501454,2.2499127728605286,3.325367028285049,3.092682627593489,3.008693497189053,2.6150307396378967,2.949875722519488,2.74607480232073,2.6509225639002825,2.489613027199448,2.221586068495256,2.2639728850321204,2.865071146288558,2.596981392798215,2.903279106940439,2.963039236644876,2.8484342583224866,2.806379657949719,1.6610771941279523,1.7331123082047806,2.889417758852468,2.7651460921310416,2.2256687223213643,2.2332632093973097,1.675778819085009,1.7327486818356075,2.499649445512945,2.6374165756365118,2.215279511023629,2.1895689512530048,1.6982904267078631,1.704666041422998,2.9796628887010077,2.841170149917679,1.6641327711465257,1.7304983096532374,2.3034315623998163,2.3247212760768683,2.3078616690604705,2.355809166701397,2.13191168902565,2.165716665439265
Salazzle,Incinerate,Poison Fang,30,2.2849510450340174,2.308629237832613,2.530337621071626,2.312094630038635,2.018372502862771,1.868885362064255,1.8616414062816569,1.9092459167653786,2.2998628428427628,2.355292782405384,2.95956285292341,2.897203605506184,2.7307901579289107,2.5119632563170464,2.7655114121276245,2.645026289477146,2.5781820374455293,2.4930663768598587,2.34650131496503,2.4089081034118234,2.6487214578043763,2.3491964687626576,2.8319492342455312,2.8915930570191026,2.8483864910490353,2.8873157208136466,1.815723393179464,1.9072954744033312,2.893405066076226,2.7857880499829957,2.32461374456148,2.329223576547553,1.82715335471231,1.9234322860860968,2.6920603537268075,2.8176029853756672,2.3345939936831717,2.3397924959611127,1.878995945037005,1.884642403526754,2.849167709032155,2.7737331964032665,1.825474493214223,1.901033631639305,2.375049053383551,2.420294265138301,2.4034164104395126,2.4692053111954735,2.235853749652025,2.3154624719692403
Shadow Arbok,Acid,Gunk Shot,45,1.6662046470305225,1.5828583748807232,1.8854801119968088,1.5429968548876756,1.9108694934150359,1.5413571156478783,1.6540761214559276,1.58020804997624,1.7208019282210876,1.5933060890559017,1.6823041624812618,1.6175540327513094,1.7536045162076754,1.6430226242031354,1.8590340621645642,1.749528716463107,1.9372177954729402,1.722283407341291,1.5751187589225646,1.5424765861512943,1.8525306583585042,1.5560941867291118,1.6237333422606168,1.5848735022295315,1.5563877655750595,1.5893002771599958,1.5230059175991635,1.5788022351852866,2.053388063730309,1.832074842545193,1.6031625841142958,1.5655070835436107,1.5126850401857717,1.5605547292479371,1.8214220090515574,1.850869271342097,1.5291987305568417,1.5014992229191029,1.6286781345550807,1.576704777864922,1.9574703356203191,1.909475473234892,1.5402252230161697,1.5566327405469491,1.666851868980417,1.5484932224548333,1.5745285119707793,1.627395384365613,1.539792510229118,1.5294262166234573
Toxicroak,Poison Jab,Sludge Bomb,35,1.4577872642787528,1.4560419407145773,1.5609175206378945,1.4173504032264643,1.5619740070132468,1.4132345948424547,1.4565647332570688,1.4598021315526797,1.454972909456224,1.4549149986565018,1.458381606028809,1.4871209582862739,1.6441195270109508,1.5371993301290117,1.8933057094535088,1.6289051132666204,1.6563321805204805,1.5675312703888757,1.4331544487949268,1.4468674409729163,1.5768271474406206,1.4104034016437557,1.6051742436574268,1.5545185448275618,1.4788832048070348,1.5246552337558328,1.4542015678536129,1.501375882934563,1.8704602172313125,1.7758951236191014,1.4858859107592584,1.4901006981881455,1.4264003771693092,1.4945668488744277,1.743843592842435,1.7909567973660598,1.4740822845381623,1.485659502130881,1.4876622801886452,1.496158772057918,1.8719761016793621,1.7966879499860482,1.4328864836432311,1.4903515245052277,1.5425134241744054,1.5427485725288992,1.5171432294760652,1.5356905350321564,1.4904592567665425,1.4647460232681617
