Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Victini,Victini,Volcanion,Volcanion,Entei,Entei,Reshiram,Reshiram,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Flareon,Flareon,Lampent,Lampent,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Torracat,Torracat,Typhlosion,Typhlosion
(Boss weights),,,,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,8.333333333333334,0.0,17.5,0.0,17.5,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0,1.875,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Ultra Beast Tier,Ultra Beast Tier,Mega Tier,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme,Extreme
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO,No Dodging,Dodge Specials PRO
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Unscaled: Arcanine (Hisuian),Snarl,Rock Slide,35,3.5567155,3.5584786,2.8492875,2.8451388,4.3371983,3.5751483,2.4974806,2.570525,3.2587054,3.3109062,2.164554,2.14087,1.8808824,1.9247038,1.8538486,1.9382733,0.9825552,1.0206575,1.0472068,1.0868669,0.6130173,0.6485324,0.8905851,0.92813194,0.9689486,1.0042716,1.101132,1.1411134,0.6252878,0.6594661,0.9956554,1.0397094
Arcanine (Hisuian),Snarl,Rock Slide,40,1.8011275749963427,1.8137242194799952,1.6183038021852787,1.6208006709829075,1.9088172064015085,1.5765098010360266,1.7771245015415202,1.8490183482614726,1.7253067648777651,1.7697961317948065,1.6077080514636513,1.5952855868991005,1.7288890429186603,1.765053551921104,1.9460511190340628,2.015409766327686,1.7730590825064954,1.8551622788316806,1.7531291339645731,1.8209797851672598,1.6195750915719362,1.6887849990314945,1.8039641908473423,1.9086649777028364,1.5860504259099375,1.6611281750535596,1.7812143111039356,1.850655668109541,1.7783836796426822,1.8973417419909666,1.7801876303422401,1.829407965973738
Unscaled: Arcanine (Hisuian),Snarl,Rock Slide,40,3.389281,3.4129848,2.739465,2.7436917,4.065049,3.3573616,2.3935244,2.4903548,3.0183952,3.0962286,2.038964,2.0232093,1.7709581,1.8080026,1.8005729,1.8647466,0.9450037,0.988763,0.9920807,1.0304768,0.6016726,0.6273841,0.8635858,0.9137077,0.9238463,0.96757776,1.0629004,1.104338,0.61105233,0.6519263,0.96867913,0.9954621
Tyranitar,Smack Down,Stone Edge,50,1.4116466590152992,1.4218509624339535,1.3999615548249582,1.3962669664145835,1.183538803015585,1.1768270318315968,1.4472657879957744,1.4725574977629323,1.3530123067200646,1.3490950927679672,1.3340489955116634,1.3532855343854926,1.4078519387738166,1.428068216097695,1.428481382864895,1.4487257637009205,1.4002144736403903,1.4672536313561926,1.401987430803861,1.4324250200656874,1.4448314816882508,1.4982039044492779,1.458524434967233,1.5295446816439655,1.3907433753781016,1.463496590368497,1.4326890526013052,1.4843992313616539,1.408340830669212,1.4582999066093834,1.4190877642037665,1.4465663342303992
Unscaled: Tyranitar,Smack Down,Stone Edge,50,2.6563733,2.6755753,2.3698552,2.363601,2.520484,2.5061905,1.9492534,1.9833176,2.3670723,2.3602192,1.6918979,1.7162945,1.4421092,1.4628174,1.3216944,1.3404254,0.74628526,0.78201574,0.79337263,0.810597,0.5367553,0.55658317,0.6982184,0.7322169,0.8100834,0.85246086,0.85492563,0.88578254,0.48390567,0.5010716,0.77218866,0.78714097
Aurorus,Rock Throw,Meteor Beam,50,1.5078731552262037,1.5537006383030396,1.5800065477307956,1.5005216799950756,1.3196442345704744,1.287344666296052,1.620317267133355,1.6090400848675033,1.6101220063159225,1.5249171869727014,1.5408966280665364,1.534010958628029,1.5760208838336751,1.5610253696795866,1.5858240266031334,1.6164883570222097,1.5136004450454685,1.5779822572829993,1.5406933203084547,1.5777632422051295,1.5524336616919912,1.6171201809053817,1.5577520348198388,1.6368503554093494,1.4913201654367867,1.5709067897857154,1.4731358075942043,1.5420493864230966,1.5147344514111083,1.624712387081216,1.5316879122527034,1.5540453967733565
Unscaled: Aurorus,Rock Throw,Meteor Beam,50,2.837448,2.9236841,2.6746354,2.5400834,2.8103364,2.7415507,2.1823282,2.1671395,2.8168814,2.667817,1.9542309,1.9454982,1.6143702,1.5990098,1.4672748,1.4956468,0.80671763,0.8410318,0.8718651,0.89284265,0.57672954,0.6007606,0.7457202,0.7835858,0.8686676,0.9150254,0.87906134,0.920184,0.5204625,0.5582509,0.8334594,0.8456251
Mamoswine,Mud-Slap,High Horsepower,30,1.6603137145742293,1.5991811580582405,1.924480514593512,1.6361422925162699,1.7054526291045706,1.4132475106905387,2.00040680032942,1.7387911251448194,1.9429097690106427,1.5930441629848175,1.9228621619505477,1.6656764513606108,1.9506571593417377,1.646195133809025,1.8005328105741576,1.6869277998332117,1.5807616150159691,1.562704551818856,1.7595277115008283,1.7141985193625489,1.6930969742472335,1.6527780275158876,1.7488777679273455,1.6920476374699298,1.5766334874038233,1.5769770171557145,1.636375449268785,1.5650845057589642,1.6124420084841138,1.6192525473601078,1.742240717721252,1.616384841964743
Unscaled: Mamoswine,Mud-Slap,High Horsepower,30,3.1243038,3.0092673,3.257761,2.769662,3.6319604,3.0096755,2.6942527,2.341895,3.399088,2.787004,2.4386559,2.112482,1.9981225,1.686252,1.6659329,1.5608205,0.84251314,0.8328891,0.9957016,0.9700502,0.628986,0.6140075,0.83721507,0.8100096,0.9183611,0.9185612,0.976471,0.9339297,0.5540348,0.5563749,0.94803053,0.87954676
Groudon,Dragon Tail or Mud Shot,Precipice Blades,45,1.252278577589613,1.2102681161857887,1.3065830805076701,1.2616894775886722,1.083650499171987,1.0314855720280556,1.3211405347757483,1.2778028238283574,1.2583537241169278,1.2140954540175066,1.3042162198134475,1.2479193454060489,1.2836728876254109,1.2694796516367237,1.2889494926962002,1.2815892752228493,1.235498380096411,1.2941558981892822,1.30870174029858,1.3144158048699803,1.274689294985188,1.346803722462874,1.2572245399982787,1.3398418601775248,1.2492690335826513,1.3249600374122956,1.2506951869542835,1.2930382666661326,1.2365379226177151,1.287590276165154,1.2800683053983464,1.2744698466068933
Unscaled: Groudon,Dragon Tail or Mud Shot,Precipice Blades,45,2.3564816,2.2774282,2.2117841,2.1357882,2.3077602,2.1966689,1.7793813,1.7210118,2.2014687,2.1240396,1.6540627,1.5826646,1.3149085,1.3003699,1.1925933,1.1857833,0.658495,0.68975824,0.74058306,0.7438166,0.47354743,0.50033796,0.601853,0.6414032,0.7276771,0.77176577,0.7463248,0.7715921,0.42487422,0.4424158,0.696542,0.69349563
Excadrill,Mud-Slap,Drill Run or Earthquake,50,1.3223102198580465,1.325498041695224,1.5261463225252456,1.3882956771862387,1.3490978916534604,1.1959010745924372,1.6425312083194863,1.4777060945950722,1.4357549132223733,1.33262497176309,1.5713497897523871,1.3928808736687386,1.5874069272394817,1.4252180687335076,1.4973584276759742,1.4535739962327794,1.3821939597085626,1.3860569618798482,1.5142033259385104,1.4690673157429144,1.414393738814948,1.4256093427439678,1.4947823718299549,1.4519345097590302,1.3466226012361233,1.3855758363816377,1.3683094157627638,1.3703708240791863,1.3923717599045378,1.4078109410007567,1.4469259446573373,1.4188931283681319
Unscaled: Excadrill,Mud-Slap,Drill Run or Earthquake,50,2.488264,2.4942627,2.5834608,2.3501072,2.8730614,2.5468109,2.2122471,1.990252,2.5118291,2.331405,1.9928529,1.766511,1.6260333,1.4598979,1.3854225,1.3449112,0.7366807,0.7387396,0.85687464,0.83133256,0.52544767,0.52961427,0.71557564,0.6950637,0.78438383,0.8070734,0.8165085,0.8177386,0.4784187,0.4837236,0.78733665,0.77208275
Aerodactyl,Rock Throw,Rock Slide,50,1.5656582517034232,1.547037125075415,1.4992456286335507,1.5051557768010662,1.3848681314341684,1.2972891788461274,1.5562908749318043,1.5458428852337496,1.4982293628198315,1.497605921565866,1.5351153213813098,1.5174052253563137,1.533375865075127,1.534801670940993,1.5527946994329282,1.5673717128144737,1.5160944821022582,1.5364768891096605,1.4857137959686257,1.5218926458327513,1.5128059661220175,1.5880701355056852,1.5271353179215383,1.5933635753670865,1.4944675572116097,1.5642470166046247,1.4766634786701889,1.5312468091616354,1.4988939313503151,1.5853418786615814,1.5239100135919803,1.551932850912368
Unscaled: Aerodactyl,Rock Throw,Rock Slide,50,2.9461854,2.911145,2.5379233,2.547928,2.9492383,2.7627287,2.0960941,2.0820222,2.6211271,2.6200364,1.9468988,1.9244381,1.5706875,1.572148,1.4367146,1.4502019,0.8080469,0.8189103,0.84075266,0.86122596,0.56200784,0.5899685,0.7310635,0.762768,0.8705009,0.9111462,0.8811664,0.9137378,0.5150197,0.5447232,0.8292271,0.84447557
Shadow Tyranitar,Smack Down,Stone Edge,50,1.1880154861809595,1.201677306467776,1.3154270066839548,1.1843571379540243,1.0046410699164783,0.9978205937246828,1.2212335219508836,1.2418409025369077,1.1563705213059492,1.1524323297302883,1.1759595383438832,1.1420519905220035,1.149868743855758,1.1738878860683,1.17818816304103,1.1983781798625315,1.1563315082153762,1.2022457534697646,1.1650078089188136,1.2019970616270188,1.224628094492957,1.2641440808604505,1.2027838658276437,1.2566024587458606,1.1619112546424157,1.214509419427852,1.1834302655529956,1.218027805869398,1.2031023123614468,1.250503470854453,1.2040033858659576,1.212740772486127
Unscaled: Shadow Tyranitar,Smack Down,Stone Edge,50,2.2355542,2.2612624,2.2267551,2.00488,2.1395004,2.1249754,1.6448213,1.6725764,2.0230508,2.016161,1.4914021,1.4483991,1.1778485,1.2024521,1.090112,1.1087927,0.6163007,0.64077204,0.6592679,0.6801998,0.45494968,0.46962988,0.5757914,0.6015552,0.67679274,0.70743024,0.70618594,0.72683126,0.41338575,0.42967278,0.6551517,0.6599061
Lycanroc (Midday),Rock Throw,Stone Edge,50,1.5957378300715117,1.5329903981660526,1.688833685156701,1.557650040447774,1.4144756659731301,1.3052495315236774,1.6266260504863044,1.6014341289364744,1.706125557536077,1.520832837948944,1.5958281486658665,1.5379527908971997,1.567480985187434,1.545979578906469,1.6343049468875468,1.6285278786880526,1.5051948082406585,1.5180556466316464,1.530394701174112,1.55060670651648,1.561745256288905,1.5723653290382444,1.5284450099390954,1.5924293254700703,1.5033506425860494,1.537011339228677,1.554666861015414,1.571337522523035,1.5099104385470739,1.573913176848778,1.5573814597742806,1.544199003058747
Unscaled: Lycanroc (Midday),Rock Throw,Stone Edge,50,3.0027878,2.8847125,2.858858,2.6367903,3.012291,2.7796812,2.1908252,2.1568954,2.984838,2.6606715,2.0238974,1.9504974,1.6056225,1.5835979,1.5121315,1.5067863,0.8022376,0.80909216,0.8660372,0.877475,0.5801888,0.58413416,0.73169047,0.76232076,0.87567514,0.8952819,0.9277132,0.93766105,0.51880497,0.5407963,0.8474404,0.84026724
Krookodile,Mud-Slap or Snarl,Earthquake,50,1.4969734371916943,1.4857360556642043,1.5118541455748884,1.4610319044149453,1.3374370139002008,1.2783380220487564,1.6043434306535744,1.612085555922832,1.5219877504396726,1.4870855576092414,1.5044416183117,1.4334764158311337,1.6029023764732757,1.5695968010402868,1.5568692985334471,1.5882923474057236,1.4534392474003444,1.5046350303506186,1.5713372389119182,1.5060039081703662,1.4971097733762138,1.5350812117826669,1.5506956531184695,1.5929400671296277,1.4170406036372263,1.480917325728181,1.469613633160182,1.5072009612688342,1.4763231984136895,1.5345792516835646,1.6019924123082034,1.5496368243429501
Unscaled: Krookodile,Mud-Slap or Snarl,Earthquake,50,2.8169374,2.7957914,2.559267,2.4732351,2.8482282,2.72237,2.1608138,2.1712413,2.662692,2.6016312,1.9079971,1.817996,1.6419058,1.6077898,1.4404846,1.4695586,0.77465296,0.80193925,0.88920623,0.85223466,0.5561767,0.5702831,0.7423422,0.76256526,0.82540107,0.86260813,0.87695956,0.89938897,0.5072644,0.52728117,0.8717152,0.8432262
Magnezone,Spark,Wild Charge,30,2.4837235727433398,2.4483765182833834,2.77634401271928,2.504317402609003,1.6860265042061322,1.3453350548950895,3.0644892491560327,2.820125353008244,4.238217034607706,3.914421127336347,2.9261430797117933,2.6308130927936744,4.535730079964231,4.053436724190278,2.9154224548670604,2.7172968569169402,2.528216060944211,2.5063268410543187,2.873939946781308,2.7917812499005987,2.6074715206136587,2.6088812099953196,2.783685553593825,2.6464646232543916,2.6312596966465764,2.5769031951700505,2.6025362947206916,2.5624838735144255,2.6442422861501416,2.6324372744887565,2.825783009068916,2.6929785549571035
Unscaled: Magnezone,Spark,Wild Charge,30,4.6737595,4.607245,4.6997957,4.239309,3.5905902,2.865048,4.1274147,3.7982926,7.4146895,6.848214,3.7110596,3.3365095,4.646098,4.152069,2.6974783,2.5141637,1.3474867,1.3358202,1.6263379,1.579845,0.9686764,0.9692001,1.3325937,1.2669039,1.5326622,1.5010005,1.5530062,1.5291058,0.9085612,0.904505,1.537634,1.4653692
Luxray,Spark,Wild Charge,40,2.4553584576441434,2.403453191119291,2.3963501422081595,2.36211125211351,1.3238363504568684,1.2695891237141406,2.5548291705906307,2.465508321476058,4.298703297065099,3.7177947750512836,2.670643166327707,2.330203517039759,4.260716778625701,3.8356081469600216,2.70453547192504,2.5044976224660207,2.3482730331434105,2.373937446908111,2.7350641836931957,2.4523078102971696,2.3539061666386902,2.445771238718851,2.488915548187692,2.51087117277983,2.3874332318767455,2.4571625609911236,2.3357881146412494,2.410497031000575,2.3195040579618444,2.4310033564335582,2.477835295190027,2.3686639061249184
Unscaled: Luxray,Spark,Wild Charge,40,4.6203833,4.5227103,4.056542,3.9985824,2.819264,2.7037382,3.4409778,3.3206758,7.5205092,6.5042195,3.3870237,2.9552636,4.3643928,3.92894,2.5023563,2.3172724,1.2515808,1.2652594,1.5477493,1.3877399,0.8744768,0.9086047,1.1914827,1.2019932,1.3906376,1.4312537,1.3938301,1.438411,0.7969812,0.83529234,1.3483002,1.2888952
Raikou,Thunder Shock,Wild Charge,35,2.30102020183179,2.2582731408566397,2.3549526400103216,2.3543102133376403,1.269041325605683,1.2288399128350185,2.4146164791331257,2.4334700669501723,3.5559310886780735,3.4915057772489613,2.635936165845859,2.422376016830217,3.5744071507995936,3.579983657658203,2.458830553311104,2.4921058695410645,2.2714964982220227,2.367282403583254,2.381588587492229,2.3210972988810217,2.332554634952092,2.410673472439913,2.4029968941893687,2.4905378057452063,2.3675478207663994,2.4755129898367727,2.3363396222235067,2.424738361099447,2.3249736473967406,2.452837651287546,2.323885351020795,2.3425043058423465
Unscaled: Raikou,Thunder Shock,Wild Charge,35,4.3299565,4.249517,3.9864643,3.9853768,2.7025716,2.616958,3.252132,3.277525,6.2210417,6.1083307,3.3430068,3.0721607,3.6613832,3.6670954,2.2750192,2.305807,1.2106605,1.2617124,1.3477205,1.313489,0.8665447,0.89556587,1.1503521,1.1922593,1.3790547,1.4419425,1.3941592,1.4469092,0.79886055,0.8427946,1.2645292,1.2746606
Omastar,Rock Throw,Rock Slide,40,1.7415538291885062,1.715605659843834,1.7271001622046123,1.7219696689544344,1.4093793028576456,1.3856298647545353,1.7102881503570846,1.7433450020210086,1.6952887572741482,1.66741795519957,1.758729776248663,1.6981907327359345,1.6888530390019652,1.6896993458182057,1.7665888061575947,1.7799640830033665,1.7194725685849872,1.7426886693994184,1.6731058998245951,1.7191445743829996,1.8021184263979557,1.8149637464607025,1.7308949196558456,1.8113784050488433,1.7175921053738457,1.7985315605298222,1.7609544932174037,1.761537003200973,1.6997732507609218,1.792093727170936,1.8112604668907737,1.769393069192663
Unscaled: Omastar,Rock Throw,Rock Slide,40,3.2771778,3.2283497,2.9236355,2.9149506,3.0014377,2.9508605,2.3035057,2.3480284,2.9658792,2.9171197,2.2304962,2.153718,1.7299479,1.7308148,1.6345264,1.6469018,0.9164432,0.9288169,0.94679624,0.97284913,0.6694875,0.67425954,0.8286064,0.8671351,1.000467,1.0476128,1.0508108,1.0511584,0.5840418,0.6157631,0.98558724,0.96280533
Groudon,Mud Shot,Precipice Blades,50,1.2035737275270306,1.1815066689602702,1.190886437749712,1.1721160004588846,1.052108438105317,1.008463494862714,1.2828712337001444,1.2532064389535187,1.1910427033537676,1.1280729646332128,1.2606376523988665,1.2118693054570706,1.2163907635505251,1.1842337403949692,1.2566091726683242,1.2468790948640167,1.1961301682945444,1.2477509208848185,1.2249898125329346,1.231330499102831,1.2414946228304322,1.2792344867142496,1.2393562064825128,1.31393065110057,1.2285229267910802,1.2928239192847577,1.2389241114338918,1.2767928407981277,1.2104677991255117,1.27436704494295,1.2589772126663439,1.2630046914017676
Unscaled: Groudon,Mud Shot,Precipice Blades,50,2.264831,2.2233062,2.0159328,1.9841582,2.2405877,2.1476407,1.7278382,1.6878841,2.0837092,1.9735447,1.5987945,1.5369444,1.2459892,1.2130497,1.1626706,1.1536679,0.63751256,0.66502535,0.6932112,0.69679934,0.4612156,0.47523597,0.59329915,0.6289991,0.71559286,0.75304705,0.73930067,0.761898,0.41591653,0.4378723,0.6850654,0.68725693
Shadow Mamoswine,Mud-Slap,High Horsepower,50,1.1879840261891677,1.1291325847874678,1.3503227965119569,1.160460401646928,1.1800692115158562,0.9918963351480103,1.4228957085423763,1.2232014436028775,1.3379452857849679,1.1288816034358031,1.3900320498592265,1.1785681084543203,1.3887701557989445,1.1849388821799163,1.3037789799106054,1.2160437825940908,1.1542417458090535,1.134450618856175,1.261685086573148,1.211238057337503,1.2007655552776433,1.1773225581418134,1.2265852627321943,1.182451752146786,1.1114378411155155,1.126938792818254,1.1560678142839524,1.1312202610512794,1.1418871190943254,1.1701769468279424,1.2600446499127804,1.1708257036183778
Unscaled: Shadow Mamoswine,Mud-Slap,High Horsepower,50,2.235495,2.124751,2.2858267,1.9644276,2.5130951,2.112359,1.9164305,1.6474718,2.3407128,1.9749594,1.762898,1.4947104,1.4225631,1.213772,1.2063142,1.1251377,0.6151869,0.60463864,0.71397674,0.6854292,0.44608474,0.43737566,0.5871855,0.5660581,0.64739287,0.6564219,0.689858,0.67503077,0.39235222,0.4020726,0.68564624,0.63709825
Aggron,Smack Down,Meteor Beam,45,1.5813067279583832,1.5718578894777542,1.6932532262224451,1.6157046767834742,1.3532104157522806,1.336358463004164,1.7032050431064312,1.7063369378856958,1.565289738135239,1.553233663518461,1.6526684521819046,1.6187976481157744,1.6144574078937222,1.5989194920011365,1.7186464462794913,1.7046633300347456,1.5596496486495488,1.614727214990077,1.662069329910297,1.6633452991156958,1.6194818480352156,1.6779901215686834,1.6364374589004411,1.70548705745123,1.575844879749994,1.6341257064806949,1.6064276323430926,1.656505894972545,1.6170997523485386,1.7278416581288762,1.653703502232128,1.6421610697454574
Unscaled: Aggron,Smack Down,Meteor Beam,45,2.975632,2.9578516,2.8663394,2.7350652,2.8818195,2.8459313,2.2939658,2.298184,2.7384481,2.7173562,2.0959847,2.0530283,1.653742,1.637826,1.590168,1.5772302,0.8312609,0.8606161,0.94055074,0.9412728,0.60163796,0.6233738,0.78338814,0.81644326,0.91790175,0.9518493,0.9586003,0.9884834,0.5556352,0.5936861,0.8998535,0.89357275
Shadow Ursaluna,Rock Smash or Tackle,High Horsepower,30,1.7307879224028675,1.6713573939563124,1.6764488803817488,1.6101220923768795,1.5826504365785634,1.3302066047847951,1.6856389014861617,1.6927918753383817,1.6635542999212567,1.5651593567746178,2.8611634823523917,2.0223536867194265,1.6637185368429994,1.6445691977120722,1.5843102644014924,1.597756981830963,1.5779550517210568,1.6380668478181843,1.8288927875560572,1.6986236228364664,2.1467141289906966,2.2631176751737576,1.6924225991381938,1.7483453641368696,2.08404598732013,2.2067458530499553,1.6534515719114022,1.7100463717160772,1.6644841180509313,1.8132213860524902,1.8560920593871773,1.7439330442434031
Unscaled: Shadow Ursaluna,Rock Smash or Tackle,High Horsepower,30,3.256919,3.1450853,2.837893,2.725615,3.3704388,2.8328302,2.2703068,2.2799408,2.9103603,2.73822,3.6286497,2.5648353,1.7042018,1.6845865,1.4658742,1.4783157,0.8410173,0.87305564,1.0349547,0.9612365,0.7975049,0.84074885,0.8101891,0.8369602,1.2139199,1.2853904,0.9866608,1.0204325,0.57191646,0.62302256,1.0099821,0.9489514
Shadow Flygon,Dragon Tail or Mud Shot,Earthquake or Earth Power,30,2.431394499741226,1.7334204647565457,1.8531062319108895,1.746068437373767,1.6507709579850682,1.4400660456879397,1.8307750723093341,1.8130899866978745,1.7456838110820383,1.5844223025405446,2.403342514804146,1.767185807574528,1.7591980342330082,1.696924047160445,1.8846412904525551,1.8094741238098822,1.6808182307284947,1.677872637630827,1.8009959154707065,1.7036783029393978,1.7320437282039194,1.7433620776813412,1.7553312029104544,1.7668878975324807,1.690392995632657,1.7074084482910468,1.674212690248121,1.7008410046540974,1.68544320874664,1.762903666163048,1.909999625099514,1.7426021475181956
Unscaled: Shadow Flygon,Dragon Tail or Mud Shot,Earthquake or Earth Power,30,4.575289,3.2618728,3.1369386,2.955745,3.5155094,3.0667887,2.4657838,2.4419646,3.0540445,2.7719202,3.0480216,2.2412205,1.8020046,1.7382153,1.7437538,1.6742058,0.89584124,0.8942713,1.0191681,0.9640969,0.64345473,0.6476595,0.84030443,0.8458368,0.984624,0.9945352,0.99904954,1.0149394,0.579118,0.6057334,1.0393156,0.9482272
Shadow Ursaluna,Rock Smash or Tackle,High Horsepower,35,1.642557578294859,1.6053873322835688,1.6347960025051984,1.5711623852596426,1.4018013664149043,1.2675650035990043,1.6291526822092757,1.6371909052543547,1.560143018235328,1.5082219709226132,2.07490411732707,1.9491412014435405,1.5661784790688185,1.585745455823448,1.5369605047055677,1.560841978616677,1.5140067835661521,1.5849410647787883,1.7223302916425305,1.6532916033005625,2.103005413616377,2.2181789472675497,1.622770053869145,1.724053550792997,2.011750399969235,2.144303440636737,1.6003203268651878,1.6401141712864573,1.521575258055279,1.6345517400285092,1.6552095362922046,1.5689696705506846
Unscaled: Shadow Ursaluna,Rock Smash or Tackle,High Horsepower,35,3.0908911,3.0209458,2.767383,2.659664,2.9852996,2.6994276,2.1942282,2.2050545,2.729444,2.638609,2.631482,2.4719841,1.6042883,1.6243314,1.4220641,1.4441603,0.8069342,0.8447407,0.9746519,0.9355835,0.7812671,0.8240541,0.77684534,0.82533133,1.171809,1.2490188,0.9549559,0.978702,0.522813,0.5616317,0.900673,0.85374606
Shadow Flygon,Dragon Tail or Mud Shot,Earth Power,35,2.1010777119721906,1.6596764371729351,1.737555619381425,1.671247853113439,1.4650141501989535,1.3718805830175917,1.6890514506266614,1.6860627044210637,1.660310199034778,1.5141198269294613,1.8140386694124082,1.6339161266215054,1.6536637011596815,1.598625446998193,1.7696472413126738,1.7290339719970207,1.6059443965220035,1.6188048596638613,1.675312436273108,1.6404184619168978,1.6611832432535447,1.6670000894750334,1.6696974153338642,1.7290075777768679,1.6224369392855371,1.663015614380042,1.6081837089017295,1.635060360921242,1.6088273384768554,1.6223885791794486,1.713583012156332,1.6246508279787497
