Attacker,Fast Move,Charged Move,Level,Arceus (Fire),Arceus (Fire),Victini,Victini,Volcanion,Volcanion,Entei,Entei,Reshiram,Reshiram,Blacephalon,Blacephalon,Mega Charizard X,Mega Charizard X,Mega Houndoom,Mega Houndoom,Arcanine,Arcanine,Flareon,Flareon,Lampent,Lampent,Magmar,Magmar,Marowak (Alola),Marowak (Alola),Ninetales,Ninetales,Torracat,Torracat,Typhlosion,Typhlosion
Unscaled: Aerodactyl,Rock Throw,Rock Slide,35,907993,930915,811188,839183,870370,869769,660956,689571,847674,849109,603392,619585,488068,507218,457119,474449,157313,162602,168169,172502,112446,116651,146408,152627,168758,175679,177739,184407,100702,106211,160814,163854
Shadow Tyranitar,Smack Down,Stone Edge,30,1.3938685377684081,1.4410451432601241,1.4583948998057545,1.408590390649644,1.306324412775286,1.2511456136632886,1.4141291821112107,1.4661907584596245,1.3506949781959692,1.370569412868828,1.3692277631230023,1.4033915337269187,1.4209035305682223,1.4358258471452365,1.4130947237571156,1.4740773586192784,1.3402867081269105,1.398250237166649,1.3841434357874671,1.399432134064014,1.4079725376926218,1.4570447774736492,1.3846334393446855,1.4421846944643297,1.3590821847783103,1.42605684744553,1.3762956965457507,1.4234821167986291,1.3632112491824722,1.4424787442773055,1.4444180596136573,1.402851626624818
Unscaled: Shadow Tyranitar,Smack Down,Stone Edge,30,745144,770364,702748,678749,752017,720252,555856,576320,667789,677615,490519,502758,416302,420674,372862,388953,127153,132652,139422,140962,93105,96350,117986,122890,140911,147855,146186,151198,83374,88222,139902,135876
Shadow Tyranitar,Smack Down,Stone Edge,35,1.3282702347793718,1.3736360966503114,1.401731608918699,1.3531784901964041,1.2503065971365737,1.2012249988708887,1.349395659330455,1.4077308795058423,1.3055133049085363,1.313624080711321,1.3071026811260449,1.3480718502700666,1.3500873767850805,1.3747337738579581,1.3523053717473528,1.4156831980353368,1.2929587857067566,1.3354274270053756,1.3244579461520134,1.3481951393852751,1.3401333797087422,1.3878143572217096,1.3388764361408738,1.3986926570513196,1.3019550351559108,1.3643965625331544,1.326030673056102,1.3649604112336067,1.3245748855461086,1.3997383911052976,1.3720536460968231,1.3446627502400448
Unscaled: Shadow Tyranitar,Smack Down,Stone Edge,35,710076,734328,675444,652048,719769,691514,530411,553341,645451,649461,468263,482940,395554,402775,356822,373545,122663,126692,133410,135801,88619,91772,114087,119184,134988,141462,140847,144982,81011,85608,132893,130240
Raikou,Thunder Shock,Wild Charge,40,2.1881358880780866,2.267065978035381,2.2154612089718264,2.3193722710142284,1.220894117156585,1.259242210000799,2.2319670900825037,2.3394407654557803,3.275147450263347,3.3949765778594023,2.204441094781504,2.2445895965051847,3.399513284001857,3.5359712475766596,2.183883999969681,2.292683296571693,2.195731000316222,2.3065985032149254,2.163618854737511,2.2483122865538876,2.244983138506208,2.3458345305245967,2.334029644060039,2.437525671568225,2.1605597939834684,2.2671366981414143,2.143244490053381,2.220303717860606,2.202485284499673,2.3033845650752127,2.204652219251061,2.2813322733514356
Unscaled: Raikou,Thunder Shock,Wild Charge,40,1169749,1211944,1067551,1117622,702837,724913,877326,919571,1619246,1678490,789730,804113,996003,1035983,576244,604952,208309,218827,217937,226468,148454,155123,198885,207704,224009,235059,227649,235834,134704,140875,213536,220963
Lycanroc (Midday),Rock Throw,Stone Edge,35,1.763239659774742,1.7822094439258718,1.8270134311756017,1.7226873142629457,1.5575864117538745,1.492857068410246,1.6953364896596814,1.7324339244873088,1.7695123825859014,1.6844240742388814,1.7108850088626497,1.7353208000111655,1.6721698113207548,1.7123972640144172,1.7397162152943586,1.7894770751377616,1.6369979972594075,1.6982818593865288,1.6574140258915098,1.6825510285124294,1.7260876797677196,1.76658550970103,1.7055309760476933,1.7770710354296981,1.6802596425574599,1.743299157994232,1.6581997232081493,1.706958396490204,1.6643721386527142,1.7309352517985612,1.7072178572534769,1.7381603807675234
Unscaled: Lycanroc (Midday),Rock Throw,Stone Edge,35,942605,952746,880372,830101,896662,859399,666391,680973,874854,832786,612916,621670,489919,501705,459045,472175,155302,161116,166948,169480,114141,116819,145330,151426,174211,180747,176129,181308,101793,105864,165356,168353
Tyranitar,Bite or Smack Down,Stone Edge,35,1.5557187136986121,1.603104826716699,1.6756387694453208,1.6051396244583536,1.3811045834969096,1.4225238589896365,1.5723542446314043,1.6395605905264417,1.5280479122337198,1.5642753699403726,1.5736493182040223,1.5988220351993747,1.5331246757502117,1.597752778308713,1.588610713175827,1.6684441109367776,1.5365552861810898,1.6030778960683039,1.5878405210070685,1.6257048685569058,1.6003750359157378,1.661635942958247,1.5798899203154522,1.6608067033598948,1.5564375343602008,1.6181749790221929,1.5710667783876404,1.621924927271529,1.5550686723348595,1.6367069980379332,1.6128106383637735,1.6237236338106695
Unscaled: Tyranitar,Bite or Smack Down,Stone Edge,35,831667,856999,807430,773459,795066,818910,618050,644467,755473,773384,563752,572770,449181,468116,419174,440239,145773,152084,159940,163754,105828,109879,134624,141519,161373,167774,166874,172276,95108,100101,156212,157269
Shadow Zapdos,Thunder Shock,Thunderbolt,50,1.8014018298237704,1.8437522797973014,1.7268876695499147,1.8028095064167484,0.9811907433721168,1.0125852479007216,1.7535343307731641,1.8477509266726535,2.725030541824095,2.7828921287044603,1.9635082136526678,1.8701642730533572,2.7390813150206155,2.820300767277394,1.79703026582077,1.8908027681136352,1.728238642352693,1.8132075471698113,1.7900583750297832,1.8665614327694384,1.8370710904774146,1.9089781783537738,1.8373097370057856,1.9095187241083897,1.7861421089688563,1.8725513835707601,1.7765517760810416,1.8494402967509909,1.7801504251144538,1.9105297580117724,1.8368419422447526,1.8929142963337704
Unscaled: Shadow Zapdos,Thunder Shock,Thunderbolt,50,963006,985646,832125,868709,564846,582919,689267,726301,1347266,1375873,703417,669977,802507,826303,474168,498911,163958,172019,180309,188015,121480,126235,156559,162712,185189,194148,188700,196442,108874,116848,177911,183342
Shadow Aerodactyl,Rock Throw,Rock Slide,50,1.2689103925086094,1.298548225078425,1.269268922351535,1.3179465575349063,1.1452106574206928,1.1390474469925687,1.267090336909429,1.3276795913227313,1.3101370539073307,1.3010675479971845,1.2466608047565213,1.2928945274881714,1.260522758921989,1.3123993119078174,1.26961062979891,1.3314800918662029,1.2485506482555075,1.2945188152208285,1.245611945040108,1.2821658327376697,1.2783885553556036,1.3505376018872775,1.2765840091068055,1.3293236788677518,1.2571541555347652,1.3066039100703117,1.2395002683186307,1.2878541099823946,1.2561805101373447,1.3232995421844342,1.2847600070206593,1.3133795182588766
Unscaled: Shadow Aerodactyl,Rock Throw,Rock Slide,50,678343,694187,611615,635071,659268,655720,498059,521875,647737,643253,446610,463173,369313,384512,335002,351327,118450,122811,125468,129150,84536,89307,108779,113273,130343,135470,131656,136792,76828,80933,124438,127210
Golem (Alola),Rock Throw,Stone Edge,40,1.7497563539704482,1.7774300534805374,1.7677415204290008,1.8177411053741306,1.6114953949631214,1.5644409856967658,1.7383564884894154,1.8053567657915959,1.7439280426533765,1.7633433386461275,1.75805942860333,1.789607670728133,1.7546828495754034,1.79722442181143,1.8013886046494,1.8532035685320358,1.7018024665331506,1.7704226836723937,1.732398141529664,1.7694583432610596,1.7862900176932266,1.845826969316618,1.7828449378601354,1.8598655103214374,1.679401240342975,1.7697167272692198,1.7355131476129055,1.8041179848800097,1.7327992151733158,1.8263897972531067,1.812383204105021,1.8208802667850543
Unscaled: Golem (Alola),Rock Throw,Stone Edge,40,935397,950191,851811,875904,927696,900608,683301,709637,862205,871804,629816,641118,514094,526558,475318,488990,161450,167960,174501,178234,118122,122059,151918,158481,174122,183486,184341,191628,105978,111702,175542,176365
Shadow Electivire,Thunder Shock,Wild Charge,45,1.7789564654583818,1.8165275249865784,1.8825124931515949,1.857663158069497,1.026926698096492,0.9991748802273508,1.9096605465142606,1.88836933597576,3.156859572333557,2.9204314690010595,1.9415288419936076,1.8313835503635778,3.211605411899626,2.964281325942714,1.8855841310988322,1.8568380441291281,1.776515231369242,1.8393696637503951,1.8599594948772933,1.8285481693272974,1.794864427540944,1.8634748287386393,1.7844644470784288,1.8735022473624297,1.7357471475005062,1.824037190999315,1.734807045953096,1.7991376145061524,1.8017168083714845,1.874983649444081,1.8419009467565588,1.8356030023643104
Unscaled: Shadow Electivire,Thunder Shock,Wild Charge,45,951007,971092,907115,895141,591175,575199,750636,742267,1560764,1443873,695543,656084,940949,868487,497534,489949,168538,174501,187350,184186,118689,123226,152056,159643,179964,189118,184266,191099,110193,114674,178401,177791
Aggron,Smack Down,Meteor Beam,30,1.763681122062452,1.816720197086723,2.0556152773396645,1.8889541447379345,1.8950412907305174,1.6572469835358206,1.8913738669407463,1.9485947902806857,1.8099287222595286,1.81671467059328,1.8610085276835684,1.8684475707965218,1.8377249269584688,1.889526390519619,1.8816047782553003,1.9549954142695805,1.7854748603351953,1.8222620427954042,1.8557600667143197,1.8871316813597014,1.8141757527182543,1.8782494291287977,1.8345753482531597,1.9025947354214832,1.8049594429066076,1.857148368553544,1.8290951542596758,1.8733912650517337,1.8144538914323087,1.8886363636363637,1.8427269066768537,1.8699216370525622
Unscaled: Aggron,Smack Down,Meteor Beam,30,942841,971195,990527,910219,1090926,954034,743448,765940,894836,898191,666697,669362,538424,553601,496484,515849,169388,172878,186927,190087,119966,124203,156326,162122,187140,192551,194281,198986,110972,115509,178481,181115
Mamoswine,Mud-Slap,High Horsepower,40,1.4554618799185166,1.455645199004091,1.5847625056032408,1.4553566981554964,1.4639709279904944,1.2939371936200001,1.658676632584787,1.5197685926023918,1.563276187085865,1.4007127774047134,1.6316096526120392,1.4820360367904646,1.6746477623351446,1.481497283128089,1.5596751332135739,1.5212914326428209,1.3924949931485189,1.4251291240645092,1.4844730362957668,1.4491898975458661,1.466450920199011,1.484779288339105,1.4756780227904849,1.492553778268064,1.3760380397565608,1.4286706339637927,1.4196597531468598,1.4587589557227185,1.4229561805101374,1.4712720732504905,1.4789328597829792,1.4305625819507108
Unscaled: Mamoswine,Mud-Slap,High Horsepower,40,778071,778169,763640,701284,842770,744886,651981,597380,772890,692518,584516,530932,490645,434055,411539,401411,132106,135202,149528,145974,96972,98184,125744,127182,142669,148126,150792,154945,87028,89983,143245,138560
Excadrill,Mud-Slap,Drill Run or Earthquake,35,1.4860237903278606,1.5310959675412983,1.6656899042053361,1.5850447429150134,1.4483631360804898,1.374663437987472,1.6784872021227608,1.6019314478481095,1.560766094125452,1.5163287513855066,1.6327038758391603,1.5642228084132366,1.6261502334598477,1.563194577178276,1.6085415861321448,1.6409789965967059,1.50380520712554,1.5409929377042266,1.512091970455087,1.5734254626320388,1.5125440440364752,1.583195971388389,1.5959089788877023,1.6176549975942074,1.4743106258620189,1.5315631600775454,1.5178172985491964,1.5456847773896834,1.4830608240680183,1.5690810987573578,1.5582456611292939,1.5691070340811712
Unscaled: Excadrill,Mud-Slap,Drill Run or Earthquake,35,794409,818504,802636,763776,833785,791358,659768,629676,771649,749679,584908,560375,476436,457991,424433,432992,142666,146194,152310,158488,100020,104692,135989,137842,152858,158794,161218,164178,90704,95965,150927,151979
Zapdos,Thunder Shock,Thunderbolt,30,2.4658923617671213,2.5050291159343567,2.4669761592482526,2.542186177012601,1.373190382056511,1.4086844290344882,2.4910640008344505,2.5894553937818166,3.9872371582754185,3.7974207328419674,2.6419740680260713,2.4886795349551285,3.967066460967152,3.9051552303197443,2.6903532907353087,2.7316513935314672,2.41535785812164,2.5417624117213027,2.4661067429116037,2.480680644905091,2.4922195169900343,2.5859633735085517,2.5732593209796857,2.678046261632888,2.386975434264716,2.4751400931703973,2.524416995396217,2.6222261973130476,2.521239372138653,2.633306082406802,2.464375316187782,2.5085435229255504
Unscaled: Zapdos,Thunder Shock,Thunderbolt,30,1318234,1339156,1188747,1224988,790510,810943,979170,1017845,1971306,1877460,946474,891557,1162287,1144148,709882,720779,229145,241137,248406,249874,164803,171002,219270,228199,247484,256625,268136,278525,154199,161053,238692,242970
Shadow Donphan,Mud-Slap,Earthquake,30,1.628681580360166,1.628092340442248,1.629802184848837,1.6157069214550166,1.6678172020970201,1.4631075921441647,1.7019942860486474,1.6451956761212294,1.8446877452447794,1.5723922136552293,1.7868246591020112,1.6370165668746248,1.8642997569833166,1.6318433771127434,1.8683705876556687,1.699032069794059,1.5345525455887001,1.5628017286813534,1.6355531729012787,1.620284330077039,1.622544497708954,1.6224083959653395,1.603513630869254,1.6450575629906936,1.5455097848207482,1.5837327957870775,1.5668772418727699,1.5776570605458635,1.5616742969260955,1.6074885546108568,1.6740452419546343,1.6130687508388657
Unscaled: Shadow Donphan,Mud-Slap,Earthquake,30,870672,870357,785343,778551,960119,842273,669008,646682,912021,777397,640121,586453,546210,478104,492992,448310,145583,148263,164746,163208,107294,107285,136637,140177,160240,164203,166429,167574,95512,98314,162143,156237
Mega Manectric,Thunder Fang,Wild Charge,45,1.8451758086148746,1.8940995572282902,1.7978246974249998,1.8694403400129498,0.9915490364338149,1.0155608903650328,1.7887491636413593,1.8828029399119246,2.9704452229350893,2.914622454510886,1.9412329551005596,1.863400745300004,3.010539824700325,2.9999249105753214,1.8350652992852325,1.936015796135859,1.7496995889111415,1.8226098872140823,1.8048903979032642,1.8650921292987055,1.8243682610733891,1.9060141848261678,1.8215253899144477,1.897020337749821,1.7652318168227543,1.834347662541835,1.7939783650451433,1.8655770733498405,1.7801994767822105,1.859614126880314,1.8220882331684856,1.8754245950215267
Unscaled: Mega Manectric,Thunder Fang,Wild Charge,45,986407,1012561,866307,900816,570809,584632,703109,740079,1468600,1441001,695437,667554,882040,878930,484204,510841,165994,172911,181803,187867,120640,126039,155214,161647,183021,190187,190551,198156,108877,113734,176482,181648
Lycanroc (Midday),Rock Throw,Stone Edge,40,1.6511381683430386,1.6653940331508248,1.8161369183005995,1.698223980210184,1.5224849480782525,1.4612228448740086,1.6644669056383927,1.7143507694499494,1.7496237894515416,1.6633805551735017,1.5959189939845635,1.6489302013984841,1.6436085246975944,1.6845663927040384,1.7061494265942045,1.7517982884992913,1.620364709602614,1.675756298092126,1.6152410451910095,1.6647009768882535,1.6541654694754033,1.696795560058675,1.621316496696436,1.6872000093884592,1.5764508444170098,1.6364907745874364,1.639153807770884,1.6831298191438282,1.5987410071942445,1.6559189012426423,1.622164634461113,1.6468814850759368
Unscaled: Lycanroc (Midday),Rock Throw,Stone Edge,40,882677,890298,875131,818313,876455,841188,654257,673865,865021,822382,571730,590721,481551,493551,450188,462233,153724,158979,162700,167682,109385,112204,138154,143768,163448,169673,174106,178777,97779,101276,157118,159512
Shadow Swampert,Mud Shot or Water Gun,Earthquake,35,1.6327127296398902,1.6352717144262767,1.588564408214766,1.5881867082828351,1.486205734495565,1.485655075615713,1.6112096226400694,1.643508966527846,1.7586528426145418,1.6008446533604097,1.6240589540677468,1.6221887255928205,1.7369480927286132,1.7630996914507278,1.6511130818382338,1.7009080504202956,1.554769684831875,1.6118477917149783,1.619261774283218,1.6481911682948138,1.622287416637682,1.6655072814432834,1.6769431176726008,1.7395054629097182,1.5871085348328042,1.647418524126889,1.5982940583899,1.6238643531638062,1.6049869195552648,1.6864617396991497,1.6091041432214503,1.6091660902154723
Unscaled: Shadow Swampert,Mud Shot or Water Gun,Earthquake,35,872827,874195,765472,765290,855570,855253,633323,646019,869485,791464,581811,581141,508898,516560,435666,448805,147501,152916,163105,166019,107277,110135,142894,148225,164553,170806,169766,172482,98161,103144,155853,155859
Shadow Swampert,Mud Shot or Water Gun,Earthquake,40,1.629871283813486,1.603542547798581,1.5526476350173495,1.5432072119934257,1.3639021390578694,1.3603219877917014,1.5623713661330083,1.6089530443454523,1.5693643255313467,1.553053777882056,1.5411492135270555,1.5806864017641558,1.6011044971739072,1.6106510935750757,1.6276462696409488,1.6693726266002684,1.5293665015284073,1.5896489933593336,1.5052716225875624,1.5191505837502979,1.578387043114008,1.6376064240022985,1.531093403433829,1.604252972034127,1.5341094318148936,1.6215603630366218,1.554506340792905,1.590508110754399,1.5605134074558535,1.6346468279921518,1.567145379270471,1.5756114684534934
Unscaled: Shadow Swampert,Mud Shot or Water Gun,Earthquake,40,871308,857233,748165,743616,785163,783102,614126,632436,775900,767836,552109,566273,469098,471895,429474,440484,145091,150810,151623,153021,104374,108290,130466,136700,159058,168125,165115,168939,95441,99975,151789,152609
