Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Suicune (Apex), Tier 5","Suicune (Apex), Tier 5","Suicune, Tier 5","Suicune, Tier 5","Urshifu (Rapid Strike), Tier 5","Urshifu (Rapid Strike), Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Tapu Fini, Tier 5","Tapu Fini, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Brionne, Tier 3","Brionne, Tier 3","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Feraligatr, Tier 3","Feraligatr, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Politoed, Tier 3","Politoed, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Mega Sceptile,Bullet Seed,Frenzy Plant,50,0.866375569813822,0.8522902118486387,0.9077059702564264,0.9102238342127017,0.8279830910921552,0.8575593808034735,0.8132455194033374,0.8535638208804451,0.861325799676451,0.8761586027966312,0.8596565718882497,0.870530093810673,0.9318707948361772,0.9429662052856004,0.8976985971241089,0.8291311591290195,0.8689610445857255,0.8689605980899805,0.9054692567982188,0.889228937231221,0.8448525322110608,0.8546662495833712,0.834027412303595,0.8545101574024812,0.8839838542462275,0.9023959935629441,0.8494436008687367,0.8949041590720472,0.856261543495829,0.8730954792886985,0.900324164873253,0.910926449284272,0.9334050790445574,0.9133239600984512,0.8332928478514529,0.8876497465583171,0.9302438682276869,0.9112095914681186,0.8417353487444669,0.870493572713589,0.8393583233956824,0.8815823847072922,0.8901340232620009,0.8781409321702172,0.8708839218065911,0.91215326803091,0.8900377189166361,0.9221796913160947,0.8377832591006769,0.856436927291297,0.9251499817724591,0.9542663460297831,0.8690805054607982,0.8891294249522913,0.8772000420292391,0.8927666681944358,0.8880637762984841,0.8902420182577356,0.8588993007981474,0.8837212547231992,0.8168868452445178,0.8515647662523381,0.871967066770104,0.8664950247982431
Zapdos,Charge Beam or Thunder Shock,Thunderbolt or Drill Peck,50,1.1033079182317165,1.092472052594397,1.193736332836828,1.211814737717005,1.163221626174927,1.1910949989881312,1.1599323895875024,1.1914472004677554,1.1812029529378727,1.1928825718824085,1.1408306871586433,1.159564273315067,1.1924306402019336,1.2172989036753863,1.125333780956933,1.1309954830241387,1.1504136113334906,1.169650612614487,1.1914553742057161,1.151322199374341,1.105996771338948,1.114650193252361,1.1414427084870724,1.1615493881512209,1.1725018978808066,1.1889585198620978,1.170114326451121,1.2259772556385478,1.1577141560564224,1.215044611920529,1.1802122987738155,1.2341216647426496,1.2004543432321149,1.2064360696678182,1.1498125798080487,1.1915042274927348,1.1752896938133774,1.2091650842888233,1.152279797915665,1.1813560740908486,1.1229525296173564,1.1793227002347606,1.1348984053417515,1.1603752208745115,1.1578301040895091,1.221784844391184,1.164001124475923,1.245041859379452,1.1297632098014163,1.1651843834844242,1.209415481434823,1.2879303865282157,1.152188781718853,1.1948724696880393,1.168200515637652,1.1971729412766101,1.1616725750425854,1.178626741262824,1.1567013846022713,1.1796588103649674,1.1249904587840314,1.1878769463653485,1.115624260933572,1.1320013086507097
Tapu Koko,Volt Switch,Dazzling Gleam or Thunderbolt,45,1.2200969028729083,1.2177637732867792,1.2895031343280146,1.3356666778472166,1.2552341472052864,1.2973623595555077,1.246232496918689,1.2754932156258836,1.243069265234622,1.270526787494617,1.2566650819860523,1.265729648648485,1.2884770097015263,1.3368447538058494,1.2287181215049983,1.253526124168646,1.2629381295310946,1.2653503674436735,1.2838018366523987,1.2914243949416295,1.1837033252319522,1.2188858097383741,1.2289584663739352,1.2557403345027707,1.2492225219386048,1.2762612540478537,1.2214329474340182,,1.2204766958435163,,1.2284446904285333,,1.2387392936087838,,1.2080869589654297,,1.2365025127245843,,1.2201913933794288,,1.2195049008309706,,1.2035955059062633,,1.2191023996013377,,1.234245292529104,,1.2191708938803392,,1.3015761150145415,,1.2154729975677325,,1.230395526941584,,1.2177330469983743,,1.2401878026267614,,1.2356163393178254,,1.2288007260416647,
Mega Venusaur,Vine Whip,Frenzy Plant,30,1.168538245845592,1.1474234730588535,1.2586365209970127,1.2816436111207645,1.1821878317818812,1.1943494125958443,1.1626489529032948,1.218323780583212,1.2315394267555495,1.2474668197006158,1.1884207992354823,1.1985803197183864,1.273025503451153,1.2821709409892668,1.1492248324184964,1.1614928989761688,1.2003393814158647,1.2052944572464694,1.2244410113485233,1.1945468042047893,1.2137019233249755,1.2098906822127486,1.1768694619412086,1.1832443716175889,1.2592434628489697,1.2428687549301303,1.203040578429623,1.2488733631949382,1.2027920284845748,1.2315585788361236,1.2309706546497095,1.274034585166457,1.2636998572513236,1.2474332686631353,1.1885652702319298,1.2314772375992198,1.2518147181588102,1.267851989624222,1.203923134558387,1.2321599699999002,1.1762080408231625,1.2265706969408707,1.1963679643079297,1.2219097893892679,1.2209599422346447,1.2895071469372328,1.2268428637119917,1.2567490617177004,1.1860563206398738,1.2158879700720147,1.2582282896405126,1.3171216650680646,1.1785981793785762,1.2247779661249276,1.2182661941183386,1.2258672505862425,1.232854917927146,1.2136113142681455,1.203217614633038,1.198751319098545,1.1512544623336027,1.2197051444801477,1.1773573415195386,1.193578076442896
Shadow Latias,Zen Headbutt or Charm or Dragon Breath,Psychic or Thunder,30,1.811973612677776,1.8431139562231806,1.6091892740823903,1.6117094387295148,1.9121538283990966,1.959207465239383,1.814058807059153,1.8793852750395972,1.8812535816435576,1.8989199403344428,1.8653258575118092,1.88379428184331,1.6228987954937364,1.637456777775462,1.9108753296032097,1.828666996174307,1.9125795264734025,1.930492533921398,1.8998298253765102,1.8783494861731358,1.6898431176170472,1.6628940725869399,1.585519398909661,1.5920474177704087,1.7867602561363003,1.7785160978137846,1.9731489364607078,2.057198724006409,1.8675861812052101,1.9248642719834939,1.9582979532892382,2.0024374031499033,1.8564142801276056,1.8093223019002387,1.5702897900747563,1.6058768366197151,1.9771226022684734,2.020669925207086,1.9059949792656428,1.895338223020467,1.8195422451041072,1.9111345886719782,1.9012977374784856,1.9437133409247296,1.9681014215904797,2.052687495868455,1.8381532200207595,1.8988807036306323,1.8615888748544172,1.9306983683129435,1.6234780500158423,1.662618568042392,1.5929459677210553,1.598384072837041,1.9078571292720243,1.9533169893221414,1.8587789459954256,1.918040034099326,1.8623667972090165,1.8919830051271564,1.7725898239284335,1.872665477143825,1.9152797162735218,1.9198875048085726
Shadow Mewtwo,Psycho Cut or Confusion,Thunderbolt,40,1.0847466327201052,1.0921379501819914,1.0,1.0236724135905924,1.1133391315491965,1.1678099033178362,1.1190443544070294,1.1438946123038323,1.1267882624232863,1.1498283952119577,1.1140465363841459,1.1266026262149722,1.0,1.0310711308331486,1.1085892755608047,1.1001036502652906,1.1299823232334505,1.1461658294127284,1.1242597223857196,1.1441173680493113,1.3082421958668953,1.3276544061965763,1.2753119119665386,1.3128735786104069,1.2160015213438595,1.253694942913786,1.123384484253416,1.1888702619570761,1.1137065294647797,1.1523111967729225,1.139932781976921,1.1861270035643894,1.1191625927014541,1.1487569630026406,1.266273335132403,1.32490684810322,1.1333341983647292,1.1899734922625953,1.1425046365885534,1.1381806135062007,1.1166650028628207,1.15804430470405,1.1166788298986834,1.1370887492589408,1.129653662116741,1.1879149215303075,1.11893225032564,1.175035402229108,1.1176560058985587,1.151508856392071,1.0,1.0247425825667855,1.2822725327411821,1.3306981993301745,1.1648999732172727,1.240400699531162,1.1667154243549311,1.222816362086394,1.1719701076117484,1.2214265586292476,1.099711429894972,1.131500130621553,1.0940110472503877,1.1225032743622476
Deoxys,Charge Beam or Zen Headbutt,Thunderbolt,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2598645207661034,,1.2591235684795203,,1.2675119649992443,,1.29994001185504,,1.3871567604274497,,1.2621646271909042,,1.356642391705008,,1.3048669949932108,,1.270384077503441,,1.2604522579846875,,1.2634137718407823,,1.2707029255140576,,1.2300779436484928,,1.3941709044775348,,1.2380674220081684,,1.2169046321356645,,1.2568424018862159,,1.2863513494952363,,1.2651712117477192
Shadow Zapdos,Thunder Shock,Thunderbolt,45,0.9868724779923946,0.9558717715395438,1.0651534457870655,1.0802595397237886,0.9896734952832186,1.0228119475970903,1.0057976683603582,1.019206106073957,1.0368351754100844,1.04114117474884,1.0106814731481313,1.0093963092667526,1.0634820815486434,1.0911835217667964,1.0519666377493209,0.995187937080736,1.0441931219116447,1.0277479245761527,1.0096554648736786,1.0098393210923235,1.0150861258824015,1.0301124016877723,0.9872337418084787,1.004433206838269,1.0363251238606475,1.0364560271636294,0.9925031963229852,1.066588453057694,1.0213702042238348,1.0450923500832465,1.0315070034639109,1.073249978270524,1.0601782637767987,1.0378297629264754,0.9922144686001404,1.0381933363334936,1.047303968145383,1.0711018687798834,1.0301769390292879,1.030433090752234,0.980416590581859,1.0141631622289244,1.0032489379822696,1.0275068645689462,1.0301195139438586,1.0573315389009328,1.0134332299489661,1.0588571797914885,0.9959469851672489,1.0271228017539353,1.0666016128682299,1.093894858640906,1.012560886642938,1.0208179850713308,1.0053029176336041,1.0197161716850764,0.9995398299070963,1.0089895823143131,1.0163410488907438,1.0025499285813735,0.9958953808487825,1.0128077285591879,0.9781564750464601,1.0039748155079173
Mega Manectric,Thunder Fang,Wild Charge,50,0.9368828076849278,0.9256679141034735,1.001181162572991,1.0141623868771499,0.9399075803304642,0.9778893444951746,0.9418700057371402,0.9572552176407453,0.9413699345991596,0.9608851368219833,0.9508511912322404,0.9518895804225411,1.0188335144461587,1.0446913790184194,0.923879943568345,0.9373230220753113,0.9479811025140836,0.9520923460359885,0.9479145272867989,0.9611038824422243,0.9337846608969816,0.9453862887601113,0.9279071726373249,0.9551218021958928,0.9378353311705223,0.9572157497007279,0.9363554993821906,0.9718026871543413,0.9313861381109032,0.9563239625087999,0.9352367183229476,0.9770214522527393,0.9428774095876671,0.9604664216616039,0.9250286895138239,0.9525727785885567,0.9388888168029392,0.9846696124818117,0.9254031969673967,0.9447792079801216,0.9121210758472843,0.9552109277923166,0.8970618538433328,0.9413943890698006,0.9451642024296028,0.9812429212862284,0.9276250597854846,0.9744692726459783,0.9277536718224437,0.9496629702109154,1.0050882251078954,1.0298871383125023,0.9397589664158249,0.9549786243753703,0.9194967029808023,0.9443939449211188,0.9163536236744975,0.9318471555168393,0.9380143650172791,0.9461430150035232,0.9258457036579297,0.9547536234241105,0.9293985130589181,0.9330883390812154
Shadow Gallade,Charm or Low Kick or Confusion,Leaf Blade,40,1.32963175418348,1.3360871306385402,1.2265461217678169,1.2726035307854835,1.3544575878614578,1.4023584948193009,1.3505452341933553,1.4171491079982323,1.344969133009009,1.4083061440586773,1.3431222562948715,1.382497142131335,1.256430592795893,1.2828678497359012,1.362551383368034,1.350026473110028,1.4295539105660093,1.4012218356065176,1.3644658761605877,1.403576296965128,1.2726061185352888,1.2462645665284464,1.2747049948391647,1.2464798686620777,1.4925684335187424,1.5267635746689012,1.3842939661418945,1.4187773125920986,1.3449919378087352,1.3850672300816889,1.3712989111993283,1.406372721724418,1.2344057162481414,1.2323506223726188,1.251445966895323,1.253425841697018,1.2314247510557352,1.2783519378044617,1.355263719402716,1.3694081953979527,1.3469838764728126,1.3812998947767177,1.2415596230087618,1.2335123421125087,1.3296510179279393,1.3973267420712474,1.3616755486272234,1.4129129610796494,1.3523162356049745,1.3635591156845093,1.2405365439422866,1.2708772755648094,1.2395566480705587,1.249706193676714,1.4919960022336607,1.5177953918119687,1.480017267053933,1.4950897591773924,1.4602095573258462,1.4948931662884668,1.3542047703141458,1.370953900876179,1.21451753509105,1.2070543651207384
Deoxys (Attack),Zen Headbutt or Poison Jab,Zap Cannon or Dark Pulse,40,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9558569022534689,1.4940762260860916,1.5162491782237444,1.3904512244836622,1.2514204429020577,1.1695420778788195,2.0293127454873856,1.5362948194218096,,,1.818051540870023,1.5119394206468648,2.0172247796421607,1.6566875494679723,1.958725737651177,1.7902243617966782,1.6385303929261146,1.4658655771233098,1.958139779278035,1.4709693494448053,1.9938482962408923,1.4953176517279276,1.8643915315664337,1.5187298674309002,1.570768075948474,1.2839917138807735,,2.1505209499397644,1.591193471375064,1.363498977797774,1.38286850486257,1.3146307847348062,1.5680453135943513,1.379851029450439,2.017366174751069,1.573694267938118,1.7635117169725527,1.4212706385643359
Zapdos,Thunder Shock,Thunderbolt or Drill Peck,30,1.3378509915051224,1.297766197175933,1.3823932246349742,1.4165093216122417,1.3331899874654176,1.3645555750773894,1.3685409134954556,1.3874813680196985,1.3807759128348658,1.384494540080322,1.3734055754144665,1.3673719342176094,1.3975051106308511,1.4301528918051,1.4323338086213449,1.3392008411479055,1.3486674111239056,1.326270068309384,1.3638511436185534,1.364050340756251,1.3439714388356536,1.33009034855594,1.3580143898635,1.3698804716434831,1.3475843058155872,1.338276494839378,1.34901598112731,1.4168429398564655,1.3423307162079043,1.3841904006373555,1.3464297196223343,1.3929570509590112,1.4619789583057328,1.423979412486006,1.3501033053476639,1.3872812965927908,1.3760937623954754,1.400653306749495,1.3796792445732247,1.3748213874421569,1.33249959350996,1.3773650665355972,1.3359766914950544,1.343809267693253,1.357580041798523,1.3869146554164344,1.3718612223078723,1.4119325228584076,1.374250332098419,1.3918866501850298,1.446577073181962,1.4859879815826473,1.37549974184764,1.378139383998209,1.3883626399974311,1.3871238219419444,1.3808104335241715,1.3652351471503925,1.4059515724382643,1.3815310733966297,1.334539529812977,1.3776224335324898,1.316789916699349,1.3235041764433806
Shadow Exeggutor (Alola),Bullet Seed,Seed Bomb or Solar Beam,40,1.2823783167670622,1.2158520533648085,1.2992621805536164,1.3091008427914934,1.1449857908853052,1.1742693242279185,1.1176120595235153,1.1569859975349512,1.492773019832446,1.2660487296638845,1.167812354460392,1.2191926838562173,1.3658543211038843,1.3510461920598478,1.2653749648870274,1.201484169941498,1.3387291748803278,1.223741027109882,1.5221637928011642,1.2725805022554284,1.4699961687105862,1.2417476546803865,1.200387284642213,1.176009866663019,1.5658158868561292,1.3114570203354554,1.189242273968034,1.2426697171924632,1.2060875153084272,1.1643419164944095,1.210584402213902,1.2008401535179445,1.4689584690311102,1.357073771747853,1.1634891337864885,1.20299462319437,1.2903930927133531,1.28138359910328,1.229906988687958,1.2243393651237837,1.1274658079003796,1.1426340224241984,1.1775588128749694,1.1759889621676178,1.242546692814756,1.2279651102677582,1.1956664427891073,1.2218271835376215,1.1552475630917938,1.146046147766634,1.3054279314829964,1.312880718342339,1.1476536463449738,1.1976900618194943,1.2063341773477994,1.2166236241114388,1.2416354943548225,1.1819382268039955,1.2895772787759128,1.2176479991409743,1.1227650235457052,1.155496092321113,1.1618236013248449,1.1705437762576185
Shadow Manectric,Thunder Fang,Wild Charge,40,1.2900907450315722,1.1428518345970018,1.412516048832284,1.3262599400439963,1.2104873473173097,1.2048651658709992,1.1685032377783817,1.1858908213992583,1.2462173306992137,1.213456183949723,1.207369563245087,1.1922234520634114,1.3987119006406672,1.3676036839021135,1.2862595828983756,1.212198348495475,1.2881722830622284,1.195706541564512,1.3473147286598426,1.2286843408664552,1.3032355010608647,1.2377774275876718,1.2649498039458493,1.2355430012423922,1.2184255842220202,1.198165747316392,1.1723365681779838,1.157246100778528,1.167046105404949,1.149702192094777,1.1768242192488818,1.1577276456765406,1.2126491073304801,1.1711007900987207,1.1802044086957426,1.2011152627443613,1.180693780364039,1.1653222819550124,1.2304164075088868,1.186434798331259,1.2211783439601585,1.1817985148043917,1.1451524990270214,1.1250683329893632,1.1651993565807248,1.154515037128818,1.1619408308147106,1.1472945199925204,1.1775257725292432,1.1643382030847398,1.2861950848744204,1.265174133885388,1.221686625880117,1.2117763776121744,1.1764179489793722,1.1692058812249964,1.1672330788306229,1.1595659012951844,1.206890828234639,1.1698111690906128,1.217683124207874,1.1607855306170018,1.2376604726680047,1.1555910976112436
Mega Manectric,Thunder Fang,Wild Charge,30,1.1162768154093936,1.0867124086408193,1.2330338277840869,1.2357340517623956,1.1305651254335924,1.1420184780649076,1.1194010041367801,1.1458300735946065,1.1248286104304908,1.1509760916640164,1.1120150484174363,1.136414000834679,1.2516698145298581,1.2638957125697183,1.1999735807208916,1.1546805258971895,1.1258988070973177,1.1417732489218242,1.1784680339078142,1.1508350469244275,1.1967694373075604,1.1451883265225618,1.220997388744459,1.172878903834233,1.150433945534819,1.1365718718832225,1.105785173937509,1.1330206739438482,1.1140113222036008,1.1181510002493376,1.0987955505437055,1.132965996590446,1.131554197674659,1.1242134159312078,1.132391182916487,1.1189618726851576,1.1011398540604436,1.1222088981837788,1.1316510121241976,1.120082625175252,1.1177832139818709,1.119054459382438,1.1050640898895718,1.093989791865211,1.1028511474253908,1.1420030069172658,1.1162750955931737,1.1293494536306325,1.1300480741085401,1.109373674262703,1.2071902473297604,1.2120277919897202,1.1199452016406002,1.146606172202093,1.1264503283300455,1.1152452802068789,1.1228862998659939,1.1023894372834824,1.1142506322118175,1.1074262631875729,1.110903165182656,1.1147140139671785,1.1157810426657335,1.0792593399629757
Celebi,Magical Leaf,Psychic or Leaf Storm,40,1.2928860306943586,,1.3707706793661572,,1.298852178415239,,1.2690530699189937,,1.302953356676207,,1.3185044002104842,,1.3756125749316723,,1.2723519201512397,,1.3190963104717093,,1.354170710616417,,1.3106555101798938,,1.3143032776164691,,1.297317292746025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tapu Bulu,Bullet Seed,Solar Beam or Grass Knot,35,1.3028588173601339,1.2945087100112798,1.3937451965510463,1.399639627050748,1.2983742284333075,1.3192649857033838,1.2677024400688457,1.3034074906737159,1.324094796667347,1.3301534892042894,1.3080297339309153,1.3298830844417022,1.3774241248675112,1.4118236657746295,1.3254999359412059,1.2839984970407272,1.2936602515646325,1.2846163016489534,1.3480529712542486,1.3470403923267853,1.2501648456863057,1.2673672467062926,1.3030755507430956,1.3094649793938558,1.328652605572718,1.3249320283332926,1.2852355721735096,1.3619450807833455,1.2880291381858313,1.304975699128928,1.2982832070870616,1.3486091454481781,1.3388829091365706,1.3279292361468424,1.2548501928097016,1.308333836995826,1.3617007787417768,1.3668863682166001,1.2892849118799115,1.3210876047219229,1.264833803909484,1.3162033502223964,1.28669275066561,1.3076501678077013,1.2998161441286298,1.330581128288922,1.3812764423566166,1.3536035939344444,1.279847085467736,1.3202523643502064,1.3508698122935943,1.4106551529780125,1.2855388683026978,1.303517238333265,1.3021016178450913,1.3297920269785313,1.3206075766963095,1.3145288594272369,1.2835598082844393,1.290865968668016,1.251918664217464,1.32104960004111,1.2743470853682004,1.2969889935472516
Mewtwo,Psycho Cut or Confusion,Thunderbolt or Shadow Ball,45,1.2350069555080063,1.2283069643023268,1.1468594540654355,1.1627953103202087,1.2925139790232354,1.3284331633262012,1.285878949087685,1.3155808648532912,1.2976719520460536,1.3238210619603688,1.2807959693467124,1.3125873237647656,1.1419870841176913,1.1647062293601456,1.248035838472977,1.2782999090912794,1.251991393348017,1.2781656883200732,1.3015692820950813,1.3041267541871318,1.4533459804703008,1.4739433255149872,1.4697058599780513,1.4970136509556966,1.3589351924448605,1.2508223064727813,1.2904625232958553,1.3805058918643218,1.2858985522768231,1.3386583870283597,1.3156168506202315,1.379116914099387,1.2531835707059178,1.3104300438971899,1.458611319740734,1.5351103444320016,1.2976088999247914,1.3691554331663875,1.2768273467204714,1.31063640030922,1.2650372524944438,1.3211592833054233,1.2551595275630703,1.3123100567398336,1.3124430101038522,1.3727197685317805,1.2842679346913541,1.3614356514200958,1.2726816573408526,1.3340569671484435,1.1368771559802153,1.1945450874499612,1.4678340940832089,1.5233847962728588,1.210589248060123,1.2895396769423169,1.2165606885703593,1.2706471573801903,1.2391293085117836,1.2674151189092073,1.2382655002135796,1.3105682710646986,1.2347395492783118,1.2963518625998038
Kartana,Razor Leaf,Leaf Blade,40,0.915028603345621,0.9207255150855301,1.1042860175271472,1.0677871313642406,0.9415053354274636,0.9698721843941488,0.9513152874197418,0.9609601337385016,0.9698274086967367,0.9732949282647547,0.9476530396230637,0.9634232488371952,1.2192415526197398,1.172282074198044,0.9402478197658429,0.9526155437388626,0.9409510716567626,0.959677639001939,0.975024044542515,0.963199013672829,0.9558965372013191,0.9563871309361953,0.9507601942998748,0.9601713694944589,0.9589786387373482,0.974065298677703,0.9456103928527195,1.0162101117908477,0.9572746195276476,0.9846826832428763,0.9614064487796118,1.002156704783246,0.9831242050869163,0.9784899457644205,0.9432961046550349,0.9683508755450623,0.9857355227825453,1.0134925188197708,0.9714661968792223,0.9623235267484282,0.9255545683885381,0.9555091329337708,0.9396458342654201,0.9619176181168494,0.960377339301968,1.0124627737201533,0.9551287280065738,0.9948010478996213,0.9428895561776427,0.9715183405685728,1.0547234672509638,1.0687104590309309,0.964630628901794,0.9715046398888803,0.9562192049302668,0.9736232228382147,1.0008046571356255,0.9684703129342968,0.9554228865379604,0.9617560761948325,0.9184667476067008,0.9636196424748352,0.932518672735563,0.9429882691937652
Deoxys (Attack),Zen Headbutt or Poison Jab,Zap Cannon or Dark Pulse,50,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5269882786862066,1.3438775420641955,1.347525950773433,1.3085867734344343,1.1504940627441498,1.0761703782802394,1.6982985712582244,1.3735838934869289,,1.747604844245101,1.4014167736048042,1.406049230250717,1.9330023548353377,1.4233221333556172,1.730458751782327,1.532778684488189,1.4029928125481579,1.3199262605061217,1.4426538163610878,1.3395607934600398,1.7291294398672508,1.3630325877002176,1.5477900446783377,1.366382332850649,1.3764832754651004,1.1745155623117722,,1.7388282471987804,1.2815525625831894,1.229953191026321,1.2150239828820142,1.2134946374306872,1.4299865413274067,1.2577846909646715,1.8080730679814967,1.4263780471329577,1.6770465135291066,1.3261212121306856
