Attacker,Fast Move,Charged Move,Level,Terrakion,Terrakion,Terrakion,Arceus (Rock),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Cobalion,Melmetal,Melmetal,Melmetal,Meltan,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Dialga,Dialga,Dialga,Regirock,Regirock,Regirock,Registeel,Registeel,Registeel,Stakataka,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Aggron,Mega Lucario,Mega Lucario,Mega Lucario,Mega Houndoom,Mega Houndoom,Mega Houndoom,Mega Steelix,Mega Steelix,Mega Steelix,Aggron,Aggron,Aggron,Boldore,Boldore,Boldore,Excadrill,Excadrill,Excadrill,Lairon,Lairon,Lairon,Nosepass,Nosepass,Nosepass,Stunfisk (Galarian),Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Sudowoodo
Mega Blaziken,Counter or Fire Spin,Focus Blast,45,1.182077051292257,0.9802940511314129,1.1741158147297424,1.0197897043782542,0.9616798436718066,1.020616587053878,1.0239056300318055,0.9654698059657865,0.952423849636004,0.9518077240070457,0.9394830086533406,0.8941450158289025,0.9893675704837939,0.9377464400827564,0.9105512926484669,0.9546785004843732,0.9700686019986968,0.8853512400634205,0.9864075042789681,0.9487881131439697,0.9162218332042404,0.9723776820652554,0.9327262942750383,0.9722215596853628,0.9865121268332289,0.9496522764285252,0.9860678341932222,0.9827584116092587,0.9649205535147954,0.9109852408405799,0.9771392077789038,0.96194752034463,0.9782148781176915,0.9595144402370394,0.9467509229337184,0.9122602108397327,0.98350052503826,0.9134766756838387,0.9017203556799092,0.960013740122758,0.9564272331415827,0.9686441253636608,0.9913153597310462,0.9218684001464778,0.9328215407062193,0.9481677728108953,0.9709000635473178,0.9481677728108953,0.9898025488025597,0.9537535174608782,1.0082154432726536,1.0290981663266006,0.9329024339477775,0.9502540049915534,0.9771894073146155,1.0100117662677357,0.9771894073146155,0.9648446351478144,1.0198475353901235,0.9648446351478144,0.9785421434579512,0.9876912996360895,0.8942760890435885,0.9546558532704928,0.9489438341421956,0.9600429557311766
Shadow Gallade,Confusion or Low Kick,Close Combat,35,1.3279684047657478,1.2892634970606016,1.4762534906714773,1.4514075421061654,1.38569703701307,1.4519143201104523,1.4793465655326945,1.3870696186979061,1.4863787073624928,1.3622590157908212,1.36786839647991,1.362294959659322,1.3551539353039277,1.3264455063682836,1.352195539165009,1.4277442815813286,1.4351820701478035,1.4227072016862876,1.507788558814418,1.372064123765224,1.5078369267605705,1.5298793067153538,1.3442037148416375,1.5626544734227092,1.3905547760936936,1.3369832376911945,1.3898727371278237,1.3878815056599516,1.3388265432441857,1.3859062069987689,1.447838427502144,1.4136561106841843,1.4499816074529694,1.3710376791462575,1.3671205290709953,1.3729830503072304,1.5698903634622117,1.3251015158335455,1.5702306399992352,1.6696895752134358,1.4833259414157445,1.635411901671,1.3839365636486936,1.357168030844264,1.420997986447947,1.4182353360035282,1.40995499314575,1.419959633194048,1.3485473575419635,1.3709474791569345,1.3741697643215554,1.371748964181712,1.3153700139565707,1.372357748196781,1.405541640179172,1.4634806238313316,1.4072595473151517,1.424290050912842,1.5214977711350457,1.424290050912842,1.3943298474940748,1.435822080728216,1.407594814830643,1.3313298076564826,1.3627199989704353,1.3310150118650192
Mamoswine,Mud-Slap,High Horsepower,40,1.3523868484035182,1.303607643469571,1.15705726500618,1.3264594903482334,1.2672346714106433,1.1015178444134648,1.3366106609927297,1.2883562468628555,1.1190849029246632,1.2949987118494692,1.2819839227933474,1.0845717453215655,1.2965692052075368,1.2420167281026246,1.081765238124812,1.2760605715293076,1.317337756939301,1.0550223556811036,1.338368641343211,1.3097702660414283,1.129629167919684,1.3140181135382916,1.2348310498093182,1.1102382504489594,1.265447574978157,1.2517449547773163,1.0625769726095582,1.3740558466516095,1.3090555855915034,1.1621155468872373,1.3524135658481007,1.3261151293073337,1.132698053728494,1.2914879181076584,1.2874157735063956,1.0743589402815987,1.5190341133321472,1.3105233378147347,1.2748799798721273,1.4428619196693941,1.348547229460991,1.1900684051879784,1.2436276989619834,1.2479595826188836,1.043906605223721,1.2965261696392332,1.2999874089141659,1.081524769732895,1.2209619489944386,1.2368150918925829,1.0479999660992925,1.2195106805524516,1.1877180642339582,1.0679055598976848,1.301930573694976,1.3362357924803052,1.0736130453586392,1.2729407747386694,1.3568675282569607,1.0679952477752155,1.263405630355205,1.3017702112981597,1.0867580309761848,1.2468201899245168,1.2686675548781472,1.0593768924509146
Infernape,Fire Spin,Close Combat,45,3.059955003253883,2.4463369199019387,2.6709754603725986,2.4796857547453675,2.370765781192932,2.3329746880471345,1.5813445787229683,1.5009923567220202,1.4097577280027205,1.5068713990558225,1.5005667473752233,1.349478639044678,1.5037169812464495,1.4777952731769912,1.3302020609953897,1.5250891567892237,1.5364001859049397,1.3506176623790664,1.515836780238779,1.489245241438962,1.321375658437223,2.114778510045586,1.8176404008866212,1.9101388851120065,2.3832445425233977,2.2411047443289505,2.201379450554001,1.4674578893206207,1.4393935489521386,1.3438601610488217,2.287704566853972,2.275432070296006,2.183185935358389,1.499264811599666,1.5000381732991839,1.3530884040103195,1.4401632614953008,1.411594093399254,1.3241872687080385,2.3117111119432376,2.3582365374740117,2.1380135305021506,1.5138041912664575,1.4678362670348257,1.365358773413406,2.2528096326469993,2.261145218445474,2.1632321281464035,2.4193312524228934,2.3361945390579386,2.2364396071969295,1.4859530812359825,1.454964280607956,1.3509932892697696,2.27254737505062,2.3868859297879887,2.1420630145444677,2.267177673229337,2.388413336828479,2.1469820377995172,1.4694163403223257,1.4957002952449572,1.3745316532543623,2.2407943918588753,2.2653989249786477,2.2222809737935245
Ursaluna,Rock Smash,High Horsepower,40,1.4892360287408342,1.4739652361351792,1.401859879818474,1.4488865662988244,1.4550127524367535,1.3192137770514323,1.4593537161843473,1.4477115701969225,1.330735666961311,1.4726816884836234,1.4887384945619841,1.339064388874576,1.4389575456543569,1.4657372297787175,1.3141309222393365,1.4983600736858131,1.6035062300980873,1.3643384598611432,1.4898132890932052,1.4732164664497591,1.36083244071234,1.401048921603524,1.4106992393756137,1.2789841096990888,1.457218614754519,1.4640347176732558,1.3328410167804248,1.530310931007709,1.5260961577005152,1.3978415803062993,1.4732467265903064,1.4903828308200977,1.3473427869994679,1.44698148735946,1.4898742375336564,1.3187253581573117,1.401659705839839,1.4130212863128029,1.267513695896265,1.5047784654529621,1.5199343740726783,1.3639722201889486,1.4418035632428179,1.4723298587508775,1.331682898065318,1.453885381300946,1.5118620225050412,1.3320070244627578,1.4377169843327766,1.492406441920882,1.313159561792887,1.343956643783921,1.38879495493534,1.230866541679779,1.4816849491447173,1.5969353460388789,1.3584033570080358,1.5603698174401426,1.6535021543542023,1.4226733804875218,1.487006882348554,1.5443712453016254,1.3536854183855926,1.4481103712526442,1.502450975913824,1.322548017162273
Mega Lopunny,Double Kick or Low Kick,Focus Blast,35,1.4432092488804344,1.3474418728942203,1.4507257495046295,1.3694393935000195,1.268945455115087,1.3730878687789037,1.3870034227630632,1.275233566602963,1.3876339378778404,1.2802930066443696,1.2733316507717052,1.281415523943085,1.3286230716697944,1.234135220411721,1.3433885176120417,1.287981141339041,1.2893059559959126,1.2870520806727384,1.45645984840115,1.311688795592845,1.4678482546280895,1.3196805502151707,1.2306848181847783,1.321173106499618,1.28410324363448,1.205472057109217,1.283635839874681,1.3063529818959028,1.2328760991893664,1.3065432189216366,1.2644689994392593,1.247377160969717,1.2652417955329913,1.283517494331107,1.2620479908848952,1.2849080725395094,1.8524511253216926,1.3887004192244432,1.8554269983091163,1.3555358375030084,1.293422654794187,1.5199203554593468,1.2567716970068068,1.2577949878988468,1.278558245350578,1.229178029882485,1.2328032581855957,1.229178029882485,1.2251402112078984,1.2508316983145487,1.2188159540318622,1.2236265465402383,1.1742675866785086,1.2527765756531624,1.2452224131871927,1.2853091122997342,1.2452224131871927,1.2556834317750463,1.3185622745961056,1.2556834317750463,1.2471425039816304,1.2590120995787246,1.2442095645447266,1.1998487747265358,1.221016499808585,1.2046101941373115
Rhydon,Mud-Slap,Earthquake,45,1.48483567396901,1.4495607469914082,1.4632824212753268,1.4077181497483777,1.4013261732330393,1.1677099517866232,1.4079963850777313,1.390601714525955,1.170179499990101,1.4348819506212849,1.3883544586134526,1.2258448460572684,1.3751318016605039,1.386611227334089,1.1396112841779336,1.447000994599825,1.4634461086367463,1.20647802658278,1.4741166695518069,1.4480713970754329,1.2249881098748006,1.428909195770223,1.3972300760269907,1.201675932983139,1.3768361644889964,1.3560282541640178,1.1499682427120852,1.4569707680051471,1.449532702410006,1.2255614897605491,1.4927286069948558,1.4557429568909612,1.240216679659945,1.3792279949340838,1.4024870120167934,1.1462532719867993,1.529913963467986,1.470971505449018,1.2707197008116204,1.4120733754920394,1.417544586246743,1.2116157665556533,1.4086418851168605,1.4033067807171051,1.226399654931058,1.4066619937356657,1.426553434182789,1.1467606920649074,1.3856688996149082,1.4200323824293013,1.1886277174895985,1.4166497368337327,1.3788833363295943,1.2119307790879126,1.4471460733103465,1.4847449233670384,1.2048645672752039,1.4358748406711759,1.5073215683931351,1.204604438030685,1.4455864396610167,1.4606219139038776,1.2121232442671657,1.3605419133365422,1.4072754164474406,1.1348760863954215
Virizion,Double Kick,Sacred Sword,50,1.211989836834678,1.2349758262402226,1.2153577850342403,1.2303017907306153,1.2412763551369714,1.233845087428297,1.2247490808384665,1.2343800536415337,1.224277137829393,1.21543302452693,1.2372654273997972,1.2143560199373837,1.2029708400227788,1.2468508567350978,1.2038781112426031,1.2786569475143366,1.3539072155100562,1.2791456186199446,1.2467700708759777,1.2758090356286247,1.2479109714690169,1.1936815860008205,1.1989994697510735,1.1936442644977452,1.199777775400397,1.238335100277844,1.1991114296303864,1.2809200431843946,1.3313306233610058,1.2807984818091636,1.261708942734573,1.294433889767129,1.2616237496932001,1.239129743133107,1.265940861936411,1.2415449306635382,1.1219447994590073,1.1502435273871994,1.1223042927150637,1.2269519413709604,1.2601508402794466,1.3202166468493026,1.2054817426440325,1.242636118905656,1.2100568191657768,1.237756290027591,1.292558363359725,1.2385101409358619,1.2366663181790998,1.3077144515147059,1.2292577155653133,1.1382255184074557,1.2008005191645068,1.1333169720872414,1.286350012509936,1.3698490885560686,1.286350012509936,1.3665004201696773,1.4517982850605375,1.3665004201696773,1.2904545008829813,1.3550567022851943,1.290156865722708,1.2651284258947302,1.3243350747224922,1.2657476900530138
Shadow Hitmonlee,Double Kick,Close Combat,50,1.393145270067763,1.308246241566076,1.4586630317940434,1.5212685450678565,1.3124683147193041,1.5185902676058267,1.5031874437352026,1.3291689521966128,1.5106230034367385,1.2517037393669295,1.2466957870288875,1.2503550671334316,1.2940147777983273,1.2625428459048016,1.294900089223105,1.2951190761002662,1.3034154364871524,1.2940978717075162,1.3995370777922396,1.3216952492475496,1.4004179415933418,1.358854658267961,1.2599300897858134,1.3570922427027978,1.283317502837542,1.252873485667173,1.2841750372098346,1.3315299974904546,1.2764357463708436,1.332342062846431,1.3303569761539855,1.2857305365121428,1.3299640247962448,1.2956575815365272,1.2717368172236547,1.3006462305175939,1.3882319062404094,1.3148219772522793,1.3886924513165515,1.4041240690558776,1.3111077470620658,1.403427748537313,1.2676897434771155,1.2482881596326911,1.289261770597736,1.2817667983828165,1.27331880754884,1.2817667983828165,1.2230721153375372,1.2132530693358994,1.2358579313730949,1.231528319266239,1.1807176038702747,1.2476280154108754,1.2757229524882094,1.3098227434645893,1.2765700653273626,1.2617981388775388,1.3337302935028186,1.2603905243328697,1.2337435163634725,1.2547225721894062,1.2546056802876417,1.2057711555506372,1.2299557596960813,1.2169187365937117
Landorus (Therian),Mud Shot,Earthquake,30,1.3693407111741205,1.329638198387821,1.165258778746752,1.5006412350203275,1.4013830983428124,1.2105353505864125,1.5098878139619387,1.388684361618004,1.204675082075273,1.3025248721855465,1.303035955137389,1.106677078731061,1.3802015977809627,1.301042941578596,1.1835536346834834,1.3530251105796531,1.3967464249062769,1.1411420479069154,1.482219639710005,1.4252977356278174,1.2344029621034385,1.5358699903161586,1.3474258721268075,1.3103579729694077,1.3412733324926351,1.3205501132388955,1.1167517485146352,1.4385879258858782,1.400099539692084,1.1954082474782437,1.4881710883998363,1.4094730581643438,1.2188839216990635,1.3986783696163783,1.3634619333386608,1.1639905371641952,1.3555766074972952,1.3095341923550456,1.1165812725667557,1.5148946355376929,1.4153546718581325,1.375895191954332,1.3011260959304964,1.3059654676453714,1.0849217900692214,1.3998122457457107,1.392733293359924,1.1526304159380905,1.3128960486911894,1.3256019422814875,1.1135557839484234,1.256749349415269,1.2263166650503468,1.0572924712330194,1.409125434107039,1.4762357632613923,1.1739620794120098,1.3483936830210432,1.4504339577145098,1.1424735838096225,1.3795026502958319,1.4257997825844408,1.1290588791434861,1.3329506890100233,1.3567067050327843,1.0934414259853733
Garchomp,Mud Shot,Earth Power,40,1.2682708534517684,1.2456857026491674,1.0691327666151555,1.3347101812586872,1.2840430572019494,1.1216040628770239,1.337712886196331,1.2775342596571648,1.122399404655843,1.2717042678389419,1.2711034223614381,1.037930252963232,1.2135082248010494,1.2371053398787248,1.031131726631204,1.3174569692664433,1.3738877097659115,1.0957626989246607,1.302230065601981,1.321385505331798,1.0850408537809022,1.3612074827942553,1.2409635247379531,1.1552458562877035,1.2467233930344501,1.2574619748459315,1.0397238027349622,1.327389205248824,1.3433629257595587,1.1155716037343386,1.285242994912529,1.2780897469741943,1.0915423340791333,1.2326178443115081,1.2539959849858977,1.0273386985373154,1.2086875693325163,1.2051851582435882,1.0046013261973374,1.2985703084264286,1.3103734163435958,1.0723303056264695,1.213264774468293,1.227327067853275,1.0213778627630723,1.2790598225446081,1.3152303173258542,1.0633613212963509,1.237610804109705,1.3054631849291045,1.044304235410484,1.2014860624032362,1.219388977413814,1.001705760525788,1.29530740016569,1.3894248176869433,1.0963024266825605,1.3335295686338404,1.398249039911223,1.1211739970817332,1.3103131849926675,1.3829448803162905,1.0807200912770345,1.2658466585577846,1.2988196627492097,1.0360306686379865
Shadow Machamp,Counter,Dynamic Punch,45,1.0359214098716802,1.0472261883932394,1.057601608913611,1.0850877005677686,1.0460886854980462,1.086727013188443,1.0829599971117891,1.0457626798872202,1.0836943480736914,0.9956168395275306,1.0108230873878987,0.9961428343275212,0.9970581880812985,1.0081327300337142,0.9978501703771286,1.0442560131018215,1.0542528340327748,1.0444431068504618,1.1014127733522552,1.0527028642450003,1.1017781719161446,1.0808214113412502,1.004506786715307,1.0808446043513023,1.0068503222864293,0.9864517769897714,1.007970838836358,1.0314625429275448,1.0294538538366573,1.0317861732462235,1.0276247401086738,1.0508164745289499,1.0279769496563531,1.0030259603173741,1.0165508148748028,1.003142004845564,0.970685504425751,0.9827825696671684,0.9708029607620845,1.0906539504358284,1.0393046165645818,1.0914788846753603,0.9797833387255134,1.0088557526265804,1.006574980873148,1.0209016329490421,1.0328257140822683,1.0209016329490421,0.9744853844906209,1.019295839926967,0.9870574695446713,0.9665176458051513,0.9591228864381304,1.0037108916067765,1.0292476370264514,1.0796019799677958,1.0292476370264514,1.0544876548457607,1.1150534000817207,1.0544876548457607,1.0208539713559095,1.0614015423481031,1.0215449680358923,0.9796307437263079,1.0176310587922013,0.9759761064703459
Cobalion,Double Kick,Sacred Sword,35,1.3821840997749713,1.4009866787688474,1.4629038420676694,1.356541916601777,1.382086511807368,1.357625451799351,1.3520836929039683,1.37322255646278,1.3526279809424653,1.3768211398130996,1.393092346209787,1.3737309385779517,1.344735499415492,1.374570854708392,1.345977142827079,1.4294334727487803,1.504974092918485,1.4286914616374842,1.4158993080193305,1.4337290012511463,1.4159445643467974,1.3045154613061845,1.324907535596333,1.3048058296896758,1.3919948597887501,1.3952917355791177,1.3916862890635233,1.3976487326795042,1.4275335041171706,1.398366900610207,1.371183299196354,1.424403416871561,1.3727105297486313,1.309458653138993,1.3453180808133633,1.3103802204431796,1.2946558585589487,1.316084656302887,1.295695342448495,1.4615452501080564,1.4104720546940435,1.465988303772249,1.3023003716876942,1.3591494706584166,1.334363123130824,1.369962207012876,1.4315079367784003,1.3678526979271162,1.363028915222977,1.412441773482687,1.3830721359528324,1.3067845762450039,1.3216199971864533,1.3474055382402759,1.4487823324355429,1.5229770462346408,1.4495182248963705,1.4747788201555982,1.5527470127220366,1.4747788201555982,1.425845390696401,1.4795453952318744,1.421703329535754,1.4014613941403622,1.4549296491861234,1.3976592335954618
Shadow Golem,Mud-Slap or Rock Throw,Earthquake,45,1.636081033464176,1.33958780910546,1.3833048659772542,1.318783365410625,1.2502862339979133,1.1067099645609721,1.305925374681336,1.2559471177866055,1.0969867340272028,1.3066679373309908,1.3109408861309904,1.0831548768835073,1.2760848338907347,1.2494659023285504,1.0511699824241578,1.2875531259958068,1.3049472983183195,1.0628822597407022,1.4434409933704797,1.355834787227317,1.2214038402494967,1.488771164950966,1.271825217476247,1.2099244915603522,1.2495968134686237,1.2254422266177252,1.051544171332721,1.361143645375952,1.316569484936832,1.1223487661962532,1.364274007528889,1.3087339559802982,1.1478795402543305,1.2805848529154304,1.2755593251328918,1.0771834767550499,1.7840241384488678,1.4399590955730868,1.5277069467220683,1.280665434408602,1.284414519670561,1.095487549495584,1.413975269218114,1.279176061885789,1.1911339370510665,1.2704877323902812,1.285108099493971,1.0588016263665228,1.2529078494206156,1.2641979494385835,1.0719973340605697,1.2980599944725693,1.2733321016081296,1.1175470243678431,1.287960115995314,1.321416077650298,1.0846803919839703,1.2572285293011047,1.3292969321581733,1.0368227451662746,1.3095748741194995,1.3000992652110865,1.1535561785098123,1.2040421063402205,1.2368134079841955,1.0282672893203386
