Attacker,Fast Move,Charged Move,Level,Terrakion,Terrakion,Terrakion,Arceus (Rock),Arceus (Rock),Arceus (Rock),Arceus (Steel),Arceus (Steel),Arceus (Steel),Cobalion,Cobalion,Cobalion,Melmetal,Melmetal,Melmetal,Meltan,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Dialga,Dialga,Dialga,Regirock,Regirock,Regirock,Registeel,Registeel,Registeel,Stakataka,Stakataka,Stakataka,Mega Aggron,Mega Aggron,Mega Aggron,Mega Lucario,Mega Lucario,Mega Lucario,Mega Houndoom,Mega Houndoom,Mega Houndoom,Mega Steelix,Mega Steelix,Mega Steelix,Aggron,Aggron,Aggron,Boldore,Boldore,Boldore,Excadrill,Excadrill,Excadrill,Lairon,Lairon,Lairon,Nosepass,Nosepass,Nosepass,Stunfisk (Galarian),Stunfisk (Galarian),Stunfisk (Galarian),Sudowoodo,Sudowoodo,Sudowoodo
Virizion,Double Kick,Sacred Sword,45,1.3218866602073842,1.3925477746397577,1.3209218907831537,1.3085813931219163,1.3725508313271837,1.3119648284006968,1.3089165130436826,1.3695413472483857,1.3075246720191265,1.2833816875626016,1.3460574033778885,1.2846009049148621,1.2790143654654784,1.362806421918662,1.2813187444005028,1.367564278107409,1.4450935645823826,1.3674577818347786,1.3002205149093362,1.3642484936163042,1.3007935727628974,1.3104079502772812,1.3752830016687099,1.3115948364868912,1.3217091477572802,1.3825734677239856,1.3221450876423555,1.3459465590050035,1.4125408555095835,1.3462161059452038,1.3201592435271516,1.4033897632937944,1.3193506882633907,1.302177701780635,1.3686432317784976,1.3024921490932408,1.2652657753875403,1.3406739168934623,1.2641417372352999,1.2750764596695885,1.356833810036529,1.3327696565755316,1.2719181558460695,1.3438142093501093,1.2732954591966208,1.316366459627329,1.3729089026915113,1.3183022774327122,1.2822461404653185,1.3449880408784518,1.2803979125896934,1.2477495107632095,1.3186600667664325,1.2446299067572235,1.3430223285486442,1.4386230728335991,1.3417995746943114,1.3898244271157252,1.4697571321500902,1.3898244271157252,1.3611685823754789,1.4217049808429119,1.3620210727969349,1.3295767156952647,1.3870538825514434,1.3282745846018413
Torterra,Razor Leaf,Earthquake,30,1.7833536044857656,1.8282009524005856,1.5237151868725392,1.8309592727798096,1.86742443969203,1.4774306051376473,2.7226996007481357,2.7214857273334743,2.2698677331291743,2.7102580043518807,2.708192587987428,2.2491969744067974,2.6171081684492803,2.728280100949839,2.2060553501979427,2.6929674425680816,2.8706222425072268,2.2462954510877835,2.7583816733851148,2.7825849403767013,2.2515232383386943,3.133080081333331,3.332767174968979,2.5354010205733144,1.7340885234544878,1.7700726610376423,1.4269576795881356,2.676667398223936,2.793197106568255,2.204871876827359,2.7239081199217443,2.843336358989725,2.2845894213652467,2.513720589927821,2.586002367603295,2.229077950050147,2.842287688710103,2.8929091625373626,2.406872896946303,2.9595242656238647,2.8418919722301124,2.574051933125037,2.0976330028896766,2.1622700742474974,1.762324102194681,2.65527950310559,2.734751552795031,2.2493892339544512,1.6913676886279625,1.7484888019134595,1.4510763209393347,2.148244503280764,2.2419707609071025,1.7803729711062508,2.7646331738437,2.904665071770335,2.2558878256246677,1.8145003109601494,1.9012741392782537,1.478782949815816,2.210852490421456,2.263448275862069,1.9264367816091954,1.7349429629901332,1.7802699629534533,1.441807578036166
Shadow Flygon,Mud Shot,Earth Power,30,1.7055206250386528,1.5785276958914842,1.409507514069554,1.9355836929843278,1.5459863285023343,1.6404990819029892,1.8339981934608656,1.562276910885238,1.5517600325042729,1.5004541843677686,1.5116274652022244,1.2596293993713952,1.4911996916560573,1.543091271037196,1.257575850764812,1.539411227749886,1.5924007302601553,1.3037882245549979,1.6253802828770876,1.5588437715072265,1.3616051238113966,1.6715859813483993,1.5768359994865508,1.3979566209833296,1.5261820753636015,1.5624375229658662,1.2690671018163284,1.5507536267319864,1.562999600834859,1.2948504750948937,1.603426776177803,1.593675643759804,1.3501286638348875,1.5651995199026654,1.5840725242925964,1.2868273293763668,1.8945283557598824,1.6759842562373275,1.5699596285975546,1.5347718099968954,1.562376558092835,1.3297608116945312,1.5317127677862459,1.5547831105362684,1.2871012369125485,1.5361387163561075,1.561262939958592,1.3030538302277432,1.4846488367036312,1.5195368558382256,1.2743966079582518,1.560515713134569,1.5267756417635547,1.294474502129619,1.556087187666135,1.607509303561935,1.2823763955342902,1.5529429587459538,1.6167615493788772,1.302859238705768,1.5615613026819923,1.5858333333333332,1.283955938697318,1.5308293291273887,1.5594395334335913,1.2927502475883064
Shadow Dugtrio (Alola),Mud-Slap,Earthquake,40,1.915279638829908,1.7122925642664248,1.6035086272650436,1.6938495060083696,1.5387910686716404,1.4173469096333828,1.6750613652466195,1.5470573223597834,1.39830326352302,1.6626066383449039,1.5296463233516389,1.3970866576865957,1.5895950320542391,1.4906276972406909,1.3559363384566812,1.4193442872356612,1.4519663776053553,1.1985927278259547,1.7271458067053387,1.5860289057123194,1.4615770327401436,1.7674093697038924,1.533070035587983,1.458569671894795,1.6050845604843542,1.4606014389967323,1.344846887639458,1.701620374802811,1.523286351645341,1.440257056459037,1.4886251476109065,1.4874310414720553,1.242498281544671,1.493047220532382,1.4697945610890977,1.243604182765821,2.492328710681254,2.105449958616602,2.017919553565297,2.292363280862954,2.010215540303989,1.9463725418959357,1.5619438600512447,1.4738353293658266,1.3108489755155168,1.4578364389233953,1.479430641821946,1.2225879917184264,1.5731898238747553,1.490747988693194,1.4159056316590564,1.8455508230689537,1.7378266375043168,1.5708760216415334,1.4422647527910686,1.4747341839447101,1.2063795853269537,1.3744677797445344,1.4368990097115248,1.1606627437847838,1.4561302681992336,1.5017816091954022,1.2728639846743295,1.434572497524117,1.4683453765176246,1.2326871584198364
Swampert,Mud Shot or Water Gun,Earthquake,50,1.4945288503164362,1.5468758374734586,1.32111773073038,1.626261438413582,1.6412836222580987,1.3886481882493662,1.6741849587148725,1.6684345901876048,1.3911778433683561,1.4935188063413118,1.5514678962456396,1.257805754153283,1.5032505274034529,1.5865443951722853,1.2774623949549684,1.6002282062984938,1.7184086414118365,1.3121063441350982,1.5210036939758698,1.5688947568015508,1.3513603101254268,1.5674320656470855,1.6006016285269402,1.3228665348317616,1.5441425352209135,1.5962920086028982,1.3085440266357953,1.545953334501861,1.6023799669179002,1.2869128332329283,1.5540520295398066,1.6475800623931474,1.3193286567848141,1.5497689942618504,1.6165181434044165,1.2754517354203319,1.6086973807381064,1.6458629251737562,1.359269339058338,1.5804758664878755,1.634750672118478,1.3253119488463343,1.5011092101277843,1.564688234186593,1.261728566867771,1.553126293995859,1.6166666666666665,1.3208695652173912,1.5168188736681887,1.5996520982822353,1.2630028267014568,1.4600552549787038,1.5406814780706803,1.258996201220214,1.539088250930356,1.6426767676767677,1.326940457203615,1.5587634948731444,1.6428263885566667,1.3221307946227816,1.5542624521072796,1.6066666666666667,1.3374233716475095,1.508674760664637,1.566436195576422,1.3039375710670138
Rhyperior,Mud-Slap,Earthquake,40,1.3968191469624194,1.4317734853326187,1.1714032447587046,1.3572900934560599,1.392177779868392,1.1301513810094195,1.3480794608588784,1.3889129536914848,1.1255057805894422,1.3726781335267504,1.3913325044036888,1.1496891513832763,1.339998400875828,1.3950759276457818,1.1115348106780492,1.3465845123992088,1.43222272934733,1.1095276129621179,1.3971431380535697,1.439694088234055,1.1395438010028514,1.3701038618449568,1.3891461302486694,1.1514786779054993,1.3274567056378486,1.3378231190379293,1.109810754676476,1.3665101919675011,1.4083916001514176,1.1565802594426122,1.400503639600261,1.4368555792516349,1.167613285862841,1.3159291198763585,1.3564887127801255,1.127090149783792,1.4206107394436192,1.4315692078603157,1.1745439694088138,1.3213783217845654,1.359083012411898,1.138991458976002,1.3223401468577838,1.3576281731186406,1.1197762751823443,1.3308592132505175,1.381014492753623,1.1360041407867494,1.2942270058708414,1.354348771472059,1.111176342683192,1.3403591573615747,1.368665822493381,1.1757683895475999,1.3640217969165338,1.4329744816586922,1.1257044125465179,1.3518553955572568,1.4398172511122806,1.1250299000143522,1.3871264367816092,1.4215900383141762,1.1566570881226053,1.3104207167222977,1.3443678245240802,1.1110387704948097
Zapdos (Galarian),Counter,Close Combat,35,1.3837968212084357,1.4306705972087654,1.3839534931662167,1.4087052060216412,1.4418759754255754,1.410106290938475,1.416590274909589,1.4341989946508982,1.4170335149946107,1.3150018996304356,1.3731081407798846,1.3153110213103998,1.3887142836641266,1.4233066197590243,1.3862848450182157,1.3998098280845885,1.4589913281606572,1.405210710482276,1.3849319493798897,1.419108951219855,1.3853996657162522,1.3884131629029226,1.399651375429967,1.389188917682558,1.3223268390143808,1.3430412272695544,1.3266282881523128,1.407035027845819,1.447546607317242,1.4096612693451482,1.3904616916650512,1.4466199305567797,1.3888622063203906,1.3550397888887062,1.3975744397494287,1.3563469032077737,1.3295202778651227,1.3668014789595238,1.3316382404285079,1.3484810452680878,1.3957142951508386,1.3913413965532047,1.3180997716091325,1.3764601871331625,1.3259235913849983,1.3855797101449274,1.4260351966873706,1.3859937888198757,1.3205914329202,1.3663513807349423,1.3279952163513806,1.2747553816046968,1.335754575802924,1.2711177621733625,1.3571371610845295,1.4280834662413608,1.358652312599681,1.4162321197914176,1.4996571465020971,1.41895102776316,1.3367720306513409,1.3909291187739463,1.3441954022988505,1.3585445475552946,1.4024777170524154,1.3582327696878553
Shadow Mamoswine,Mud-Slap,High Horsepower,30,1.4235894370116886,1.3021088870106579,1.2579480096476943,1.2525951150183199,1.2170640047173218,1.029231268049048,1.2220229880425915,1.2158092321537104,1.0070162890731247,1.239830069422858,1.2147584015473354,1.0216506061548027,1.2665104445360182,1.1956569427616055,1.0733444451961696,1.201616461280998,1.2243267914194431,1.0017876160048684,1.3211441493321348,1.2429863617849066,1.124711715381266,1.2736479635971953,1.197517956769809,1.0629161310486084,1.2059229874657404,1.1639990043185706,1.0212728127605268,1.2657526619601511,1.2307631124275868,1.0502682949462159,1.2270652308017698,1.2523044926591114,1.0334658159578407,1.2191142861840483,1.2402130842965424,0.9913085118626791,1.5080471734596883,1.2974147122498474,1.289578973619439,1.2557055757759914,1.2400206094314572,1.1783145184196795,1.136369403809789,1.1643206804246926,0.9964431601437471,1.1671842650103519,1.2020186335403726,0.9839440993788819,1.1362361382909327,1.178169167210263,0.9619699934768428,1.17573385518591,1.1718775181305399,0.9714976401519512,1.1958133971291867,1.2436602870813396,0.9775784157363104,1.1707091486070582,1.2418153694047107,0.9776268159275384,1.1769157088122606,1.2108333333333332,0.99433908045977,1.158025529105381,1.1830411179987528,0.9661629314455489
Ursaluna,Rock Smash,High Horsepower,45,1.4870189037085901,1.531711641138758,1.3925972499948465,1.4576558202982597,1.5185862146011864,1.328549373123697,1.456102442185711,1.519035818499901,1.3279271474478438,1.4048924118398785,1.4683694263116085,1.2783131281732463,1.4135970658121604,1.4938423468582336,1.2890129918588178,1.4802525483036666,1.589232466149399,1.352061463563061,1.4711883927693583,1.5054384313945812,1.3447855948986616,1.4663997722964388,1.480339174128113,1.3364915420405141,1.4624281719894794,1.5083901964890376,1.3338548807487103,1.5045565216366654,1.555509730939128,1.3738748624647785,1.4675476320566827,1.5579824453178703,1.3402078890318487,1.384382039098338,1.4594774008977163,1.263192400651091,1.3979998626577177,1.4760066647149606,1.2563349127695795,1.4481956839094507,1.4977904311466639,1.3266561858019512,1.3883381494609486,1.455936525348112,1.2830491408737794,1.448447204968944,1.5028985507246375,1.3190786749482402,1.4307893020221787,1.486094803218091,1.3191889541204609,1.374191320363762,1.4241395188212271,1.2491308852308047,1.473856990962254,1.5915204678362573,1.3421052631578947,1.4873223939147493,1.572613181520994,1.3757674337017016,1.4661494252873564,1.54117816091954,1.3446647509578544,1.4223214613212045,1.488033231852694,1.3043868979936177
Shadow Torterra,Razor Leaf,Earthquake,50,1.2754622853491107,1.328586447875652,1.0823970809540497,1.2880422274226253,1.290290011138121,1.0777736525477402,2.0544513728690057,2.050816468383886,1.640478564976646,1.8263496010776086,1.8968742444651678,1.548839498497565,1.8854945086485966,1.9641345150450933,1.6061234154832122,1.9058991328160657,2.0643237486687966,1.6191693290734825,2.0422321165217636,2.0496523729932443,1.7021742489149825,2.2015548581410536,2.219951594390009,1.9395097304205633,1.2597213935852303,1.2972609541420215,1.0252423680886735,1.9847919554231224,2.09050590867514,1.652777880064868,2.0252943405537835,2.034336059361616,1.6649518832507888,1.8502347051182981,1.936944065372158,1.5452146462570495,2.019625489281881,2.0997647109848527,1.6558021692852058,2.2015430651244823,2.043170813874375,1.916247762357402,1.6068095678582832,1.684319206935224,1.31232246498416,1.944254658385093,1.9991407867494824,1.6109627329192546,1.2533811698195259,1.2912698412698413,1.0385518590998042,1.5151720962357547,1.576850466213883,1.2962702889374929,1.9308479532163743,2.0535619351408823,1.6281897926634767,1.2695386627118916,1.3596612926374205,1.092323270981837,1.6157088122605363,1.6635536398467432,1.3582662835249042,1.2715126728533177,1.3138044235777426,1.0613102006382276
Shadow Swampert,Mud Shot or Water Gun,Earthquake,40,1.4438289801892432,1.4591539714279824,1.2280916943247646,1.465269389654483,1.4375668833252415,1.2705941843216246,1.4947079820151978,1.4668510142474824,1.257119543865658,1.3969519566193487,1.449450834110455,1.18603426242531,1.4618332113488612,1.4795609379068286,1.1863758720864677,1.4083181195801004,1.5037996348699225,1.1849041533546327,1.4637259996909984,1.4750368695310196,1.2203070354087955,1.4107444827464324,1.4274650677808762,1.1991885270146836,1.3459163232487663,1.358293855091475,1.161931253202051,1.4731800794500653,1.5009154285428115,1.2217723226845107,1.412418263214481,1.4585587887974338,1.2115264289617005,1.3354721231153714,1.3898961707305044,1.1944065372157644,1.4665878755678923,1.466219219968122,1.2297591811508561,1.4104084234445495,1.4512672818670032,1.1967143810234697,1.2926309154462627,1.336688250558698,1.1757770610433944,1.3928985507246376,1.4307142857142856,1.1973706004140785,1.3578495325070667,1.4238095238095239,1.1572841922156991,1.3440197997007022,1.3788995050074824,1.1763439622424312,1.4114433811802232,1.476608187134503,1.1785885167464114,1.342159817570046,1.4495526957852942,1.1841362483853994,1.3752490421455938,1.4271934865900382,1.2304022988505747,1.3387925026592817,1.379919671349448,1.1814730587242783
Infernape,Fire Spin,Close Combat,40,3.0302562411098974,2.5872497886990042,2.8165185841802556,2.625700332463675,2.507179300230322,2.457126633549096,1.7114977149630466,1.63445117139624,1.5145245074830345,1.5275912686077437,1.5465323109867717,1.363689427693158,1.5070330711179725,1.5477205304991932,1.3718517242863908,1.534447740757645,1.6081735889243878,1.3843222272934734,1.551371546553928,1.5736969254322515,1.4083374299478912,2.2743158196305027,2.048269806396163,2.0427427861316625,2.3898896189674677,2.326787649862567,2.2043030295846453,1.5820137071247296,1.6009232350935387,1.3762521781012995,2.4753864321342336,2.560286937976982,2.2461136471790897,1.5076700481741505,1.5468197661991747,1.3605600861544533,1.5492317867869496,1.6015736534131364,1.3798345386925739,2.3685323046232503,2.451567836075753,2.2686723430677667,1.5230498776185137,1.5292037426632505,1.3741292086542949,2.4335921325051757,2.499223602484472,2.2298757763975154,2.3438464883670362,2.4296042617960425,2.1851163296368776,1.5366524692068608,1.5666513180614712,1.3830896742258547,2.36555023923445,2.467690058479532,2.2013024986709198,2.447806534947137,2.5862236680540276,2.1861614760241754,1.5414080459770114,1.582854406130268,1.3941666666666666,2.3054781205296555,2.3861368888236805,2.258949858782966
Shadow Torterra,Razor Leaf,Earthquake,30,1.5424766538168175,1.5778577171246573,1.2556762662598693,1.5170725725027845,1.5258385930016312,1.2952425271271208,2.2791035805068383,2.2899377784941253,1.9109742215596008,2.207469001485166,2.238894069699168,1.8564760128484097,2.2248778617659664,2.287223202881704,1.8862510173915006,2.279286474973376,2.408196409554237,1.9121291647649477,2.204158883099007,2.336855485483939,1.8395100917173477,3.641182719085614,2.614823799486923,2.9545634658565576,1.4435536871163301,1.4629036230423862,1.212252676552361,2.2815705012542034,2.334085020702089,1.9056408957206845,2.3285730651955516,2.3759099000652135,1.9716476902197861,2.229022459347923,2.350413508492133,1.8385384982160768,2.235238415359204,2.4170398401046693,1.8117615593409018,2.6410160713931843,2.454784756947426,2.3037480100669145,1.789108866313575,1.818723958120155,1.531772116667622,2.255983436853002,2.32407867494824,1.903405797101449,1.4421178517068927,1.4883452924548815,1.2032941943900848,1.795683204788765,1.8248647404167146,1.5690572119258663,2.285552897395003,2.387254120148857,1.922873471557682,1.4791576966623612,1.5600073354701878,1.2780940534851457,1.9217049808429119,1.9816858237547892,1.5518869731800766,1.4475112790228515,1.4855573487877343,1.2271393463668707
Rhyperior,Mud-Slap,Earthquake,45,1.3428724566575276,1.3745902822156715,1.1225793151786267,1.2993214649905167,1.3672824832466195,1.0818240311262606,1.3129912997343918,1.366448740291531,1.097982921825209,1.3053275999032916,1.3377439298172902,1.0995958967982593,1.2883671917124366,1.3377022225775832,1.0748369610900286,1.2893655864901872,1.3727940057812262,1.0808496881180587,1.3254238240375298,1.3584069553492424,1.1175330421225613,1.3069644920108419,1.3329755311687852,1.100362576994127,1.2883643561852758,1.3167676177004763,1.0826731675708139,1.3409695146829435,1.391187729869778,1.1026605608638465,1.3295160124786296,1.3781549077321678,1.113589897245184,1.2951077752749873,1.343834777461732,1.0790310912349355,1.360649990422183,1.3801019947159365,1.1331208142228777,1.2647023852774677,1.3164604622589786,1.0735631196866309,1.2973992910878447,1.3350735516826433,1.080734943802749,1.2859730848861284,1.335983436853002,1.1024844720496894,1.2597521200260926,1.3121656881930854,1.0545879539030223,1.3000460458155865,1.3346034304132612,1.1147461724415795,1.2917729930887825,1.3680489101541733,1.0848617756512493,1.3046771595783702,1.3693648439617918,1.0914701239056597,1.327222222222222,1.363860153256705,1.123036398467433,1.284726552470381,1.3399204049444302,1.0671147709349669
