Attacker,Fast Move,Charged Move,Level,"Arceus (Water), Tier 5","Arceus (Water), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Manaphy, Tier 5","Manaphy, Tier 5","Phione, Tier 5","Phione, Tier 5","Kyogre, Tier 5","Kyogre, Tier 5","Suicune, Tier 5","Suicune, Tier 5","Mega Blastoise, Mega Tier","Mega Blastoise, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Slowbro, Mega Tier","Mega Slowbro, Mega Tier","Alomomola, Tier 3","Alomomola, Tier 3","Azumarill, Tier 3","Azumarill, Tier 3","Cloyster, Tier 3","Cloyster, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Dewgong, Tier 3","Dewgong, Tier 3","Floatzel, Tier 3","Floatzel, Tier 3","Lapras, Tier 3","Lapras, Tier 3","Lumineon, Tier 3","Lumineon, Tier 3","Octillery, Tier 3","Octillery, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Slowbro, Tier 3","Slowbro, Tier 3","Slowking, Tier 3","Slowking, Tier 3","Starmie, Tier 3","Starmie, Tier 3","Vaporeon, Tier 3","Vaporeon, Tier 3","Walrein, Tier 3","Walrein, Tier 3"
Mega Manectric,Snarl,Wild Charge,40,1.178997307579198,1.1881714676150348,1.2110267269950759,1.2420930247346675,1.1682794997621269,1.1694908365994805,1.1438920333190246,1.16131263588184,1.1614284066176488,1.1534637517533588,1.1683626022838456,1.1741936732559055,1.1656630154508276,1.1804101881355058,1.272673326325187,1.2816242768114208,1.2819279939270294,1.2805240917211673,1.0662488033262378,1.0736896750402367,1.1749127761101041,1.1456675752507475,1.2348267232454182,1.235081668291491,1.1426917276089865,1.1808125799039424,1.233909246678621,1.2548803588037016,1.144950384167268,1.1428205528593285,1.1492456804754927,1.178526402609364,1.1690184703210162,1.1563199636264996,1.1724760656629858,1.1614277860620204,1.1830916509849876,1.1604892117615646,1.2346140723318915,1.2265864975486598,1.231817454483212,1.2320805304885931,1.051366115484604,1.0447285367453905,1.0444987499587204,1.0422444803456024,1.0731814866553198,1.0637666144923401,1.1790643261386202,1.1631027116283879,1.1625117940773293,1.1606348304272818
Mega Manectric,Thunder Fang,Thunder,40,1.212698417744167,1.211982154352817,1.1987220091385082,1.2187544910941206,1.2344040038964914,1.2274758810449233,1.1827755238854942,1.203084926266826,1.2455415972468022,1.2445874483219723,1.1879682592803709,1.188199210056411,1.2056994000964283,1.19920669824891,1.2471402134733427,1.243777098705774,1.2722019099728756,1.2492012082166977,1.2444290246509622,1.2480355355251922,1.196364048189759,1.174592207780393,1.178549727281862,1.1695155500697458,1.191474429985335,1.2305014944196815,1.2248559381990394,1.217665904616237,1.1959828710189726,1.1766364158132478,1.1882573249347284,1.1831552295091357,1.2075732686864062,1.173866871720464,1.1950601134816643,1.1827956363974692,1.1842563067069236,1.1650990631408993,1.2119058105699578,1.2063043198819343,1.2185626401600622,1.2138865947052575,1.1963472768130867,1.1943931497736386,1.194411640812357,1.1958642520041303,1.2284321783159524,1.210851979829147,1.208275293389242,1.1972618261882824,1.205901984385974,1.199831914528811
Mega Manectric,Charge Beam,Thunder,40,1.426107788576512,1.3773723640274995,1.3825590297291892,1.3745337740876322,1.3600647787856344,1.3619865416798556,1.3439273321112644,1.3576981523707952,1.4213684610777493,1.406049031611296,1.3549268104279117,1.3457838480080406,1.3834638575464795,1.3612606542515822,1.4400636064996186,1.4258629774462712,1.472263123088671,1.4445956272847533,1.37384042798841,1.3802118508513135,1.3403593032199015,1.3270401741072568,1.3651627253651517,1.3566074044559198,1.3215178520202002,1.3746613800490655,1.3885015151308366,1.3875631278645624,1.3406241011659856,1.3393279769038997,1.3579482126431746,1.3657090376261232,1.3769347532554312,1.3343985443354116,1.3584652682670153,1.3708543512809421,1.359665512647767,1.3429089349325092,1.3648145603387272,1.361698861455433,1.3803277582035332,1.3691803728363894,1.3719733443066882,1.375232831630505,1.3674367496745081,1.368009110352361,1.3755453717370294,1.362091648352524,1.3804752239885287,1.3721255356743316,1.3624649866269802,1.3397076970666795
Mega Manectric,Snarl,Thunder,40,1.622920380538932,1.5976462438935044,1.7147951096409753,1.7232264020162495,1.5653686753531673,1.5623329005904496,1.4794888897116842,1.5239053195074146,1.529229999457845,1.530497513868767,1.5477973226839121,1.5581099918801486,1.5607779691266872,1.5627424523082827,1.795673930527217,1.819640375031907,1.8241608280465118,1.8144904011629506,1.3061797917930473,1.3043587395089273,1.5039817874884336,1.4855774467217289,1.6803515131278035,1.6855301823070883,1.463694599596638,1.5296857183580388,1.7341766270248156,1.7383203197042227,1.4687298061145027,1.482831617555468,1.4787707653896252,1.4887023513822166,1.5103241020354232,1.4945369556485122,1.5151533182691053,1.5149727101962402,1.5056472175675522,1.4925050687071924,1.701513643343933,1.722302896245846,1.6853903106132186,1.7413680953942268,1.275124723581237,1.2736607858488744,1.2664320544922663,1.2697732712559404,1.3080396892716988,1.2804970772838102,1.5138764758228906,1.5178779811217913,1.530648341150885,1.5242538007181463
Shadow Zapdos,Thunder Shock,Thunderbolt,40,1.0640602154263357,1.0492979269563907,1.0016921242534154,1.0080157683771862,1.042470890103131,1.042827916310917,1.0397153279314058,1.0423204057650766,1.1335230814698203,1.0558035152649272,1.0621491739187403,1.0532402669941932,1.0638287462289364,1.0566429356585625,1.0544805110188493,1.044726587034049,1.0743541917915405,1.0470399188865067,1.0442747144852107,1.0394584196825873,1.0626298392400084,1.0381117583107122,1.0387661306917804,1.0308975751091352,1.0684692458033334,1.055109155264158,1.03860278066755,1.0530408372134445,1.0834699931789107,1.0411839284469078,1.0434876321210431,1.0538662311010045,1.0773232476495054,1.0409674813720913,1.0582368296603006,1.0360933900964606,1.0574635377104622,1.0656918489222582,1.0304555024092035,1.0481199595844477,1.029319489904777,1.0356630571669605,1.059662778444527,1.0553514960168695,1.0610859332961655,1.0553971316629633,1.0773416983595443,1.052368945058297,1.057359636360704,1.0629633595596208,1.054614373003739,1.051901243678225
Shadow Zapdos,Charge Beam,Thunderbolt,40,1.1051307254339617,1.1126393349452717,1.040044869763103,1.053999696884267,1.0731801435578852,1.0745453360308572,1.0681152865357872,1.079396882477868,1.1495038734869634,1.093342483228905,1.1030604601396037,1.0968473299442176,1.1052240614210416,1.1121360584451736,1.0967436005876947,1.09641631175213,1.1031225293776583,1.0880062848769023,1.1197910694336963,1.1143750325488813,1.0939554054592755,1.0550369303961895,1.0732462518973742,1.0538713041524757,1.1350597405577858,1.1320871557651773,1.0713953952173552,1.0724977316064517,1.117490157657779,1.0834711826202321,1.0763925613574516,1.095862816089254,1.0974922303454298,1.0770155736124867,1.109613649272319,1.083932963015118,1.0816530080196043,1.0742446069043206,1.0768350906864688,1.0818142498761258,1.0848582838638297,1.0984378073842949,1.091897168112645,1.0897657312601008,1.1055249717618132,1.0898378665853317,1.124376012163975,1.100408785427316,1.0971093312102747,1.0810964322311887,1.0904308197476553,1.0906466014522889
Shadow Zapdos,Thunder Shock,Zap Cannon,40,1.2058768795963,1.1192295018823406,1.085394091481568,1.0681424304794527,1.150735881003944,1.123507716041,1.1279648597775758,1.1277558300525505,1.3474078514619654,1.1690547182929991,1.1679516033210628,1.1274156330136855,1.1791178719099207,1.1255447443781008,1.178432994677349,1.1262036962493713,1.2110169696359898,1.138780390360051,1.16399247044548,1.118108130896514,1.1162003368145141,1.0791315701531539,1.0953767704714819,1.080023735819744,1.1546580412301233,1.1232502116374694,1.1522609635113878,1.1265250698726508,1.15131070829818,1.1008231323371034,1.1175543634403662,1.1248728514231168,1.1349669219040255,1.094861533589258,1.1189043437922348,1.1069291332642655,1.1275867136417248,1.1042065846549405,1.1031191917056455,1.0973921992869349,1.1361952592374969,1.108174127466128,1.1524163163433037,1.1224181249505047,1.135512753021101,1.1081072355598045,1.1589993766343585,1.1003593761829331,1.118940740173174,1.1029150205582021,1.147147478096176,1.1104512212247117
Shadow Zapdos,Thunder Shock,Thunder,40,1.2283117475648986,1.1935851380846905,1.1395781552928368,1.1359606543060452,1.181646824413028,1.1952871188953254,1.170662006737647,1.1872275722642025,1.34437575424793,1.2354285504918903,1.2234820992097175,1.1998562745320382,1.2392077877097731,1.2033930157531365,1.20460639532813,1.1980838366915347,1.2243501446433886,1.2114337610768602,1.1957030108034503,1.192714423762874,1.197292293483505,1.1771072579881858,1.1526998260256396,1.1582275256914734,1.2100500088402422,1.1938651048685256,1.194966425569427,1.2071741630470623,1.2393831687303603,1.1970435239194714,1.181399321692578,1.2083159795852685,1.2322835155157446,1.190536398935906,1.1786398592256921,1.1706945478228508,1.2025455850188753,1.1877005220921937,1.167472817549454,1.1834422661842092,1.187399612210946,1.196020621222544,1.1903050109745996,1.2014123046943261,1.201328520949604,1.1966866689527271,1.215861844723103,1.192763211992102,1.1859092759392467,1.2023870221098678,1.185604864722855,1.1958598801144769
Shadow Zapdos,Charge Beam,Zap Cannon,40,1.2759360238468405,1.2099130612790938,1.1437321847359716,1.1374893220594062,1.2165366437743992,1.1663464468089204,1.1809316264487648,1.1746212404883918,1.3696592036091089,1.2378482225513148,1.2420657507344373,1.195452974311122,1.2584151152971979,1.21190355961599,1.264000969111904,1.2062880253083836,1.2713422423055705,1.2033561089861613,1.2890026229747618,1.2385999558575174,1.1481747766865649,1.1046140168697316,1.137840668897919,1.125261071329289,1.27139160314306,1.2369164852631214,1.202660324381375,1.1962108408028516,1.2199634288465333,1.1701131620714256,1.1766186346500211,1.1610975562615684,1.1886430600236828,1.1408046640681713,1.1804764000593388,1.1499141260724812,1.1938104762522759,1.1632659976821247,1.1590490326483032,1.1631223189918523,1.2243942695796748,1.2120171981624623,1.2236045380100535,1.205823412067855,1.208034632665982,1.190949816513175,1.2362732923983064,1.1750008059792432,1.1984820244885563,1.185724864406849,1.2228904842666595,1.195355077481652
Shadow Zapdos,Charge Beam,Thunder,40,1.3272120638889122,1.2968068897342637,1.2168803899589533,1.222506396165904,1.2341418476396655,1.2545155296096375,1.2362551566262885,1.2527591060593601,1.3747305426167535,1.3018937556148775,1.2945416276965231,1.2848388302859983,1.3554089960735776,1.3178673161827323,1.305746232161591,1.299123247583641,1.304756860548484,1.2933139690147712,1.3443675423411183,1.3388745650849494,1.2580445317989335,1.2156904764371694,1.244039436480591,1.2375032629902971,1.3370736978152948,1.3281758577796206,1.2434611417258183,1.255197293900694,1.3167150402790815,1.2658040693526693,1.245220777642473,1.259790892126649,1.2598275767403584,1.236204946922857,1.2661457296028467,1.26778904183305,1.2619099330872614,1.2586018695363166,1.2516159720937607,1.267038509062447,1.2442012372427507,1.2803300195654455,1.2896020988781933,1.287401719487749,1.2900730838191865,1.2859764458477903,1.3181079666948827,1.2876041841370969,1.2550617241262252,1.2717912151918813,1.2751642739763975,1.2752606523784713
Mega Venusaur,Vine Whip,Frenzy Plant,40,1.1132637497325042,1.09765423474981,1.054537161446168,1.043943567481405,1.0845365186717044,1.0725184401306227,1.069047603783748,1.1129703017667512,1.078565777538686,1.0643103795095634,1.0774344932775268,1.0898468157932248,1.0915892818759285,1.067785460320558,1.057007538556002,1.0540011471051494,1.0802411060406214,1.07017641871021,1.148315681938251,1.1463782084930467,1.1229596066804892,1.111556259144102,1.114508595630661,1.109282970884923,1.12256056417457,1.1538335536090667,1.0845028288459075,1.1233371498953373,1.132993395040813,1.1249851745587682,1.1033865605484965,1.1209289322541869,1.1195252146502688,1.12694647513217,1.1076180898591845,1.121617692543679,1.1253730203868189,1.144677192148234,1.0946071133896509,1.1133455400561947,1.0690249606914717,1.122883542381441,1.1265464327509835,1.133140037572779,1.1423710124908493,1.1317647064069596,1.1144761664389191,1.1204772556279992,1.1026719407315122,1.127182135822759,1.0862386246528775,1.1157517839235849
Mega Venusaur,Razor Leaf,Frenzy Plant,40,1.1680312877637262,1.1654923400010595,1.124980355702648,1.1169623988112776,1.1381994213237543,1.130047697187303,1.1166095863303398,1.16262162195403,1.108372021958552,1.0964737388139625,1.1053997028104783,1.1210057321687745,1.1587156164493648,1.1304388354856567,1.1137337275468993,1.1223111358015554,1.1077482932417402,1.1002949327327312,1.190490551172432,1.1780007588539159,1.165993607895583,1.1573129303108902,1.1735577847146577,1.1590564472279115,1.160637898251314,1.1953587687018417,1.1060183067486535,1.150013367882504,1.1639914244258995,1.148720393072362,1.136624405396802,1.177460834843676,1.1450088728280858,1.1500912582987992,1.1840545393895134,1.1978658977408745,1.1553536870712984,1.1646554507354998,1.1391908834920383,1.1670825178314854,1.1344164721297347,1.1702944388845908,1.1787946984356246,1.1816562903288361,1.1889825421585405,1.1778253321959513,1.1614839088802815,1.16936554400701,1.1469317361988434,1.173408582950799,1.1088374845022775,1.1438228019109151
Mega Venusaur,Vine Whip,Solar Beam,40,1.2579832552733068,1.2013773901863307,1.1537016825242763,1.133259214824267,1.1809007851719744,1.1673913011273207,1.1560954328622337,1.2000881286077527,1.1978350677118634,1.1712018919866711,1.1895883571710129,1.1868950243937095,1.2028874516069905,1.16371251692818,1.1809286284485956,1.159159122493813,1.2099316875118218,1.1841947924389662,1.2573585656423838,1.2556066739465943,1.2104989731923914,1.2041764140737607,1.2035966520434174,1.1996367025771821,1.24867776907414,1.2738761618465153,1.2024697315028785,1.217469577926462,1.235057822370222,1.2245595428459721,1.164041872527867,1.1905769503899075,1.1959699675495115,1.2204510217442464,1.1980604519760119,1.1952863323409006,1.222494722940038,1.2205287539651135,1.168682557719581,1.1914321263841188,1.2002982241484992,1.2337213706241152,1.2491596346828717,1.2279753952714454,1.2644678213179892,1.2203172808187486,1.2097361866243712,1.1933498924334671,1.174771247928954,1.208296784223637,1.1776146266883765,1.2216751926390774
Mega Venusaur,Razor Leaf,Solar Beam,40,1.2807637763330901,1.2845274575699,1.2297539213096853,1.2089208232029793,1.2307314261274944,1.2207309190263829,1.1979407903972632,1.239440778071418,1.20942303581563,1.1972292668646174,1.197977184709037,1.2094376080730358,1.2835652414249854,1.2319766072766207,1.2368544043726055,1.2203051516755947,1.2269280234374846,1.1999539152683505,1.3181115078474395,1.2859478523524885,1.2723350515671286,1.2483600805430346,1.2636117266337001,1.243183678550358,1.2960346431048932,1.2966499732213814,1.1859903264667067,1.2324324119680317,1.2723898874914463,1.2438145875189752,1.2214451796901409,1.2499751150702147,1.249450513043734,1.226605428280004,1.270084656370865,1.2787579115913457,1.2215381341537428,1.256165355221843,1.2263583884616627,1.243880217297311,1.2326356393431197,1.264352472325145,1.3042600266915407,1.2769050990175008,1.3053666526254004,1.2783144867117904,1.2638794014401533,1.2538634660295145,1.232659569458735,1.2689063637390423,1.2049625833978834,1.2290906592815423
Mega Venusaur,Vine Whip,Petal Blizzard,40,1.3656411467488323,1.3136742406217425,1.2515245298320772,1.236765659743051,1.2877696096567075,1.284739862927992,1.2682551864562537,1.3310505495416907,1.3129675515718022,1.280890541223435,1.2996052838206809,1.3098970195181554,1.3319204228712735,1.2766509741772276,1.2640602589687104,1.2516500182104744,1.3131707831878092,1.2993989134890132,1.3982674341385453,1.388824470806857,1.3339724814666887,1.3377349498262259,1.2986782450675523,1.3092180406955785,1.3735249808425938,1.39609140147196,1.310655862563567,1.3572653585071384,1.3615066247457313,1.3400176504700336,1.2944866763831964,1.344829130599944,1.3345753789091888,1.337524437313451,1.3128582118482854,1.3226860559852744,1.3529870258757246,1.3542106239751823,1.2849448569893325,1.320353571141767,1.2680936971767724,1.3306113148136638,1.357416611339349,1.3587734975496877,1.3708897505580768,1.3531608204905934,1.325087905096168,1.330519735262081,1.3065630828225536,1.341173379417527,1.3004958066757448,1.3366508950357763
Mega Venusaur,Razor Leaf,Petal Blizzard,40,1.4120933195354661,1.3640815498310699,1.3268377270560683,1.3180065583222227,1.335908363801688,1.323335227920854,1.3008418722699204,1.344956465974572,1.3172473809080056,1.2861038391616884,1.296560867484936,1.3040104232842544,1.3676640364201638,1.3397765066366216,1.3289394857436685,1.3153920203655465,1.3231023161210558,1.2935236559080374,1.404000622274496,1.4064519115596266,1.3586283799244636,1.3499365784738335,1.3559294000301247,1.3538098584814675,1.3828495469548854,1.4030404529905671,1.3030529677237288,1.3330026066920178,1.365487131058029,1.3360743662012124,1.3365518243611667,1.3530840284961738,1.3446771819543366,1.3349180320692424,1.383480164477108,1.3817184089560346,1.3434415591851379,1.340254589764443,1.3156418523118663,1.3458549126366968,1.3084252670463268,1.3569162457488548,1.3997984168794495,1.3871140616545736,1.4142031466880967,1.3813923297468342,1.351957394466305,1.3502376461493935,1.3295338594279495,1.364721428491823,1.3063126825005023,1.3233693636962813
Zarude,Vine Whip,Power Whip,40,1.0828537832677856,1.1308730773685483,1.1093497347256773,1.112954064188466,1.091669609885554,1.1204544343471103,1.110432690187943,1.1695142114946209,1.1111342738838865,1.1135481425257376,1.1109095614315228,1.1507359554578562,1.1207294221827495,1.1208436464087426,1.0836424190346885,1.0951753880022332,1.1230686460968489,1.1192384450345783,1.107811498847807,1.1660948947648173,1.166723021852714,1.1677565897940865,1.145588454588025,1.164922766550028,1.1647503938192179,1.2200822362737984,1.1323466859145295,1.1861133751478534,1.173011668909532,1.1800542685648794,1.1420558839854524,1.1691984468299663,1.1674289983215587,1.1761387059722672,1.1676969844497498,1.179032601288486,1.1758443486791128,1.2006455382070709,1.146535122104478,1.1757816041905482,1.0986409006673248,1.16557058739911,1.1381674845649852,1.1836035919918866,1.1348394894996083,1.1818825693238924,1.141883246455468,1.1711223976379195,1.1407464316488756,1.1970298551615728,1.147638587465871,1.180983058409476
Zarude,Bite,Power Whip,40,1.2611440671399674,1.340549196290447,1.4311961220198675,1.4840120758764388,1.3329402260849799,1.3869183587505993,1.3661389466699096,1.4629217524727167,1.297559855637106,1.3072258383544557,1.2986036835305228,1.3659613826608612,1.2980246086527127,1.3177851520951491,1.447164057379785,1.5084280093587976,1.461610481101926,1.476251458650652,1.1556418960958899,1.220644753037689,1.4487067368632445,1.4577152858581612,1.6108904916025213,1.667434076894159,1.3801971549641767,1.4731595098648975,1.5708599007698998,1.6956495159348224,1.3913735506746665,1.4178713765578634,1.4129539931545223,1.4693816809466191,1.380803365406376,1.417028914789309,1.434669689347427,1.4808916366589888,1.4073974265505775,1.4739358931730295,1.5201194177978616,1.6051070676775612,1.5091585446763258,1.644069355540364,1.1656799957580315,1.2168700568487736,1.1625776297974098,1.2172088925671969,1.1585320720012204,1.1987546262302957,1.4118483184596107,1.4933122216942392,1.3521899458078426,1.4148393306557185
Zarude,Vine Whip,Energy Ball,40,1.331587186985607,1.342610298507865,1.3892304465026557,1.3411877049475696,1.3155312198606124,1.3234752232889084,1.3313817383830928,1.374538533792646,1.3694414745591523,1.3265759680117348,1.3437356253193193,1.356938283209304,1.3836927527187242,1.3315438059638272,1.331226794579201,1.3126853134632914,1.385265738839216,1.3349319742021002,1.349492489446544,1.3827335108401209,1.4042805505689693,1.3888800062314461,1.3850392723180198,1.3687277749586757,1.4197873892481578,1.4501788120659274,1.369326917672535,1.3885016018923801,1.4189403981677113,1.3981867665876575,1.3749150791332845,1.3797915535346839,1.4001087075037109,1.3876869300696208,1.4081272410907548,1.3894246352558364,1.411062492604482,1.4149926334496363,1.3932441590397247,1.3902601680984359,1.3370182231268155,1.3719208210201033,1.3653238944556425,1.3948054357390893,1.371266070438343,1.3933624872932642,1.387160131770537,1.3883702085439595,1.3716956056977607,1.3992307073654784,1.3729225900524005,1.4021424790125003
Zarude,Bite,Energy Ball,40,1.5045175300510465,1.5599924760251866,1.7493124023221245,1.7350583020855632,1.5699377207255245,1.5964347352457966,1.6033431671913294,1.6775767942681243,1.5538601703972827,1.5234271850293162,1.534583542880915,1.5747597858326583,1.5632259455906667,1.5274693566701654,1.733339816828466,1.754502625119059,1.7386309565800022,1.7189660839976773,1.3752369854923772,1.4188040776411712,1.6971716658884222,1.6825891946188345,1.9029473816428064,1.9147229632412424,1.6470827360448448,1.7171152085276942,1.8456781386336278,1.9410073452142529,1.652835677160716,1.653052640299334,1.6594401015317417,1.698371874039439,1.639802220470141,1.6414224369369756,1.704939312799102,1.7189288516279586,1.6550697946049935,1.691595560008434,1.8127118146396175,1.8479397746122637,1.7802907395065486,1.8818212794044218,1.3711833971744605,1.4035923015767795,1.3764126751540866,1.399992508618433,1.3829620613638913,1.3887238975924587,1.6639793275205617,1.716737127506214,1.6042254676792973,1.6572266773605593
Shadow Torterra,Razor Leaf,Frenzy Plant,40,1.1107432503938102,1.1332104477303724,1.1199001472734793,1.117156880409185,1.1427840282508328,1.1376438409198313,1.117971559744776,1.1265925015214515,1.22895042458762,1.1417186400810169,1.1375173668087386,1.1349668670899191,1.3690809531456873,1.146083784824848,1.1362611005860952,1.1377421122954807,1.1311797352546793,1.1264456304873556,1.1439907251625667,1.1509186844217543,1.147238058812871,1.1157873091748423,1.1429565168681564,1.1214477925405109,1.234919137596853,1.231237474517121,1.127167384058995,1.131470501328946,1.2485947221676499,1.147364081248782,1.1258841899473582,1.1367443153129209,1.2070573863319096,1.1517902280332875,1.1554234908520467,1.1457140989146943,1.1550084356618557,1.1455225250043062,1.158749666000135,1.1505255126233946,1.1288856268465646,1.1429666187352534,1.1469454615791923,1.1469444576759116,1.2091112027935893,1.144340640254493,1.15153494639319,1.1682047165543066,1.1508037112955551,1.1572984175525405,1.1771422613764762,1.1476325311743387
Shadow Torterra,Razor Leaf,Solar Beam,40,1.2480463359690652,1.2583389074793518,1.2336108754935924,1.2277544317427882,1.2809191183107882,1.2508638973426558,1.22966443513232,1.2426013277760237,1.390545676186749,1.2925764180346386,1.2361967792994395,1.2332029967397635,1.5051595366612793,1.2900409023924104,1.290280451686338,1.2589672755379382,1.2734194973048523,1.2437801130740325,1.2470973701451142,1.2594551709942559,1.2658542999887399,1.2234702588120405,1.2549443296910208,1.2033469868804887,1.4074788555351148,1.411004284578971,1.2492161661503234,1.232346417632841,1.3829223937394282,1.2646059651019546,1.2377008265559943,1.2296696693934417,1.4003938916617502,1.2746069462577607,1.2740521215727445,1.2375166907231012,1.243119400877156,1.2510573514751087,1.2747261788360067,1.2483942731837967,1.2432387857936733,1.2256194331521082,1.2621077952891744,1.2462339844149208,1.389173989518212,1.2661817186210327,1.258750030377729,1.2593988952469684,1.2601309892833736,1.2665476793414492,1.3677611239208052,1.2756583120030212
Shadow Torterra,Bite,Frenzy Plant,40,1.3332500657729842,1.3723661374445242,1.446480020135641,1.4913739727450201,1.354821246811089,1.3948672315533264,1.3766070403166373,1.4035451834908315,1.4945279774755624,1.3435292913462595,1.354063956181435,1.3692810948638183,1.8396541781418831,1.363307491127952,1.4120504287957611,1.435663947623021,1.4358073119038712,1.4705882072063945,1.1704302296247533,1.179253735784922,1.4118946976562894,1.4070693710836837,1.4982707952493748,1.5198016958046312,1.3939220434339568,1.382639464773159,1.4608734466221807,1.4967223899141806,1.512438165098144,1.391417127422507,1.3659184786167322,1.3966354260874876,1.4551263854996104,1.3802982608920111,1.4302864744051553,1.4277928200344,1.405623838187974,1.4059472794501904,1.5096090660042458,1.5664417577571486,1.4442221101015564,1.5046060587877708,1.2432261663732886,1.2632355268189388,1.3458671682272694,1.2604387720020314,1.2351176211031962,1.2560716100784717,1.3811746566806715,1.4529813287193523,1.4159586456401998,1.3845187596753212
