Attacker,Fast Move,Charged Move,Level,"Arceus (Fighting), Tier 5","Arceus (Fighting), Tier 5","Arceus (Poison), Tier 5","Arceus (Poison), Tier 5","Keldeo, Tier 5","Keldeo, Tier 5","Terrakion, Tier 5","Terrakion, Tier 5","Mega Beedrill, Mega Tier","Mega Beedrill, Mega Tier","Mega Blaziken, Mega Tier","Mega Blaziken, Mega Tier","Mega Gengar, Mega Tier","Mega Gengar, Mega Tier","Mega Lopunny, Mega Tier","Mega Lopunny, Mega Tier","Mega Venusaur, Mega Tier","Mega Venusaur, Mega Tier","Vileplume, Tier 3","Vileplume, Tier 3","Amoonguss, Tier 3","Amoonguss, Tier 3","Ariados, Tier 3","Ariados, Tier 3","Blaziken, Tier 3","Blaziken, Tier 3","Combusken, Tier 3","Combusken, Tier 3","Garbodor, Tier 3","Garbodor, Tier 3","Gengar, Tier 3","Gengar, Tier 3","Gloom, Tier 3","Gloom, Tier 3","Hariyama, Tier 3","Hariyama, Tier 3","Haunter, Tier 3","Haunter, Tier 3","Hitmonchan, Tier 3","Hitmonchan, Tier 3","Hitmonlee, Tier 3","Hitmonlee, Tier 3","Hitmontop, Tier 3","Hitmontop, Tier 3","Machamp, Tier 3","Machamp, Tier 3","Machoke, Tier 3","Machoke, Tier 3","Monferno, Tier 3","Monferno, Tier 3","Nidoking, Tier 3","Nidoking, Tier 3","Nidoqueen, Tier 3","Nidoqueen, Tier 3","Nidorino, Tier 3","Nidorino, Tier 3","Poliwrath, Tier 3","Poliwrath, Tier 3","Primeape, Tier 3","Primeape, Tier 3","Seviper, Tier 3","Seviper, Tier 3","Toxicroak, Tier 3","Toxicroak, Tier 3","Venusaur, Tier 3","Venusaur, Tier 3","Weezing (Galarian), Tier 3","Weezing (Galarian), Tier 3"
Mewtwo (Armored),Iron Tail,Dynamic Punch,40,,3.6762253139400087,,,4.658147880498453,4.647023775611419,,,,,,4.519679445836594,,,,2.7937317557744374,,4.400196551951703,,4.849384114736344,4.737347769125412,4.814108916463102,5.555082243242653,5.449910081930042,,4.671752278324235,4.861649598916336,4.942598562248026,4.883252207113931,4.914376269925097,5.450161356276931,5.415662881940117,4.8471063881093785,4.719250089388847,3.9564254207790723,3.9811543435738925,5.3687726181805,5.320301206838384,3.944880076174068,3.9381216145489577,3.8952926062964917,3.8662400955544074,3.875920262536798,3.8069500423658447,3.853517242594781,3.873828620044382,3.982926336375011,3.9684281936058077,4.809538629682798,4.7893381578916925,,4.662324585582108,4.74469850675792,4.768307582374953,4.939840518650622,4.954737057770363,4.5898191298181645,4.605014818200432,3.9624550974916875,3.902504733656308,,4.641246594353053,,,,4.769017020431441,3.264282122909544,3.3240342144073765
Mewtwo (Armored),Iron Tail,Earthquake,40,,3.8985004870051285,,,5.422138454448311,5.269969754321951,,,,,,3.9841149701198284,,,,3.7817325104590194,,3.8147660761925843,,4.1949620276453885,4.110224405936124,4.167539168290263,4.225800695884451,4.1075727186175115,,3.9656094731573934,4.130524203407014,4.184167329662403,3.411911311878196,3.440934036159169,3.306628964132502,3.3071332328574328,4.2071883242319075,4.077812500858565,4.211385568973607,4.17969513837875,3.3353499194843383,3.321650942668911,4.169123569748238,4.12784160663772,4.065102025607734,4.016526241733829,4.084898843088276,3.947767809621943,4.096518732165203,4.0722444693440965,4.1804790442883775,4.136082058746372,4.0586636254923825,4.045582383867765,,3.3163432343518844,3.3046114004584046,3.3265059708207345,3.4439655635215094,3.501567902686841,5.045770557333997,4.995146458870305,4.188542049991729,4.087392707401064,,3.286083359909934,,,,4.1344264236686215,2.509053591159328,2.554795789855598
Mewtwo (Armored),Iron Tail,Rock Slide,40,,4.660946747639819,,,6.536267413228015,6.378070488659106,,,,,,4.8578975987019755,,,,4.560273622960667,,3.818474365213718,,4.211818177676976,4.066335635450824,4.161976726815031,3.2795763270544382,3.2651877384306163,,5.027779137124515,5.216894532242416,5.284224152959474,4.2086228985417815,4.2640083318416595,4.002964179468796,4.020412073800088,4.194117044359039,4.092225348596879,5.066364637094556,5.030998686838049,4.041969411936939,4.05387459375315,5.0223756647128575,4.945599416346613,4.896381558020911,4.819722387953917,4.883826713804292,4.742154228707437,4.952099819516991,4.906690737294668,5.0432064456313785,4.956229771836767,5.124916790308212,5.086586462199298,,4.863076826051407,4.925906247385082,4.936410008822893,4.282411786678484,4.321034505893286,6.208503518489031,6.157668547981809,5.076619019891355,4.950115952313437,,4.040239743384404,,,,4.152671502575567,3.0166584424708374,3.0663140323242537
Mew,Waterfall,Psychic,40,,,,,,,1.9470033874388126,1.9373591948483497,,,1.8370757932214283,1.9218935626135605,,,,,,,,,,,,,1.8992083725096165,1.9738847978462273,1.991343987451303,2.0378826180271767,,,,,,,,,,,,,,,,,,,,,1.99334438956024,2.0007753189160766,1.8970985645341822,1.9731776744635212,1.956218404888395,2.021264382944034,,,,,,,,,,,,,,
Mew,Rock Smash,Psychic,40,,,,,,,1.9793042462450117,1.9897679653608944,,,,,,,1.9591236960492975,1.977081341217976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,Steel Wing,Psyshock,40,,,,,,,2.067026185485751,2.029653799040747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.018203465586905,2.076434314751137
Delphox,Fire Spin,Flamethrower,40,,,,,,,5.053336915469207,,,,,,3.000557917376862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Rime,Confusion,Icy Wind,40,,,,,,,2.985364001927392,2.8842168540501403,,,3.0049031693819326,2.9554494570847725,2.779045745522807,2.8888792382631467,,,,,,2.331193161354583,2.3636485896075317,2.337856633820521,,,2.93093530686597,2.8867519958165215,2.9986074604729795,,,,,2.8700083289118425,,,,,,,,,,,,,,,,,2.9010734325287344,,,2.318430222396031,,,,,2.8512050952396266,2.8118721207069948,,,,,,,,,,
Lugia,Dragon Tail,Hydro Pump,40,,,,,,,2.865963219295965,2.8558372100587914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.890894707774234,2.9859065447245827,2.9797402564455613,3.037082551746819,,,,,,,,,,,,,,
Jynx,Confusion,Psyshock,40,,1.9832249887710507,,1.9828254464436006,,2.031262910620783,,2.144806028076331,,2.095779613877361,,2.201175925576161,,2.133304078973807,,2.0062207265812178,,1.99727330711791,2.0088874851156944,1.9399797838330732,2.018105744768472,1.967824521148143,2.027228381002926,1.9145436707413168,2.185018399048573,2.1061919307759176,2.1047520299274947,1.995245243898053,1.9384885977662378,1.923210013356053,2.20694021069422,2.0353654065405324,2.0244582741046355,1.888594267653169,2.162001155325754,2.04235473255502,2.2201888872425437,2.099373526591469,2.0611243009534292,1.9739372990203397,2.1016491600308673,1.9930243578146964,2.091691661673046,1.9524434660796477,2.1582037896531077,2.1077254757806334,2.042732296333492,1.952173125459765,2.0363679906310708,1.9480361895454292,2.078639416871382,1.9719284248894928,1.9909438172960916,1.9360285515352749,1.9743667232169078,1.9340448940947397,2.04418055014092,1.9572303661899488,2.0360874514810354,1.9138279572894936,2.0821500217625823,1.9585730839547961,2.0714614726265475,2.0636842784178664,2.0187295550216895,1.9322243905461078,2.0187470349334022,1.930497444454262
Jynx,Frost Breath,Psyshock,40,,2.244247994834597,,2.2390075101545013,,2.598319531512332,,2.4679022339992756,,2.3662585800911797,,2.7193919726428475,,2.3803487836970683,,2.319615602555312,,2.021067940028382,2.094294564976023,2.005113899955595,2.076633396309,1.9880528346184214,2.3805748913060363,2.243834696371858,2.6904540964397277,2.571437217211552,2.6715871423678133,2.5345881324641426,2.3089025290413083,2.299062793471955,2.610780612462585,2.3095164812924396,2.0918263620703126,1.96478182449015,2.55582796830368,2.388497531173716,2.5314412545094185,2.411963700726561,2.4100160142918057,2.2942351189257106,2.4985589363817517,2.3552099170231267,2.5016096467242894,2.334979370601084,2.525485924523906,2.4476471651017024,2.378821756488952,2.2772601139651574,2.598490084666468,2.468182365578409,2.1223921408585418,1.9989303715505742,2.059680172412206,1.9789634120406403,2.3391991624394213,2.3124794102772466,2.6258686404614866,2.564419548254991,2.3786519075180093,2.2458067724624207,2.4553593076888585,2.3095243225055038,2.646875923700177,2.627790530413838,2.0761069983416998,1.962768603398984,2.392253005124749,2.282055854282889
Jynx,Pound,Psyshock,40,,2.2474718243026177,,2.244247716637503,,2.3025110403089974,,2.5996883928044636,,2.3058211545518295,,2.3810594144998993,,2.640426111136318,,2.196160942475725,,2.243486875508287,2.3938447829097593,2.322477441189553,2.3815985957743626,2.3281426795473372,2.3855151577353846,2.2579432464894755,2.5035422881081937,2.373074248937286,2.4989465538607027,2.3523993382336603,2.246084309275566,2.251827480580653,2.914115419102409,2.574988778235202,2.3915284031253092,2.2833857777339936,2.5423386871778697,2.3629268141592403,2.846261224203755,2.6802712342730506,2.3911702669666077,2.2845538041984166,2.4818173134034165,2.330296715568974,2.4078508862159396,2.2325029059989188,2.4729058555615295,2.368898471552437,2.382687128562123,2.3168906435731924,2.3821290627459644,2.280854368629395,2.405414543841599,2.2542039691805766,2.3466495602027977,2.317170148287834,2.310224986407661,2.3009266014554735,2.386886519609958,2.2956221115413884,2.4132119941053434,2.2734575357449427,2.4505096427359967,2.3071253066496245,2.58382691751145,2.533460192281448,2.346165735715911,2.2476453642510807,2.3840428805439,2.2635692793127147
Jynx,Confusion,Return,40,,2.2945577169719953,,2.288933785101553,,2.290672311914407,,2.7508681532207886,,2.3542412451762105,,2.439201860580522,,2.9157908723805566,,2.318133024315254,,,,,,,2.3866510791520734,2.248654790323512,2.4779963049577085,2.4364784361507743,2.4486888488638803,2.316507196434049,2.275378521220208,2.272969346587561,2.9387847216977696,2.813456151613607,,,2.529332803786223,2.3901220942566255,3.0213082607241035,2.914448704174424,2.411057064877247,2.277809312231234,2.436099517100803,2.290544346799913,2.425249491206714,2.2624016963369513,2.535269449670922,2.4438573298524733,2.3852412820044426,2.261733083342728,2.3735337588336884,2.2712793976737937,2.430457784292555,,,,2.3430134310956165,2.3080785121667025,2.403747498699834,2.3003948073220317,2.3986523864575426,2.242984873001285,2.4645407193619104,2.295316279706663,2.8118538475877974,2.735881116838847,2.310082860311964,,2.3313310245707357,2.243091432316193
Jynx,Confusion,Avalanche,40,,2.3022804365541485,,2.3013166410881962,,2.8223692663452677,,2.4533055300877877,,2.396810257699957,,3.090567420049753,,2.448781752539231,,2.3348091455516884,,,,,,,2.3305483775637925,2.2058267753509733,3.0250976217758825,2.942082845446058,2.9654588027686994,2.773297723609009,2.231760426817624,2.225885871286081,2.553698934577805,2.3541846005815836,,,2.5080801191681688,2.3542055954607957,2.5133963960366468,2.3995454702676215,2.382218803611345,2.261184642455267,2.4442472671694184,2.2904525569382774,2.4221015821691068,2.2251633533311472,2.506376342433136,2.4350772953701574,2.3345605797962174,2.227459153035484,2.870296007112641,2.716028404270747,1.8694703307476017,,,,2.2650467143836925,2.2275515235717918,2.877433546406325,2.726662626906047,2.3585202597846138,2.206948400859448,2.4228780568886337,2.235932671899346,2.9666949891807994,2.9005375804393485,1.81425930961007,,2.3100845765880407,2.2101514745791424
Jynx,Confusion,Draining Kiss,40,,2.3696053770477685,,2.8103634571000393,,2.364770501465815,,2.494651252420416,,2.898579741457453,,3.00887757144401,,2.9157412220717007,,2.402282435472798,,,,,,,2.8535125306691755,2.704421088286961,2.9690181766529533,2.932191529354915,2.920859877466086,2.7771912247694135,2.72573308660533,2.715230778371634,2.9387847216977696,2.8126618376405603,,,2.56783555342442,2.4253445223848233,3.0213082607241035,2.915225195195841,2.451047889262454,2.31603963091083,2.4841337593008737,2.353920405021796,2.4731432295921745,2.3054281930860645,2.5556887171436107,2.496267872471664,2.407511852180542,2.295520759118204,2.8315725819551556,2.7115615152499983,,,,,2.746514104292341,2.7058326040121345,2.418086978962801,2.311301220933982,2.416442651949862,2.2667141516705365,2.939418238181227,2.7218542462068984,2.95207521635826,2.8868853147911513,,,2.7488195868908893,2.65833393814926
Jynx,Confusion,Ice Punch,40,,2.4950706884158977,,2.4965793942354857,,2.7612988605367397,,2.6571766746193695,,2.5847297156097127,,3.0068190489344824,,2.6578533695447852,,2.529935706193955,,,,,,,2.601524506417879,2.426426389192631,2.9690181766529533,2.93211233263191,2.920859877466086,2.7772723190937962,2.4525341945074355,2.432538715915157,2.7175188563202033,2.545911369536098,,,2.7573854534836033,2.588650996384275,2.760139154840244,2.630188158723266,2.6268372512746976,2.471248806754987,2.6607578110373904,2.504758064969019,2.6523952249927225,2.4614237478657404,2.738934518563385,2.6425840632275297,2.5898808345772557,2.4418129385444494,2.8315725819551556,2.711422579464024,2.058004795928634,,,,2.508245663087942,2.4579541540019507,2.8675303195624227,2.740797214106874,2.59161195990125,2.426182403074987,2.6566350599061703,2.4596221209839126,2.95207521635826,2.88653283700603,2.01025729756597,,2.512943004077489,2.4101018429458074
Jynx,Confusion,Focus Blast,40,,2.5314009083432807,,2.834497913028911,,2.5091963097476313,,2.3333193692830414,,2.8979135546304486,,2.8272230795536912,,2.918256146332294,,2.1502310859067695,,,,,,,2.8535125306691755,2.7048838029553064,2.773446172453332,2.6737225036660988,2.641529211049692,2.4657181761474103,2.7650519839621466,2.7144020592779396,2.9387847216977696,2.811720177111874,,,2.759575445608815,2.58977434302455,3.0213082607241035,2.913618990506902,2.619066792825133,2.424119853022975,2.6927465757698954,2.4606958329920263,2.5986732543596953,2.4076801825776313,2.749746054567167,2.6430151355636804,2.58502111465491,2.411499585604236,2.5585105054217836,2.4195317048175893,,,,,2.788194597711665,2.709502215341348,2.5647051348525336,2.4209873022038635,2.5821747441720326,2.3962685356404725,3.0551713723083203,2.768544228003529,2.95207521635826,2.8854856451359487,,,2.7488195868908893,2.6573335927466446
Jynx,Frost Breath,Avalanche,40,,2.783344223145226,,2.786385091694709,,,,3.078005508360195,,2.9841278331262004,,,,2.984672249625678,,2.9339737351862736,,,,,,,2.961531834834241,2.804249799441946,,,,,2.8987393915394093,2.8640387370572324,3.25543220671508,2.9246344918713527,,,3.238735323031288,3.0103466291711296,3.1680040487456553,3.020770941340131,3.0132881762361676,2.841357127528694,3.1665298408518865,2.970803271669524,,,3.2102333231708697,3.0690367444584097,2.954507682973689,2.838919901098698,,,1.9409140995571814,,,,2.9170388875574043,2.8834100762756156,,,2.9915811988277903,2.7969727226816397,3.1116194513590227,2.8793069062311987,4.895056124923915,4.744411136135918,1.8995836724057025,,2.9439333188070145,2.8133721922531287
Jynx,Pound,Avalanche,40,,2.885986691500542,,2.88309710255314,,,,,,2.9820106413316814,,,,,,,,,,,,,3.0591940677639937,2.8799360957803533,,,,,2.8262703013824693,2.8038046604590012,,,,,3.3282282170055355,3.0484718640295894,,,3.010478611967479,2.8490255079244275,3.207044419011336,2.9842247310160075,3.012705707721731,2.783759447157656,3.1223095081045606,2.961043470141418,3.0542539775465873,2.925296562158899,,,2.1655092952654433,,,,2.935996142469436,2.9004448733959576,,,3.108399792617126,2.938906105345457,3.166113994686831,2.9368011438498747,4.874322396723239,4.650117537299936,2.190347619229559,,2.9526173151446575,2.8185583851620892
Mew,Snarl,Psyshock,40,,,,2.149604350450284,,,,,,,,,1.8021182465533203,1.996064791708528,,,,,,,,,2.247519625908653,2.230059042286159,,,,,2.2193069166826853,2.2582907355592976,2.0069462523900805,1.9863356540525319,,,,,2.099094957847683,2.031751713855528,,,,,,,,,,,,,,,,,2.2697061599744974,,,,,,,,,,,2.2097073491602752,,
Mew,Charge Beam,Psyshock,40,,,,,,2.1350458846810394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jynx,Pound,Draining Kiss,40,,,,,,3.060644814009497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1436518004744736,2.934849590605427,,,,,,,,,,,,,3.1463791057209667,3.0410211181212596,,,,,,,,,,
Jynx,Pound,Return,40,,,,,,3.2452832039340875,,,,,,3.2363789161502012,,,,,,,,,,,,,3.6131631454661566,3.5417583043674274,3.677175622577851,3.5104435859543717,,,,,,,,,,,,,,,,,,,,,3.4841543377828756,3.351286105800392,,,,,,,3.434562418568021,3.3249136975898876,,,,,,,,,,
Mew,Steel Wing,Grass Knot,40,,,,,,,,2.016226977446815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,Steel Wing,Solar Beam,40,,,,,,,,2.0788645438775575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,Waterfall,Grass Knot,40,,,,,,,,2.0984218417085017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mew,Waterfall,Psyshock,40,,,,,,,,2.105051714628134,,,2.0167063597486288,2.0811039947063033,,,,,,,,,,,,,2.0757675028970457,2.1264927695755977,2.1687468578940163,2.1950309338194716,,,,,,,,,,,,,,,,,,,,,2.1675139396862244,2.159288082560734,2.086793289736668,2.138808379396214,2.1377311075835226,2.1878049070177545,,,,,,,,,,,,,,
Jynx,Frost Breath,Focus Blast,40,,,,,,,,2.996947294323269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking (Galarian),Confusion,Future Sight,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking (Galarian),Hex,Future Sight,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking (Galarian),Acid,Future Sight,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deoxys,Splash,Return,40,,,,,,,,,4.456261899040998,4.306320966104617,4.571043588927052,,,,,,4.373061996780344,,4.184528243957721,4.123556154815711,4.211197670162465,4.156281266198004,,,,,,,,,,,4.270802145014621,3.9449152758573187,,,,,,,,,,,,,,,,,4.300626210450712,,4.256132947585438,,,,,,,,,,,,,,,
Beheeyem,Confusion,Rock Slide,40,,,,,,,,,2.124382202812411,,,,,2.664110021454637,2.848816678197128,,,,,,,,,,,,,,,,2.709672589696858,2.6390313275416726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beheeyem,Confusion,Return,40,,,,,,,,,2.356485909016963,,,,,2.814253786970359,2.422654422437659,,,,,,,,,,,,,,,,2.907237808315292,2.821698363253442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beheeyem,Astonish,Rock Slide,40,,,,,,,,,2.6694972231884018,,,,,3.5170779561703145,7.248857167944135,,,,,,,,,,,,,,,,3.57513978863546,3.449168963236794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beheeyem,Confusion,Dark Pulse,40,,,,,,,,,2.7789909477099046,,,,,2.224854127911122,2.848816678197128,,,,,,,,,,,,,,,,2.2157952641262955,2.197022750089251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beheeyem,Astonish,Return,40,,,,,,,,,3.7070307208819364,,,,,4.821588939518664,4.970509264649704,,,,,,,,,,,,,,,,5.172445765581538,4.888105507315068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beheeyem,Astonish,Dark Pulse,40,,,,,,,,,4.073275289950318,,,,,2.6470067215888093,7.492715871507936,,,,,,,,,,,,,,,,2.6564046771986947,2.622841816313186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Starmie,Hidden Power Flying,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,Confusion,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowking,Water Gun,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,Confusion,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slowbro,Water Gun,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solrock,Confusion,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solrock,Rock Throw,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Solrock,Splash,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunatone,Confusion,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunatone,Rock Throw,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lunatone,Splash,Psychic,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Celebi,Confusion,Return,40,,,,,,,,,,2.3838825303133437,2.417080035677891,2.3851593103146205,,,,,,,,,,,,,,,,,,,,,2.383209977226167,2.327305358974228,,,,,,,,,,,,,,,,2.344564006474578,,,,2.3987160981917164,,,,,,,,,,,,,,
Celebi,Confusion,Leaf Storm,40,,,,,,,,,,2.930307017667923,2.6684376179539786,2.614649576480314,,,,,,,,,,,,,,,,,,,,,2.8722176311177186,2.7836199696450783,,,,,,,,,,,,,,,,2.5099142433777493,,,,2.2044038063149567,,,,,,,,,,,,,,
Celebi,Confusion,Hyper Beam,40,,,,,,,,,,2.622647763486876,2.7784090818600706,2.6215159788483877,,,,,,,,,,,,,,,,,,,,,2.535731114562058,2.438917294023958,,,,,,,,,,,,,,,,2.428792669937888,,,,2.476881637934618,,,,,,,,,,,,,,
Celebi,Confusion,Dazzling Gleam,40,,,,,,,,,,2.915167724876841,2.857203723684579,2.7577138781944543,,,,,,,,,,,,,,,,,,,,,2.8772451061614577,2.8043030378078524,,,,,,,,,,,,,,,,2.6013744170876647,,,,2.850051112427599,,,,,,,,,,,,,,
Celebi,Confusion,Seed Bomb,40,,,,,,,,,,2.915478360628393,2.9405162707002717,2.922811817532157,,,,,,,,,,,,,,,,,,,,,2.8772451061614577,2.8043030378078524,,,,,,,,,,,,,,,,2.8198699970179337,,,,2.541006507946622,,,,,,,,,,,,,,
Celebi,Charge Beam,Return,40,,,,,,,,,,3.630505630830153,3.7534234856595647,3.6363327368963665,,,,,,,,,,,,,,,,,,,,,4.159394322634996,4.09303706016468,,,,,,,,,,,,,,,,3.7393680942308523,,,,,,,,,,,,,,,,,,
Celebi,Charge Beam,Dazzling Gleam,40,,,,,,,,,,,3.8893766205459426,3.780488794037824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6275354411065086,,,,,,,,,,,,,,,,,,
Mew,Shadow Claw,Psyshock,40,,,,,,,,,,,,,1.7906658716416355,1.9761788707471528,,,,,,,,,,,,,,,,,2.0442015320109004,2.0220287698419215,,,,,2.1047265595403433,2.05071856227892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deoxys (Attack),Zen Headbutt,Psycho Boost,40,,,,,,,,,,,,,3.098365952844789,,,,,,,1.9230109873851065,,,,1.8628635337313453,,,,,,1.775465629865151,,2.3702471266655363,,1.7630267318770245,,,,2.314682467085157,,1.817317632220843,,1.763610896967042,,1.7095247786970054,,1.9489899760387128,,1.6782599876566364,,1.7472780579967406,,1.8751715255476165,,1.782349496010117,,1.7586189820471159,,1.810623718107685,,1.8057778289162971,,2.0034899402439277,,,,1.9198408924019377,,1.6643855568961419
Deoxys (Attack),Poison Jab,Psycho Boost,40,,,,,,,,,,,,,7.472881282007943,,,,,,,2.3228915430203054,,,,2.53132834195933,,,,,,2.4342382497653796,,3.9266333256222703,,2.1566590079427534,,,,3.4933407098888933,,2.2148179676359825,,2.1286022437392633,,2.0493814586624315,,2.2091379004525327,,2.0426004435571943,,2.057023764107736,,2.85695420784635,,2.713491088750082,,2.3848159387845547,,2.162616095331332,,2.111722593538156,,2.6909899696300745,,,,2.3341235871729973,,2.04800879550452
