Attacker,Fast Move,Charged Move,Level,Arceus (Ice),Arceus (Ice),Arceus (Steel),Arceus (Steel),Glastrier,Glastrier,Melmetal,Melmetal,Meltan,Meltan,Zamazenta (Crowned Shield),Zamazenta (Crowned Shield),Cobalion,Cobalion,Regice,Regice,Registeel,Registeel,Mega Lucario,Mega Lucario,Mega Aggron,Mega Aggron,Mega Glalie,Mega Glalie,Mega Steelix,Mega Steelix,Cryogonal,Cryogonal,Excadrill,Excadrill,Glaceon,Glaceon,Glalie,Glalie,Piloswine,Piloswine,Stunfisk (Galarian),Stunfisk (Galarian)
Moltres,Fire Spin,Overheat,50,1.3071468644228375,1.3306279328114492,1.29322579158409,1.3144360971562887,1.2811546124628266,1.3335558020159588,1.282345782827765,1.3454204866309796,1.3016536243127466,1.3786512969271763,1.2972021213906895,1.3385550972304066,1.274184942311856,1.30001507934053,1.2607864070987234,1.316908968157381,1.3040082859629758,1.3492650097982484,1.2483393474635684,1.2841785463893431,1.4088098496455963,1.3486544485717011,1.3025753599784686,1.3662066007266855,1.222871433597027,1.2719734622635552,1.2904199230338889,1.3443809652974383,1.222133951795805,1.2826518714042259,1.3543392407783859,1.3671093519123825,1.2958034914950762,1.3482654431512981,1.3101473619912958,1.3409304929882162,1.2977620931199556,1.3417739063682792
Terrakion,Double Kick,Sacred Sword,30,1.2104527907918543,1.28454819377826,1.2211457805226529,1.2734755957044752,1.2036098815354266,1.2832746081443167,1.2130018937451716,1.2785719657348347,1.2660724525247073,1.3469743987587275,1.254192889412689,1.3155356511490865,1.197521961706208,1.2570486250734634,1.2187962690403278,1.2692277839042685,1.2818572746119197,1.3354647968139888,1.3000146557290035,1.2632406589532639,1.230003137119397,1.2799424406788906,1.2255374444893017,1.28999714035796,1.2380661368741037,1.264547496414429,1.2628714801566447,1.3138996728092631,1.2019271427290084,1.2285022359468498,1.2212829215435177,1.2974020973071723,1.268800358102059,1.3391786034019697,1.2326359726145937,1.2930442085973888,1.260957640762104,1.311910270489269
Mega Charizard Y,Fire Spin,Blast Burn,30,1.1312747767998128,1.1471969474611095,1.1215320090335068,1.1354288611328756,1.1227830832196453,1.159647452570004,1.1518847436151618,1.1821071846093896,1.1423668499342259,1.1860179782102742,1.1481170693380476,1.1769098408956984,1.1286770391908194,1.1645987348819944,1.1194006681048054,1.135268523359504,1.123952300602807,1.1581335187625517,1.105006317807503,1.120272042018371,1.2883603777273616,1.226322705015299,1.1447147086529403,1.179678037949132,1.0876570660556915,1.1227979181136738,1.1343770661332158,1.168511705969112,1.1001627308022501,1.1352075138064912,1.159832358709377,1.1961725487386605,1.1473142345568488,1.1975044762757385,1.1304878979919066,1.1581405410908352,1.1636689305172028,1.1693409955966863
Shadow Moltres,Fire Spin,Overheat,35,1.2621371487592559,1.2652896308047838,1.2578918744526892,1.253345623818961,1.2199848852159745,1.239928548293698,1.2235827106307244,1.2678863205967008,1.24538739164165,1.2736238067932673,1.2564085641327833,1.2618031820860343,1.4559663924031054,1.2869211853134956,1.1814778853208792,1.1898665401338846,1.1923747096590145,1.2248572405733393,1.1963352755475103,1.2201686597137775,1.4188054394922411,1.3129731253438328,1.2544198290943345,1.3071634033104562,1.1742204201657933,1.1983091438828803,1.2118602403919507,1.253148998931968,1.1805671232525659,1.197032405212511,1.2300411043549124,1.2659156241324654,1.2341539838854074,1.2849037600716204,1.2369117609630704,1.2457687511134867,1.20898148049428,1.2373737912210934
Mega Charizard Y,Fire Spin,Blast Burn,45,0.9993182316377673,1.0217329920156937,0.992100290362723,1.0100824998847766,0.9829811457791475,1.0244211724753893,1.0106719718877974,1.0439481054572222,1.0063412824231792,1.0532853239788174,1.0056208996267924,1.0406112747986642,1.0027916112468682,1.030311407714436,0.9873188962943761,1.0234114936872736,1.016810196013596,1.05116484884439,0.9709262024629546,1.0039808128780285,1.0956093968092313,1.0803557220603144,0.9994869465751581,1.0400265778495492,0.9738862178764399,1.0153751093711947,1.008145862647702,1.051867360604879,0.9823686941814128,1.0188742103712056,1.0331610950415073,1.054331181100952,1.0281333930170098,1.0633504923903312,1.005115675345499,1.0303759130589702,1.0268143678099646,1.0518588807267066
Keldeo,Low Kick,Sacred Sword,30,1.2825084617299454,1.3820243504623764,1.2745540858183158,1.3729123842005806,1.3160795783564145,1.428093868697675,1.3274606723137192,1.4210472342432883,1.3578566128107397,1.4594899989880932,1.3122404242781378,1.3955010803378511,1.316888474744038,1.4035792168022518,1.357292549943104,1.4399943177408039,1.3371407916725424,1.4224722707136919,1.2734560981696181,1.3594020462566494,1.3096814232519651,1.396663741719596,1.310569741622931,1.4307419930022878,1.2778772516935621,1.3775944651410326,1.3750741688846695,1.466272229474291,1.2429429929654165,1.328331817075202,1.3227094844493001,1.4186554667000995,1.394516562220233,1.4948410922112803,1.3362474867017893,1.4172584052327506,1.3714776156003115,1.4493512309020928
Mega Blaziken,Counter or Fire Spin,Blast Burn or Blaze Kick,30,1.2191281538753052,1.148248394036106,1.2051730654007466,1.1354417661427847,1.0892223738062756,1.1191594609714683,1.0744781945840256,1.1166282676219712,1.0944193341653454,1.134815495665666,1.0944663131015517,1.113301119622864,1.103772928330601,1.1103189087197254,1.1046062911982097,1.0982181431021327,1.098319628752551,1.1145819657118035,1.081450204189954,1.1111854900360847,1.1008424756873245,1.1272874828936061,1.093030884134033,1.1100625756964069,1.1094027656254228,1.0974440966615853,1.0823825588689033,1.1047518944852255,1.1006496418641005,1.110592878285048,1.0908056990874655,1.1132116023534258,1.0902081468218443,1.1361794986571172,1.118207732050597,1.1377923697538876,1.1009243760195324,1.1317582335568752
Shadow Blaziken,Fire Spin,Blaze Kick,50,1.173007545893971,1.1478527083108863,1.1556122966308706,1.135401207540213,1.0865606014506266,1.1553564242739505,1.0783727920549302,1.1524681356295279,1.1245825884575167,1.1917774142409012,1.1210842663523866,1.1768626988803772,1.1064968758699618,1.1458906863806488,1.1314535013993294,1.1644428237313404,1.1231402373299488,1.1680630589013319,1.062587884861424,1.1183866022870859,1.1059459778946745,1.1590042146517114,1.0925178307091912,1.1543744112501682,1.0842947474765698,1.1076956729598326,1.1248834488955193,1.1761574584230423,1.0899760388503774,1.123188498648181,1.1240384357061621,1.1752442530022298,1.1434534467323187,1.210038048343778,1.12216538138505,1.1704588837138277,1.1314383802629195,1.1838623351422815
Shadow Blaziken,Counter,Overheat,50,1.3043714913079179,1.1768510846990372,1.2951246716135871,1.1673779785223763,1.0973333202469402,1.1447466310716774,1.1110359082342594,1.1391481109265222,1.1243296117651027,1.1664923938341147,1.141254763307798,1.1657497544686701,1.1409957004547,1.1535038200996008,1.1733381954726452,1.1463079227974289,1.15712857020133,1.1627206226790956,1.1318381849077679,1.168291340048562,1.17648797210237,1.179254547686488,1.145715583366976,1.1572214372224465,1.1439572978775223,1.103156204616592,1.1338176208317086,1.1523132215572922,1.1351306331125148,1.15622157016004,1.1361369070540088,1.1645159268181289,1.1519919427036707,1.1829677708146822,1.1352218065205772,1.1568807105953018,1.1594148817075902,1.178520785133219
Shadow Blaziken,Counter,Blaze Kick,50,1.1442079412081603,1.1289396737171793,1.1315426095773609,1.1204148038899386,1.070548745178482,1.1339798011522568,1.0532003381850583,1.1233349969121245,1.1038553647923903,1.1730191924983977,1.0920149283048517,1.1485507758790021,1.0906461690742058,1.134177131986761,1.106360761949952,1.1390645068223721,1.1257644497825583,1.1717003243390436,1.049160068287775,1.1041230130594428,1.0868868409207673,1.1406929851282352,1.0804526645135244,1.1325275871349751,1.0547870757074174,1.0820216306906847,1.1016156102192007,1.1504314509976774,1.0594928436887356,1.0898222774624247,1.0992773155901028,1.1546472995602999,1.128401969561325,1.1890778871978513,1.0971342037616758,1.145491333893258,1.1231861652788588,1.1741601185589543
Shadow Blaziken,Fire Spin,Overheat,50,1.3465185229219068,1.202109952331945,1.3343134995621513,1.1982025164769323,1.1243063393759753,1.1771334910243703,1.1481792927739152,1.1775836176229966,1.1401280062063615,1.1877171383276552,1.1745354547240228,1.2018369671970144,1.157907760833926,1.1737855331126852,1.2262915789797415,1.1818630487663786,1.1643009853358555,1.1655652754612633,1.1629558624896517,1.1968779336214306,1.206547486439915,1.2142538884367597,1.1696146211815368,1.1976685506661284,1.193952336709934,1.1371379475198673,1.1610693881702747,1.1788360147151067,1.1626795484540573,1.1927270863498327,1.171653218945615,1.201617308605049,1.1817367949865711,1.213753357206804,1.172418620040213,1.209259117864142,1.1807490964144447,1.1933619779727698
Shadow Blaziken,Fire Spin,Blast Burn,50,1.2471140949571433,1.1224675184746222,1.2073669170853112,1.111982301700696,1.0644046836200889,1.0960475821252957,1.0403679927440619,1.0984998165505582,1.0718706783148377,1.1116892097008129,1.0814582596739344,1.1183940286780594,1.080452148226051,1.0923706269912463,1.1093102645325976,1.0981009831187107,1.072690198671847,1.0953890690772465,1.1172141439667909,1.1187628980317752,1.0830222735477182,1.114566236411499,1.0761716121652536,1.0962479814291481,1.0708544934647892,1.0674583487430205,1.0762879956600606,1.1096343262074695,1.0978050561869739,1.1008546570480375,1.0817878155587595,1.1126205593416139,1.0938003581020592,1.1200425246195167,1.086177496118704,1.1232216029116082,1.1091552674506626,1.1304681586045868
Shadow Blaziken,Counter,Blast Burn,50,1.2090521004781667,1.0974965911581889,1.1836106374153108,1.082658432041296,1.046622238362107,1.0787637284442568,1.0217814877863691,1.0675618087887095,1.0574889533510978,1.0971809963908659,1.0599363582793164,1.0914020821056767,1.06168030251477,1.0836226762349592,1.0890459808999937,1.077823518987972,1.0770892799543559,1.0981380896576205,1.0973576116707133,1.1023564035633227,1.070976189718432,1.0988988256261736,1.0598842686044947,1.0783331651190957,1.0518442012971199,1.0452413382524062,1.0593774899554138,1.083331920592673,1.0675525031072615,1.065130761247005,1.0592744499270152,1.1006564159509973,1.074104744852283,1.1144919427036706,1.0685016924995547,1.0932020055483445,1.1017133474779568,1.1141129935069782
Virizion,Double Kick,Sacred Sword,30,1.5701701262850496,1.6462978306019251,1.556183804212564,1.6315601235193804,1.6166871141558785,1.7090247038385662,1.6321029686905357,1.7263071057603125,1.6830455020744086,1.7841434209194857,1.6329176978982518,1.7152229424474563,1.597557533483869,1.6746264963345603,1.587878042315257,1.6586075243070353,1.6629208019489519,1.7492329162796805,1.5739104257687324,1.6470464745049729,1.6072644773513618,1.686892751435573,1.5835309850625758,1.6888162764096353,1.598519767997763,1.6918370752564023,1.640386864902436,1.7346618746503466,1.5623694629883527,1.6398395756185693,1.6598278811108027,1.7255321625905595,1.6499216651745747,1.7591427931960608,1.6220763024611236,1.6977806622381717,1.6889853187338075,1.7663898158711204
Shadow Blaziken,Fire Spin,Blaze Kick,35,1.3652773701203404,1.2873328552904852,1.3435848273954925,1.2782486057980365,1.2085270937411055,1.283527829850717,1.2497350807747265,1.2736997308648559,1.2550342361790399,1.3219676527135966,1.2477030053034768,1.2941708898055393,1.2410451916236196,1.2798957592254632,1.3100199611321754,1.271297122111457,1.2637973764359012,1.3119960061399114,1.2681523086734188,1.2786767065012021,1.2480438469267596,1.2785284636753398,1.2312567285695062,1.292739032431705,1.2403054275173415,1.2688772426732575,1.2523945954193296,1.3014053944089377,1.248068372563843,1.2530015504273286,1.2423724108286245,1.3090886295861803,1.2484892569382273,1.3298008057296329,1.2828510345880737,1.299445165559543,1.289126054183148,1.295256575650635
Shadow Blaziken,Counter,Overheat,35,1.6264429525214283,1.338125527116547,1.6108789233534588,1.3331391436604139,1.2292304219380294,1.2909203333104322,1.35518090849633,1.27848081073259,1.26642240361588,1.3094284413262725,1.292013356904341,1.2848336279709291,1.2596701104271706,1.26772982461567,1.4587033025934826,1.2666751607654647,1.2728597432194337,1.2830826635026995,1.499213739943991,1.3869191677130328,1.3523257875760977,1.331884499447594,1.2364839860045755,1.2921797200915086,1.3350840241383355,1.2902373242168121,1.2681692576330377,1.2996677233966807,1.3319452096920927,1.2987455633432852,1.2910976385145119,1.3130916027116337,1.2772381378692927,1.3310989256938228,1.3649054490850323,1.2937313888676798,1.3624790762636871,1.3033915110935785
Shadow Blaziken,Counter,Blaze Kick,35,1.3383094373831983,1.2803052538890518,1.3247324514909895,1.266615661151311,1.1962998223522137,1.2726137780089708,1.2234323048770206,1.2468910447046921,1.2386244813977805,1.307560630080615,1.2233792967982715,1.2636558632881556,1.1969400538216461,1.2412926474682173,1.2824873650280377,1.2484816798398422,1.2353605739228815,1.2845657730728897,1.2317704516737238,1.247800650397487,1.2279526431367556,1.2648638080992238,1.1994936751446643,1.256652873099179,1.2230743904529096,1.2538764759473575,1.2381795988946718,1.2892332208791768,1.2164319669925554,1.228553489742834,1.2249635075716192,1.2926827084098256,1.2426253357206805,1.315465532676813,1.2565218497874833,1.2741594767249498,1.280244794387641,1.2936146620749949
Shadow Blaziken,Fire Spin,Overheat,35,1.6701913038309064,1.3660260149431735,1.6506355717380283,1.3548638060561367,1.2541600007851836,1.316328874144886,1.3576010738059265,1.3233632549628203,1.2826255607650014,1.329451546530846,1.3402270673737968,1.3216153997250049,1.313629017290977,1.3245654056729252,1.5062849008606864,1.3032891200845895,1.3140448044969828,1.314899010774021,1.5610213062611649,1.444690467042434,1.3879320927314307,1.367399873605914,1.2904807562912126,1.3467273920064595,1.365049476371312,1.3242190671200873,1.2787224303660127,1.320782545306593,1.3998308624732518,1.3592250426047179,1.3113095184790493,1.340234805269238,1.320512533572068,1.3544315129811997,1.3946323585553944,1.3289430149398083,1.3856151311931595,1.3098632094079516
Shadow Blaziken,Fire Spin,Blast Burn,35,1.4514532626424375,1.267383235557471,1.403023459464442,1.2574512605429322,1.2071883557274234,1.2320865272311483,1.2785035994831513,1.21972913291083,1.2000539683610483,1.2409012716295071,1.2396244352779415,1.247440581418189,1.2107627826409724,1.2329042809861115,1.3291844054204065,1.224182699278148,1.2126973629825577,1.2325402344123564,1.4221642154629823,1.3230597993353428,1.2783238689320608,1.2637703628601435,1.2100070649979815,1.2367110752254071,1.2295216532414466,1.2058726693787716,1.2242528014647296,1.2402139454456067,1.31166151993132,1.2335891751982881,1.195733744078376,1.2383425721117252,1.200313339301701,1.2460496866606983,1.257488992390115,1.2482247843017487,1.2693591206166772,1.2378962182678879
Shadow Blaziken,Counter,Blast Burn,35,1.4317581449955972,1.2443498679189902,1.394996543300917,1.2264147117112965,1.1845848832530157,1.2104566824030545,1.240888487806879,1.1936679177690726,1.186616689715654,1.2290619624245285,1.2111145158122176,1.215967000589275,1.1664043892480436,1.1978892789755329,1.300146303529298,1.2003128171557362,1.1953830718035747,1.2106501855102627,1.383275040501305,1.2756346524809772,1.250771776837147,1.2323946223408366,1.1788621988965147,1.2075301103485399,1.2149786669793705,1.194281577831699,1.2095292183023378,1.2324579992201672,1.304319413656574,1.2114987891290698,1.1816024429777823,1.2237903767451441,1.1964413607878246,1.2441025067144136,1.239253264106284,1.2232954111628618,1.2594436685040462,1.23198959410617
Mega Houndoom,Fire Fang,Flamethrower,40,1.224474555364421,1.2645688511738675,1.2173701433377886,1.2501746785269852,1.2335646353312983,1.2690274519811164,1.2725283890860117,1.2923796696998495,1.2679571288831921,1.329628630215536,1.2585535258298959,1.3054268316637203,1.264333106498809,1.2886185777475332,1.2585589029139153,1.2909653543284023,1.2849807195755876,1.323698794223815,1.3144762953485885,1.2813186987297047,1.2510991284263935,1.2726906936671105,1.2039765845781187,1.2664008881711748,1.216248274866725,1.2375812954961618,1.2477240747961416,1.2922338820418058,1.2597029842522711,1.2455184962136259,1.243590317640843,1.293560317730395,1.2528648164726948,1.3258952551477172,1.26592603904202,1.3122979817260951,1.2623863188084399,1.3041058501167464
Mega Alakazam,Counter,Focus Blast,50,1.1785991610719553,1.1787031911217782,1.1705839516983914,1.1669945153707886,1.127670851040859,1.1361567226437133,1.1761729939632601,1.1548108191872166,1.1370501231153236,1.1685372887644618,1.1963637792182282,1.19088587703791,1.1291023539237217,1.1412180240650809,1.1329824391829848,1.1151741217028617,1.1163762851590169,1.149930220910386,1.13669041951034,1.1527245792419423,1.1555511100401459,1.1548941335867275,1.156830339119903,1.1668474969721438,1.1114075283463076,1.137575432298103,1.1333005577500126,1.153677929035211,1.1301974552490295,1.1232397524441655,1.1807337888543616,1.1924203211333697,1.1888205013428828,1.2102170993733214,1.1615382657606068,1.1664503321371307,1.1418442740929493,1.170311217255019
Hariyama,Counter,Dynamic Punch,35,1.5710599547469282,1.6437658134964128,1.5524929713785316,1.6258819191593308,1.5065356718717795,1.6264194647010906,1.5279059644996844,1.6178508840895782,1.5651541471312442,1.675182143218538,1.639157729326262,1.6845743468866627,1.4993600946518606,1.5851054780537597,1.5526231388038259,1.6076546475168674,1.5390122652351013,1.6331759454215677,1.4786719532917953,1.5652199745703295,1.5273065784029787,1.622486326251324,1.5228561095411115,1.6374058000269143,1.4435103417793453,1.5260303443050307,1.5793310390425008,1.6722413413124926,1.4658329382519892,1.5656625193803417,1.5325297536425264,1.6648069707254605,1.556277976723366,1.66857654431513,1.5612608485403783,1.645707668422794,1.5824954953994435,1.6642286737816256
