Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,35,1.5192243120351059,1.4802960105727514,1.515923025556972,1.5326048685728162,1.4643475277279165,1.5142324243376908,1.7131512651064296,1.5005557786783827,1.6835213294528149,1.4638492707948096,1.74730387293261,1.4719883182206426,1.5474415088504507,1.6210520890156477,1.47107087871142,1.550491199267646,1.5040476406739633,1.5875683122152082,1.5040476406739633,1.5875683122152082,1.4810364434430499,1.5256124390217982,1.4632266938492802,1.4610720143231464,1.578900190816201,1.5531842453527023,1.5791370927178225,1.5023528754261444,1.632705157633904,1.4601636370935074,1.5822870895399932,1.4431728262256824,1.6526721720350876,1.5766942096677632,1.4124113022739988,1.4316181016969114,1.699466487422027,1.5711896713523554,1.7381390594940296,1.563875860766455,1.5386082743658773,1.5196540076325151,1.5576919237296596,1.5658680243585903
Necrozma (Ultra),Psycho Cut,Outrage,45,1.0106703408852198,1.0433479497099607,0.9385782796090573,0.9600396608591837,0.9733698757018603,0.9910106111466056,1.074322213702987,1.0027342688264955,1.0253674165072117,1.002727484684279,1.0558637528363257,1.0044194914888662,1.1021162907569593,1.1819786695760115,1.0886882312665263,1.1147859112625922,1.073105424103426,1.1489319829843923,1.073105424103426,1.1489319829843923,1.0715817665876652,1.1052810576994612,1.0725141957278863,1.110501244780742,1.0713021666871847,1.1247941801058723,1.0661133776709701,1.0478883734793867,1.0551362851752237,1.0161447480302606,0.9857038671212646,1.0309150910715263,0.9473176478002361,0.9851466549675568,1.0125624441805459,1.0643399973173948,1.0544488064969688,1.0785072038810362,1.0815827918921772,1.0993721195916832,1.082702067748408,1.1300540121288423,1.0521812918039333,1.094219826295298
Latios,Dragon Breath,Dragon Claw,40,1.1991074692386197,1.2510350280280462,1.243871790202149,1.3236690341771384,1.2503845230730746,1.312389924988422,1.2473985906750886,1.229141058251285,1.2140321750735639,1.225398369539001,1.2933170559155187,1.267910911334087,1.3320153943293542,1.4399840215108262,1.3547188796798222,1.3968216740494719,1.324632514343673,1.4324371376235676,1.324632514343673,1.4324371376235676,1.2956775887173058,1.37512833320934,1.2767497173922986,1.350327367533766,1.3168049058229718,1.4019143173704298,1.3347771009146967,1.346601091674584,1.3154393276427718,1.3105455421299828,1.2274417926231151,1.3186081280653454,1.251929989553212,1.3218968070640649,1.2554036503060462,1.3190860821858654,1.3429514967901572,1.4105124383440653,1.2978802787040964,1.3615626463927892,1.2404557027478178,1.3012831393355553,1.3365079365079364,1.4078965758211042
Rayquaza,Dragon Tail,Outrage,45,1.0641659485289618,1.0857315824557168,1.05612213925818,1.0962200772982051,1.0805419493545083,1.1180350617434192,1.241828633555239,1.1083423596658837,1.1416201701210786,1.085233393899439,1.264468496294443,1.078526318513981,1.1166021656866238,1.1730015076477687,1.178689101315287,1.159211357540864,1.1178035635890216,1.1750287630379823,1.1178035635890216,1.1750287630379823,1.075061376752293,1.1247090582521178,1.0737426407647723,1.0997735871248504,1.0928997907177151,1.1244652529853503,1.124087632034874,1.0994169041897204,1.1171990467883848,1.07201090427376,1.0562182070122341,1.0834977300490456,1.0539136673558478,1.104235190890207,1.0888367634694593,1.1062900550588375,1.1159375111622003,1.142743027480931,1.1713598767569449,1.1337805584821254,1.112834203559967,1.111669654850694,1.1383947289607668,1.1666766496955177
Garchomp,Dragon Tail,Outrage,30,1.269651473023109,1.286754453142962,1.2819097917804894,1.3230801918290536,1.319111050263504,1.3632466931015716,1.4351118251041577,1.3007878264185542,1.3314607419079934,1.30194883504044,1.5313289965230747,1.3068494568921636,1.3586526525580616,1.415627563752883,1.434729320264949,1.4072319966105928,1.3526935071226365,1.4278577592079569,1.3526935071226365,1.4278577592079569,1.287589673826402,1.3479822724808963,1.2817174053672593,1.318975881964728,1.3260821894620216,1.3694697925643236,1.3626576501052554,1.3349037798766743,1.3368993617277507,1.28653460866138,1.2619322843546594,1.2946870384888873,1.2791086053901548,1.326785709957413,1.2700827354722204,1.3110153660938324,1.3503096191376125,1.3832165970145376,1.405825345186096,1.3655797108158,1.4059711223394389,1.377734188384863,1.3619846261355695,1.405750224618149
Shadow Palkia,Dragon Tail,Draco Meteor,30,1.247043781313423,1.070229732389637,1.1279993524757685,1.1043242477589592,1.1590649412989613,1.1631231386547947,1.250727177577373,1.0681031719952454,1.3343550513739932,1.0479269508449778,1.18318997127007,1.039501496889748,1.1448351251863083,1.189486841370542,1.100804605962482,1.1369570233740491,1.1176200099913711,1.1511024569689814,1.1176200099913711,1.1511024569689814,1.1149674251522463,1.1336174554420722,1.1253504008782074,1.117816373604114,1.317012649267512,1.1469130862981658,1.1660519011158927,1.099424355893366,1.1434835286346667,1.0565120921389237,1.2093769941838204,1.0850675515525006,1.1124617334881366,1.1506349271754648,1.1804804480605091,1.1052366417707813,1.1889374884319017,1.1394438870109334,1.2554358593592325,1.130223618746424,1.2442933178959437,1.1368670717107963,1.1338524508335828,1.1527603074772885
Shadow Palkia,Dragon Tail,Outrage,30,1.21932173616751,1.0547460769832593,1.0894736842105264,1.0705639531354338,1.1234640204718394,1.108744815276806,1.1856767315345578,1.0408761019225075,1.2216196877361678,1.0442970043897029,1.101741051015038,1.021691959933395,1.116372367522432,1.1330273653103562,1.1219921846924379,1.122971935253241,1.0850326233404484,1.133838957264181,1.0850326233404484,1.133838957264181,1.0971421283650935,1.1092091698462128,1.1373538771162905,1.080386372101229,1.185220592761295,1.119514034223809,1.094998043927793,1.0708917826338047,1.0797347648537885,1.0366632484371636,1.176684230678068,1.0573085127718926,1.1510930345858976,1.1201962347933792,1.1226572186617727,1.0832719932738581,1.1005426046973785,1.1024974103695622,1.2161539871609475,1.1088005095626317,1.1356283336049864,1.111780938945499,1.1035839073574922,1.1233702705400819
Latias,Dragon Breath,Outrage,35,1.4702294015776425,1.5123748496873,1.415348347801453,1.4754224083854388,1.5177683463986669,1.5638342105530034,1.595636528857895,1.436509385357463,1.5007919152288918,1.4364638774099148,1.5380348037650877,1.4037266946776297,1.4828424529558055,1.571894610696138,1.5822971556971173,1.615427099370917,1.5085361884433142,1.5869684514888658,1.5085361884433142,1.5869684514888658,1.5264563029407703,1.5505946371066308,1.465454884049164,1.5128235286430256,1.5040240674627603,1.5541594854117937,1.525188621248533,1.4912293448089569,1.5168837424868897,1.4633531736618726,1.4186628256787062,1.475787189818951,1.4743859785198525,1.5223927265147237,1.4875177068305019,1.5463976209871333,1.5230209216161892,1.567974957705409,1.5041494544235852,1.5404243145808607,1.5014191532292058,1.5443276023897978,1.5706898272936007,1.6221124089048617
Mega Latios,Dragon Breath,Dragon Claw,40,1.0217144993243166,1.06242918555741,1.0114692729516988,1.0783909022845464,1.00313956750873,1.0536025163865987,1.0,1.0068518991809363,1.0,1.0031435416700167,1.0,1.0431466606848596,1.0807450614871161,1.1712168134940917,1.0715255737593294,1.1243753617322294,1.06963493649424,1.1480766610654436,1.06963493649424,1.1480766610654436,1.0648563624576208,1.1219819111285882,1.0251341161403302,1.079368657662426,1.0560984242275022,1.1251538840329929,1.0719424728478548,1.082454963766091,1.0588805237554786,1.0580502954153148,1.0,1.0673254690320346,1.0288510714623322,1.0840396832514476,1.0208130911137065,1.07680429740278,1.0797476287427872,1.1364369932361127,1.0,1.0591005627037926,1.034949950259382,1.1025881982655419,1.092313067784766,1.1602475791155036
Palkia,Dragon Tail,Draco Meteor,40,1.1436269896273898,1.1462122853650427,1.1280013759889922,1.1735182824419759,1.223382552286687,1.2237822872615534,1.1353807895302657,1.1456951493097391,1.090650174462543,1.1137544017623129,1.2783438446340603,1.1135457737668994,1.2161219519528548,1.2543393195397163,1.2271167718921292,1.2258268300340833,1.2060474287357887,1.2503387226183449,1.2060474287357887,1.2503387226183449,1.1685857308350427,1.2117737084311997,1.155295382222832,1.1904808578205555,1.2059583897574788,1.2213871876154132,1.2482348776989138,1.1786955792768121,1.2457859069195427,1.128298561059189,1.1012507520921837,1.1539117909821868,1.1819874105296837,1.1939660709654432,1.1782852917987523,1.1986142053763336,1.1844758555522001,1.209917553960105,1.2153550181365043,1.2365309375989453,1.235142168241318,1.221038314326984,1.2158929819307178,1.260806628731157
Arceus (Dragon),Shadow Claw,Outrage,30,1.6556511786004338,1.7002926032092072,1.633709706792934,1.6919686760152979,1.5994740062402601,1.6704324574658325,1.7136340217686743,1.6601251110543163,1.6891793024714188,1.684019793860848,1.528104428550476,1.6135414599635916,1.5513931782159929,1.6397151361822577,1.7685708125120578,1.8512140963030495,1.5454569538428933,1.6637033168324327,1.5454569538428933,1.6637033168324327,1.4831089052087874,1.5568651624491185,1.4500535811133108,1.5014718470455242,1.4827399821494522,1.5425470115720794,1.6993051286350342,1.6847202816743978,1.7058692581955397,1.6443119322971598,1.5817309971374915,1.6619505168924462,1.6686962360053035,1.7452777367070076,1.667563049402466,1.7431111023871917,1.6842858952003352,1.7586561847518665,1.5214203317711932,1.570000055548252,1.482317631784536,1.5168201975011661,1.7069781371668165,1.8025955875012478
Shadow Flygon,Dragon Tail,Dragon Claw,30,1.5823267000014887,1.438749332173286,1.5688338493292053,1.4855925858475485,1.5698344607042773,1.503046605886668,1.5020709855132433,1.438237573072726,1.558342445048319,1.4316721872939815,1.538910505836576,1.4366906226543696,1.4884671388625204,1.5665469711742899,1.6282659928202063,1.5577731291114534,1.4874104939673314,1.5635568524153383,1.4874104939673314,1.5635568524153383,1.5032638615808103,1.5168932203930239,1.5439136429276197,1.4903406974692726,1.5024736858303585,1.524729164101933,1.5321485124536598,1.5010767711768103,1.4362731323511702,1.4031643560165097,1.4804984775830947,1.4149087461483765,1.5571240550019756,1.4858701738141926,1.451125876344983,1.467869258979367,1.5138021619761073,1.5630100110729026,1.5480899733553553,1.5035476816937032,1.542304255211524,1.5256622246702225,1.5146750524109014,1.5570430268543476
Giratina,Dragon Breath or Shadow Claw,Dragon Claw,30,1.8068041411045481,1.9043027062075217,1.8610210647726584,1.9705315769238552,1.7515211901791963,1.8558325811893004,1.7873740877318955,1.8887347312992644,1.7766879452010742,1.8950692222347287,1.6843029325234888,1.8160917804791774,1.9010858500169663,2.027376048588352,1.9047031809739252,2.0399503693924412,1.8596004208486612,2.002164797069198,1.8596004208486612,2.002164797069198,1.8172556355018015,1.938404310720473,1.8096057214174164,1.903959121531113,1.83167779761172,1.9587302259017607,1.8250675310642896,1.8933027813483858,1.7490009889752975,1.842433609102952,1.7455558189144347,1.8601181468448593,1.884329090790102,1.9959909541965306,1.8430217912605955,1.963094548749808,1.865225565740894,1.9804519432781638,1.8031962464194522,1.9030183068522473,1.828362831112335,1.9359318356817274,1.9268343815513627,2.054177897574124
Shadow Rayquaza,Dragon Tail,Outrage,30,1.2080906689514748,1.0550620024380843,1.1799631720593293,1.0671300511948847,1.1142202548162572,1.070453078043817,1.2976783055646832,1.0990239390509573,1.2246667524239843,1.0444859384798444,1.2546783196873357,1.0407374015374395,1.08869779608527,1.1319406562348322,1.1904612393277172,1.1161098985069207,1.1005646638509168,1.1274391813131084,1.1005646638509168,1.1274391813131084,1.1165254912797187,1.0870072589301847,1.1514172857898965,1.0527104202196824,1.0703250030776807,1.0716503293118307,1.057841986624192,1.0627191266603326,1.182726871298185,1.041102689209951,1.1514941564716392,1.0397706346746405,1.3262548870850068,1.090167172847077,1.0923797653047538,1.0655340838085143,1.0629239606571006,1.075438613581678,1.1797430337862984,1.0967909774825904,1.0993328574720524,1.1106973241233566,1.0917839672556653,1.1066986123589897
Mega Altaria,Dragon Breath,Dragon Pulse,45,1.4628589103383711,1.5003366012044865,1.4842469495538153,1.551097755923835,1.5811453547922563,1.6674669817220549,1.6366140502472606,1.5368801749282965,1.5835651460822306,1.5218600762168162,1.4242496139146041,1.4852964014252807,1.6045667552928744,1.6654417923397746,1.579009884510484,1.6540648299811238,1.6004643716790046,1.690267496253236,1.6004643716790046,1.690267496253236,1.53825126739008,1.6252967871528627,1.5358258352446108,1.6031126052836204,1.5741509448479627,1.6430005847593254,1.5428454330371282,1.5872575867657743,1.4981917444283468,1.548025516292547,1.4976698816708298,1.5684996444655133,1.6540489181151183,1.6270327001432496,1.4945480955138335,1.5474968348529312,1.6243331092775337,1.664815770930546,1.5803079595090275,1.636385771500414,1.5219437621892618,1.5454786621178824,1.5772586602775283,1.6392732354996506
Mega Latios,Dragon Breath,Dragon Claw,30,1.0675633877133117,1.1159826853002037,1.1150792205427063,1.1848762621663733,1.162869606958262,1.2307172242673778,1.1171759952292282,1.1034620549206697,1.0897637921885805,1.0988708173208344,1.1252663773542582,1.0880770790375043,1.1848006769381434,1.2781545704062915,1.2021501552847897,1.2358437392426036,1.174162087288251,1.264873518325083,1.174162087288251,1.264873518325083,1.1144742855320913,1.1778469779256253,1.1295878828272532,1.1917517756911635,1.11541110119414,1.1799346762279947,1.1789694293857933,1.1913243540304401,1.1167209812386643,1.107873119213491,1.0594745382609805,1.1193465458457164,1.1187225347640506,1.1826442735361773,1.1199549845750199,1.1717554380007393,1.1390412360086895,1.1912689676223134,1.135142416460058,1.186094976401251,1.1040202784350535,1.1552210787812704,1.1901267844664072,1.2548866926225417
Shadow Salamence,Dragon Tail,Draco Meteor or Outrage,45,0.9367553628759472,0.943214467070147,0.9631740828426314,0.9522410408952022,0.9336761081870456,0.9518551759340953,1.1363970125881842,0.9705254745416855,1.0596448843080188,0.9453397597723144,1.1190286177711442,0.939332827180412,0.97626206440362,1.009026557795312,0.963526042829096,0.9902894992680242,0.9619003285041707,1.0150722103637768,0.9619003285041707,1.0150722103637768,0.9324037368079838,0.9750518115441434,0.9722897431373702,0.9503182195388103,0.9545041856456975,0.9582262556937093,0.9789321708675646,0.961875221222452,0.9550746110699545,0.9202816572452477,1.0502014695425457,0.9245610516527796,0.9496299994909918,0.9640931048775109,0.9345935035151944,0.9495637494970115,0.9626573667273891,0.9790166872862947,1.0644156046149489,0.9636557045277381,0.9556178796445653,0.9661145551727433,0.963172606568833,0.9851652191274832
Garchomp,Dragon Tail,Outrage,45,1.141059888549439,1.1590362123349869,1.142809445759728,1.1701572269774783,1.1673300746059272,1.2046795190334696,1.2061837477332749,1.1473705989022356,1.1928876364747312,1.1453847823640078,1.2553771558232032,1.1492295547292226,1.1932709943173276,1.2506217436311544,1.2102151290131,1.2450851702080175,1.1969227333969148,1.2720661701258005,1.1969227333969148,1.2720661701258005,1.1488367644089232,1.2038473392779332,1.1275965603538967,1.1649448833303928,1.1837163763387912,1.215966622553244,1.2277315151176438,1.1927979284263865,1.1715178763671397,1.147295280288737,1.1126114463872228,1.1531369081262421,1.157113874837299,1.1864569875923183,1.1391028975408362,1.170217847176558,1.1905740699248926,1.2340214119412,1.1601576459391452,1.1788116747612813,1.1461666001584956,1.1913535630581769,1.201946690625936,1.2456523909354098
Shadow Latias,Dragon Breath,Outrage,35,1.1883329225751067,1.2251622219318428,1.2391104635868795,1.2608915599263442,1.2134077702394355,1.2548737243130137,1.4755071987537576,1.2382241857031007,1.3013056551591067,1.2279590294415592,1.4978107448212792,1.217236663877074,1.2876664962867193,1.3405286646364247,1.3324342829474227,1.3361111846659581,1.2920678353543154,1.3510226016924778,1.2920678353543154,1.3510226016924778,1.2891626191665515,1.3185405617965587,1.239816321329857,1.2799613170499022,1.277564477409824,1.3221139049612214,1.317938113601222,1.2833957413513664,1.3298488072082066,1.2428098576386482,1.305834412091819,1.2533702846099148,1.2119316377703502,1.2596741862533845,1.218102351205373,1.2580469979357025,1.3006698943690556,1.3419091502440261,1.3818016520050143,1.2947131025365184,1.2875378675044822,1.3192864328951288,1.290356394129979,1.3313666766496954
Arceus (Dragon),Shadow Claw,Outrage,45,1.4364402644511085,1.4896546818994563,1.4086221898460107,1.5008862987919627,1.4410640218240085,1.5280566626439638,1.375980219147184,1.4459880487300254,1.390066488720233,1.4608584843466097,1.3742332214620343,1.4837283339228866,1.400127999725101,1.4738373716244366,1.5054907642432658,1.629862343154797,1.389162011596046,1.4742457271750156,1.389162011596046,1.4742457271750156,1.2982771997321743,1.3849337343635417,1.3169208502407883,1.3772633119662308,1.3172088514095779,1.374971146743814,1.474217105385719,1.5410942826803777,1.3975826670218705,1.4931501600242316,1.4359928528451875,1.5092566594344268,1.424369859925782,1.5407436852680898,1.493507768105132,1.58975441075921,1.5382859406609322,1.6113086482291474,1.320127353625727,1.371339138742869,1.289707345312298,1.352208539649174,1.5649895178197064,1.6385045422781273
Tyrantrum,Rock Throw or Dragon Tail,Outrage,50,1.2604962510730715,1.2810280975167598,1.286521378417208,1.316432950889334,1.3061074095483418,1.359171593632636,1.4139455823708627,1.298197573234997,1.3999533694586035,1.2872481548777155,1.3392569042421942,1.2687521029791127,1.3237082980761383,1.3883911121801615,1.3650573286476795,1.3808279081379822,1.3519536158166432,1.4215904446160135,1.3519536158166432,1.4215904446160135,1.3031171950558502,1.3462839166338971,1.289306974039297,1.3166888832258443,1.32924258278961,1.3658689061922937,1.3661823059296931,1.3437061048082117,1.3059236335901263,1.260286620368512,1.2413860375225627,1.2742191915692744,1.2855681622621296,1.3295125397814174,1.301272928914232,1.3250139855335605,1.3259232560178467,1.3667436249630633,1.3039350381709072,1.330238987096141,1.3637112683576604,1.3601400605880072,1.335958869921134,1.3865927922531696
Shadow Haxorus,Dragon Tail,Outrage,45,1.0893969793556775,0.9302185178630207,0.9847750865051903,0.9365709544911877,0.9939735515734177,0.9628204218091346,1.0860726731331718,0.9378562358773392,1.1434632824685245,0.9407249441237479,1.1394027107939988,0.92773732388898,0.961943705892712,0.9951742385519708,0.979028042049835,0.9926310652801369,0.949515191425587,0.9973696958687195,0.949515191425587,0.9973696958687195,0.9606423568672882,0.9737807016611578,1.0024095165284665,0.9353155078117342,0.9661878308506711,0.9840730025852519,0.9492501723206468,0.9348702472102685,0.9501534553921049,0.9170483284127859,1.0257115247871351,0.9285831494885773,1.0426864000271472,0.9847951969013519,0.9188544621212865,0.939677367644509,0.9682522673472768,0.9880438629817606,1.0721053342986386,0.976807678990355,0.9599748205684482,0.9842414977265447,0.962084456424079,0.9890386343216532
Haxorus,Dragon Tail,Dragon Claw,30,1.3558858897105892,1.2772866138580452,1.3593516663631398,1.3019506667476073,1.294712004894852,1.306784339178084,1.3397998385402088,1.2619218583291751,1.3688556221961379,1.2456484861153545,1.36024355733476,1.2604135211850882,1.3411557773835652,1.4004437037450657,1.3217553801167379,1.3750855863182943,1.3217959489531768,1.3887475967724845,1.3217959489531768,1.3887475967724845,1.3034806729655335,1.3447215993028028,1.3675255980501702,1.3096726978090552,1.2980714483565186,1.3394046996183677,1.294452206635742,1.296082266808249,1.266749628678094,1.2603340619879497,1.3268619979214906,1.2693602202490564,1.3261942908666957,1.3124534924024462,1.2604384423877804,1.2914094473506001,1.3062647949889434,1.3486665432736176,1.3576714913409533,1.3161399149371102,1.2859079489442062,1.3285275090910114,1.3331536388140162,1.3709593690725765
Salamence,Dragon Tail,Draco Meteor or Outrage,30,1.3319499878426593,1.2733350645827717,1.3165240089843988,1.2888605597037577,1.257227343562492,1.2802581628755227,1.5329410428355261,1.312400355373812,1.4116692929845156,1.2672171214484411,1.4635181654257294,1.249559992062602,1.2963150683166318,1.3496518665194812,1.3013205827057004,1.3568675218363326,1.318266799884948,1.3678792557942383,1.318266799884948,1.3678792557942383,1.2708037963248346,1.3094323580363691,1.2906399675899607,1.2684250419827625,1.310609149944602,1.3123672750215438,1.3210417481696752,1.2943721008215503,1.291417446108145,1.2528510588604522,1.4144802815103834,1.260650536948238,1.2845743842818258,1.3035458483106988,1.3028268770876068,1.2867083451924115,1.3206011189801241,1.3339697816917186,1.4345262011846591,1.3053043025824382,1.3057030288383178,1.3161716023223529,1.305330937406409,1.3446241389637617
Exeggutor (Alola),Dragon Tail,Draco Meteor,50,1.2740628509708505,1.2750321301149736,1.29011716141565,1.3558125417349602,1.3752869133699095,1.3949956223527065,1.4737425000304258,1.3147025772714918,1.3760331076843917,1.2981580936148318,1.6190911679191078,1.2878428395178894,1.3614875457985591,1.4327786678578944,1.3844480675460464,1.3840849167590306,1.350611971479177,1.3890730732549164,1.350611971479177,1.3890730732549164,1.3067030853110289,1.362121775727753,1.2733469899829455,1.323268905311718,1.3032323341130125,1.3367809768558416,1.4455261834236852,1.3542987015406398,1.405888599778849,1.25895825502425,1.2276022389556402,1.2649169507903806,1.4709126032862543,1.3771242004328994,1.299895640112146,1.3175615772410387,1.3526800645540478,1.386067625885264,1.3263256127435097,1.3190932303345302,1.381587540677709,1.3603603806140858,1.3734850753718677,1.424857741838874
Shadow Dragonite,Dragon Breath or Dragon Tail,Draco Meteor or Outrage or Dragon Claw,40,1.0,1.0165257131893088,1.0,1.031431230903094,1.0,1.0278436960188764,1.1078697449503248,1.027537413641324,1.0358210995160073,1.025576449968645,1.1005418136954628,1.0089489849620819,1.0495913028911614,1.0755262807489272,1.0810091052494204,1.0845763051677113,1.029580513798689,1.0902572778055317,1.029580513798689,1.0902572778055317,1.0137802765407957,1.0562476751230192,1.0006959010448317,1.0167620671854887,1.0279203342361198,1.052628339283516,1.0689617913895564,1.0437228711414148,1.036079351582543,0.9962247418993435,1.0448374569256296,1.0096304264590588,1.0015003623653855,1.0328867796018586,1.0171883025324449,1.0295053864750894,1.0448825980081764,1.0596930110826441,1.1464946275582284,1.0571073062615841,1.046991114133642,1.0597550625832524,1.0558450633922332,1.0734850753718679
Druddigon,Dragon Tail,Dragon Claw,30,1.772027530174189,1.645405931128251,1.777053360043708,1.6984945061615977,1.6976845795261324,1.7037321555940925,1.7696297378103942,1.6665185942450538,1.8177188017558812,1.646112379604766,1.75132865141881,1.6221841648908177,1.7670662720724357,1.8467482485943654,1.7298158144602105,1.7973467295623655,1.7500567691539126,1.837721588930772,1.7500567691539126,1.837721588930772,1.6884994314015156,1.7428170600801354,1.8041724658420402,1.7204862812747077,1.706014172719439,1.7610142496614554,1.704852921999292,1.7055161236237635,1.6647209520438215,1.6539498797537415,1.744447280616989,1.6659142706073258,1.7298499395249742,1.7106094282867996,1.6523605290621024,1.6881504090973034,1.7306492097974082,1.7917612409444115,1.8172481025642926,1.749933804999713,1.6724886608251883,1.7269504223737235,1.74429469901168,1.8022861136068682
Shadow Salamence,Dragon Tail,Draco Meteor or Outrage,35,1.134782730952259,1.0107067302046238,1.0860458528096482,1.0247698253708089,1.0759276724776132,1.0452748452611547,1.2428306578877977,1.0408071366850438,1.1608813976298822,0.9998331752182793,1.2236297203792696,1.0182711139102902,1.0340852959241966,1.0746865510087493,1.0291466334787198,1.077752096628372,1.0523298060765702,1.0933928274066338,1.0523298060765702,1.0933928274066338,1.0325961037718805,1.0613002306277965,1.1535343931938917,1.0247779977652756,1.04883894497107,1.0651660408715993,1.0364965815309526,1.0161888261703833,1.0901409016097305,1.025731604512063,1.1322314802997429,1.012746367166846,1.163335894533494,1.0737455976847396,1.0547545906900513,1.043468019746592,1.0394143376228655,1.059615078630597,1.145432730141037,1.0538160723312306,1.0403612798794983,1.0798232943464308,1.042857142857143,1.0811121094139962
Kyurem (Black),Dragon Tail,Outrage,30,1.0921873785299707,1.1165053682516421,1.0804771444181387,1.1202938141200753,1.0996692256465903,1.132182130409944,1.1847010762633823,1.1090644662699136,1.128109372738821,1.088023186634722,1.1516603828931817,1.0785133771040576,1.1491776661956161,1.212595516573387,1.208823050996206,1.182260084054276,1.1564084805546726,1.2132665728083323,1.1564084805546726,1.2132665728083323,1.1094599908599123,1.1591841940249334,1.0867834342879918,1.119441776279249,1.1173923581189218,1.1382667271943865,1.1590659289480056,1.1359749622757502,1.1275212483714752,1.0968648388262214,1.0670592739803453,1.0966980874067862,1.1064481647829323,1.140801372867922,1.169131719190115,1.1376732652213313,1.1467078409788316,1.1874567718430051,1.1669752680666061,1.1436699989445833,1.155534697593903,1.1500199524513413,1.1397923529999001,1.1840171708096237
Dragonite,Dragon Breath or Dragon Tail,Draco Meteor or Outrage or Dragon Claw,30,1.2843924555016515,1.3013564945837806,1.3130010724620085,1.335263764948704,1.2761230609050744,1.319453318053823,1.4311240116672954,1.3253840755209918,1.3411968773616763,1.3095202682060108,1.4115260510581762,1.3050139335846844,1.3859449429370352,1.4069424817342673,1.3927286620541475,1.4092482400426702,1.3860226773846829,1.439837942988631,1.3860226773846829,1.439837942988631,1.3161109989265711,1.3573497996620294,1.3083968792268637,1.333250021236417,1.3566512526160286,1.3853467776683492,1.3804597701149426,1.3510106373069544,1.3285277405746274,1.2810259067735685,1.329387204404981,1.2961492880193994,1.3114063897500285,1.350098287066101,1.319989007861342,1.3602738874548947,1.3832945294665848,1.3938251520494611,1.4466227588594833,1.3560226340610773,1.3672172793849025,1.3834377792640637,1.3660676849356095,1.4003294399520814
Kyurem,Dragon Breath,Draco Meteor or Dragon Claw,35,1.3350447340519673,1.3754798841496396,1.361308403650418,1.4426010238976912,1.300045466684245,1.3176152132539611,1.311505835676123,1.343698402846236,1.3175037384830603,1.319634271839977,1.3966477434494897,1.370189030860949,1.46578369764575,1.554739211298338,1.492682133359561,1.5267993932355601,1.4784901675825424,1.5401830994444192,1.4784901675825424,1.5401830994444192,1.4262851919949837,1.5163596943384596,1.3168522402786218,1.3902273276746449,1.3748730456727811,1.4272955650621693,1.4857653831107136,1.4804690847444997,1.3702599435809664,1.3489896759737392,1.3035571681222309,1.3469013802031105,1.3429964102800274,1.418613219186217,1.4384129445518579,1.4289093246704814,1.4687929237333541,1.5659194892826642,1.3662231447346738,1.3862806927237346,1.3790044007801128,1.4409221966805865,1.4667265648397723,1.524628132175302
Shadow Zekrom,Dragon Breath,Outrage,45,0.9745539413768064,0.9856543378549819,0.9504259495335802,0.9885894089317874,0.9454771635549877,0.9784379743155489,1.0733343880957886,0.9363775400505474,0.9920788377739546,0.9539382708108891,1.0617585650564678,0.9306556118267232,1.0085798473452943,1.0601383943336498,1.0570751986926572,1.0489383513710835,0.9941319617905748,1.0630251146736909,0.9941319617905748,1.0630251146736909,0.953955213569842,1.0039599961739167,0.9602780990466482,0.9905383595031332,0.9653645512741599,0.9919884125323157,1.0078857653831108,0.9969410756534213,0.978071023753654,0.9367876914543046,0.9159625868324612,0.9410250332743815,0.9462026773833099,0.9783114015420526,0.9479999869141207,0.9871856526418755,1.0095012647787531,1.0494676239369527,1.0273889914474208,0.986497145745652,1.0037094698268352,1.0061891942019863,1.0123290406309273,1.0375262054507337
Shadow Dialga,Dragon Breath,Outrage,30,1.036708552978714,1.0581087809081782,1.0861571460369495,1.1078208786094417,1.1263196324804527,1.1466283664783772,1.0909732617717576,1.0353872803761446,1.1817385152192441,1.04922336029329,0.9837736288576187,1.0288442458177678,1.1305124713826118,1.1895705995799202,1.1615226609873919,1.1693795795773076,1.1229544181540185,1.1839831509151189,1.1229544181540185,1.1839831509151189,1.090588897981741,1.1204047145848168,1.0852691144087454,1.1184763360973347,1.110179044072387,1.1549746860765728,1.1573799809981558,1.1251271446934556,1.1743807956324515,1.0524941519080655,1.022613816617135,1.0532244243076194,1.0931994076113698,1.1134652068633701,1.1483382568954406,1.1123357313207252,1.2423991505362728,1.1826963978971228,1.0860720164570954,1.114196096439172,1.107878127054962,1.135645194831472,1.140271538384746,1.1768493560946391
