Attacker,Fast Move,Charged Move,Level,Arceus (Dragon),Arceus (Dragon),Eternatus,Eternatus,Eternatus (Eternamax),Eternatus (Eternamax),Kyurem (Black),Kyurem (Black),Kyurem (White),Kyurem (White),Kyurem,Kyurem,Necrozma (Ultra),Necrozma (Ultra),Regidrago,Regidrago,Giratina,Giratina,Giratina (Altered),Giratina (Altered),Giratina (Origin),Giratina (Origin),Latias,Latias,Latios,Latios,Palkia,Palkia,Reshiram,Reshiram,Zekrom,Zekrom,Naganadel,Naganadel,Mega Ampharos,Mega Ampharos,Mega Charizard X,Mega Charizard X,Mega Latias,Mega Latias,Mega Latios,Mega Latios,Druddigon,Druddigon
Giratina,Dragon Breath or Shadow Claw,Dragon Claw,35,1.7275106716015707,1.734484036605415,1.7368648054835925,1.7924040579226994,1.6444978843863636,1.6996607099213596,1.5444528787026375,1.5854037445972922,1.5879073254025249,1.6055211183264155,1.5963240566256858,1.6322578169339805,1.690092762698397,1.8052361040004223,1.7600115697333312,1.8249108894206811,1.742930431719229,1.829910952579752,1.742930431719229,1.829910952579752,1.6185625084868716,1.662058352312029,1.584604250598789,1.6143471559523983,1.6057095056926445,1.6704366305915073,1.674479190097639,1.6869062779109743,1.5934190008677016,1.6169982185201155,1.6783771309167421,1.7051712299340813,1.6200348928068062,1.6805741350462053,1.7292671800224113,1.7999066570456312,1.7270576145478083,1.7843725540309212,1.756626370259317,1.7933211267658855,1.6059695733606447,1.6414686871009256,1.8168358443895714,1.919076436780878
Druddigon,Dragon Tail,Dragon Claw,45,1.429882475494799,1.4255132844639673,1.4349269875554238,1.4402389827167108,1.4843111334329646,1.4710206065222602,1.6148230736556086,1.3899488781547662,1.4991515568351692,1.401850985999223,1.6052831442992437,1.3682790323785978,1.543564527054337,1.5526345424611474,1.544605123768404,1.4860120280016316,1.5125138105771616,1.5260545257362403,1.5125138105771616,1.5260545257362403,1.4599820078320724,1.4453364583247894,1.4294215672524586,1.4467936314499092,1.496013815078369,1.4903390951044468,1.4836521545097539,1.414609889684734,1.4700257400319823,1.3596268544148253,1.5278384532111426,1.4293587650549047,1.4494665331036802,1.4445958280407953,1.4306386351063767,1.4442128054636743,1.4910607084587286,1.4995412663640517,1.7624656876308384,1.5688539770281984,1.5193088019204513,1.498947047949943,1.5453133296949202,1.5451403651389148
Kyurem (Black),Dragon Tail,Outrage,45,0.9587207563272767,0.9436136239912718,0.9434970357371179,0.9571397656615838,0.9810997325698443,0.9810669254158106,0.9446455936796826,0.9084483318836507,0.9423251204700337,0.9196578781218607,0.9273414302189668,0.89366805769673,0.9676042028647368,1.002659948886846,1.0166949402453072,0.97774994374397,0.9676234438083895,1.0008143579414763,0.9676234438083895,1.0008143579414763,0.949254374213398,0.9454207004938562,0.9456549902993537,0.9395573261784449,0.9557474698548087,0.9593774085827561,0.9876831814656438,0.9293550816742457,0.9921679877813663,0.9041457602670329,0.9494659607143573,0.9400316679884897,0.9627820746120942,0.9461366827706365,0.954988746225673,0.9559282156075826,0.9943448151824987,0.9914295152106485,0.9879452403794604,0.980223228160798,0.9627330174284675,0.9619252100995128,0.9876544830718383,1.0071630937705534
Kyurem,Dragon Breath,Draco Meteor or Dragon Claw,50,1.2412904662199067,1.2236409291726043,1.206833991758399,1.2278414063266816,1.2125921257645282,1.2259971241889835,1.151398543661047,1.1503604578650133,1.1812469218035029,1.1757325836455825,1.1712957873515808,1.151517423077134,1.2143283860398575,1.2541043555477236,1.2586251539976716,1.2370541773827126,1.2576568551702343,1.2762986375476117,1.2576568551702343,1.2762986375476117,1.236309252034343,1.22365037096173,1.2262080877890356,1.2342290100740474,1.245925339718288,1.2551105202101065,1.2901835548616156,1.2220568849518527,1.2742937254367486,1.1577753860883542,1.2185937273861185,1.208130972757774,1.1881342213806498,1.2031610386510976,1.216074205818469,1.1973504327864382,1.278387622509844,1.2946603937412662,1.2687771603868374,1.2809219591217245,1.231018214754314,1.261009855212938,1.2804518417027433,1.298704292436808
Necrozma (Ultra),Psycho Cut,Outrage,40,1.0328783978184817,1.0169548251748886,0.9902916194205693,0.9783832924103768,1.017817961304056,0.997777975228242,1.18899583186925,0.9868839462429113,1.1013257670269014,0.9900505095432227,1.1798824909969683,0.9980605792005659,1.1200546876877802,1.158392463192983,1.160584610610658,1.0670886297058555,1.0891597041192222,1.1120022488065602,1.0891597041192222,1.1120022488065602,1.1062277803447242,1.0783726714074673,1.0813110340342005,1.088421052348942,1.0691851263019634,1.0864118729139511,1.0868627000517657,1.0128769624782537,1.0778260319172515,0.9758373513230628,1.0451777034447747,1.0235747314088708,1.0053242670652622,0.9803031230815368,1.0396572117269864,1.0326555750223405,1.0656599412661154,1.0593395815798847,1.163786221624124,1.129344125224713,1.1151108421932456,1.11223719285251,1.1072411627485876,1.1032248297515321
Shadow Salamence,Dragon Tail,Draco Meteor or Outrage,40,1.0847792393737639,0.9412465263275075,1.0473100108391136,0.9738821290804859,1.05012596108817,0.995620598461882,1.2310391866587387,0.9798703200800984,1.2021853839094125,0.9396983747122496,1.210231125660999,0.9387831934945612,1.0,0.9924533225674418,1.0,0.9811899974209565,1.0,0.9981866650256082,1.0,0.9981866650256082,1.0029947265199588,0.9620184583193215,1.022591402981858,0.950214477497338,1.0,0.967451905461212,1.0,0.9392943625905823,1.0,0.9149254353906766,1.1656920155049961,0.9504516376283836,1.0160303714485042,0.9669353104004849,1.034761556795756,0.9891802704108783,0.9999999999999999,0.9866593955794853,1.2008836825340397,1.0251921625958884,1.0142435010204283,0.9913140954658289,1.0,1.0081960977384592
Shadow Dialga,Dragon Breath,Outrage,45,0.9374962949756024,0.902216272059885,0.9257932987900267,0.9338093657757371,0.9219136233828277,0.9306961597953513,0.868515443973022,0.8482551432796279,1.0140977602662598,0.8734213055675488,0.8493953303977723,0.8526976778944518,0.9678398473903431,0.9643494683390426,0.963042716565166,0.9519966010055189,0.9589111958701648,0.9881046373030176,0.9589111958701648,0.9881046373030176,0.9112790410495742,0.9137339683563858,0.9166724469874474,0.915295731205507,0.9163001209267466,0.9160178647279481,0.9313772682930537,0.9335737063654067,0.8671159572192617,0.8672773720043323,0.9016741147524822,0.888326719149248,0.8861819748585473,0.8909555955407129,1.0311549497618153,0.9371496264680353,0.9765539396630554,0.9897493117220003,0.9518327488900201,0.9505365117408132,0.9382241686007212,0.9349822398500816,0.9483778742084438,0.9868778133561985
Shadow Dialga,Dragon Breath,Draco Meteor,45,0.9564885102385381,0.938893411595516,1.0012547182768587,0.9702722460848998,0.9533625565257602,0.9396885252972147,0.8925457727405486,0.887020711366386,1.0815781194741627,0.8917807000605333,0.9148689601206309,0.8683324403156925,0.993902399634143,1.0021351174884963,1.0072717726249423,0.9798705135173736,0.9750360046342522,1.0052647732431654,0.9750360046342522,1.0052647732431654,0.9686431736388881,0.9422744064202215,0.9573514805870276,0.9442772452473903,0.9286469147422668,0.936624495148549,0.9977685216898573,0.9711297432535296,0.913214574474638,0.9004695967394989,0.9196749861671165,0.9065095788441414,0.9155758412191496,0.90827691448567,1.0776522782773101,0.9684454142757066,1.0584320568657488,1.0380467064078984,0.9754012052611519,0.975008387302668,0.9756068692073732,0.9748325280083544,0.9700411038894126,1.0101602640351357
Rayquaza,Dragon Tail,Outrage,40,1.1144991689432298,1.0790561475801157,1.1318656742717503,1.1193768932191155,1.1155528300059134,1.124028011464592,1.3903612749782228,1.1152400574070032,1.2194072830942735,1.095714391097476,1.3793593759783158,1.0873060788388866,1.1202010561693558,1.1486407140314299,1.2192075040920483,1.1343758765922511,1.156057631404855,1.149656355551337,1.156057631404855,1.149656355551337,1.0918436150929158,1.0989872257202564,1.0977425244341992,1.0870957105664054,1.1066985747651183,1.1163949114892082,1.1597747367583393,1.0843167093647712,1.151824331435772,1.0547849928871762,1.184999806098838,1.1100076065017976,1.0985999830429436,1.0984854967449256,1.1404965204583506,1.121597317579727,1.1420796830312585,1.1314101645076076,1.3025801576515272,1.1478053787591493,1.158168741880816,1.1265640704346227,1.1549374494046445,1.1552880092240978
Shadow Salamence,Dragon Tail,Draco Meteor or Outrage,30,1.277225062300975,1.0314496951585117,1.314825278378265,1.0880555351882586,1.228439136012286,1.1247805491285954,1.4190497890759857,1.1193806132530641,1.3278787510604184,1.0484160441567965,1.3324713621216828,1.0634953143263401,1.1096210301768743,1.0980025736409513,1.1320444623002397,1.0965088381049066,1.1084128677420642,1.1036141794763545,1.1084128677420642,1.1036141794763545,1.1505599512614337,1.063753266021619,1.2533989404962889,1.0602323894807886,1.104222150478559,1.077486438988684,1.0823562555472046,1.055279998992281,1.2311879749865284,1.0431086120705084,1.2781662475613444,1.0609024540283158,1.4195319643127235,1.0991664612455376,1.1830554168883942,1.0919885664032167,1.1152916804671438,1.085877333516087,1.3079458573764382,1.134362815911058,1.1478684385336013,1.1095841281665844,1.1234976598389175,1.1175144465774534
Shadow Latios,Dragon Breath,Dragon Claw,30,1.3350990140901795,1.1513651006838965,1.210125198469797,1.1709048552536574,1.2717009778747328,1.227121429128652,1.245016036113417,1.0871536576056706,1.270782572471865,1.0787268687771612,1.31232875052261,1.0999076397587033,1.2312127906149113,1.2435413816288408,1.2105721263957403,1.1966719035293854,1.2030595659938934,1.2174128137644487,1.2030595659938934,1.2174128137644487,1.268517328711007,1.1801765132604807,1.196012974888407,1.1588581170963808,1.1970185783666594,1.1954340461522495,1.209733818158261,1.1539727531909612,1.191052828905663,1.1105350308400215,1.3181101404224613,1.158867302915944,1.2127347099950856,1.1620969624364568,1.1448765928357452,1.1462140509515262,1.2292552305177575,1.2236219725910313,1.3081629968329989,1.1925041182089602,1.1918212000425303,1.1950172914417228,1.244856458670724,1.2486227165035955
Dialga,Dragon Breath or Metal Claw,Draco Meteor,45,1.097760423053827,1.0716785898688455,1.1038940360156535,1.095751478373466,1.143753312827291,1.147575629092498,1.0573897222519129,1.0249846231241333,1.0833451398667397,1.0324071984777707,1.0787288391607421,1.0202693941358603,1.1936684312167947,1.2220638584442773,1.1740163928530696,1.1481998584094804,1.1851650737185597,1.2356715376032323,1.1851650737185597,1.2356715376032323,1.1367675317124206,1.1168246933562263,1.083241362835852,1.0879602526347745,1.0937732521374772,1.1195927903315295,1.127473935761497,1.0928270383871055,1.0815443437164882,1.0465966361896022,1.111268800491926,1.0841631415942328,1.113503155111532,1.1181102145852664,1.16761557710883,1.159070304174489,1.1947964558687587,1.1741809174441908,1.121403136016544,1.111415160987426,1.1120947870225826,1.1175680038751408,1.13973753387689,1.181447995077541
Reshiram,Dragon Breath,Draco Meteor,45,1.1315099258452095,1.0875191247137233,1.118420251955803,1.1250252689026006,1.2022377212980413,1.1886720102418658,1.0718158772990376,1.0677283378061215,1.119531387298412,1.076338188295585,1.1691921898033253,1.062832721205086,1.2006733415738111,1.2337804953493525,1.2044725342134277,1.1655493208689838,1.2456056092912426,1.2461089831529863,1.2456056092912426,1.2461089831529863,1.1461290068286851,1.139414353453029,1.1251123806236965,1.112340750670793,1.1648268863384457,1.1625966090489557,1.2995259520697535,1.1253228350581528,1.2462208908951486,1.0647313059804469,1.1002419835810073,1.1039972787936256,1.1678144081594843,1.1631587410746482,1.1867503336781837,1.1664377171424793,1.1616635923153615,1.1677734716047208,1.1484619732779748,1.1556337867234519,1.1427746564675927,1.148640955965321,1.1974841519126476,1.2026470514648853
Shadow Exeggutor (Alola),Dragon Tail,Draco Meteor or Dragon Pulse,45,1.2674087274310277,1.115518746405278,1.2458195032892303,1.206802035052053,1.2768075339555223,1.21530604573157,1.376927496456865,1.104663294954614,1.4574607889295579,1.0925558089229186,1.4713093196705962,1.1244197188682363,1.1895322849004588,1.2077657820287557,1.1439475190320059,1.144834668921703,1.1232551996480764,1.1437697706055638,1.1232551996480764,1.1437697706055638,1.1791314319095438,1.1370867292211764,1.183839440320552,1.1130398040198275,1.2197165724666346,1.1558829549144574,1.2272104991549355,1.1403192070689108,1.284574169075197,1.0697858489481604,1.295463143697997,1.088577244520011,1.3689322916257787,1.2188316614408579,1.0899895629765237,1.0769116659932858,1.4088220847643884,1.212954673388309,1.4040455694712588,1.206651206716944,1.1959603311158957,1.1790527012212615,1.2004375424852565,1.1787556712384302
Salamence,Dragon Tail,Draco Meteor or Outrage,35,1.1803069638167885,1.1541453057397448,1.2093902498975464,1.1985594874366998,1.2567994122994304,1.2346720239115132,1.514298521110429,1.1920462456208174,1.3253590234821642,1.179075532161865,1.469847425267119,1.1485539894805694,1.2251132697083416,1.2220644986245148,1.2765565966488874,1.2060409215097372,1.2180613795896293,1.226983957696152,1.2180613795896293,1.226983957696152,1.1805705547247154,1.1789801491502192,1.1852285968445087,1.1556099199075769,1.2259417884236297,1.1911793088125626,1.2488575682814769,1.167478490492549,1.2165777058438652,1.1244911529856156,1.3438778559550089,1.185018207699321,1.1864057399635424,1.1786734662368785,1.2289968972618943,1.205694103241883,1.2314852041868465,1.2134882869123893,1.4701384979638195,1.2402762479740876,1.2483243378037723,1.2146999960545837,1.265346287440563,1.2441603259475245
Naganadel,Dragon Tail,Dragon Pulse,45,1.5378123816371976,1.3032071596230854,1.3606667839154882,1.2776556760650004,1.3557349002834567,1.3130065046310644,1.481256105681113,1.2713333751490485,1.5640856102043164,1.2637086328359761,1.5303470477183039,1.2462905143637344,1.3642151818044947,1.3366273128475272,1.3697462775975644,1.3074285702542774,1.323091650080067,1.3257927212619394,1.323091650080067,1.3257927212619394,1.3462284228407801,1.2894331954473002,1.3712256108874212,1.288774637927419,1.4120599731635164,1.3505455251059517,1.340940264042438,1.2725932555190127,1.2684489387511404,1.1910677675336083,1.4525509662234315,1.2402805458330388,1.322478789287118,1.2641505718557877,1.2716279972125233,1.2691159735876045,1.3553996566444204,1.3373958150886656,1.7098076871663828,1.399666702580515,1.592408434875124,1.4305376885463827,1.3424102662614372,1.3365483673575833
Shadow Latios,Dragon Breath,Dragon Claw,50,0.9317794027342289,0.9450573956359678,0.9494933163996193,0.9706447588412765,0.9889348917045745,1.0033622619212879,1.0135170365970712,0.9300604429094949,0.9837403965693432,0.9211791852081673,1.0436320628822915,0.9243014192776973,1.0202103737017219,1.0648141169752463,1.065060843850728,1.0275862104396807,1.0245736355071537,1.0587638917391564,1.0245736355071537,1.0587638917391564,0.9942128079082606,0.994077302755989,0.9654118731398742,0.9902306164512972,0.9547854957100392,0.9799848726934401,1.0412391107837358,0.9946568885908387,0.9841065124172494,0.9152584988910009,0.9515382445329378,0.9573556342481667,0.9730158412400842,0.974521368769394,0.9829897107695349,0.9931856897929937,0.9941939013593518,1.0029945741154207,1.0132596636181133,1.003265347806295,1.0038525868345765,1.0159697879572633,1.0516675847510633,1.042222637798531
Shadow Palkia,Dragon Tail,Draco Meteor,50,0.8923994394156674,0.8650385978694356,0.889984083444639,0.8941546006438886,0.9145046037251675,0.9035570308300045,0.9072349294349139,0.8484536079175069,0.8363475069591649,0.8236940310651047,1.0096790416694437,0.8326403574148019,0.9287870487580475,0.9507460456794208,0.9586571094778311,0.9089862714736203,0.9439163706807151,0.9299473287990399,0.9439163706807151,0.9299473287990399,0.922697300969759,0.8930232674706525,0.8978138931225698,0.8989204926498037,0.9232882154155133,0.9064608584590157,0.9664565951925794,0.8801599874275028,0.9383539087065524,0.814393804543574,0.8764206808642873,0.8705423073325816,0.8751136358283756,0.8817236167307527,0.9362999310451802,0.9109586916246204,0.8923633788255655,0.889647196327432,0.974307847277616,0.9290303884728401,1.0772657861801844,0.939456731333605,0.9484922000991446,0.9389302132881796
Shadow Palkia,Dragon Tail,Outrage,50,0.8824926453851575,0.8515868817473868,0.865190689953641,0.8725728004669465,0.8974093661125196,0.9017173555265561,0.9176295481790643,0.8294094831641611,0.8342998960735772,0.8228831771544121,0.9324363339014599,0.8123869481504435,0.885971037896866,0.9160635829339822,0.9881749310799411,0.8963325178349598,0.9019981887511171,0.9169772639502802,0.9019981887511171,0.9169772639502802,0.8702733251130292,0.8729146218432254,0.8798182255438505,0.882958707387214,0.903660441363867,0.8928382061823955,0.8998737951606683,0.8571430999323589,0.8854361958104909,0.8130148430789288,0.879878356802978,0.8615728704646456,0.872044421730363,0.8731962847299092,0.90187413434705,0.8857458994302877,0.8808670300967436,0.8832404606706592,1.0071613835049533,0.9186292273383597,0.9604881118640501,0.9038212909877262,0.9091367843977387,0.9213774573599623
Zekrom,Dragon Breath,Outrage,35,1.1664992938393195,1.1356424478366505,1.1991766861240696,1.2066451465529544,1.2213735780325938,1.2215873430376833,1.3871185836078557,1.1399303170975283,1.3052077660592358,1.1537617459639011,1.3628816856941457,1.130940161470285,1.2410415359995755,1.2878243946033738,1.3318791363594795,1.2309500641678373,1.2414688899881432,1.2711458352618816,1.2414688899881432,1.2711458352618816,1.2326976039909485,1.2159284569249684,1.2120477935717522,1.2170294604826095,1.243012322356275,1.2396509360463832,1.274161118712327,1.2022069151534385,1.257837808212268,1.144457744781302,1.1886989333408362,1.183972662217332,1.1898600205473466,1.1865912077663319,1.1791014276438818,1.1792619409203158,1.2657983026100899,1.240311354747176,1.3349575916806653,1.2501365532845863,1.2970592299434383,1.2444408077173565,1.2792573566547973,1.2762276187774337
Shadow Latios,Dragon Breath,Dragon Claw,40,1.0527561082559482,1.0412572058482144,1.0528014423497956,1.0570388793417764,1.043743414117022,1.0424118019022965,1.164368402424202,1.0033992869567183,1.0931312011421057,1.0096677066541115,1.1837732202620075,0.9994992176357567,1.0956637042423174,1.1167400090125739,1.119129310778861,1.101481871173177,1.144772711212194,1.1557076374154058,1.144772711212194,1.1557076374154058,1.089520946282773,1.074564857015009,1.0192067156378426,1.0371627339452447,1.054915322098248,1.0682757267380667,1.0931408509589229,1.0387623508090649,1.0884766431156934,0.9927535528955961,1.2028291320147548,1.045904338544839,1.0558994723948023,1.047008270228486,1.067384278758667,1.0761285918162937,1.0892681008036869,1.1001055775352166,1.2406432369483464,1.1275659368287747,1.056673143269627,1.060503662519886,1.1391494509940119,1.1238448102364078
Mega Ampharos,Charge Beam or Volt Switch,Dragon Pulse,45,1.3634990273038239,1.371416624846086,1.3628892225228417,1.3964640850881267,1.3846235791520907,1.4095544236982667,1.4335532285252301,1.3368622810088595,1.4430445234680616,1.3555558327891117,1.436749277290489,1.358486711637823,1.3810019879924302,1.5021771074922565,1.438711444069176,1.4494708850640496,1.4241830148871308,1.4701508218026804,1.4241830148871308,1.4701508218026804,1.3756095168703062,1.4069699316402422,1.356290455346373,1.3678549305658918,1.383713780855391,1.4174392542141991,1.37265227907505,1.307970899307453,1.4383644336489685,1.317197222385243,1.3826147964582751,1.4244289610775736,1.3687962164829912,1.401426446936713,1.383198176700958,1.4164527023471636,1.4069528839054577,1.4273456025087914,1.4365287781081397,1.4431763770491306,1.3580911162653477,1.4049573764304948,1.4253310722589667,1.471091553581144
Arceus (Dragon),Shadow Claw,Outrage,50,1.3237046895314,1.333820548755406,1.3156371680100454,1.3753214390917703,1.3740448039195123,1.417037612977869,1.2800988877659805,1.289604389199342,1.3010188152387812,1.3237943775588357,1.2804788074939615,1.2984478228114504,1.2466458483933311,1.2634171156609562,1.405825658709307,1.449226954807142,1.2600013090223716,1.3363142884485557,1.2600013090223716,1.3363142884485557,1.195360381050285,1.2260855335405725,1.1808631941721477,1.2004349874120275,1.2219851473943224,1.243924170884791,1.3499644998903306,1.3723108741904508,1.283927879408411,1.3105347883298275,1.3793821979469798,1.383113971554573,1.3148308428965372,1.3908416980293703,1.3659720090103404,1.4028546471750716,1.4211679007718532,1.459428105853086,1.2906155147875724,1.2922453806298095,1.2181972218309567,1.2219477080929126,1.425431997933992,1.481754715836977
Giratina (Origin),Dragon Tail or Shadow Claw,Dragon Pulse,30,1.5500890337160615,1.5280078123409102,1.5326195853077318,1.5213271764897072,1.601657374055999,1.6125973815083137,1.638289903659579,1.5054784453855825,1.6435577008611355,1.4818931532231292,1.549144275583801,1.4597921331926431,1.4740031244287484,1.555743199496283,1.6151930326778179,1.605321460827822,1.6073487264281447,1.6464043736992895,1.6073487264281447,1.6464043736992895,1.6254736699648131,1.5822862584219384,1.5291034601641622,1.518782477384924,1.5274718598333537,1.5440650019820983,1.6133807121335997,1.5261311698560782,1.5740817715272661,1.4601236607980816,1.5428548182157598,1.5414247654619704,1.521668788915528,1.5216135738095125,1.499041450220065,1.5175181389611203,1.5634735106736464,1.576040637364114,1.6206241902723437,1.5983483736267645,1.5534618842057317,1.5417649398609696,1.6298203141332839,1.6411801688681609
Goodra,Dragon Breath,Draco Meteor,40,1.4634416475061283,1.4244834800032764,1.424116935712627,1.4179671626469974,1.5601967675054567,1.5528396689399921,1.4630530421679486,1.349739814513168,1.40952505190897,1.3507560701492505,1.3860905072657588,1.3377369057501391,1.4428555041620157,1.460608807913978,1.574471167628585,1.5056344395820513,1.4436170947891263,1.4875586289477,1.4436170947891263,1.4875586289477,1.4479208531436283,1.4216928312932944,1.4816598849705722,1.4653284575171481,1.478343545342111,1.4773766211624724,1.6009082369651817,1.413545536213611,1.548174989535685,1.3507691210800046,1.395688905482435,1.4139174903664076,1.5082279666867116,1.4547191644567539,1.4877107137121257,1.4801624716482216,1.4954562954899757,1.4847871320576735,1.5245838227274513,1.5351766566647076,1.5317244929577354,1.5051852439960518,1.5770248383174925,1.5734845352605897
