Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Zapdos (Galarian),Zapdos (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Shadow Articuno,Frost Breath,Ice Beam,40,1.3459147902842243,1.3566348160910717,1.3930352362642502,1.3933690096985674,1.4257420055671846,1.407896065446119,1.518725359582791,1.54088924163232,1.3516636549833991,1.3883651729190531,1.359467212497291,1.3944547729578536,1.4098909204710384,1.4024439473860437,1.367075874153821,1.3785505152984219,1.6356637847919098,1.4629425953869581,1.404128724553739,1.4372824464567997,1.4041285910507866,1.4487666992739625,1.3885702742261528,1.4216339406736658,1.4090368676444047,1.4790404157356514,1.387276010974448,1.493614311812002,1.366818026274679,1.4357699849731451,1.4282083711145142,1.5023815204342348,1.3587736577457716,1.432420077450794,1.4174691492465554,1.4760716199021937,1.373643552216243,1.3726780000086698,1.3937374627357217,1.4496592369277919,1.3854845799109434,1.459649420739149,1.3657607682949515,1.4429507376078685
Shadow Latias,Zen Headbutt,Thunder,50,1.7218165149236948,1.6618479062413682,1.9816827514254685,1.9884736306528699,2.464398714484777,2.455649912669313,1.4144792135139532,1.3864503520151237,2.004576096355523,2.0777004610701875,1.7786063927423632,1.7244243012906029,1.629433337505307,1.6308117546599596,2.462403388772947,2.4150884734147127,1.6994412806077728,1.7147545959627404,1.7665189368665555,1.7682689858214267,1.6594722194230278,1.7116110332327859,2.0576431234430386,2.115499882850318,1.8015914925662175,1.8224801072479815,1.677601894939239,1.7805737984012664,1.657242834967442,1.7183167938742008,1.3847739567263881,1.421619017466049,1.6391763677487603,1.7248689340795944,1.6916142313259859,1.752248395254725,1.6533186574295955,1.6769994835122257,1.6895956669259407,1.7631417108786944,1.6885977459357049,1.7913419630519103,2.0240076828297577,2.1211880617041015
Kyurem (Black),Dragon Tail,Avalanche,45,1.0162864174624449,1.0368815936276397,1.0342036659413525,1.0551508646910805,1.0197017465667697,1.0643090590500095,1.1170341164702933,1.146655037351428,1.0142205758688045,1.048428311155351,1.0162874602928413,1.044955633445029,1.0139803505590685,1.05178765001753,1.0207628789069723,1.0649465929713016,1.0430644121571702,1.0591301474930919,1.0524030578304844,1.06874426396226,1.0379293773151634,1.0805157002555112,1.0373619581170763,1.0825468397993223,1.0947351740740732,1.140325030603289,1.058914820428525,1.1156446679175387,1.0250882021831094,1.1158079538184578,1.0901966921537891,1.1936650740879466,1.0504238046929963,1.1117214167211569,1.0647732701852721,1.1186348997140991,1.2297948863424435,1.3027875718773105,1.28093776751001,1.3968000227297583,1.0588392821794288,1.157629423859455,1.0527787365762957,1.1359271953004528
Kyurem (Black),Shadow Claw,Blizzard,45,1.2410812354771839,1.2548738691657724,1.0440016338782157,1.0352019114572661,1.3725894828398373,1.4444759994420604,1.359963247958669,1.3703741384301034,0.9907368618496786,1.0262082717795713,1.2312140199051387,1.2453832857875802,1.2252724211844015,1.2401547065582872,1.420670339476889,1.4330260399277803,1.2502716683284634,1.272207547685656,1.609618324374475,1.648875621356069,1.2343503071998945,1.2928334245459532,1.039330537038726,1.0617519054756372,1.0465099140072078,1.1141991736187509,1.6871907830909911,1.8558892883552636,1.5764589191575042,1.7392762312846226,1.3318220485146066,1.43251456130496,1.6101177902208776,1.7158971572269577,1.607425419545807,1.6954596939072342,1.2186528302116915,1.2487286487752598,1.2410710848754842,1.3475490965837538,1.5323980466399572,1.7015132546203142,1.022815633155882,1.1170112097653764
Kyurem (Black),Shadow Claw,Ice Beam,45,1.1356467114016593,1.1675600537194744,1.0065091651184495,1.0230438324145639,1.2220607318118992,1.3083436851154602,1.2104926147145287,1.258628528050074,0.990371282835211,1.014467256622712,1.1167760084585243,1.1618994320578344,1.1076657407254193,1.1612909100984825,1.2039036906288287,1.2894872646600062,1.1238733463971295,1.16481060954171,1.3265356045721144,1.3987429872272383,1.1422010374714981,1.2035216011369698,1.0122535485203845,1.0502012360214286,1.041794528926563,1.1226670640652985,1.4501169542924734,1.5300436957602652,1.326181740635492,1.49266709317146,1.236813719554156,1.3330743429156404,1.414579807721522,1.5163722600342986,1.393622241913336,1.4891311612020939,1.1131528734013254,1.1612231686389036,1.1751499889100774,1.263001177425928,1.4070817217164586,1.5053343181784111,1.0255070262331392,1.1025409722165824
Kyurem (Black),Ice Shard,Glaciate,45,0.8935081660611227,0.8897558652960714,0.8932626379711281,0.881887145243132,0.8569829560744727,0.8848789463772206,0.9946601775771853,0.9905805291394125,0.8494188816169533,0.8776686999379751,0.8833565232579722,0.8786774034861218,0.8898793285291594,0.8978674736085644,0.8890499275777147,0.8917197290556494,0.9219014081955392,0.9158371683118288,0.9108286771922813,0.908244992422768,0.8824377937708355,0.8901667300970637,0.8846800751965106,0.8949548843388057,0.8720140314195749,0.9531034187789523,0.8952825545896499,0.9344156758279899,0.8545575409518992,0.9214291282936337,0.9172714474396029,0.9909418373894968,0.8711605701059575,0.937066402525269,0.8905638231078561,0.967594970273363,0.8786128336962512,0.8846850978521343,0.8860527269294479,0.9470853820157507,0.8765252830126796,0.9085106436052482,0.9135798978479446,0.9731594963736083
Kyurem (Black),Ice Shard,Ice Beam,45,1.0072933163651014,1.0364607913743318,0.9985358712342804,1.0210212587064846,0.9948623537815667,1.0378852682829693,1.1066479294426683,1.1436708136031482,0.9938655089078406,1.0279766281628318,0.989182598760666,1.02553504835626,1.0035339986058132,1.0348163607854757,0.9993433231470017,1.0367775137420152,1.0279526863954365,1.0526655282783755,1.0283967314781726,1.0537849180514498,1.0012178899996411,1.0344327076459177,1.0123368870956762,1.0523111290067066,1.0551878557998413,1.0968497806019766,1.0254789069656862,1.0664858396194774,0.9989743055658875,1.0826552403056948,1.0459721333677,1.135588229966052,1.0157790997422513,1.085561250122641,1.024283404103831,1.0882450394505963,0.9927232630389284,1.0296798135814413,1.0260975815414808,1.0863263394518339,1.0196188568540918,1.1091094786102818,1.0231285031569368,1.1070566855697281
Kyurem (Black),Dragon Tail,Ice Beam,45,1.0889709453282839,1.116948283712482,1.1029086160038952,1.1264084711443163,1.0849005500964417,1.1375730945402236,1.1782231743722416,1.2291653153863014,1.0821681912798247,1.128770434362321,1.0761367204689174,1.125643130471661,1.0740523298770364,1.1222417358549823,1.077579584558539,1.137668788146921,1.104813824434569,1.1440189652327124,1.1171312184962627,1.1530635928285573,1.102395354557402,1.1480426564159056,1.1036879526706913,1.155146288311057,1.1555296139686548,1.2248705034615028,1.1316823503386115,1.1859766267094987,1.093943036813315,1.1966318023795,1.1613925603940773,1.2738949760970373,1.1131358256541413,1.1831835857873798,1.125146881314707,1.2029535661474715,1.2971222233822726,1.3998054250049785,1.3653677302197635,1.5013333875099977,1.1173511470854367,1.2344067122195796,1.1209870726681368,1.205222773358281
Kyurem (Black),Dragon Tail,Blizzard,45,1.144674289994547,1.1641240176731644,1.1851637814473182,1.1862487571631273,1.1362933559640118,1.1832826663498122,1.3001784674639831,1.3224129393058464,1.131758223342591,1.1855616028044371,1.169171422336008,1.1876147735604978,1.1629663443881753,1.181618231976768,1.1784855244832675,1.197296986760251,1.204618295704923,1.2219756702442233,1.1911013773706034,1.2033727651374775,1.1739168844145076,1.2073627846543815,1.1631921520786677,1.1945437435619524,1.2138090749370265,1.3008974025494797,1.163174920117641,1.254083229293057,1.1471741081834368,1.2537936411110946,1.226941452831384,1.3233432036081112,1.1344770600143104,1.2553097008847651,1.21134969464475,1.2639114150761597,1.566408305223335,1.6189890823903679,1.5826523061845104,1.715406468571526,1.2034999738327976,1.3021666764593007,1.1863930329090213,1.2434384967000633
Kyurem (Black),Shadow Claw,Avalanche,45,1.0711257914519063,1.0906765647136185,0.9365009294604093,0.9533649700645624,1.147528041392726,1.2167117918265618,1.145125392950341,1.1772590240218317,0.9239600665199765,0.9443987455749895,1.0462910155186513,1.0838119947579956,1.0444895464294588,1.0805781000698427,1.146325788092602,1.2026710536877043,1.068651055990192,1.09162452884197,1.2547552366679902,1.313587066213242,1.0723595628012281,1.1236444194419093,0.9478564804704039,0.9777541372750729,0.985223044248843,1.0526350712515733,1.3565169973802884,1.4367516410470618,1.243788850371208,1.393072967035147,1.156417772026945,1.2681882419477881,1.31778356975155,1.4262446289329027,1.3050161226101302,1.3982231713560187,1.0471745542302,1.0874284073957796,1.1046902428845773,1.1780332159980837,1.3278210559512085,1.406297224298269,0.9578480090259253,1.037171538425582
Kyurem (Black),Shadow Claw,Glaciate,45,1.0462470074749421,1.049447977724709,0.8974763155251033,0.8879479215897496,1.1418836940293426,1.1920824717284808,1.1603008258886363,1.1440016249376372,0.8441611711596884,0.8772185415944375,1.0397409480056197,1.0386880710390007,1.047629132488966,1.042093863633764,1.1900817766307086,1.1838992447200887,1.0626252729447332,1.0577486658688726,1.3332097018232458,1.328798151399929,1.0304633555477372,1.0907364480930517,0.8866152616068278,0.9258543355105251,0.938897503760974,0.9898702137132162,1.3833958653727687,1.445047825394488,1.2377862814237324,1.3278155515550067,1.140599737769853,1.216890512411658,1.3628618367014524,1.450675903258155,1.3365063085700395,1.4177541417124333,1.0314614502699468,1.0420448820994017,1.0594745209795058,1.1502503634011783,1.2990638069014089,1.4206573008581433,0.8814834401763179,0.9385468116582097
Kyurem (Black),Ice Shard,Avalanche,45,0.9393346806961785,0.956789399036478,0.9342447249510221,0.9473529662019938,0.9256103637737565,0.9589510548955202,1.0294861856731123,1.058250899512656,0.9210555313985624,0.9521998900791134,0.9276477477016218,0.9468400906691984,0.9379283052054571,0.956753994183595,0.9350586527723277,0.9586977221458205,0.9587998798367916,0.9668221245237363,0.9493397155386268,0.970793934767058,0.9396834043183959,0.9634195001497883,0.9414726504677026,0.9708706183079172,0.9781148115367759,1.0132781257472396,0.948147258618661,0.9960451210793035,0.9296284944876736,1.0097283759590159,0.978447738995989,1.0570078838171466,0.9574505886202892,1.009926108951188,0.953304664667228,1.0040646193435419,0.9241028942393748,0.9470248709839794,0.957496222399688,1.0045783965866257,0.9646041601233225,1.0276474583595099,0.9546357959283711,1.032611720132694
Kyurem (Black),Dragon Tail,Glaciate,45,0.9795019796491721,0.9963960408696233,1.012762486749921,1.0088376801367962,0.9725428000204765,1.0120477367051417,1.1127397151478116,1.127168793798266,0.9532767450693047,1.005016797289965,1.0050627115701627,1.0036769424382874,0.9970452097949355,1.0133914248282336,1.0102753400581512,1.021904702436885,1.0286470505499081,1.0317770419098837,1.017130096091848,1.028332493868365,1.0007873424764868,1.0342151095409466,1.0008085744510489,1.0242366081854386,1.0136712318118948,1.115482496061634,1.007936872652159,1.0470646541451565,0.9711220547612317,1.0452915160261655,1.049024507010556,1.144066398362967,0.9762720561215736,1.0581831613863488,1.0162459980045986,1.1021688365702194,1.2869886396935586,1.3171122766638559,1.309286114500547,1.3793208690344312,1.0086191973611407,1.0371062042893615,1.0213740359739871,1.0903314823979
Manectric,Thunder Fang,Wild Charge,30,1.6825622065738597,1.4932075134595946,1.6593060682777667,1.5873179878487595,1.5165547891453521,1.5120699039996468,1.7856594360561797,1.7226130849368244,1.5697450604919532,1.5455351679130744,1.6181239247817494,1.5134224934204568,1.6013060535856893,1.491382060875797,1.676400905449194,1.5379232574781883,1.7930887050207338,1.5795026369697527,1.5142509283386871,1.5245829616203832,1.6237144711954754,1.4929203220194793,1.5303374295194443,1.5274079073542945,1.5899826686305936,1.5444659408969865,1.4381378944158978,1.5025830729148004,1.5190761707804543,1.5292069490525149,1.5262218871745885,1.5482421612647,1.505439985471991,1.5004248798422744,1.496629250906917,1.4888149594982816,1.5192663360841223,1.4935292572849967,1.4997028939504014,1.4959254463922922,1.4708837576803948,1.499142236885076,1.5614520281779105,1.5290611882780185
Deoxys (Attack),Poison Jab,Zap Cannon,50,1.9583126413107672,1.4688745789601616,2.3067624904608706,1.5283732070479419,2.2170500309261936,1.645228419410848,2.4692977664208233,1.7551786085838976,2.2339813163151554,1.510513128209295,2.2092308215509826,1.63897485216931,1.9887084624396316,1.3769094692438728,2.3206820098463177,1.9151134894071797,3.954968771729761,2.5108955551800456,2.236290982542803,1.6898819651457353,2.6931344319608885,1.6766540625162323,2.1347760192069916,1.4151500853535421,3.0567353004203586,1.8070839874649796,1.4973791558995286,1.34367463244175,2.286780831089224,1.5270485372373401,2.083108112018862,1.7309813049584166,1.8443633057384157,1.3978168114519853,1.9681647605529073,1.518124478359108,1.5186006744734226,1.0888166718697503,1.2856951914951598,1.020618289145746,1.7877590691954433,1.4907034067524025,2.047840630009405,1.4803785786892192
Thundurus (Therian),Volt Switch,Thunderbolt,50,1.0212555528106164,1.0170252525111885,1.047263611830402,1.058655379724271,1.021067665196831,1.0471695605474758,1.101610396020669,1.1282910700571167,1.0476509407865169,1.071660902304176,1.0089846501390864,1.027141182724291,1.0081488974828339,1.0330887860789195,1.014690620424252,1.0326121676772058,1.0623924731979717,1.0639434284263067,1.0178670748477388,1.0392559941907553,1.0342329130222625,1.0573110053719863,1.0270607964800829,1.049763023526556,1.074935940545565,1.0951663702080114,1.0343158387711282,1.0779978682627034,0.9943425626986843,1.0507241952201707,1.0426216257111525,1.1160604050894265,1.0116950995044127,1.0574309921747416,1.0364013045158664,1.0745549980091404,1.0147827206295368,1.0217530401791928,1.01394412634324,1.0897893434093782,1.0242278409301822,1.0818690628760455,1.0588703454365496,1.0906134396452623
Deoxys,Zen Headbutt or Charge Beam,Thunderbolt,50,1.3076218736370615,1.1816909646816516,1.3513543244096473,1.2178172245858911,1.49888224235334,1.2949955923716328,1.2854108203590031,1.1898366571299837,1.2157079540607787,1.211985281405566,1.6160813734736896,1.2993348845795663,1.2869842971277459,1.2213100271407806,1.4681327561210356,1.289717062074464,1.339750602051273,1.2508551911461325,1.4307132739755104,1.3125229867421992,1.2248005527915011,1.1823108137372915,1.2664100409359842,1.2210696700214818,1.4455433416503116,1.305987714931232,1.179965599095156,1.1918922786126556,1.254359920451897,1.210746928917521,1.1441829083462565,1.1347132775754136,1.2140152107070592,1.194037004461739,1.3271832246128636,1.2775086290406825,1.2079103792196806,1.1813822945816148,1.1968255937080117,1.1644705768776031,1.2283487393817532,1.2028505480800178,1.2548681879808292,1.2412380026424041
Zapdos,Thunder Shock,Thunderbolt,35,1.2778522359075781,1.239372389351882,1.2982648393596066,1.2994590760423992,1.2805106743507026,1.2940795477120488,1.3980403844022933,1.3986031932960343,1.2777308609086666,1.2691539222705577,1.2780686703086634,1.2810229398022817,1.2798324532393748,1.2900605261950902,1.296666205830909,1.303379009094822,1.277742697235818,1.2683820392895482,1.285913584079816,1.289910446157759,1.314157478353151,1.3190934935479608,1.3059746490142625,1.32821025614739,1.3486072959627085,1.4150391695465008,1.294032360706039,1.367808825096526,1.2507463337945535,1.3365008554892654,1.3149445626707574,1.3992485369164886,1.307465096606298,1.3701958347411114,1.313999408689837,1.3674345119668934,1.3020529684919926,1.3120518524434421,1.31125578249332,1.3776236220847708,1.2812879904495023,1.3560912171631558,1.3128582310053196,1.3763168187498052
Mega Latias,Zen Headbutt,Thunder,50,1.5107461712409684,1.5097835860865274,1.820184863618616,1.8953410349680155,2.0806034764141392,2.191693557817893,1.2648079692116325,1.2986809256058176,1.8841805559824527,1.958437302142225,1.5710325927373496,1.5851729767079885,1.5395216030684995,1.5573998801270161,2.128540178927239,2.1642915575284065,1.5401360103904282,1.5536167379971022,1.574088913270007,1.6176950262853085,1.5442284056093956,1.6091755713883087,1.909215788953544,1.9825590627903649,1.6570263623360637,1.7422137808629439,1.5858511080202744,1.6945940741771532,1.547618466665675,1.6544178457540457,1.286620497142837,1.3707437117870744,1.598329035202825,1.6909661082477705,1.6006389783267738,1.66748406176877,1.563433277844389,1.6315405263629794,1.629271071310951,1.7205044723243805,1.628241037696158,1.6797627401612618,1.978109728524272,2.093699662687966
Darmanitan (Galarian Standard),Ice Fang,Avalanche,40,1.218151004623388,1.1844731659663095,1.2259893723696986,1.232666219408851,1.1986821261629024,1.220022702691025,1.4458427415762598,1.4057750087909053,1.1816008828634685,1.2146524857116103,1.2498615449909858,1.2120995705784843,1.3007353742243766,1.2181550599359365,1.3180960274547557,1.2223409001210979,1.3452579177441992,1.289522018557442,1.3055435353614513,1.2931438728043214,1.2110913776371757,1.2326686365119761,1.1907104545046154,1.2234990275453779,1.1900364239843106,1.2541045411301248,1.1428460472824047,1.2231386190956228,1.1957860136183973,1.2032871815472206,1.1943039998027598,1.2621703133915596,1.162763410484943,1.2050101259909547,1.229646137418838,1.2648072478102166,1.18851762130942,1.1987091258851579,1.1954574394438295,1.219991219714277,1.2111598882251715,1.2286827756360352,1.1934804179119871,1.2321204244118988
