Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Ground),Groudon,Groudon,Groudon,Mega Aerodactyl,Mega Aerodactyl,Mega Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Claydol,Claydol,Claydol,Donphan,Donphan,Donphan,Golurk,Golurk,Golurk,Hippowdon,Hippowdon,Hippowdon,Marowak,Marowak,Marowak,Nidoking,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidoqueen,Stunfisk,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,35.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Kyurem,Dragon Breath,Blizzard,30,1.9625728097356014,2.022737013694203,1.9621161021057736,1.869923517531371,1.818021388603781,1.9418418700129128,1.7292486639421565,1.868522477208425,1.7172587236718013,1.7912058268141355,1.8712246100970138,1.7969607049725744,1.8937885637710399,1.9818059993815071,1.8963214396159453,1.8480868729782378,1.9310639648136234,1.8746970110971064,1.848647497337593,1.945378061767838,1.8544941427050052,1.817902436912955,1.92771501536597,1.8284638358654721,1.7931061435047677,1.8947944348913552,1.805620690254112,1.83874136510552,1.923157361049496,1.866309652069206,1.764675097294777,1.8367921745501603,1.7522860704328547,1.7255542368858297,1.887044861144078,1.7457298836933302
Kyurem,Steel Wing,Glaciate,30,1.7648746161899342,1.791992509994871,1.7641719890671221,1.5747359533821144,1.5163410919445088,1.6101397212197464,1.3138918579063188,1.3992518076076705,1.3059792518076077,1.313381090829162,1.3742569113488996,1.319155951203429,1.6862547307346811,1.743737758993918,1.6845465121416054,1.6101293046459768,1.6628030990806766,1.6382202321666242,1.6343024494142704,1.7287433439829605,1.649797657082002,1.667904601134052,1.7462320910704239,1.6666666666666667,1.5642314974032967,1.64421690723082,1.5599586611779828,1.6328664680905,1.7094027927414073,1.660466442740351,1.6313170239692463,1.7085343457699371,1.6215732731961214,1.862976501305483,2.041148825065274,1.8967671492997864
Kyurem,Steel Wing,Blizzard,30,2.06257245842204,2.1036796582421675,2.0628324304574805,1.8174254213157635,1.7733569512962288,1.8504088997781678,1.5025023577491354,1.6110499842816723,1.4982646966362778,1.5062794113239217,1.5784451837864302,1.508307606230455,1.9754075426686497,2.0518135096529075,1.9733385365278984,1.869681718420844,1.9538751729791193,1.893867945316563,1.9148455804046858,2.0336102236421723,1.9312353567625133,1.9636410855733022,2.0528243085313598,1.9621347876899105,1.8258645545655081,1.9346047626491585,1.8170062355618084,1.9326002915267126,2.0273570357225847,1.9587215074888564,1.9263985232127734,2.0017222840722027,1.9108694204181058,2.2415286019463565,2.4591692380726324,2.260849750771422
Kyurem,Ice Shard,Frenzy Plant,30,1.5176464801894283,1.5534172270117972,1.3452656984464915,1.407447935635533,1.4219382180578088,1.2677962454060856,2.0291386356491667,2.069386985224772,1.8481358063502042,1.93651650031472,2.017764189871015,1.7405908741220315,1.4845082244834849,1.5539782349389606,1.3086942435978617,1.4649590579358855,1.5225776312658106,1.2981587088926694,1.5271565495207666,1.5853993610223642,1.3625133120340787,1.4939791369086266,1.5504306799982688,1.3203133792148207,1.4493946815347472,1.514433849200146,1.2940961909228283,2.0297441747470266,2.0753321925766315,1.8347804043348754,1.9672290257200764,2.0127981882713404,1.7712787721351564,1.4483740802278662,1.5337479230951816,1.2807405649181107
Kingler,Bubble,Crabhammer,45,1.2416317109673067,1.2558230222803062,1.2416281978316928,1.2545492169652022,1.1514634307850213,1.3060507234380692,1.2385727758566487,1.2538824269097768,1.2313926438226972,1.1885921529838444,1.2272277672871146,1.1945068888689068,1.1905915443179642,1.231456256350597,1.1888465106690032,1.1818197844041145,1.2181784527513597,1.1946885494433819,1.2195101171459,1.2585410010649627,1.2171458998935036,1.2057048868112368,1.2420984287754837,1.2143358005453837,1.1622896149236621,1.1982873916592847,1.1685946537439424,1.2199547922344043,1.2440691214060882,1.2266092063290872,1.1989951757015214,1.2339451723711379,1.2106800643239797,1.194683123664847,1.249617849513411,1.1965155471160693
Crabominable,Frost Breath,Avalanche,45,1.3728684049661686,1.436619520386726,1.3734972562410854,1.352464986921829,1.2685263053339073,1.484872363672483,1.3471895630304935,1.3989342973907575,1.3411442942470921,1.287634005734896,1.3547043131612866,1.2867048326988981,1.33938327418381,1.4174680077164357,1.335311529002901,1.3118119397459742,1.3675971547689352,1.3257031546102793,1.3501597444089457,1.4160915867944621,1.3574973375931843,1.3315153876119985,1.3997056659308316,1.3389343375319223,1.2786983481840446,1.335938721275598,1.2766400917096554,1.347075226566956,1.4006274161860701,1.3562963432410164,1.320944306471411,1.3785599421464798,1.3171666999705023,1.3006028957987184,1.3799857583669595,1.2978400189888442
Crabominable,Frost Breath,Glaciate,45,1.3729966344160818,1.337921488445297,1.3715948933060715,1.4133480117869086,1.1935652087540973,1.611250538026024,1.2589657340458975,1.3247563659226658,1.2619585036152152,1.2153083755457643,1.2633955779356374,1.2222521955459642,1.2575728569955968,1.3095778049391078,1.2624103553389194,1.2405753924532628,1.2697152124668365,1.242911161450116,1.2731948881789137,1.3086900958466454,1.2833226837060703,1.243336363242869,1.2971129290568326,1.2585032246894343,1.1946224792871658,1.2451756899935733,1.1972973442412242,1.2580645161290323,1.2971143080465597,1.2727359148234996,1.2163036548580781,1.2620250635151722,1.2153045397885682,1.198395442677427,1.2833135532874436,1.201908378827439
Crabominable,Bubble,Crabhammer,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabominable,Bubble,Ice Punch,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabominable,Rock Smash,Crabhammer,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crabominable,Rock Smash,Ice Punch,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyogre,Waterfall,Surf,45,1.2175316006548484,1.2711262410151558,1.2177546847663414,1.1291096910902891,1.1471145250471808,1.2039019302718272,1.1696227601383213,1.2197642250864507,1.1633951587551083,1.1499065831410045,1.2083845377613924,1.1499965031122301,1.1775958295904694,1.2352482071067783,1.1793482262506074,1.1697090425109957,1.2187249345543971,1.1723709377451457,1.2205324813631522,1.2764110756123535,1.217710330138445,1.197082629961477,1.2488507985975847,1.2030039388823963,1.156879092630226,1.207701526757334,1.1577475552776475,1.20790290892959,1.2542091809789382,1.2150537634408602,1.1834470421436252,1.2281027280599088,1.184046511185331,1.1727320199382862,1.2348825065274152,1.1650985046285307
Crawdaunt,Snarl or Waterfall,Crabhammer,45,1.3657174174237474,1.39312163178123,1.3646863121210207,1.4155746117935304,1.2678475648114427,1.4198804754494587,1.3762307450487268,1.371147437912606,1.3763753536623702,1.2948675678646007,1.3433943790026877,1.2951273366703635,1.1950019880130178,1.237081596889864,1.197056268131415,1.3241959225406117,1.3634103990198585,1.3362802217658414,1.2326624068157614,1.2626943556975505,1.2306815761448349,1.3416958836514739,1.3784097303380514,1.349487079600052,1.2796710263491566,1.3268111788511976,1.2759453215917183,1.3884910323848152,1.408116272683102,1.399961974776602,1.3295271806875815,1.3716422597128257,1.3416402614826868,1.2688535485402326,1.3470401139330643,1.274521718490387
Shadow Abomasnow,Razor Leaf,Weather Ball Ice,50,1.373177560900206,1.4226512931852195,1.2632691132143083,1.3787322451412112,1.3259113333112604,1.236771181670695,1.5643068217541654,1.6547878025778056,1.4775102169129204,1.579903885541868,1.6785361028684471,1.4689226588336382,1.3658385733429543,1.4406688559353233,1.2435463207033148,1.333944452768988,1.3956968965122123,1.2455377997937473,1.376751863684771,1.441171458998935,1.2680830670926517,1.3348223174479505,1.4062329567588625,1.2424187334978143,1.3192381845656818,1.3833220433189168,1.2256526496795372,1.624342480512073,1.6982170395251073,1.5425248748336398,1.5984318651099503,1.6987905949968123,1.5100815468204352,1.3623451222406837,1.4507002136244957,1.231958224543081
Weavile,Snarl or Ice Shard,Avalanche,35,1.4770609810079889,1.508533406406554,1.4771013820675507,1.5875409727510512,1.4003161937555872,1.618691851802801,1.5174253379440428,1.5119962276013832,1.5101823325998114,1.4189671192638553,1.4715303379991809,1.425211561710078,1.306264449909435,1.3581074116070508,1.309320099547911,1.4313768697169753,1.4799520506288948,1.4430028293654642,1.4145154419595314,1.410234291799787,1.4164004259850904,1.4044929229970136,1.4621131454789422,1.4226464095572005,1.378328383096243,1.4367672346412381,1.3815938026505479,1.462291653463464,1.4871559245410566,1.490451443902233,1.4223306975726262,1.4746843272149428,1.4359757548076466,1.388435793971042,1.45814384049371,1.3859862330880608
Shadow Glaceon,Frost Breath,Avalanche,50,1.1117879752394202,1.1415407207549026,1.1124976286334605,1.0860411217428734,1.0234678674303876,1.2128613051683608,1.0810185476265326,1.126161584407419,1.083772398616787,1.068319195915635,1.0982925196575049,1.06951812886531,1.093326166669121,1.1258117719822698,1.091875653467242,1.069270975646303,1.1164623236053697,1.0859298564163133,1.0996485623003194,1.1534078807241746,1.1097870074547391,1.0765441717525863,1.118244383846254,1.0864563043760551,1.0541312768137843,1.0978496864849843,1.0571622114532853,1.097175570906479,1.133690347930794,1.1072205674208335,1.094164216455901,1.1227674535887262,1.0908148021276394,1.043531924994066,1.107780678851175,1.0441205791597437
Shadow Articuno,Frost Breath,Ice Beam,45,1.440076445830962,1.5206308888935731,1.4402345369335947,1.2912790120186737,1.3466658941164786,1.4009750687017846,1.433197107827727,1.4702169129204652,1.4377271298333856,1.3820499755217857,1.4574828402721578,1.3795921629749524,1.4432827249031763,1.5129073585933703,1.440204986231169,1.3884427912880224,1.4604197332816233,1.3860100658422432,1.4370926517571885,1.5112886048988285,1.4382215122470714,1.4223867030255812,1.500991213262347,1.4136172791412371,1.3716672745905198,1.4331631146544386,1.3768085734632554,1.4273190104991866,1.4928702706128398,1.4258930646217547,1.4054028336806448,1.4690321905360013,1.4031952651461086,1.3962022311891764,1.4802943270828388,1.3945976738666035
Shadow Weavile,Snarl or Ice Shard,Avalanche,40,1.2074647105527567,1.2163863184446646,1.206670741903979,1.2573055656722842,1.10921431645863,1.2621544217461842,1.3787268154668342,1.2415278214397987,1.3715718327569946,1.1439319006084585,1.1773521565806433,1.1445813226228656,1.0603325135847557,1.0933482557026521,1.0622174444460806,1.1571223325958768,1.1960988250641236,1.1789287193815943,1.168871139510117,1.1443130990415336,1.1717997870074548,1.1651300696879194,1.2034800675236983,1.1741765138726572,1.101627499001268,1.1459712017786114,1.1168950723429385,1.199970424826246,1.2225214948137821,1.2118849948243446,1.1478404841426164,1.185445272282645,1.1455377617919367,1.1182815096131022,1.1901447899359128,1.130434369807738
Kyurem (White),Dragon Breath,Blizzard,45,1.3067915937691028,1.3716159721197558,1.3080317306408662,1.2336837400258254,1.248021719696719,1.2573734397245306,1.3171801320339516,1.4086859478151523,1.3257497642250864,1.2824785940512944,1.3590704273196856,1.2796710927274726,1.296434829988072,1.377501583047403,1.3003740409677942,1.2890624311388859,1.3755211409129773,1.2931610446616661,1.33209797657082,1.4043024494142704,1.341640042598509,1.291659091892828,1.3783577890317276,1.2973553218196772,1.2758758445799245,1.3539419519566462,1.283031976794678,1.3390371168430615,1.393508249360965,1.341984071656421,1.3366922630432092,1.4025577345779452,1.33515077122168,1.2796107286968905,1.3661333966294802,1.2687586043199621
Kyurem (White),Steel Wing,Blizzard,45,1.3557945658818322,1.425382756125152,1.3568502631338575,1.291697844584975,1.3056981094593252,1.3265221997814787,1.1027412763281987,1.1568123231688148,1.1039138635649166,1.0892605581032881,1.1549920570692085,1.0918282728371749,1.3546247073203057,1.4337623514512494,1.354521625163827,1.3661604364803046,1.4453826694754657,1.3792936281984611,1.402779552715655,1.4784664536741214,1.4066666666666667,1.3738735229191015,1.4517768255204953,1.3784703285287625,1.3467337119830476,1.4407013704340577,1.365066958470116,1.3968777066565266,1.4553097999450746,1.4060037602720916,1.3544955420437137,1.4383070233031696,1.3584063638872237,1.6228435793971043,1.7638072632328508,1.6249418466650842
Crawdaunt,Snarl or Waterfall,Crabhammer,40,1.4392807206143772,1.4617015521033143,1.4361487602144418,1.4846256994338312,1.3348756746018609,1.4909114988577294,1.4338667085822068,1.4316127004086765,1.435916378497328,1.3710197923847776,1.39349978519118,1.3583610586577946,1.2281576273432784,1.2758404877258605,1.2383333087899626,1.3819555234326109,1.4172124139511517,1.4028981164006242,1.282076677316294,1.3311182108626198,1.2998083067092652,1.3650694714972083,1.402406613859672,1.3827987707224172,1.3269327636218367,1.3772080662810693,1.3467163427300992,1.4383885755328814,1.428597080507848,1.4372478188309357,1.364534269646884,1.3991797741048404,1.3678836839751458,1.3295229052931403,1.4017564680750059,1.3339188226916687
Calyrex (Ice Rider),Confusion,Glaciate,45,1.239504507352993,1.3106560429445697,1.2403986003667715,1.2796940701254842,1.214784955136907,1.2743071880276795,1.2557088965734045,1.3060232631248034,1.2566488525620874,1.2313441037476647,1.297295407087692,1.2353105735895054,1.4496738186048566,1.5120385232744784,1.4490479626548074,1.2467629767392665,1.2879342106422924,1.244453650410302,1.2512034078807241,1.305580404685836,1.2567625133120341,1.2319785309267195,1.2768125351685928,1.2360905510106914,1.2131033644242961,1.2629791742657148,1.2183749326941449,1.0378350972811965,1.0677060227728838,1.041014428459767,1.0313246362745379,1.07048043161771,1.0244354999857268,1.1887111322098267,1.3043531924994067,1.19338238784714
Calyrex (Ice Rider),Confusion,Avalanche,45,1.3034347926898675,1.382912459686769,1.3031396892982863,1.231361123067245,1.2725672946396054,1.2168675297155913,1.2722445771769884,1.3572712983338573,1.274970135177617,1.2695600915185485,1.3610686489024768,1.2691104916624205,1.473993844522656,1.5642275464974156,1.4647974435625193,1.2823019223819556,1.3538381532440746,1.2858099829885503,1.2947603833865815,1.3672523961661343,1.3040255591054313,1.2912868458641735,1.3606025191533568,1.286144656538112,1.2753026592326264,1.338118562520626,1.2711514077779513,1.1203498320552634,1.1811056889959228,1.1264972431713036,1.0985698381433586,1.1521699827771592,1.101281721903457,1.2880892475670545,1.372371231901258,1.287215760740565
Shadow Omastar,Rock Throw or Water Gun,Hydro Pump,35,1.5219816895371796,1.5601378554414957,1.517344350526619,1.6352597424096944,1.5036320895275304,1.632006754295931,1.477365608299277,1.4464067903175102,1.4774819239232946,1.347420795492012,1.4075772562419446,1.3486397106575148,1.4743914471262167,1.5483676204220478,1.4834553138851665,1.5239967211091818,1.5662873612861714,1.525398182507294,1.5712992545260915,1.6130990415335462,1.7207667731629392,1.4876422975371164,1.5444834004241874,1.499588797991603,1.4733642506035816,1.5295103607593836,1.4906292880343215,1.568783404102499,1.5997845237340769,1.5852715634704353,1.4678522832158183,1.5020220185930557,1.4657779300238836,1.4492190837882744,1.5417232375979113,1.4314645145976739
Swampert,Water Gun or Mud Shot,Hydro Cannon,45,1.3205437631303445,1.4171848541697407,1.3196619660912152,1.2283216898983544,1.209969208356786,1.2262656027546932,1.2380635020433826,1.3471895630304935,1.2398459603898144,1.283727482540539,1.3970965840402043,1.2840671802096135,1.326483278601617,1.4315755371316654,1.3223894443871766,1.3007236476778932,1.3947890315813598,1.2963694216988533,1.2707561235356761,1.3697870074547391,1.2655165069222576,1.3177336276674025,1.4048824827944424,1.3145305804440983,1.285533149219252,1.385145814878502,1.285489726086881,1.340167310982952,1.4220271669096056,1.2477977058115217,1.2864225019744417,1.3820806333438003,1.246305653088217,1.2806930928079754,1.3933918822691669,1.2252931402800855
Empoleon,Metal Claw or Waterfall,Hydro Cannon,40,1.3556593101606909,1.4275731961805191,1.354280404432172,1.3651177035393836,1.3181952123961196,1.4067824388305799,1.2398459603898144,1.3316095567431625,1.2389342973907576,1.2697499225689137,1.3469612045279702,1.266682652439329,1.3507812154858851,1.430102934896255,1.3569146037963686,1.354243607485038,1.4025808043859573,1.3816734683084626,1.3485623003194889,1.4234398296059638,1.3539190628328008,1.3361035363372724,1.4035752932519587,1.3703068865515302,1.3147829711844092,1.3845292063988328,1.3278533340281033,1.388036842216448,1.451338276612375,1.4211610368210914,1.382052087198957,1.4411330916426404,1.3776179193666562,1.3236268692143367,1.4107761690007121,1.3142273914075482
Mega Blastoise,Water Gun,Hydro Cannon,50,1.0078237530125138,1.0790771695368986,1.0075145970784765,0.9515859351720029,0.9903502963281794,1.0086961560109924,1.0121628418736246,1.0934140207481924,1.0086670858220685,1.0105506099571382,1.080508347570662,1.0080228596549072,1.0194457125185916,1.0867730867215457,1.0170011928078107,1.0199113289203459,1.0851806474927945,1.0227318801618293,1.011586794462194,1.090021299254526,1.011160809371672,1.014933125568108,1.0980651863394366,1.0190018612301432,1.0141646257794452,1.0721692460007295,1.010004689698296,1.0185161712825064,1.0907007203667323,1.0259099647210428,1.0087922126116868,1.0733255307204095,1.0087065741771573,1.0048516496558273,1.0974602421077617,1.0069689057678615
Darmanitan (Galarian Zen),Ice Fang,Avalanche,50,0.9658066510683446,1.0091271263253305,0.964677177968424,0.9798827931000232,0.9264907459523889,0.9935767970069199,1.1642565231059414,1.0239012889028607,1.2009588179817667,0.9485358031352097,0.997012658733727,0.9489754118834238,0.9466844360669739,0.9994625001840752,0.9572282680725109,0.9508254519492654,0.9829092223211374,0.9557702308444908,0.9725133120340788,1.0155484558040468,0.9702875399361022,0.9755010171839156,1.0090291304159633,0.9858979353330737,0.9166275858475327,0.9659910027269727,0.9290900248380317,0.9906310074571688,1.0155480913450368,0.9957538500538691,0.9640794344057169,1.0197824783762952,0.9911602104802413,0.9227628768098742,0.9998670780916212,0.9228673154521718
Mega Gyarados,Bite or Waterfall,Aqua Tail or Hydro Pump,30,1.3400258566781196,1.3582379517014116,1.3389596200192522,1.309883124192961,1.2373092076946,1.3018557759162999,1.2589531593838414,1.3044608613643507,1.2565891229173216,1.2234910929272949,1.2911508757206087,1.225489314510086,1.2414920405849177,1.3013974995214042,1.2434947796250755,1.2648056904621299,1.3081981084678238,1.2676879412620206,1.301884984025559,1.3560276890308838,1.2996059637912674,1.2701207635372032,1.3279054668224908,1.2839111803661862,1.2230472617372727,1.2771264307922117,1.2236899240963646,1.297547373090817,1.3381815493166023,1.3058072966178675,1.2570485189308518,1.2985736442960045,1.2588659568191982,1.2308758604319963,1.3076952290529313,1.22443864229765
Kyurem (White),Dragon Breath,Blizzard,40,1.3639257182605764,1.3887495345095313,1.3637219563949607,1.2770834023110287,1.2843757242658014,1.3158096877793597,1.3401257466205596,1.4461710154039609,1.3533762967620244,1.312741659922669,1.38105086473039,1.319635524383299,1.3242081081479082,1.4098767431928962,1.3241639300808459,1.3274131138004284,1.4036120684336246,1.328074180497651,1.381171458998935,1.4485835995740148,1.387944621938232,1.3139678829589232,1.3977145825217505,1.3128598017573476,1.2892762232296389,1.3750977020478348,1.3163635732027166,1.3556097767074382,1.430646217546528,1.3687073536557028,1.3791308650433425,1.4325597328080841,1.3786265498177803,1.3528696890576786,1.4701068122478045,1.352632328507002
Kyurem (White),Steel Wing,Blizzard,40,1.4854485922865595,1.5249344800207978,1.489854064346592,1.343172863622819,1.3474472734496574,1.3723454623712876,1.1531656711725873,1.2252090537566802,1.161747878025778,1.1418737323781836,1.195376115257421,1.148188112579804,1.456234261563609,1.5393258426966292,1.460998129795161,1.4172212281737813,1.4881492776744556,1.4134222982204085,1.4494781682641107,1.51468583599574,1.455580404685836,1.3950828896680085,1.4809418690213394,1.4005020992944641,1.3780765289284906,1.4584093238149827,1.3958886978271063,1.4189112111033653,1.484377970720578,1.420485032849568,1.4040801956362459,1.4542357721256411,1.3960777596985527,1.6548112983622123,1.804804177545692,1.6576786138143842
Kingler,Bubble,Crabhammer,30,1.4928367164829297,1.4458046134496885,1.4946161196714516,1.4427772075621628,1.3035526272224613,1.4475184584312817,1.4184093052499214,1.388223828984596,1.417365608299277,1.3595699827153833,1.3851672011909402,1.3581312631757736,1.3390077606137807,1.3815659652171353,1.3447509093318804,1.3645474337390815,1.3781037081434604,1.385745639163354,1.4116187433439829,1.4315867944621938,1.4251970181043663,1.3576851491148336,1.3780028567718479,1.3720555771977667,1.317110451079499,1.3606899067271117,1.3416010977367863,1.3801043581131038,1.4047785030737057,1.402644865538585,1.3810339413662185,1.3940700141779185,1.3901496769527941,1.329010206503679,1.392442440066461,1.3342036553524805
Shadow Mewtwo,Confusion or Psycho Cut,Ice Beam,30,1.3621006443090717,1.4198899685925677,1.3624783063875832,1.3901036320895275,1.3060407906499354,1.4760123166572858,1.3239107198994027,1.364410562716127,1.316475950958818,1.2769734935907042,1.375755577535993,1.2849663799218696,1.4463751895975379,1.5506943319539959,1.4343955704124758,1.3105426916873066,1.3971424290234724,1.317373714225274,1.3822044728434504,1.4328328008519702,1.3698402555910543,1.308583300870017,1.3840886464961262,1.3161147902869759,1.293879075260973,1.3623399857572125,1.2866274121550032,1.1476434924055179,1.1980902887804465,1.1551217863404948,1.1188946932716737,1.1661956552767547,1.133567411721047,1.2775219558509376,1.3981201044386424,1.284823166389746
Gyarados,Waterfall,Hydro Pump,40,1.505700062533814,1.5439159517435692,1.505763298974867,1.3209134854153561,1.3670777737310864,1.3360990630069862,1.4221628418736245,1.501505815781201,1.4257246149009746,1.3889138666586738,1.4493400873222833,1.3908921060256372,1.4004005478080315,1.466763367546792,1.4042514026536292,1.4052074427295886,1.4692515843565177,1.406767560135034,1.4497124600638978,1.5062513312034078,1.4515974440894568,1.407341037960438,1.4690732805263387,1.408146128208458,1.3781460059402844,1.4510187066854254,1.3840776058221735,1.4206012210321737,1.477100365464647,1.4224179817056426,1.4036710342268277,1.4571950558077131,1.400997211993187,1.3983194873012106,1.4921148825065274,1.398404937099454
Avalugg (Hisuian),Powder Snow,Blizzard,45,1.6793297639875495,1.7897230243881876,1.6806682686565069,1.5709863258616694,1.5986673509254048,1.7580952223289077,1.6836277900031436,1.7686765168186105,1.6816472807293303,1.5910739441896713,1.7063313650850744,1.585139226088781,1.5993711988454797,1.7221052321557424,1.6131621187800962,1.5942725181352633,1.708698756313187,1.597101883599376,1.6926304579339724,1.7835782747603834,1.73419595314164,1.6404363069731205,1.7138553434618882,1.6411634852616543,1.5646657287270074,1.6715126882392788,1.561747694231671,1.668557365274521,1.7541986184168832,1.6682088007267042,1.6560855623114765,1.7450163188794685,1.653021609431646,1.5882174222644196,1.7726275812959886,1.6109470685971992
Avalugg (Hisuian),Powder Snow,Avalanche,45,1.4833547634605793,1.572305600640796,1.483976588464268,1.3595238883554615,1.4099559646392743,1.5880756878455784,1.4583307136120716,1.5467305878654511,1.4518296133291417,1.4167990488465267,1.5197474247919351,1.4132322233212442,1.442936663377855,1.5279647164504395,1.4509697085720177,1.4243519342811561,1.509814636898099,1.4323376199836055,1.4884984025559105,1.5532161874334398,1.4971458998935037,1.4455438687616329,1.5114660433709908,1.4497857421114142,1.4209264759522693,1.476568877772567,1.416688378232852,1.4805648858187042,1.5379829731499672,1.4818112681412003,1.4899660300876367,1.5476577888156204,1.4854842853472638,1.4551815808212676,1.5408022786612865,1.4578969855210064
Avalugg (Hisuian),Powder Snow,Glaciate,45,1.367763818918938,1.4423968719040494,1.368858160662718,1.2844733966824489,1.297081415753402,1.4547743601628977,1.3463250550141463,1.4293618359006601,1.340851933354291,1.283967269130474,1.3851372278671983,1.281899109792285,1.2926355162207137,1.384430176565008,1.3028332867009291,1.3041171233903026,1.3729297594598646,1.307008188412823,1.3859318423855165,1.4243343982960597,1.4082428115015975,1.3217417651387267,1.3943816820326365,1.321075185040904,1.273070710228753,1.341271081930766,1.2821635141472565,1.3644083908992966,1.4236643640281386,1.3614931237721022,1.3565984413804915,1.4225114898232993,1.350670358634733,1.3025397578922384,1.4338571089484928,1.317427011630667
Frosmoth,Powder Snow,Ice Beam,40,1.6238257344210003,1.7081181537769723,1.624382566415829,1.5813809886435124,1.5849882462007086,1.5932490149985101,1.9306758880855077,1.790569003458032,1.9285853505187047,1.6683651550120393,1.6955109952142593,1.6699637322782723,1.5682330245777314,1.6580028568483367,1.5672979221582457,1.558856971609389,1.6678889055379762,1.557217526200277,1.5596805111821086,1.6506389776357826,1.5645686900958466,1.6079210492143878,1.687685581959053,1.6092888369475826,1.530126969239053,1.599812412068157,1.534564813367377,1.600640091260536,1.6733422058854597,1.6053932441853096,1.6051211783848591,1.6484256801119008,1.606472362574101,1.5236458580583907,1.6237835271777832,1.5256396866840731
