Attacker,Fast Move,Charged Move,Level,Arceus (Flying),Arceus (Flying),Articuno (Galarian),Articuno (Galarian),Moltres (Galarian),Moltres (Galarian),Zapdos (Galarian),Zapdos (Galarian),Lugia,Lugia,Tornadus,Tornadus,Tornadus (Therian),Tornadus (Therian),Yveltal,Yveltal,Mega Aerodactyl,Mega Aerodactyl,Mega Pidgeot,Mega Pidgeot,Aerodactyl,Aerodactyl,Braviary (Hisuian),Braviary (Hisuian),Drifblim,Drifblim,Farfetch'd,Farfetch'd,Fearow,Fearow,Golbat,Golbat,Noctowl,Noctowl,Swellow,Swellow,Togekiss,Togekiss,Togetic,Togetic,Tranquill,Tranquill,Xatu,Xatu
Tapu Koko,Volt Switch,Thunderbolt,35,1.350197553821214,1.3961574221506723,1.379823525217703,1.431347686923947,1.3314715780700284,1.3898030712320626,1.4479499901027402,1.4936583040140308,1.3940085905762412,1.4337503557844076,1.3466872773525378,1.3995387491456222,1.3426005174864155,1.3846971874277287,1.3767638825557356,1.4169991146081475,1.4555588298972792,1.4644807428612667,1.3500248367868293,1.4118790803292647,1.3482940737480624,1.3927457471440325,1.3515579330502399,1.4139193735178954,1.3873772008399536,1.446658541241428,1.3159105381486438,1.3954177442201978,1.3434485118029422,1.4058387501425476,1.4137749057619815,1.4733871836295098,1.3385317385850724,1.4041718930557339,1.336247461790061,1.3988181364979388,1.354543066460407,1.4189092554216165,1.3528745644599303,1.4259059233449478,1.3203923908368138,1.3959983904760584,1.3793436604296159,1.4391592326602471
Shadow Mamoswine,Powder Snow,Avalanche,45,0.9933652641332196,1.0352076275458357,0.9901684391867284,1.0566904522864835,0.9824804623617174,1.0419442834871053,1.1380529428917454,1.1500211780080754,1.0052112712500323,1.0762672393717494,1.0017268616383233,1.0691265203398501,1.0416380876327072,1.039592257074917,1.0493304351915655,1.0607198869642918,1.0168424787702375,1.0647387476244317,0.998694294635254,1.076642776043145,0.982050938594309,1.0602097246407316,0.9928858986378426,1.0480119119836762,0.9944345731949075,1.1015139723050265,0.9824429167370595,1.0480837957608287,0.9924278709088836,1.067590375185312,1.0528809908454495,1.1211200861604738,1.0086716905845983,1.0508646998982707,0.9972885230353951,1.0603941976824776,1.0000072969265346,1.071203409124077,0.9996777003484321,1.077534843205575,1.0118494262602156,1.0604958998765108,1.0333322598306012,1.0696273872017004
Mega Glalie,Frost Breath,Avalanche,40,1.1785729716927538,1.2300889912352995,1.2152903701962265,1.259640305930732,1.1987484621425573,1.2571712720758295,1.349381793724073,1.3889176228696947,1.2521993945196264,1.288197013998499,1.2085768215787545,1.2785045332947071,1.2607969448930336,1.2591622570946834,1.2731382744878323,1.26315563471145,1.2425786042483582,1.2902613726575092,1.212783848992336,1.292460261141073,1.2255113951663827,1.2792629020838515,1.2035735951028512,1.2721116196988915,1.2515308594839867,1.3217521549508804,1.2175336911460837,1.3032787950460694,1.2225339263313948,1.297901699167522,1.2755196553581043,1.3479590737749056,1.2079526711374926,1.2680717834250215,1.2380141774983888,1.2985056478970853,1.2287002714456672,1.2974811009602756,1.2125435540069687,1.2760191637630662,1.2392501838464849,1.280792551789208,1.2320054104537697,1.299732697819716
Mega Glalie,Ice Shard,Avalanche,40,1.2063249228267878,1.2684027505508944,1.2577055965899784,1.3097346326461003,1.229708168202172,1.2891620274979703,1.3730777498951743,1.4057046529892918,1.25448805858152,1.2978614122700338,1.2295571720207676,1.2993106132961556,1.2708916856260142,1.2738447975616072,1.3037405249780696,1.3072575549689294,1.2731242031321417,1.3109498664870456,1.2384047686630713,1.3173218847573092,1.22765456667751,1.282248033831493,1.2416698836375668,1.3001047813378923,1.26440916900395,1.318976783800056,1.2434209671340757,1.3207449089656784,1.2376553768958833,1.3117117117117116,1.2755842757135163,1.3421970920840063,1.2254145719957728,1.296368359193671,1.2489330398939726,1.3244045085903966,1.2369603922827705,1.3087402586030765,1.2485365853658537,1.317247386759582,1.2370717764426746,1.296582536665233,1.2597339860229944,1.3301342951917812
Mega Glalie,Ice Fang,Avalanche,40,1.2167091005980224,1.265813507272445,1.2620567656053385,1.3131300089990963,1.2350825752657733,1.2839038417795814,1.3907565976412595,1.4296006828045218,1.248904184024633,1.2978911687841228,1.2343756365397587,1.3052901263347532,1.2622735008608301,1.2765093189064394,1.300315510306738,1.3085743964306233,1.2719213837234478,1.3285681637758906,1.2414596934430882,1.3263837638376383,1.2268030387110354,1.2839989284142443,1.2279821320244857,1.2999172778911376,1.2355981732477717,1.295422840276656,1.2282940649001286,1.2995490519694863,1.2274261603375527,1.3035807959858594,1.2717824448034463,1.3291330102315562,1.1995871564163596,1.2802002982745508,1.2376858820811496,1.3220456452220857,1.2200169288695601,1.3100828930854325,1.2304616724738675,1.3129616724738675,1.2375296582536666,1.3132605347504545,1.2397668352065956,1.3143538050304338
Manectric,Thunder Fang,Wild Charge,35,1.4711766654451242,1.428241314913113,1.4837987362725242,1.4883657294374506,1.384098263487072,1.4329776406734862,1.518426995468545,1.5944634940094973,1.4625236111470488,1.513157554273294,1.5008758787077734,1.4690658651735236,1.4537237081123604,1.4436981500552473,1.5072538743561483,1.4545965741674147,1.573335899348072,1.495032355842094,1.4050808969628157,1.4639618223105308,1.413383340668593,1.4509079775732407,1.39390062317322,1.4550377764297138,1.4305790099707778,1.49745223865255,1.3742218872240055,1.4320913852031865,1.391971718553997,1.4631086782985518,1.4473344103392567,1.5296176628971458,1.3802012859386266,1.4371401199024187,1.406186544751529,1.456610289021558,1.418982224686962,1.473599719798021,1.3901742160278745,1.4401829268292683,1.3961787681591764,1.4484189202314386,1.4149088059429111,1.467156183912488
Kyurem (White),Dragon Breath,Blizzard,50,1.1722742933590231,1.2356675462839237,1.1793286712747693,1.2541406441194665,1.1688895382525955,1.2575298979410559,1.279006953623355,1.3520870448058542,1.141227003389655,1.2351424431391829,1.194485811670235,1.2786810669877469,1.183405250372104,1.2483954560818489,1.2142873209024043,1.2905721103611294,1.1654087180350743,1.2331966128605452,1.1626845018450185,1.24336148169174,1.202089592223349,1.2679347098107503,1.221022445265538,1.2871670435118292,1.2621477554736487,1.3579788249460345,1.1868510312024847,1.2876840504749898,1.178218725054168,1.3117459231383282,1.2518793753365642,1.3533333333333333,1.2078045215261386,1.3300279508933421,1.2323480417786314,1.3272132582712206,1.5271737544146406,1.6475949330142146,1.5718641114982579,1.7603484320557492,1.204978424054058,1.3111098777594317,1.234495936792159,1.311723723336876
Kyurem (White),Steel Wing,Blizzard,50,1.2167283038856251,1.285375256243869,1.2610662869189369,1.3346681029249954,1.2102045661706229,1.306027404993201,1.3225442556515485,1.37669610303367,1.220531994721453,1.3239682252179987,1.2560553319965055,1.3272685711181826,1.21829901543169,1.2759736473304382,1.2446462419921112,1.3113184977374455,1.0443028458707209,1.0808835911376267,1.2115632983252909,1.284164774340051,1.0264069346906752,1.0829235155666965,1.2501847460431257,1.3071857938565048,1.2975080397656353,1.400049927311708,1.2509714226305735,1.3304396418406996,1.2575892348044246,1.3660964762230585,1.3209800753904146,1.4392137856758211,1.2190540153482998,1.3458602060267262,1.2836958768527411,1.3748647301290078,1.0143676483465165,1.0670295671463181,1.0293815331010452,1.1021864111498259,1.253805275353471,1.396428521874263,1.3001728339398624,1.3951778257275664
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,30,1.3651153077406852,1.354662318188874,1.3295364983687934,1.3647331777600922,1.2612356985483955,1.3229160267574744,1.441645541869667,1.469408952657042,1.3228542965818821,1.3404766217300177,1.3278954920537207,1.3588794184346442,1.3142455036202305,1.3382795652165318,1.3503677545603814,1.3487380610122912,1.352570425076379,1.3884174505039812,1.2898878796480273,1.3494145614533068,1.3272929064850072,1.3535563252262768,1.3266640930899465,1.3711134395852864,1.3449389858881922,1.4024875548833315,1.2390154517927459,1.286917308866912,1.2871707150188163,1.3451932945603833,1.3163704900376951,1.3757889068389875,1.265790279410167,1.336408260822329,1.2443490631421519,1.3158566686526512,1.3245818861095706,1.387481392837337,1.2773867595818815,1.3443815331010454,1.2364473921549584,1.2976925531767285,1.3029639410432299,1.3592906293946518
Tapu Koko,Volt Switch,Thunderbolt,50,1.201748139281445,1.2370069755942217,1.205661144523173,1.2703814113743181,1.1963078138930996,1.2601266148540842,1.2789963114082419,1.3375817056065318,1.2290578828887107,1.2823673247600071,1.1922497182250669,1.2484915422255014,1.1873605227838318,1.2363972034385766,1.2084167435164983,1.2607795946827414,1.2208707209699536,1.2842292333229088,1.205332812943514,1.2642030939540165,1.2229950821868003,1.2684705026885321,1.2119009540616554,1.2716263166602326,1.2220443765694062,1.295966166904066,1.2126213466061937,1.2752732329205057,1.213616147793363,1.2834074580910024,1.2717178244480343,1.3463974151857834,1.1947179725231853,1.2586099615798674,1.2017679316172805,1.2684726967644662,1.2167916873412918,1.2839088176060245,1.207979094076655,1.2969599303135888,1.2105562570243233,1.2830680856377739,1.224533831438601,1.2866681695704916
Darmanitan (Galarian Zen),Ice Fang,Avalanche,30,1.0509527231061957,1.0843280369599275,1.2397074041172311,1.1446118152159879,1.0417699514692869,1.1019626464596488,1.368218514474477,1.2590315158558365,1.1319145082412605,1.1481421585116567,1.0881808429257518,1.1002734008989639,1.1020068905945164,1.0917520413831001,1.15822954346088,1.117928878292359,1.4269678125526233,1.1799417835406192,1.1338418961112688,1.1501454726085723,1.2114563998545704,1.1323121376222276,1.0480119119836762,1.1198698505487232,1.064303440579157,1.1002511050088841,1.0336456614121041,1.085966029448076,1.0542023035693922,1.1101721975139698,1.0785245018847602,1.1558535271943995,1.036227518296477,1.0898280476844215,1.0512140850893084,1.105759760709118,1.0677081813140306,1.1144304019147135,1.0580662020905924,1.123205574912892,1.0400715960649916,1.1102940156234824,1.0577437119577469,1.120650972056724
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,35,1.2868507088413537,1.2768778014796134,1.2616578763289084,1.3033389152138684,1.2215610519027924,1.2707542267212797,1.3780944900995473,1.3984232494088251,1.277915491499987,1.3078169068750485,1.2729844605085077,1.2922809511092201,1.2598224574872456,1.2684386656045479,1.29578222223131,1.281499399855638,1.2784827635978735,1.3176104789626886,1.216083593528243,1.2810105024127163,1.2644616238351287,1.2839702252243632,1.2684828765234655,1.3001047813378923,1.269607483222955,1.338844916959133,1.1834981611197026,1.2262797437263642,1.2211312578401186,1.2809214277568708,1.2443080236941302,1.3295961227786752,1.2058193167339923,1.2572074785923812,1.2114587259705993,1.278005422953929,1.265688392049269,1.3215463646712005,1.2410104529616726,1.2923606271777004,1.2255414799295141,1.272370301508235,1.2734533509387782,1.3262589503290285
Kyurem,Steel Wing,Glaciate,35,1.4518293531852653,1.4924299039995648,1.468191952457023,1.534881614672959,1.4445732103158067,1.5222040880028027,1.5982116821723742,1.6315707696662816,1.5076163738453177,1.56655755944834,1.5052552722466404,1.5439455733044845,1.5155176741970362,1.5165435544477541,1.5381792008571737,1.552188022059139,1.234083692174457,1.3102823017152205,1.4687659665058188,1.5179144195288106,1.2291184293614497,1.2744981725635776,1.526443500799647,1.5925550102023933,1.5300958898074861,1.6669114083907253,1.4892071371947653,1.5718852746624388,1.4533698255217242,1.5248717071501883,1.5072697899838448,1.597059773828756,1.4972493555491906,1.5895959466266334,1.4834575586980046,1.5995525455053925,1.2054303727270075,1.274306062286565,1.2136759581881533,1.2963850174216027,1.4686350959470522,1.5570201606748901,1.4975470462572327,1.5880970017068694
Kyurem,Dragon Breath,Glaciate,35,1.4749005029661078,1.4895366086674038,1.4436400284425397,1.4975594528087008,1.3507892259492378,1.4144619200762412,1.5604296900774115,1.6055079848539995,1.332045178150956,1.3981641524568529,1.448209993617628,1.4821384114683531,1.47528893650414,1.4874354377385566,1.503579395929651,1.513439348613329,1.383097981669032,1.4882905530563642,1.389671444791371,1.46309963099631,1.4202242675902714,1.479008400466905,1.4368389124800087,1.4812661997463188,1.4490521153027212,1.582079031997533,1.4282576771627962,1.5083886730171931,1.43226137529935,1.5021439160679668,1.5306408185245017,1.6061281637049003,1.4360536894191547,1.535610228249168,1.389808251158153,1.5021339202120545,1.7379162896587959,1.9030749248416567,1.849198606271777,2.0238937282229967,1.404712020091299,1.5062924060995408,1.4060416733760588,1.5140038431397806
Kyurem,Steel Wing,Blizzard,35,1.692718593423194,1.7432344417364252,1.7239763287155958,1.7926585103123476,1.691673072676528,1.7634796006634579,1.8497766199047736,1.9139300210503016,1.7857699174580173,1.839818097135612,1.7449291828300615,1.8257748244847707,1.76137906769426,1.7845868904759175,1.7974517890845292,1.8185008046228495,1.4184698934302005,1.504254973658255,1.7085048254328696,1.7902214022140222,1.4107235117396046,1.4643602058975487,1.762014007610434,1.8603761098549605,1.790598980895461,1.9228182499008797,1.7295611378965288,1.8573600696565258,1.7030676245866119,1.8139126468240392,1.7737102854065696,1.8811200861604738,1.757143280427461,1.8750111112208516,1.7396252568607662,1.8680374013593861,1.3904512419368962,1.4730378564548612,1.394224738675958,1.4765853658536585,1.7110904524704806,1.8391169818651054,1.7413287816817493,1.8565156248322652
Kyurem,Dragon Breath,Blizzard,35,1.7305762746582214,1.7945232223756706,1.6887757953216262,1.7659656878142216,1.5710452781757898,1.6491493427682928,1.823137027033355,1.8942866203943156,1.5649597640179056,1.6288599373819441,1.689280330978042,1.7461966042159869,1.7105614272979024,1.7553562215980407,1.7660806994800111,1.7991714531672693,1.6234964757391326,1.746653154995309,1.6249716151007663,1.7092676695997728,1.6592261620008035,1.741604316959758,1.6740197430099817,1.7492306843875807,1.6924037063686692,1.808837134172308,1.6627506530299287,1.7935255818789066,1.677374843197628,1.78534610559927,1.796004308023694,1.9257081313947226,1.6667818941421644,1.80736599867653,1.6286492467444036,1.739552302323602,2.120501444791454,2.3206196550013134,2.2399912891986062,2.4786062717770037,1.6365250933107631,1.7482343799864024,1.639775423228452,1.7457730829924962
Kyurem,Ice Shard,Glaciate,35,1.2250801337188926,1.2234846605738903,1.2054896414043215,1.244380382355605,1.228643912741014,1.2659028157111336,1.3208457581194781,1.3909673135005014,1.2055334178590833,1.2770874841514217,1.2458118512952594,1.2553152484372243,1.2359307145384428,1.2392020667830252,1.253761892980049,1.2617590466394981,1.1963422261781615,1.2727753855036206,1.2195359068975304,1.280240562021005,1.1922539658240685,1.2280564113358463,1.2267799040423537,1.2570451662714388,1.2300767999530096,1.2941306039736267,1.1477732004314545,1.2349348269633134,1.180921427756871,1.259972630858707,1.237716747442111,1.3239849219170705,1.1830536597892325,1.2360517140910035,1.1986673637877996,1.2702844011040453,1.2001401009894632,1.269125244447039,1.1948867595818815,1.2492770034843206,1.1986790803513203,1.2913654590612036,1.2322093759728618,1.3005270898414436
Shadow Glaceon,Frost Breath,Avalanche,35,1.1442470951026815,1.1597617512118075,1.2047130598661504,1.2042659955563348,1.1381224275650466,1.177388639197475,1.3498841062774172,1.31266189469741,1.1607317514942945,1.201001371387171,1.1537766894048098,1.1825494181177887,1.177678901458173,1.1592387533677138,1.2295577743743469,1.1842514758234859,1.2685083836512785,1.2238025932786452,1.2435637240987794,1.2169209480556344,1.1509979142348685,1.18639851508831,1.1561683119174984,1.175337781944521,1.165523722815313,1.2320738924213277,1.1368828704726506,1.2048499655616056,1.1437336070247464,1.1974911620481241,1.1869359181475496,1.2418309100700053,1.1422335035407758,1.1861450483461564,1.163807254112812,1.226742701506511,1.150112372668632,1.190727065759902,1.15294425087108,1.1977526132404182,1.149130718319435,1.1912558449306934,1.1738215623758763,1.2251779330778396
Xurkitree,Spark or Thunder Shock,Discharge,35,1.0434922458724933,1.0697895479706125,1.0571876186310196,1.0887364844943839,1.0431596266970393,1.0792729192643522,1.1094679530976297,1.1623406062231418,1.0552630217093175,1.1033301420550106,1.0888869776979102,1.1055739381951015,1.0486235612474228,1.0766919611707289,1.079401041613417,1.098172166797192,1.1815174769660084,1.102660636532031,1.0315782003973886,1.0796373829122907,1.0411029679098336,1.091553607990968,1.0687917057298848,1.0992444714057243,1.0834960865798324,1.149106447965462,1.0610014425138727,1.0972592236416328,1.074022123389212,1.1064773634393887,1.100796984383414,1.1677329025309637,1.0426572114292487,1.090865094963901,1.0407451090062376,1.115061464197561,1.0580105659496222,1.1088555500423223,1.0635888501742161,1.115322299651568,1.0587753742836925,1.0895367068585147,1.0824879499318325,1.1287773877384517
Shadow Zapdos,Thunder Shock,Thunderbolt,30,1.1333332266484022,1.156201141635448,1.154458792039943,1.1883489645258325,1.1480859174596008,1.1708586599014776,1.228654377036654,1.2665129930804317,1.1623567159158537,1.2177775765259915,1.1716065924018089,1.2003317928128154,1.137912699369647,1.168420282779246,1.194499937634061,1.1968882463720403,1.2112511727489235,1.216645817796916,1.1333629009367017,1.172051518592109,1.1419659771522608,1.191651198836564,1.1490872993988859,1.18378646666299,1.1733358786472636,1.2406790114392283,1.1358302252141028,1.1912825377847664,1.1294560383167978,1.209693237541339,1.194808831448573,1.2621432417878298,1.1252160515165581,1.1760609981333148,1.12692873557628,1.2013302043942948,1.1732728174892735,1.2076778260996468,1.170836236933798,1.2179355400696865,1.1551664331006923,1.1889941862885212,1.1808744753255396,1.2292679784870053
Thundurus (Therian),Volt Switch,Thunderbolt,45,1.0727660575490523,1.1049939749685147,1.0826240362584572,1.1203585764084936,1.05791309631927,1.1090206027238962,1.152011272234248,1.17627126580635,1.0882668771185344,1.1252788055993996,1.0581950108862443,1.1059677441257283,1.0388925237247162,1.0860395290043428,1.0651979658480029,1.1100319190919519,1.0964751377228223,1.1390940364213717,1.0699794209480555,1.1112510644337212,1.0689929007443693,1.1095409403165004,1.0643688303093806,1.1072299123145646,1.096095390534369,1.1745106389227449,1.057466633744428,1.104614744830992,1.0535979016991674,1.1282358307674765,1.0980290791599352,1.1545718901453956,1.045333781074381,1.112327035328744,1.058242038836132,1.1239375995525454,1.0627535681970754,1.1185385715536618,1.0723693379790942,1.1325,1.0473838298344689,1.0933246382039934,1.0963898103120673,1.1467263534185694
Weavile,Snarl or Ice Shard,Avalanche,35,1.3443325497325143,1.3706922625153426,1.2635598266469599,1.3031096020549542,1.3455659066344126,1.3989679544545153,1.5886826427599947,1.602296164332829,1.2716368670271947,1.3120552694905165,1.3616609557262551,1.4104249935497306,1.3960352396784388,1.3942285835143613,1.419227930125611,1.4175082660428708,1.4514812721018067,1.4462880993047704,1.455669883621913,1.4587886744252057,1.3620237662412216,1.4010888076694923,1.2411514917553632,1.2867258589312303,1.2432781685487306,1.3197844314894491,1.346957075465568,1.4326372012631743,1.3535066712281902,1.4294332306990536,1.413193322563274,1.4781690899299944,1.3268773024918765,1.3877470394769331,1.3535133689189354,1.4342010870226036,1.4208721286594088,1.4298619421499665,1.3678135888501741,1.4345383275261323,1.345645266473339,1.4217646487491502,1.257146844438719,1.2987450753062166
Mega Manectric,Thunder Fang,Wild Charge,35,1.0633356430620922,1.0848033183280978,1.062082202022966,1.102223566840932,1.0600864354747392,1.0991334868561962,1.1253269820593539,1.170745827719565,1.0795106994074573,1.118278262219577,1.0730577898886933,1.1044536282200426,1.0428003565872779,1.0726971558013627,1.0749802167063014,1.1058155726726768,1.0995784117972527,1.1174944068897497,1.0558508373545274,1.0954406755606017,1.0575020570619413,1.103905547369831,1.0659129763414767,1.1140020956267578,1.0962569200722478,1.1345541050529377,1.0642633432533235,1.1132698280679412,1.0566541224769073,1.0967613182803055,1.0943672590199245,1.1524394184168012,1.0450473584924296,1.0866971525644697,1.0455601084590784,1.0831560132777256,1.0729181868596946,1.1121756516155397,1.0632491289198607,1.1131010452961672,1.0408624828294322,1.1024267735982574,1.0935987032086996,1.1358410357154358
Mega Ampharos,Charge Beam or Volt Switch,Zap Cannon,50,1.130214292686908,1.149081522756696,1.1143656022553623,1.1668417026212998,1.0815093500072224,1.140416968980523,1.1825054754196758,1.2395796750718882,1.1167037544958212,1.1710740807824669,1.1179290334553982,1.149906527672788,1.1029714947608948,1.135347010418911,1.1453923839942417,1.1559455187516996,1.1506471168418773,1.1741081094084533,1.0915554924780018,1.1528526823729774,1.0897453070284544,1.1540500200922328,1.1013290685490542,1.15956543318811,1.1172851290033627,1.2201794446320797,1.0452767417380342,1.1698527596200081,1.101813205610674,1.1596191127836697,1.1422078621432417,1.2054065697361334,1.0915169532538593,1.1634188979644242,1.0736840825358998,1.1313546441642448,1.1073523831762062,1.1694638218382418,1.1193118466898955,1.1835365853658537,1.0516851438165142,1.0988747207614713,1.0933947376896074,1.179081725762992
