Attacker,Fast Move,Charged Move,Level,Arceus (Ground),Arceus (Ground),Arceus (Ground),Groudon,Groudon,Groudon,Mega Aerodactyl,Mega Aerodactyl,Mega Aerodactyl,Aerodactyl,Aerodactyl,Aerodactyl,Claydol,Claydol,Claydol,Donphan,Donphan,Donphan,Golurk,Golurk,Golurk,Hippowdon,Hippowdon,Hippowdon,Marowak,Marowak,Marowak,Nidoking,Nidoking,Nidoking,Nidoqueen,Nidoqueen,Nidoqueen,Stunfisk,Stunfisk,Stunfisk
(Boss weights),,,,25.0,0.0,0.0,25.0,0.0,0.0,35.0,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,0.0,0.0
(Raid tier),,,,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Tier 5,Mega Tier,Mega Tier,Mega Tier,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3,Tier 3
(Boss moveset),,,,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random,Random
(Weather),,,,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear,Extreme,Extreme,Clear
(Friendship),,,,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Best Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend,Not Friend
(Attack Strategy),,,,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging,No Dodging,Dodge Specials PRO,No Dodging
(Dodge Strategy),,,,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging,Realistic Dodging
Kingler,Bubble,Crabhammer,40,1.37294982587901,1.3171768071141075,1.3718407568505657,1.3775460080969235,1.1313041888953772,1.3799245481554225,1.3760375961064957,1.2853582855877896,1.366786535667271,1.2686038200154366,1.2533018608567952,1.2766280816508506,1.253071023311835,1.2646561546940183,1.2712756044209526,1.305171237271848,1.2751043137205802,1.3314196369600806,1.3485213169790058,1.3088740118051492,1.3436437990134045,1.2911793511993586,1.2716918791747336,1.3123626194134774,1.2232687056318001,1.2440438222139627,1.2570193040920281,1.3354657878247875,1.3046351567072147,1.3455549787988668,1.2879473237095422,1.2945807746248086,1.309227718790528,1.243095442722641,1.2637588622589557,1.2598089152017393
Mega Mewtwo Y,Psycho Cut,Ice Beam,35,1.0896026464592068,1.1057110985333474,1.0905998644199206,0.9883082929279525,0.9766112182182853,0.9818376283305176,1.0503073405174863,1.0802615970620622,1.0470239217064872,1.0515273453757126,1.145543245379262,1.0529856198340404,1.1558668838785693,1.2381241358159798,1.1581069799201313,1.0650570164867328,1.1330285567613758,1.0748074617568528,1.0822075302525473,1.1200647198795808,1.086993172855699,1.0849858143045312,1.1469102427316418,1.1054412450867817,1.0540399904917268,1.124271160039492,1.0573491194250293,0.9917307311374565,1.0520428525625725,1.0111178434194548,0.9851225914742548,1.0283014197414175,0.9838778264848111,1.0801935718094744,1.1304020288441248,1.0787549720366718
Crabominable,Frost Breath,Avalanche,40,1.5287082575462003,1.4772570161691982,1.526175747551291,1.4991183542444164,1.2874603595451164,1.6882844137064745,1.4893262290491505,1.4326680547176267,1.480975124872731,1.4236605253145391,1.419237173405097,1.4320144573421556,1.4281744632720974,1.4516222085627448,1.438963280616197,1.4650130372587011,1.4615265330908476,1.4829955332129252,1.4419872845398922,1.4470387221726186,1.4398224818655445,1.3971240759882375,1.4374236706034054,1.4245451208665634,1.348500029997406,1.4111900480278488,1.3717516136880739,1.4673009967032153,1.4653232453952703,1.4913498399343574,1.4065061374368037,1.4389767145294186,1.4105511282396548,1.3591798514370768,1.4488294907748207,1.3630171765676222
Crabominable,Frost Breath,Glaciate,40,1.4888423689246861,1.3714958119543263,1.4870913177294682,1.6001207402721038,1.2042579168820862,1.904544278093787,1.4474638685352188,1.3549081143403998,1.4462199691228994,1.3537725538542253,1.3316185398989198,1.3642361523320121,1.337475475194724,1.338215577134035,1.3609592622833724,1.391978517477439,1.3656972977033766,1.4061257899827526,1.364821267054493,1.3423112404074486,1.349156452091323,1.2992799133880546,1.3192269027107224,1.326560426501579,1.2543176825301183,1.299404610622155,1.284830400726851,1.3740427352901046,1.3705490493976444,1.397579789443298,1.3010076426195756,1.3283569042859171,1.3225781209734473,1.2723212889951305,1.342593974328082,1.2735880321694462
Darmanitan (Galarian Zen),Ice Fang,Avalanche,35,1.1560259950074159,1.1390262312984165,1.1576725386395732,1.135219632454848,1.0132918043570964,1.221326869194099,1.5908202136649587,1.2159186044723516,1.683045256731612,1.250156575209199,1.1610988545985526,1.2653385911780566,1.1300032896331995,1.116361626363199,1.1513540969039442,1.1294526229462014,1.1117149081757542,1.1302251079134438,1.178694859538762,1.1625073850193064,1.2621611779408324,1.2243659890939955,1.1682967272740723,1.23788160075542,1.1291866689951435,1.113769130843676,1.1435478594350468,1.1582293135313257,1.149219311167083,1.2290297469884093,1.2058509459090985,1.1444729363755939,1.2087897179461413,1.0912932874053094,1.1084693142260926,1.0889267735409993
Kyogre,Waterfall,Surf,40,1.2616470731637868,1.2441472517558219,1.2613719664956347,1.2597456677977195,1.1263083165636005,1.264893367593596,1.2311800423925354,1.234311114146926,1.2301362326003389,1.207194204971015,1.2606045250573326,1.213639075311093,1.22896037106014,1.2881316980405058,1.2316370971018462,1.2237541044671,1.268186741123552,1.227459690924628,1.246285070281744,1.2863548858011946,1.2527678836603129,1.2156532970416214,1.2677253392948389,1.22785207059379,1.1988694757605116,1.2492518851023764,1.2008538957525143,1.2598249332542997,1.3049873499842697,1.2745855902958536,1.2273623642774178,1.270172029526199,1.2422284756966635,1.2185853016285257,1.2857193943576752,1.2158268756274353
Feraligatr,Water Gun or Waterfall,Hydro Cannon,40,1.4233068850601645,1.4242648377510092,1.42234453625768,1.3602990667256896,1.2544522749807372,1.3837814889754585,1.3238751798392632,1.361282640625095,1.330881713954454,1.3710415279777226,1.412524444759946,1.3690587754705452,1.3859644064309053,1.4801139707183328,1.3931423598596597,1.3649237641210885,1.4127767639426674,1.3814803627269,1.4244890148248222,1.4599154566554478,1.4355027263361841,1.3869890391387132,1.4609217990038272,1.386810908963153,1.3351724012982933,1.4098974929666093,1.3414261145497128,1.4140845737465284,1.4671950192277985,1.4144599584058613,1.3629112640061467,1.4171355290493406,1.3629792160170544,1.3450907875703382,1.4483490054811252,1.3409006401163965
Glaceon,Ice Shard or Frost Breath,Avalanche,40,1.4921879097937873,1.4516019081122746,1.4965181796700817,1.4257837044115034,1.2923263711314557,1.6407307528919162,1.4915475099302744,1.4755909438615402,1.4897772800471487,1.4448109464156067,1.4044176366031123,1.4433858541651565,1.4160484296916265,1.4554279603094615,1.4265852165718875,1.425033727842138,1.401774194053257,1.420209472593585,1.4637134531834335,1.4416949794251344,1.4716801559160735,1.4324022641639687,1.4395113223607612,1.44443885604678,1.3423305660951834,1.3771834552148317,1.3627674949686521,1.4415350515002796,1.4324510584779913,1.4749351900471759,1.4237179312704704,1.4404759777531349,1.4220722629664233,1.3284857120056561,1.3964084624223858,1.3306526531910856
Mamoswine,Powder Snow or Mud-Slap,Avalanche,35,1.4654994657225684,1.4670175230009057,1.4659543633656031,1.6113423505435431,1.3199358301177875,1.7462226941733887,1.4330310412492173,1.427489864092836,1.4331000623335493,1.3826355621226056,1.3892247021585649,1.3925088871768656,1.3876417261793204,1.4530950730206829,1.3936891467006027,1.424131605883513,1.4340050677843548,1.4358108298457752,1.4440435515859427,1.4584326179487723,1.455795793170304,1.3926620845914934,1.4294508967837334,1.4069778335795724,1.3225162940173671,1.4059531393989577,1.3420257689542447,1.338999184730824,1.3665852775692724,1.2588853627797485,1.3010083201072218,1.3376571836970659,1.20748199741718,1.2688349440826385,1.3520829124516958,1.1769106257469608
Mega Glalie,Frost Breath,Avalanche,40,1.3505915517724572,1.3466745663460669,1.3504356396767059,1.3691951367218493,1.1955385278653916,1.5645293335081047,1.4022288624717345,1.3655252021727695,1.4037971252181942,1.3634832398552958,1.3496608764128846,1.36522699510959,1.30491536730524,1.3429775505469834,1.319053005034056,1.361394063273745,1.3443816770954302,1.3770503554335476,1.3522605710606304,1.3625576660018195,1.3698149378420115,1.3280976005433895,1.3396392340032632,1.3431996802285984,1.2890563171653784,1.3154344019340436,1.3013056005705583,1.3459210793878227,1.3401049099952602,1.3725158064117218,1.3269673771236845,1.3508504087460809,1.3242976354309237,1.270218415895537,1.3542009279952116,1.273392278901644
Mega Glalie,Ice Shard,Avalanche,40,1.385704694197982,1.3936093525276891,1.3852589884247384,1.3811565337546372,1.2246622921472543,1.5877956970671316,1.435562648793186,1.3930181239354034,1.4293375191819606,1.3639468305087676,1.3592449507740345,1.36755038983226,1.3292951665982964,1.3780497586510145,1.349352623777364,1.3670518422757765,1.3631245911183871,1.3875805790233169,1.3848561935757788,1.3897586644170303,1.3974435122241886,1.334578487915193,1.3498421174931845,1.3511657664620944,1.2921885379239635,1.3336232026232249,1.3025776884504516,1.369067864299216,1.3719412840809015,1.3944500804556788,1.343084875974115,1.3619753317601957,1.3454477157631743,1.2812254009223978,1.3545418864841958,1.2819848215251732
Mega Glalie,Ice Fang,Avalanche,40,1.3918009520579049,1.3931345225148357,1.394225407626954,1.4360496496556456,1.232672747042364,1.6663151239910756,1.4342854905163955,1.4144903865788678,1.4359229531582867,1.361481460037063,1.3614671806625045,1.3649771505111516,1.3120433340366946,1.362880224586273,1.319792058484698,1.3459291198833063,1.3512873549546278,1.3607108357931441,1.3684341995483342,1.3860964077802689,1.384048020589687,1.3332622507641416,1.3501162468896561,1.3549492606364981,1.2742146735561097,1.3091280676212176,1.2801044605361904,1.3603388272226986,1.3563595318272592,1.3877560965708702,1.3309822366634736,1.3561392160556713,1.33385351399377,1.2618125174133878,1.3573490691267096,1.2630170515072596
Shadow Sharpedo,Bite or Waterfall,Hydro Pump,45,1.6774594371278604,1.2992469161027072,1.6828210447858867,1.4989942219861865,1.1781064706555762,1.4750496867329408,1.8222938638825539,1.3564511647218573,1.8223537656008213,1.2380702671839914,1.2738841655713218,1.3546878208635924,1.2320908961039472,1.190672644799562,1.2418765063833301,1.4197616983181467,1.3495990221273424,1.4251004479307852,1.5925625796545506,1.356826121795924,1.580137736121276,1.3360003550276165,1.3116009434119265,1.4351063757659137,1.2240264241823027,1.2810136733292856,1.229140591557501,1.4058287799415967,1.3459450225166898,1.4865782224275328,1.33210237780041,1.2885466800928909,1.4672587073125831,1.2345965770708311,1.2692214651037816,1.2234987373804376
Shadow Omastar,Rock Throw or Water Gun,Hydro Pump,30,1.6266778034828195,1.6110821977960494,1.627335521731029,1.6950475468948845,1.5169048559619251,1.732174684398695,1.72901580225209,1.5522471727283031,1.694678617446885,1.5036141221485084,1.4869764279712425,1.5349473021726912,1.6076963000145479,1.5866907469564342,1.6198628314698633,1.6629338057839727,1.6222750877236916,1.6643533488382285,1.797569983904457,1.7268858980042765,1.9707863739287852,1.614362500454571,1.592020569412522,1.7633049064693307,1.6316883722619173,1.584362962149612,1.6365555112701127,1.7147604691049068,1.638777945709613,1.8568853785664268,1.6484955616175268,1.6413003718204637,1.6503832793203483,1.6647374697375046,1.6827018838450842,1.6804133806070516
Darmanitan (Galarian Standard),Ice Fang,Avalanche,40,1.3819507645487568,1.3454194764730596,1.3830664277446598,1.5399745564955587,1.1794867654354086,1.5769078726644798,1.4605396089830405,1.4000274296226334,1.4690081920517035,1.3064397169618127,1.3297157376632427,1.3112079255472344,1.2707706260656904,1.2949443186986158,1.285860999235914,1.3022761206877662,1.3055143691563187,1.328211109685134,1.3137000480483567,1.3315843181120166,1.3119387127355537,1.3001955733726822,1.3102395111220415,1.3224217814373564,1.2176733121574268,1.2538290517633721,1.2408774379578131,1.3073114685332032,1.3038625491501319,1.3503550687077588,1.2772040464236891,1.281343563690368,1.2959373250758655,1.20468610981253,1.2876750680303022,1.2156606636453209
Shadow Gyarados,Waterfall,Aqua Tail or Hydro Pump,40,1.2846139089974917,1.2576606991116357,1.2834601295154435,1.0644317236945837,1.0530240503543948,1.2021474880673806,1.2216390397557868,1.2569463641802745,1.2239448088813327,1.2217002534864614,1.2466857802822855,1.2186827353434757,1.183819133083356,1.2460037509682138,1.1786382229165546,1.1786690727425821,1.211442111754192,1.1796720495572341,1.2013686558486256,1.244821180751314,1.2022745765656475,1.218262164472707,1.2466025829491825,1.2217313883243992,1.1443019297568502,1.1810514958765663,1.1527425706102685,1.2052760582618642,1.2419276511565058,1.2083163094053646,1.2035327525559196,1.239907674016047,1.203116368648602,1.1991830313503005,1.2533703345259923,1.2106043210788937
Mega Mewtwo Y,Psycho Cut,Ice Beam,45,1.0213208417155026,1.046767284337004,1.020922194319125,0.8987431699066599,0.8887258951347642,0.8962658021672806,0.9728290276216657,0.999068572983717,0.9736273297745157,0.9760389961005748,1.0591189935313545,0.9725289017741917,1.0834476404417808,1.1796649554457848,1.0829205782939255,0.9821847033671498,1.054493002450942,0.9846158782229261,1.0235450831859456,1.0628759934011838,1.026958861713602,0.9861227964095368,1.0573804139400116,0.986622408406265,0.9836291302219313,1.0473140944198998,0.9821866422363136,0.9165584402160369,0.9728299988986913,0.9209985374770107,0.920946896706016,0.9564525845789551,0.9191004041264621,1.020810568263134,1.095173369659876,1.009858204194707
Frosmoth,Powder Snow,Ice Beam,45,1.661412830351554,1.6733399807869938,1.6619787797692942,1.5509581413575937,1.4645639840897806,1.5657272639274633,2.050109486036105,1.7736924706579926,2.052442076826546,1.75031373724201,1.6775314983797622,1.7533007405571723,1.574795118761001,1.6145134422800433,1.5739790013931794,1.5791097101753224,1.6160865373479116,1.5872000100166213,1.5624809687419265,1.6013477929931947,1.5778164245080766,1.6630863425930207,1.6946924295908123,1.6813268109336181,1.5178218368036929,1.5784216052926647,1.5147439375520946,1.569223832922817,1.5941626501472859,1.574467453319356,1.5628981817196996,1.6150511129707772,1.5838727927516003,1.4792640961534371,1.5694514950510066,1.4779788474254447
Shadow Swampert,Water Gun or Mud Shot,Hydro Cannon,30,1.256852463995596,1.2680305769546836,1.2559049520698942,1.2964253067063622,1.1277062478670405,1.3023064332896013,1.2463206934151383,1.264666801609443,1.2430266353437303,1.1938814889443499,1.2581922354487127,1.2029038664136236,1.2269370238387005,1.276595242744786,1.2350088531761998,1.2430897833592618,1.26244048718342,1.267738653828697,1.280894333577171,1.2889585401404529,1.2816747582150776,1.2155873457309472,1.2719721876542847,1.22614581156786,1.1906196249011831,1.2560526780727095,1.2020093794413997,1.2592874720303284,1.306354025283493,1.2107170121380764,1.2446935822459078,1.3156960829036213,1.1772100879197736,1.2170751132480733,1.325316885214157,1.1372010875654746
Kyurem (Black),Shadow Claw,Glaciate,40,1.2367929566298608,1.209158699130619,1.2370594209421766,1.1182714294361786,1.0479676455042517,1.1602676006416264,1.186543785295076,1.189857601992957,1.1934434797784315,1.1417949717965459,1.1912778948382212,1.1538952746757727,0.9747295095825312,1.0142807564321503,0.9813839526187972,1.2015446412640975,1.2197174060706986,1.208450898209216,1.0335260270688045,1.0692596144086535,1.0440662155511948,1.1943270778206976,1.2461368557496908,1.201780438841254,1.1620348873617892,1.2076321810068051,1.168720884796868,1.1628361105984617,1.2199201945820872,1.1834901789946217,1.1615577520871827,1.2369881934397278,1.1743800526499362,1.1776680352439028,1.251921932724758,1.1810998098981085
Kyurem (Black),Dragon Tail,Blizzard,40,1.3966361753029444,1.3731858171447355,1.3981474885463807,1.2216867264456106,1.171765486378785,1.2730909230000205,1.3405361722337117,1.367962129239656,1.3562297965809174,1.3069781009520127,1.3233004574592357,1.3219203016714371,1.3242203503787011,1.4011026168966572,1.3220276984494164,1.3639898706916789,1.369445298291853,1.3638541454726436,1.3379850121396677,1.36945002548758,1.3623724143520686,1.2968699631227392,1.3595930495947692,1.306540613371844,1.2551197517930697,1.334891054847764,1.2910576488616052,1.3077137469267661,1.3604464397469471,1.324058785079785,1.2935906264299755,1.363524678258153,1.3170439445756164,1.2593571768914273,1.3458334940246326,1.2602417930573449
Kyurem (Black),Dragon Tail,Avalanche,40,1.2125479013812281,1.2345999963032697,1.2135513638187023,1.033897217948911,1.0375712531340915,1.0422809266364823,1.1719787272011377,1.1832506212791645,1.169359591624059,1.1539581714974578,1.1901804635536657,1.1641246771847746,1.1705575862742348,1.2572928284685645,1.172700238400111,1.1767191808907906,1.207747308815566,1.1899433121836547,1.187706975191776,1.2326913815206506,1.1856535223798212,1.1519601407536573,1.2166171261377372,1.1703459947522483,1.1292986201487003,1.182574940530394,1.1280213381804896,1.1858395562289534,1.2214168092792592,1.1873978329401071,1.162927361112619,1.224520811717596,1.1846948698111792,1.1445492288794932,1.2275318495788827,1.1447545137749426
Kyurem (Black),Shadow Claw,Avalanche,40,1.2562503465684602,1.2638217996182377,1.2562333615916723,1.082222194757559,1.0897011633159224,1.0895671979064228,1.200348359783667,1.2209898660597578,1.1993524713660846,1.1907524209674851,1.235637136445879,1.1993636129100909,1.0496633696066726,1.1108525130307483,1.0512995361748252,1.2238367415930809,1.270768118346381,1.231442956906617,1.0920811767701109,1.1305341209936797,1.0974059891029104,1.2073605360917008,1.297333872038432,1.2211233418946765,1.1890544420376612,1.274884247191177,1.1876295304759037,1.2221854701667485,1.2819163223354062,1.2270775362708333,1.2131236064184976,1.2781017344920156,1.2359246225212444,1.2133295553837082,1.3200408589105153,1.2145914820440527
Kyurem (Black),Dragon Tail,Ice Beam,40,1.2897097517245995,1.3213262868992375,1.2886973971522189,1.0997481630726198,1.1156384904182255,1.110412621580375,1.2398464799425801,1.275955861553003,1.2419760307297603,1.2273499956148273,1.2703942722032182,1.2362129348869766,1.2469178627082724,1.337799196071313,1.2476395243531153,1.2452079387984436,1.2932942319912104,1.2554133577905837,1.2589130264704982,1.3126169431526589,1.2623560355096306,1.2206830552591856,1.2991392737589598,1.2352645048196849,1.205297778397221,1.2660395031749407,1.2018554581992063,1.2488403369177865,1.306521852709539,1.2553022942178282,1.2424119054768559,1.3026065812132304,1.261276803041486,1.2162479403487756,1.311792367484941,1.2145211778401284
Kyurem (Black),Shadow Claw,Blizzard,40,1.4672858856341564,1.4370239523141781,1.4691602277785298,1.3145966996155418,1.2558640538871124,1.3657301236604473,1.3975280080765395,1.4154907452739331,1.4074306561616339,1.3720429691453835,1.4145116429005473,1.3822333745579884,1.1328990842762086,1.1916003606801022,1.1364061478133114,1.4346612660383324,1.4657484137741064,1.4497683656317202,1.2012738349211554,1.2327427881968018,1.2213487798512845,1.3976340891846633,1.4818351907564618,1.4101093343293831,1.35794946792053,1.4630670872002562,1.3907235468598824,1.3772870292515873,1.441837366391139,1.3957198556195503,1.3715427445502175,1.4417006552338707,1.378085191937416,1.3676268846385413,1.4906417837555577,1.3790025949349267
Kyurem (Black),Dragon Tail,Glaciate,40,1.2001015102142154,1.174324709794187,1.2000279752558862,1.0509967522634966,0.994907149341481,1.0957920337221156,1.149484737936241,1.1612944063954291,1.1618109022557734,1.1119489450654143,1.1365516139107497,1.1216619427958652,1.1281450138466036,1.176451547372684,1.1297952956934638,1.1548741818455,1.1660630608916671,1.1544278161574364,1.1459414898217595,1.1595946527300791,1.1583867084098882,1.118346606805066,1.1664623408770538,1.1284755570266192,1.0867694559224952,1.140669097819477,1.1060496489607876,1.118229159423275,1.1518711348479274,1.1353653168931366,1.1009694221540187,1.1683524281250393,1.1165837509296612,1.0903192699800743,1.1722817868205506,1.0948136352164302
Kyurem (Black),Shadow Claw,Ice Beam,40,1.3205388833576701,1.3612822958093567,1.3204822834203147,1.1533583684763242,1.1731819112236037,1.1549835448077308,1.2680559871856814,1.2995650956442688,1.2693797257538406,1.2659922771167456,1.3230236189746463,1.276003043373947,1.1235886752738848,1.1844412669412834,1.123156842109402,1.3054152985109666,1.3604542224754201,1.3178149210095502,1.1628215661137695,1.202189961927165,1.1687117580764297,1.2896550130084339,1.3796337729881922,1.305474605971737,1.259616657422684,1.3596900903921316,1.260060473719096,1.2983821285779849,1.3554014307992832,1.298872267354164,1.286026188928575,1.365430874436523,1.3077459347480822,1.293994165359476,1.404536760699328,1.2903783322713904
Shadow Abomasnow,Razor Leaf,Weather Ball Ice,45,1.531636567456085,1.5068346047920615,1.4034358110251481,1.4091447945958444,1.2777759685180383,1.2650259798171413,1.7686684152008032,1.7147891441635879,1.7166571837180336,1.7085073561718445,1.7431508793213957,1.637275398597271,1.4292200685973713,1.4666423329921376,1.3481625891379194,1.4401823025082245,1.433970745205325,1.3430080852915307,1.46519426564156,1.4722404886861222,1.3812798273636235,1.455874104495229,1.4787421975593085,1.357571826832815,1.3758084903773409,1.4183409782017253,1.276817901153315,1.8305052000190944,1.807693712880163,1.6928962202557367,1.739847047340313,1.7952106602952114,1.656120989944271,1.3849441451689872,1.4745664571274655,1.2764580660942664
