Attacker,Fast Move,Charged Move,Level,"Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Arceus (Dark), Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Darkrai, Tier 5","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Sharpedo, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Absol, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Mega Gyarados, Mega Tier","Absol, Tier 3","Absol, Tier 3","Absol, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Crawdaunt, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Mightyena, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Sharpedo, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3","Umbreon, Tier 3"
Tapu Bulu,Bullet Seed or Rock Smash,Dazzling Gleam,50,1.199353969743315,1.220488515314398,1.2218412440956379,1.1889011526170594,1.2147363982625339,1.2274933583968886,1.1762556761594851,1.2040118760916818,1.1974700546295525,1.2544421213264478,1.2725942226243112,1.3028586852443331,1.1485917617169488,1.176905693097044,1.1592804774772623,1.243044566572304,1.2724255548745356,1.2764266693349602,1.179169507377526,1.2550039081779825,1.1783851831082208,1.2555634436071315,1.3057390932666715,1.269818958003061,1.205551207650404,1.2370409653337675,1.2094988702337373,1.3315810664790635,1.3576922812824017,1.3315810664790635
Togekiss,Charm,Dazzling Gleam,50,1.1504387878097286,1.178516266929696,1.1504489807909042,1.1633099455555138,1.1733151057405635,1.164409094494017,1.2005779682311029,1.2144019313312273,1.1950788826338552,1.2164710841357687,1.2318794265224835,1.2144808236241953,1.1943185496389346,1.2128980584575308,1.1892970289936273,1.2118354981102435,1.2372888487309137,1.2161901629421048,1.2157157535101584,1.2732071833655652,1.2322245118618482,1.2173569224006764,1.2773323478944716,1.2143465744620163,1.2247021147155195,1.264397766060787,1.2319361582985713,1.2818418402921916,1.3499385441486478,1.281215858293856
Shadow Poliwrath,Rock Smash,Dynamic Punch,50,1.2084767324062025,1.237387721419148,1.2063747972531473,1.1999101448774145,1.2462398340980472,1.1988606049921573,1.1799630250484183,1.2196923289879162,1.1919758958976807,1.228629056805143,1.2967410335869338,1.3901910777390876,1.2532613467900897,1.283116608280167,1.2613237906462806,1.2465107921808862,1.2878357899843174,1.2412963716923515,1.2303446110354654,1.3072886079012411,1.2342581087491333,1.273944984868729,1.3396230438864165,1.273591476119969,1.2036731546419948,1.2990050070321106,1.226216143692837,1.2919650453849434,1.366039914779555,1.2919650453849434
Mega Beedrill,Bug Bite,X-Scissor,40,1.2624837758007055,1.1264279520920983,1.038070117027887,1.123278444597495,1.0906088006144141,0.9596766438679415,1.235983361271788,1.1226328816649052,1.0374624766413794,1.190230746669903,1.1501034046480525,1.025540241581676,1.2258626169031213,1.1604102424677742,1.0032977380818977,1.2007584041082293,1.1604881129819613,0.9972585979543358,1.1842080802299968,1.1516580469096585,0.9928924934175528,1.1399800370552922,1.1765679641334807,0.9441441225931129,1.1656552871215724,1.1645346267536034,1.0036773294376642,1.1960652025046772,1.217941450582816,0.9848279891607984
Mega Beedrill,Infestation,X-Scissor,40,1.304673548635209,1.170448233008879,1.0954118231459904,1.180493551561151,1.149884502110678,0.9900159276165428,1.3032106739365301,1.1793050539081185,1.0892818389876935,1.2545257773439962,1.2233804901489922,1.0694499448477732,1.267701029280202,1.1999954441997132,1.0564983898552616,1.2234478124382906,1.1939318036491862,1.0308334640078254,1.226697752845672,1.2054751941125745,1.026107589163112,1.1583556809669926,1.1843892829038485,0.9706584208425303,1.1992718611813886,1.2050335027352475,1.0330285631654148,1.2087167306610704,1.229847256147614,1.0165718434196047
Mega Beedrill,Bug Bite,Fell Stinger,40,1.3833985268694107,1.2062442914854334,1.1324607726012665,1.2150404316419932,1.175401480110618,1.04124900518296,1.3373387184753933,1.2060218025523508,1.1276638798595608,1.3288926756020363,1.244476953130313,1.1622637939000964,1.320293481715259,1.243950760616576,1.0949433923444185,1.2950274540183424,1.2384819348334117,1.0755027049177863,1.275190021951093,1.24383074420543,1.0794270438234463,1.2263973106091,1.26011665456464,1.0134774379852127,1.2788920818344658,1.2564092037908356,1.092906296106156,1.2790821011471551,1.3054974428248343,1.0551808000559315
Mega Beedrill,Infestation,Fell Stinger,40,1.4391637037287617,1.2692767523470563,1.1997084095210457,1.2890498637938894,1.2450016638275456,1.084627562009735,1.40779477024971,1.296810089281839,1.1807805327818373,1.3901114493593218,1.3386288626862075,1.2037499420614401,1.3647042311995166,1.304150370801729,1.1527961040559482,1.3350076610314876,1.2854258842272912,1.1191566845792373,1.3177666155178671,1.2968470894156552,1.1186159864644527,1.2465189023354004,1.2694882495718607,1.034862682284178,1.3119683223765115,1.2967936661694224,1.1305628017840295,1.3005506369373077,1.3186940022959333,1.096318891260285
Mega Beedrill,Poison Jab,X-Scissor,40,1.4774012260064346,1.310271320244774,1.3243107497226976,1.2795539212977938,1.2769745668460113,1.129148708646294,1.458369512557055,1.3464850921265172,1.2861455372570734,1.375599012079876,1.3579147770332738,1.2389507699853037,1.3862059184989373,1.3387421949772302,1.2332082570206169,1.3684024924030538,1.323894723620356,1.2088444739009598,1.3792424856396064,1.3761543528652609,1.2230683518243604,1.333649609869539,1.3653787435920308,1.1824450263163009,1.3601311248865924,1.3649466609348941,1.2508914247579301,1.3604481501757533,1.408421043432339,1.2202277580693188
Mega Beedrill,Poison Jab,Fell Stinger,40,1.5904528710378683,1.3774363005442787,1.410288100829504,1.3926144825116753,1.3522331349252372,1.2266252263248305,1.5522116346752786,1.435441992612048,1.3811054712839999,1.4787205370042853,1.4347440145671078,1.3376574756852828,1.4862835508054397,1.4194725926361367,1.3330093081613121,1.4366618012148396,1.3958607978115278,1.2650238687934994,1.4631840607793694,1.4483258210534604,1.287925938586872,1.3934539914510022,1.4263722925557338,1.232827789243001,1.4475881328105362,1.4305461933577792,1.3027406020962922,1.429421278768611,1.473549513940085,1.278788461406412
Mega Lopunny,Low Kick,Focus Blast,40,1.2322861120854038,1.1649858188480242,1.2336740934478272,1.3700180595932836,1.135675435958666,1.3873880817649984,1.1803290207620454,1.178275808269861,1.282408744482204,1.2565499624505312,1.2234311591528333,1.2784160739986667,1.2109054101965424,1.197887798721804,1.2809919887721568,1.1539064056547552,1.17906253441807,1.1759762887230358,1.2233979254968763,1.2166617054251654,1.2451236117325999,1.1960841015254535,1.2427452213607662,1.202607629542766,1.244633345545115,1.2670326369189282,1.2506531286312026,1.1997224655001395,1.262142009522068,1.1997224655001395
Toxicroak,Counter,Dynamic Punch,50,1.3646093462070539,1.2470162606981794,1.3682598133037545,1.2137442699171124,1.206758408444568,1.2219749443176597,1.1689299317629145,1.207535054060617,1.2979092494859052,1.227046657344556,1.251156493271798,1.2508106446372929,1.1939889889246291,1.2274805873308337,1.2718657655489647,1.2190662981970104,1.234289670256547,1.2243042533530604,1.2147749292783026,1.2488797644722613,1.239413696483408,1.2087903987156734,1.2610870178065081,1.21148469853661,1.2165935421961422,1.2408802647425499,1.2408283823181068,1.2422665816875922,1.3121919794651937,1.245576708076279
Heracross,Counter,Megahorn,50,1.2160064522906167,1.167439790193729,1.1261232309168698,1.15150220009034,1.1297520306498543,1.0629842022843148,1.1695990704647323,1.1611296598468683,1.099394054211942,1.1753523885938884,1.1938900074570724,1.0816229188172162,1.2004929081987872,1.1869102305271684,1.115530319034611,1.1607063776871729,1.195309631367111,1.0911813899252,1.18802349900039,1.2074816161996378,1.0962312489077266,1.2020028396985674,1.22608603851418,1.1196367963402543,1.1910952818455987,1.2165075353549228,1.1222233751649877,1.1943803196453353,1.259698881934227,1.1107591748373713
Emboar,Low Kick,Focus Blast,40,1.449597978139839,1.3362432143232306,1.4485980867462758,1.4494931336009234,1.3616717186010014,1.4475294375166328,1.7979020938004782,1.4181788428670135,1.7994655524130496,1.4465294109335445,1.4133406191760194,1.4532059138399804,1.6227654075144988,1.4169857135246648,1.6013989246106903,1.3637738752020003,1.3814536036017722,1.3646060964025948,1.4366373921410092,1.4610192374539803,1.4891389141218698,1.3435186795650844,1.403439575337648,1.3335140746484888,1.5878951799563827,1.5100627701705405,1.6484123221816878,1.3906000325850223,1.4554985352345842,1.3906000325850223
Lucario,Counter,Aura Sphere,40,1.0,1.0051059713955572,0.999582755434328,1.1478308138330917,1.0499570019725528,1.150553196299175,1.168776225293823,1.1052109108952937,1.1654768677805294,1.055906517602692,1.079625791513358,1.0780385192713224,1.1158060919132706,1.086626484998007,1.1127299714711376,1.0552843261854534,1.0638240957516678,1.0571303722463998,1.1006282852220939,1.1075953086500365,1.0948624455783815,1.0565013672715022,1.0876862420475066,1.0581312992625986,1.0726452564186728,1.0956335872597338,1.11199004341485,1.0910894945763416,1.1436500967875038,1.0910894945763416
Sneasler,Rock Smash,Close Combat,40,1.6223681188474899,1.4092815773215517,1.6289592832687334,1.3750181882288735,1.3198456984469678,1.3753902297684686,1.343668567420047,1.3672309491606145,1.5628781809074581,1.3838996434154,1.384874992027258,1.405705274369949,1.3693850220717503,1.3934652188529304,1.486250264071085,1.3450861337893476,1.360504147493463,1.3543049834802103,1.3836153623082639,1.4147872395588272,1.4072638337017453,1.3394472239512807,1.3938306327623868,1.3391364917545912,1.3689670194167327,1.3888775880329784,1.3794585834555269,1.3804939315077815,1.4419743776853775,1.3804939315077815
Yanmega,Bug Bite,Bug Buzz,50,1.2138364600711107,1.1924598645802362,1.0211889378112422,1.226083586140928,1.219916933040747,1.0090758734883736,1.2161775970739113,1.2160438678708552,1.0490796146252825,1.2837064620609067,1.2715938366313524,1.154185699456084,1.25459744544521,1.241048789314444,1.055790991639739,1.2728596534742298,1.2763168408865548,1.0554427708484448,1.2314887757512438,1.2752741966149608,1.0444109213889683,1.229750493923819,1.2951685088824887,1.0339345972267835,1.2516035904452845,1.2595741224382866,1.032572723881737,1.2762739214326424,1.3552340472283069,1.0613505430524925
Genesect (Burn),Fury Cutter,X-Scissor,35,1.3035821429652408,1.2987754179122284,1.0764616022832278,1.3978021871424298,1.3414010693202432,1.2201593900395564,1.3890458186749315,1.387608816273671,1.2658922494542324,1.4601886492715852,1.4481964568144134,1.2072437527706517,1.3701654600531632,1.375439313249847,1.2635570145546797,1.420750089851604,1.4294276421896108,1.2197392791965562,1.4336517170056633,1.4608183551852014,1.2280161627645703,1.4259584397971112,1.5044669103019725,1.1912705765598117,1.433523185695819,1.4622103848949843,1.194815024787093,1.4229299927651264,1.50501915462467,1.237563364447244
Shadow Hariyama,Counter,Dynamic Punch,50,0.9775006632114389,0.9937897593032097,0.9774964791929652,0.96261971017769,0.9811358016464511,0.9619766903876318,0.9403026972241806,0.999069995507168,0.9889297323421732,0.9567388784705859,0.9947994612737345,0.9673264157443927,0.9596615481270702,1.0030714176805464,1.0000101403296708,0.9709953011986637,1.0115401634459456,0.9764238098176115,0.9757352271832503,1.0347825343814034,0.9864964096615536,0.9888932343774632,1.0459185936465107,0.986634279417767,0.966849248430897,1.0059168652971926,0.9658382823317504,1.0189593642300103,1.0900083210411229,1.0189593642300103
Shadow Granbull,Charm,Play Rough,30,1.3759896984123878,1.2950107360133605,1.378804875182717,1.2886098668136627,1.2699764744485433,1.2883403647093108,1.4470095686763977,1.3891139736459626,1.4241666265870079,1.3875843377447634,1.3654283683299844,1.465559141106903,1.3477670149037129,1.317023666280281,1.349273735627644,1.3206764849027208,1.307982260915622,1.3284947898444794,1.3091389909410929,1.3502961189007936,1.3385591018296417,1.304822366837424,1.312689120120379,1.3033755849382016,1.3638275434261944,1.3492862460751627,1.3675314644971446,1.2789231711344144,1.350930327354627,1.2789231711344144
Accelgor,Infestation,Bug Buzz,45,1.4370342608797835,1.3997398786812687,1.2028044496591361,1.4399361946387215,1.4241358956980463,1.1900164337237809,1.6213909244793654,1.5046778240616374,1.3465490240700835,1.5068687070635656,1.5249830410038616,1.3624083002615852,1.5474255503241414,1.4703675685804087,1.2989667518429866,1.452284113511613,1.4441362569297995,1.2112809417897732,1.4800885917692042,1.4761519714693405,1.2167321870624903,1.4336941431673884,1.4337458488055705,1.1711887711799998,1.4521122802219661,1.4627328393965182,1.2204159004051065,1.4326028753473083,1.4883679585608407,1.1899514533107194
Breloom,Counter,Dynamic Punch,40,1.3578363995363751,1.2043206222258624,1.3604847942086065,1.2890584570730383,1.1853179133704674,1.2813865566951872,1.1655707128353054,1.1862372707981168,1.1923391935659828,1.2502365411861618,1.2212337856216502,1.3226931506520088,1.2042437279672864,1.2145598233525179,1.2165396124997934,1.2259853578568842,1.1955813518100877,1.2376331399232994,1.1690878293384135,1.199997253712769,1.1928954509576475,1.2227008766119907,1.2374812136181272,1.2227008766119907,1.2122302756786993,1.2054000981984547,1.2074108068518685,1.1816983288627767,1.2353500049626616,1.1816983288627767
Chesnaught,Vine Whip,Superpower,45,1.5923967037056161,1.5804105145274465,1.5939256953927727,1.5666975005472283,1.5501633461111353,1.5668829150427301,1.4013158249742808,1.4153126975878303,1.4229889884558853,1.645484549255171,1.6654110560902042,1.6477795104690192,1.4142665620792085,1.4234049096096157,1.4295332692827003,1.6636668399761056,1.7135838918747102,1.662255246087323,1.4517237273455308,1.5283504416145095,1.4516447955936493,1.6795473925158144,1.7471424432604339,1.6810289978508728,1.415758522557964,1.4891666472548752,1.4176291032871677,1.692795401641611,1.7894985090167503,1.692795401641611
Emboar,Low Kick,Focus Blast,50,1.339584776226229,1.2566038945200042,1.3418743690589165,1.2877346703280712,1.220650366780133,1.2886266843354328,1.5785931218613227,1.3090243750799149,1.648600242354854,1.3061862271426605,1.2966631219052391,1.297762997154111,1.5669304744461856,1.3534040094716557,1.5271456992694188,1.2738073602827449,1.3052543167220862,1.2985899176335254,1.3339154950134722,1.3394948751975693,1.3412388636132306,1.2883567582716147,1.3677729845889788,1.2884374315263687,1.3745995750784061,1.3618165322513553,1.4772625804291026,1.3257078971237164,1.4103002378956317,1.3257078971237164
Heracross,Counter,Megahorn,45,1.2436378883347785,1.1889357637436107,1.1522216692987408,1.2283890627695284,1.1904538474483128,1.134063168087914,1.2010131746726274,1.2174392265290586,1.1370743686867206,1.2266046736180614,1.2418021262494097,1.1443413471880552,1.2619391910882667,1.2618818761814312,1.1826285130639411,1.2248866314072415,1.2439514799571258,1.145757996615958,1.2365591709669428,1.2598031315356355,1.1566123106646207,1.2641043428915255,1.2883354738221622,1.1576617040882589,1.2352342468774495,1.2515573349193525,1.1703469708983465,1.2156031069381752,1.2802395560946165,1.126510412537618
Shadow Machamp,Counter or Karate Chop,Dynamic Punch,40,1.1054199953352646,1.0102385602703412,1.1047532230295498,1.0,0.9814648767903016,0.9987022039704956,1.0,1.0169454842346173,1.0927613790061574,1.0,1.0025887146645764,1.0055253908228226,0.9999999999999999,1.010435942325038,1.0386990250954788,1.0,0.9978480253596319,1.0062865406098311,1.0,1.0335019579299525,1.0269646036224103,0.9999999999999999,1.0345742312721347,0.9995514483974408,1.0,1.0257958809287773,1.0059687477216357,1.0,1.0525113751066661,1.0
Tapu Koko,Volt Switch,Dazzling Gleam,40,1.3173501008615518,1.341398414702107,1.2749149397946449,1.335872691254762,1.3568683918737734,1.3148422484826272,1.254302033270418,1.2917701406150839,1.4106983362444852,1.3642079280550328,1.40632949219939,1.3488828323194033,1.2420105040588874,1.2745072479475936,1.294721701224004,1.349655947469031,1.3791760665380959,1.2923509767174297,1.2581018354032913,1.2873860914955357,1.2455767299208953,1.3650238643323793,1.4171180215869585,1.2968948334729593,1.261145388469275,1.302642524650202,1.221856809953923,1.3932186948138003,1.468242649799028,1.350793245536882
Tapu Koko,Quick Attack,Dazzling Gleam,40,1.3408738545136658,1.3469050726327803,1.3385199435246529,1.3523241815086129,1.3390229452151565,1.3698758223715426,1.3749766853692043,1.3957862397342309,1.5904492714691092,1.359442506262977,1.3882086876279023,1.4024677138612938,1.3575317849735744,1.3776188962838998,1.4657840660884964,1.3746409250587242,1.3978038995154114,1.3831097591482016,1.3846793661645889,1.4418778075025493,1.4177629089903456,1.3822674454823227,1.418072187881926,1.3822674454823227,1.3889558503257098,1.4213568932985758,1.408303124048003,1.4174242476261938,1.4772356165529417,1.4174242476261938
Virizion,Quick Attack,Sacred Sword,30,1.5132704602954452,1.535718787667294,1.5133391405135839,1.5155152973021533,1.5313429049458906,1.5127345016256586,1.5075815073627312,1.5758933169417304,1.5513223354749557,1.5510925660766992,1.6018145234505579,1.5493833950662361,1.5354387254046487,1.583538130027684,1.5573424253390673,1.5666623766540342,1.6440669699847028,1.5904810733540893,1.5944586453314076,1.6983079797888623,1.5963989068624531,1.6648581529533346,1.736154060707486,1.6655523997811834,1.600992391283632,1.675574934405792,1.6042363285273775,1.662893587429922,1.7660083285319323,1.662893587429922
Zapdos (Galarian),Counter,Close Combat,40,1.2482710656427989,1.2092019919488803,1.2504150635347657,1.179217423247783,1.1701091799839647,1.1790167728156304,1.1930018569590213,1.203678139615634,1.224611452146647,1.207673640378429,1.2300626317483236,1.2254263980888132,1.231428482202068,1.2254152667072034,1.2422316808147535,1.2281170462768023,1.2444718281411513,1.2224620744910015,1.226549299696756,1.2481681495977552,1.226601728816619,1.2490026418466313,1.278025847170925,1.251313468567042,1.2221796003147434,1.2449367140304295,1.2382585233142676,1.2383391251857878,1.3130162182272624,1.2383391251857878
Sirfetch'd,Counter,Close Combat,40,1.4501018407900852,1.286852834717027,1.4540648184581093,1.3120176428983241,1.2442904777188395,1.315285092316069,1.3578494936472763,1.3097955468175384,1.5226127870925512,1.3210704748135964,1.288761385174622,1.3261915172137937,1.3529260178447757,1.3034485571155905,1.40542169626406,1.2948506677834843,1.2734262975535082,1.3084065036827224,1.323564968897817,1.3363237776621222,1.345174696516056,1.2896349673311733,1.3061431863265207,1.2850485318672022,1.2921103924882722,1.3054250259639013,1.335850029238696,1.273411308500883,1.3327095569623018,1.273411308500883
Pheromosa,Bug Bite,Bug Buzz,50,1.1341852558749852,0.9698697256886273,0.9368085464363736,1.0116550697816442,0.9253581973978496,0.8608105982229731,1.0897451989456508,0.9928347658389924,0.928165681098081,1.1011862779833341,0.9965172157745538,0.9365750711406283,1.1529952366168774,0.9950393213327186,0.982411157301864,0.9966797556248519,0.9817322363865318,0.8492602335805808,0.9931851746581063,0.9906453390896537,0.85479121495363,0.9758288808341611,0.9802448330493468,0.8251585888754717,1.0239068766447712,0.9926433747354072,0.8332189701505135,0.9633223738625675,1.009638424857503,0.7971896978894021
Scolipede,Bug Bite,Megahorn,45,1.711352488422732,1.530250453565407,1.4237956703420747,1.587007004102421,1.5155536243815473,1.3439368247422332,1.6281779161470975,1.5445849643799365,1.5505660616397783,1.6443700160458448,1.5745835983761094,1.3659897285992788,1.6629354417381113,1.5594691023052716,1.452751097157952,1.5438304344221185,1.4962359116839614,1.374625146887263,1.6233901667553288,1.5987983553004304,1.3255701234676964,1.480419282473591,1.5639612034115586,1.2231186747807556,1.5774774008932249,1.5609619697291013,1.3056734565583772,1.5799595870815992,1.637766165635536,1.3128569136740362
Shadow Hitmonchan,Counter,Close Combat,50,1.4926112014186494,1.3040187942548978,1.4966432599023256,1.3429702126367387,1.2609105122269182,1.3446218619769643,1.4903168326355565,1.310267704749381,1.4864838486795413,1.341631895827592,1.2971037058625372,1.3446019155445295,1.4287463650041057,1.3152170710245592,1.4253053396551185,1.328148244627599,1.284593176864551,1.3513724092198265,1.3095134846543999,1.3087035027645317,1.3321321367458991,1.308241417736205,1.3192974952210699,1.3063832333857117,1.3143142550213263,1.3179704382113604,1.3831025447799776,1.2750735191761606,1.3388396610907993,1.2717804343795704
Emboar,Low Kick,Focus Blast,45,1.384713733016891,1.294216306633361,1.3870497506503034,1.2943717395622762,1.2579966525223751,1.297963413929505,1.7248068844732185,1.3880468380668387,1.7737301884291392,1.4003474596896184,1.3671963032359626,1.4010209335483343,1.588732697603245,1.3766496865131779,1.5638864650480104,1.3093544314740313,1.3425224019097157,1.3268011777145394,1.4316877375394417,1.4390077452981833,1.4214415895433672,1.3090190788405909,1.3884820271201679,1.3130439786147141,1.5039494777118854,1.4121470217824503,1.5127169418956175,1.3554150751297003,1.439637369901802,1.3554150751297003
Leavanny,Bug Bite,X-Scissor,40,1.5995145203245376,1.5591771103922119,1.3483869718566894,1.632162999005921,1.580268607981564,1.3805218935664911,1.6111848055471811,1.5853850403944307,1.327789632232961,1.7328947213779222,1.631214694618561,1.4479740783873392,1.6088134895776882,1.6154551850702017,1.3317478658463777,1.6614827786341109,1.6409549134993793,1.4321376204820289,1.6182850876603359,1.667008640242134,1.3368816772709202,1.6041234021296575,1.65120535186995,1.3677971346521136,1.6359363386013406,1.6167827995998247,1.3943881065516763,1.6412075684644403,1.7316235144007697,1.3784950089359118
Granbull,Charm,Play Rough,30,1.5230072054139419,1.493630544047032,1.5243765812474073,1.4903331935915014,1.5066939008594964,1.4920492661655922,1.7232531622850802,1.6364890688107134,1.712054397286001,1.5349350038302174,1.540577262175582,1.5806220178148362,1.6043002345869746,1.5741686123730392,1.6061742850792031,1.5417897688148727,1.5285555954699588,1.5415012757778639,1.5592318461771872,1.5836886862568489,1.5605323956266814,1.510040632740791,1.5468618789156119,1.5119762717219747,1.5849018817135176,1.6009080785623941,1.6322271234054477,1.5540738456506173,1.6369431753417525,1.5540738456506173
Machamp,Counter,Dynamic Punch,45,1.1052084798481647,1.1237839194816803,1.107429971103566,1.1052218563254337,1.1313156384184317,1.1053049949832119,1.0999408306929637,1.1294980814551614,1.101092415090754,1.1182052265004834,1.1448718861242861,1.1237554962399692,1.1478075762223965,1.1702196887727079,1.1584851964045917,1.1171875732005505,1.1592191634864297,1.1275595111082748,1.1353474629491285,1.175854815509033,1.1527491295421766,1.1533395280425631,1.1919922959014415,1.1533319487020264,1.1209211414375395,1.1567172916103852,1.1359470176076545,1.149183470529594,1.217505073462995,1.149183470529594
Hariyama,Counter,Dynamic Punch,30,1.4603009199499342,1.3973483115259917,1.4602413644529353,1.387200927525865,1.3876187823144197,1.3867332000865442,1.3122473661798846,1.3789607598634086,1.494977529974697,1.3855525595506053,1.4045327695872938,1.391596129083546,1.3563248653007838,1.407248498698474,1.4576762111907355,1.350451043560305,1.3824102381151477,1.3591898744269695,1.3663923580236719,1.429513753521681,1.3891475562844844,1.3806431201266918,1.4414387756237774,1.381100164743715,1.36763952515027,1.4231364150787569,1.3950595831073247,1.4274940182763274,1.508686155672759,1.4274940182763274
Shadow Machamp,Counter,Dynamic Punch,50,0.9383692743487619,0.9239692625979016,0.9380430544403119,0.9147140768245482,0.9192688310905051,0.9148757148237544,0.8899534763140947,0.9297286704853783,0.9822832736439683,0.9191414872177963,0.927730101257455,0.9231926833799989,0.9103557381957929,0.9328384656505517,0.9630873629815508,0.9236382465704797,0.9357505344689845,0.9229544153157694,0.9204558068611088,0.9550631165942965,0.9359063420030228,0.9166858953497817,0.9538438096016497,0.9181149436686799,0.9145340670889666,0.9362519894565234,0.922934966061634,0.9375850753107283,0.9921227893528128,0.9375850753107283
Durant,Bug Bite,X-Scissor,40,1.396794507719069,1.3758332428279691,1.1790581418328852,1.5358003390074983,1.456497552338869,1.3143842214320387,1.5499974779141528,1.5040484756630446,1.4168914060218025,1.6030238712148954,1.5752912741425522,1.3411382791052624,1.57266813750434,1.5503425116788307,1.3711125521482987,1.5643865632561478,1.5403531375755786,1.3140079976324788,1.5682658636497198,1.5572576689590802,1.3588577365599965,1.536118547863141,1.6016765625859166,1.2719784263312186,1.5665128143537947,1.5876017946781038,1.312938538839667,1.6119186273340897,1.6912868774122751,1.3424175215033058
Primarina,Charm,Moonblast,35,1.4256965055433795,1.4255164592165026,1.4302656762709178,1.4760148399077366,1.440228893324825,1.4827582971009756,1.440915740044506,1.4361480593429206,1.4507162137274199,1.4788907542207335,1.4905631126218641,1.6832731674677266,1.3976030612038701,1.4112340891430504,1.397967010862277,1.43334677203362,1.450674695826024,1.433069792200156,1.4145430312481395,1.458762480723176,1.4398662961419464,1.434582898715258,1.487142884315757,1.4450471646787615,1.4407589839031376,1.4657230519208446,1.45099894087249,1.4585525383545064,1.5218495058874644,1.4585525383545064
Mega Beedrill,Bug Bite,X-Scissor,45,1.1545884884298536,1.0478610763432035,0.9909199677385471,1.0857887618044242,1.0650926661265376,0.9014491115498311,1.1638539348644936,1.0901327320993492,1.0078308654039032,1.1438097386168722,1.120099325509328,0.9761386891319939,1.182371404270328,1.1265344137438207,0.9809500680614519,1.1331076156151039,1.1028026982529455,0.957952101183955,1.1368189735799485,1.1275784852401465,0.9658210150508063,1.0752345899340046,1.1258057565776631,0.910438276093323,1.1098983497758772,1.1158925395493824,0.9777912366198557,1.0918209097213856,1.13284464123079,0.9401267819543898
Mega Beedrill,Infestation,X-Scissor,45,1.2308412458760714,1.1123029727896365,1.0286975595599481,1.1204362834183663,1.0963464223911963,0.9443903073715785,1.237351387557788,1.147319198704,1.0481433928975716,1.1953416209353709,1.1756664783140758,1.0095935690905609,1.2249640955174967,1.1614721848185303,1.032336996956064,1.167464318792253,1.147821644433735,0.980385523045942,1.1753197888239553,1.1727291181345219,0.9831670645262269,1.1099568363824293,1.1490254712356343,0.9274437413585136,1.1446335875622553,1.1537365480066712,0.9998566048443968,1.1325554085830947,1.1737132505557246,0.9731986693825014
Mega Beedrill,Bug Bite,Fell Stinger,45,1.2724108937597591,1.1277428911745697,1.0931788035843686,1.1700454421036515,1.1400756166389503,0.9714311426340941,1.2787625121851938,1.1781941630722057,1.0982995276074554,1.2652072180022997,1.2156053929145534,1.0961284893043768,1.2803580712064235,1.2113818587297769,1.0692724864565977,1.22635784645373,1.178690090017783,1.0452993733458333,1.2237139597812956,1.201884951690311,1.0476148591423518,1.160402725871408,1.2044116164170924,0.9791694803670578,1.2099756440000473,1.2139757032942466,1.0546102601351486,1.1741456825157635,1.21237232070903,1.008426286999138
Mega Beedrill,Infestation,Fell Stinger,45,1.349309369886818,1.2125361205424625,1.1312194544395997,1.2100706694406966,1.1854718543220926,1.0180058193897275,1.3528243255766486,1.254968333159329,1.1417988689324774,1.3236020762538798,1.2845045417888548,1.1308975676633244,1.325394141020389,1.275365722379083,1.1283484305451714,1.2668152437113158,1.22713623624581,1.0626879790133525,1.2628272931018256,1.252931709631018,1.0775864552345578,1.1937661730667863,1.2294242708009915,0.9993326234917528,1.2466106255810303,1.2452505497570603,1.0767421225689757,1.2204073876862325,1.268886734587503,1.0400924365918565
Mega Beedrill,Poison Jab,X-Scissor,45,1.4213364467178602,1.2743793409191666,1.2640588362019085,1.2424298482648324,1.2421638783672475,1.0978233065757248,1.3491109940654733,1.2767265437218245,1.236975186194454,1.3069976442940852,1.3070131606035753,1.1680889070007872,1.3472487558807482,1.3008227995760167,1.208302137735804,1.3149983320218743,1.2870549472832287,1.1621697257462102,1.3001530623023103,1.3022967027268904,1.1586704897033433,1.2562055071945177,1.313349789431384,1.114076259877438,1.2957854832673887,1.319443173014121,1.2080374194801413,1.309110510042991,1.3765124412985819,1.1684976494463357
Mega Beedrill,Poison Jab,Fell Stinger,45,1.512082110027223,1.344664753294247,1.3419375299335365,1.3318624767454266,1.308226161611007,1.1671908391215833,1.468120365667256,1.360579328984397,1.3132307450476206,1.4233185965808393,1.391842805391013,1.2633943056068548,1.437968847878522,1.383614182500216,1.2955360137849699,1.4012242711943272,1.354581874920557,1.22896531082821,1.3789116828595187,1.3616445459311737,1.2295015392651856,1.3300656615921216,1.3759334840396946,1.1708579173915836,1.3865628755992572,1.3938445965589399,1.262073584706453,1.377972400111613,1.4430202195681174,1.2168417123241924
